[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 1] Περὶ δὲ τῆς λογείας τῆς εἰς τοὺς ἁγίους, ὥσπερ διέταξα ταῖς ἐκκλησίαις τῆς Γαλατίας, οὕτως καὶ ὑμεῖς ποιήσατε.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 12] Περὶ δὲ Ἀπολλῶ τοῦ ἀδελφοῦ, πολλὰ παρεκάλεσα αὐτὸν ἵνα ἔλθῃ πρὸς ὑμᾶς μετὰ τῶν ἀδελφῶν· καὶ πάντως οὐκ ἦν θέλημα ἵνα νῦν ἔλθῃ, ἐλεύσεται δὲ ὅταν εὐκαιρήσῃ.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 13] Γρηγορεῖτε, στήκετε ἐν τῇ πίστει, ἀνδρίζεσθε, κραταιοῦσθε.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 14] πάντα ὑμῶν ἐν ἀγάπῃ γινέσθω.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 15] Παρακαλῶ δὲ ὑμᾶς, ἀδελφοί· οἴδατε τὴν οἰκίαν Στεφανᾶ, ὅτι ἐστὶν ἀπαρχὴ τῆς Ἀχαΐας καὶ εἰς διακονίαν τοῖς ἁγίοις ἔταξαν ἑαυτούς·
[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 16] ἵνα καὶ ὑμεῖς ὑποτάσσησθε τοῖς τοιούτοις καὶ παντὶ τῷ συνεργοῦντι καὶ κοπιῶντι.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 17] χαίρω δὲ ἐπὶ τῇ παρουσίᾳ Στεφανᾶ καὶ Φορτουνάτου καὶ Ἀχαϊκοῦ, ὅτι τὸ ⸀ὑμέτερον ὑστέρημα οὗτοι ἀνεπλήρωσαν,
[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 18] ἀνέπαυσαν γὰρ τὸ ἐμὸν πνεῦμα καὶ τὸ ὑμῶν. ἐπιγινώσκετε οὖν τοὺς τοιούτους.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 19] Ἀσπάζονται ὑμᾶς αἱ ἐκκλησίαι τῆς Ἀσίας. ⸀ἀσπάζεται ὑμᾶς ἐν κυρίῳ πολλὰ Ἀκύλας καὶ ⸀Πρίσκα σὺν τῇ κατʼ οἶκον αὐτῶν ἐκκλησίᾳ.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 20] ἀσπάζονται ὑμᾶς οἱ ἀδελφοὶ πάντες. ἀσπάσασθε ἀλλήλους ἐν φιλήματι ἁγίῳ.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 21] Ὁ ἀσπασμὸς τῇ ἐμῇ χειρὶ Παύλου.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 22] εἴ τις οὐ φιλεῖ τὸν ⸀κύριον, ἤτω ἀνάθεμα. ⸂Μαράνα θά⸃.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 23] ἡ χάρις τοῦ κυρίου ⸀Ἰησοῦ μεθʼ ὑμῶν.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 16 | Verse 24] ἡ ἀγάπη μου μετὰ πάντων ὑμῶν ἐν Χριστῷ ⸀Ἰησοῦ.
