[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 1] Διώκετε τὴν ἀγάπην, ζηλοῦτε δὲ τὰ πνευματικά, μᾶλλον δὲ ἵνα προφητεύητε.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 23] ἐὰν οὖν συνέλθῃ ἡ ἐκκλησία ὅλη ἐπὶ τὸ αὐτὸ καὶ πάντες ⸂λαλῶσιν γλώσσαις⸃, εἰσέλθωσιν δὲ ἰδιῶται ἢ ἄπιστοι, οὐκ ἐροῦσιν ὅτι μαίνεσθε;
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 24] ἐὰν δὲ πάντες προφητεύωσιν, εἰσέλθῃ δέ τις ἄπιστος ἢ ἰδιώτης, ἐλέγχεται ὑπὸ πάντων, ἀνακρίνεται ὑπὸ πάντων,
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 25] ⸀τὰ κρυπτὰ τῆς καρδίας αὐτοῦ φανερὰ γίνεται, καὶ οὕτως πεσὼν ἐπὶ πρόσωπον προσκυνήσει τῷ θεῷ, ἀπαγγέλλων ὅτι ⸂Ὄντως ὁ θεὸς⸃ ἐν ὑμῖν ἐστιν.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 26] Τί οὖν ἐστιν, ἀδελφοί; ὅταν συνέρχησθε, ⸀ἕκαστος ψαλμὸν ἔχει, διδαχὴν ἔχει, ⸂ἀποκάλυψιν ἔχει, γλῶσσαν⸃ ἔχει, ἑρμηνείαν ἔχει· πάντα πρὸς οἰκοδομὴν γινέσθω.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 27] εἴτε γλώσσῃ τις λαλεῖ, κατὰ δύο ἢ τὸ πλεῖστον τρεῖς, καὶ ἀνὰ μέρος, καὶ εἷς διερμηνευέτω·
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 28] ἐὰν δὲ μὴ ᾖ ⸀διερμηνευτής, σιγάτω ἐν ἐκκλησίᾳ, ἑαυτῷ δὲ λαλείτω καὶ τῷ θεῷ.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 29] προφῆται δὲ δύο ἢ τρεῖς λαλείτωσαν, καὶ οἱ ἄλλοι διακρινέτωσαν·
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 30] ἐὰν δὲ ἄλλῳ ἀποκαλυφθῇ καθημένῳ, ὁ πρῶτος σιγάτω.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 31] δύνασθε γὰρ καθʼ ἕνα πάντες προφητεύειν, ἵνα πάντες μανθάνωσιν καὶ πάντες παρακαλῶνται
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 32] (καὶ πνεύματα προφητῶν προφήταις ὑποτάσσεται,
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 33] οὐ γάρ ἐστιν ἀκαταστασίας ὁ θεὸς ἀλλὰ εἰρήνης), ὡς ἐν πάσαις ταῖς ἐκκλησίαις τῶν ἁγίων.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 34] Αἱ ⸀γυναῖκες ἐν ταῖς ἐκκλησίαις σιγάτωσαν, οὐ γὰρ ⸀ἐπιτρέπεται αὐταῖς λαλεῖν· ἀλλὰ ⸀ὑποτασσέσθωσαν, καθὼς καὶ ὁ νόμος λέγει.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 35] εἰ δέ τι ⸀μαθεῖν θέλουσιν, ἐν οἴκῳ τοὺς ἰδίους ἄνδρας ἐπερωτάτωσαν, αἰσχρὸν γάρ ἐστιν γυναικὶ ⸂λαλεῖν ἐν ἐκκλησίᾳ⸃.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 36] ἢ ἀφʼ ὑμῶν ὁ λόγος τοῦ θεοῦ ἐξῆλθεν, ἢ εἰς ὑμᾶς μόνους κατήντησεν;
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 37] Εἴ τις δοκεῖ προφήτης εἶναι ἢ πνευματικός, ἐπιγινωσκέτω ἃ γράφω ὑμῖν ὅτι κυρίου ⸀ἐστίν·
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 38] εἰ δέ τις ἀγνοεῖ, ⸀ἀγνοεῖται.
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 39] ὥστε, ἀδελφοί ⸀μου, ζηλοῦτε τὸ προφητεύειν, καὶ τὸ λαλεῖν ⸂μὴ κωλύετε γλώσσαις⸃·
[SBLGNT | EL | NT | 1 Corinthians | Chapter 14 | Verse 40] πάντα ⸀δὲ εὐσχημόνως καὶ κατὰ τάξιν γινέσθω.
