[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 1] The children of Israel also after their nomber, euen the chiefe fathers and captaines of thousandes and of hundreths, and their officers that serued the King by diuers courses, which came and in went out, moneth by moneth throughout al the moneths of the yeere: in euery course were foure and twentie thousand.
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 13] The tenth for the tenth moneth was Maharai, the Netophathite of the Zarhites: and in his course foure and twentie thousand.
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 14] The eleueth for the eleuenth moneth was Benaiah the Pirathonite of the sonnes of Ephraim: and in his course foure and twentie thousand.
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 15] The twelft for the twelft moneth was Heldai the Netophathite, of Othniel: and in his course foure and twentie thousand.
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 16] Moreouer the rulers ouer the tribes of Israel were these: ouer the Reubenites was ruler, Eliezer the sonne of Zichri: ouer the Shimeonites, Shephatiah the sonne of Maachah:
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 17] Ouer the Leuites, Hashabiah the sonne of Remuel: ouer them of Aharon, and Zadok:
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 18] Ouer Iudah, Elihu of the brethren of Dauid: ouer Issachar, Omri the sonne of Michael:
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 19] Ouer Zebulun, Ishmaiah the sonne of Obadiah: ouer Naphtali, Ierimoth the sonne of Azriel:
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 20] Ouer the sonnes of Ephraim, Hoshea the sonne of Azazziah: ouer the halfe tribe of Manasseh, Ioel the sonne of Pedaiah:
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 21] Ouer the other halfe of Manasseh in Gilead, Iddo the sonne of Zechariah: ouer Beniamin, Iaasiel the sonne of Abner:
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 22] Ouer Dan, Azariel the sonne of Ieroham. these are the princes of the tribes of Israel.
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 23] But Dauid tooke not the nober of them from twentie yeere olde and vnder, because the Lord had sayde that he would increase Israel like vnto the starres of the heauens.
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 24] And Ioab the sonne of Zeruiah beganne to nomber: but hee finished it not, because there came wrath for it against Israel, neither was the nomber put into the Chronicles of King Dauid.
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 25] And ouer the Kings treasures was Azmaueth the sonne of Adiel: and ouer the treasures in the fieldes, in the cities and in the villages and in the towers was Iehonathan the sonne of Vzziah:
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 26] And ouer the workemen in the fielde that tilled the ground, was Ezri the sonne of Chelub:
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 27] And ouer them that dressed the vines, was Shimei the Ramathite: and ouer that which apperteined to the vines, and ouer the store of the wine was Sabdi the Shiphmite:
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 28] And ouer the oliue trees and mulberie trees that were in the valleys, was Baal Hanan the Gederite: and ouer the store of the oyle was Ioash:
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 29] And ouer the oxen that fed in Sharon, was Shetrai the Sharonite: and ouer the oxen in the valleyes was Shaphat the sonne of Adlai:
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 30] And ouer the camels was Obil the Ishmaelite: and ouer the asses was Iehdeiah the Meronothite:
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 31] And ouer the sheepe was Iaziz the Hagerite: all these were the rulers of the substance that was King Dauids.
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 32] And Iehonathan Dauids vncle a man of counsell and vnderstanding (for he was a scribe) and Iehiel the sonne of Hachmoni were with the Kings sonnes.
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 33] And Ahitophel was the Kings counseller, and Hushai the Archite the Kings friend.
[GNV | EN | OT | 1 Chronicles | Chapter 27 | Verse 34] And after Ahitophel was Iehoiada the sonne of Benaiah and Abiathar: and captaine of the Kings armie was Ioab.
