[IRV | PA | OT | Daniel | Chapter 1 | Verse 1] ਯਹੂਦਾਹ ਦੇ ਰਾਜਾ ਯਹੋਯਾਕੀਮ ਦੇ ਰਾਜ ਕਾਲ ਦੇ ਤੀਜੇ ਸਾਲ ਵਿੱਚ, ਬਾਬਲ ਦੇ ਰਾਜਾ ਨਬੂਕਦਨੱਸਰ ਨੇ ਯਰੂਸ਼ਲਮ ਉੱਤੇ ਚੜ੍ਹਾਈ ਕਰ ਕੇ, ਉਸ ਨੂੰ ਘੇਰ ਲਿਆ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 12] ਮੈਂ ਤੁਹਾਨੂੰ ਬੇਨਤੀ ਕਰਦਾ ਹਾਂ ਕਿ ਤੂੰ ਦਸ ਦਿਨ ਤੱਕ ਆਪਣੇ ਬੰਦਿਆਂ ਨੂੰ ਪਰਖ ਕੇ ਵੇਖ ਅਤੇ ਖਾਣ ਲਈ ਸਾਗ ਪਤ ਤੇ ਪੀਣ ਲਈ ਪਾਣੀ ਹੀ ਸਾਨੂੰ ਦਿੱਤਾ ਜਾਵੇ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 13] ਤਦ ਸਾਡੇ ਮੂੰਹ ਅਤੇ ਉਹਨਾਂ ਜੁਆਨਾਂ ਦੇ ਮੂੰਹ, ਜਿਹੜੇ ਰਾਜੇ ਦਾ ਸੁਆਦਲਾ ਭੋਜਨ ਖਾਂਦੇ ਹਨ ਤੇਰੇ ਸਾਹਮਣੇ ਵੇਖੇ ਜਾਣ, ਫਿਰ ਆਪਣੇ ਬੰਦਿਆਂ ਨਾਲ ਜੋ ਤੂੰ ਠੀਕ ਸਮਝੇਂ ਕਰੀਂ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 14] ਉਸ ਨੇ ਉਹਨਾਂ ਦੀ ਇਹ ਗੱਲ ਮੰਨ ਲਈ ਅਤੇ ਦਸ ਦਿਨ ਤੱਕ ਉਹਨਾਂ ਨੂੰ ਪਰਖਿਆ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 15] ਦਸ ਦਿਨਾਂ ਦੇ ਮਗਰੋਂ ਉਹਨਾਂ ਸਾਰਿਆਂ ਜੁਆਨਾਂ ਦੇ ਨਾਲੋਂ ਜਿਹੜੇ ਰਾਜੇ ਦਾ ਸੁਆਦਲਾ ਭੋਜਨ ਖਾਂਦੇ ਸਨ, ਉਹਨਾਂ ਦੇ ਮੂੰਹ ਵਧੇਰੇ ਸੁੰਦਰ ਅਤੇ ਸਰੀਰ ਮੋਟੇ ਦਿੱਸਦੇ ਸਨ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 16] ਤਦ ਦਰੋਗੇ ਨੇ ਉਹਨਾਂ ਦਾ ਸੁਆਦਲਾ ਭੋਜਨ ਅਤੇ ਸ਼ਰਾਬ ਜਿਹੜੀ ਉਹਨਾਂ ਦੇ ਪੀਣ ਲਈ ਠਹਿਰਾਈ ਹੋਈ ਸੀ, ਬੰਦ ਕਰ ਦਿੱਤੀ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਸਾਗ ਪਤ ਹੀ ਖਾਣ ਨੂੰ ਦਿੱਤਾ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 17] ਪਰਮੇਸ਼ੁਰ ਨੇ ਉਹਨਾਂ ਚਾਰ ਜੁਆਨਾਂ ਨੂੰ ਸਭ ਪ੍ਰਕਾਰ ਦੀ ਸ਼ਾਸਤਰ ਅਤੇ ਸਾਰੀ ਵਿੱਦਿਆ ਵਿੱਚ ਬੁੱਧੀ ਅਤੇ ਨਿਪੁੰਨਤਾ ਦਿੱਤੀ ਅਤੇ ਦਾਨੀਏਲ ਵਿੱਚ ਹਰ ਤਰ੍ਹਾਂ ਦੇ ਦਰਸ਼ਣਾਂ ਤੇ ਸੁਫ਼ਨਿਆਂ ਦੀ ਸਮਝ ਸੀ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 18] ਜਦ ਉਹ ਦਿਨ ਹੋ ਚੁੱਕੇ ਜਿਹਨਾਂ ਦੇ ਮਗਰੋਂ ਰਾਜੇ ਦੇ ਹੁਕਮ ਅਨੁਸਾਰ ਉਹਨਾਂ ਨੇ ਉਹ ਦੇ ਸਾਹਮਣੇ ਆਉਣਾ ਸੀ, ਤਦ ਖੁਸਰਿਆਂ ਦਾ ਪ੍ਰਧਾਨ ਉਹਨਾਂ ਨੂੰ ਨਬੂਕਦਨੱਸਰ ਦੇ ਦਰਬਾਰ ਲਿਆਇਆ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 19] ਰਾਜੇ ਨੇ ਉਹਨਾਂ ਦੇ ਨਾਲ ਗੱਲਾਂ ਕੀਤੀਆਂ ਅਤੇ ਉਹਨਾਂ ਵਿੱਚੋਂ ਦਾਨੀਏਲ, ਹਨਨਯਾਹ, ਮੀਸ਼ਾਏਲ ਤੇ ਅਜ਼ਰਯਾਹ ਦੇ ਵਾਂਗੂੰ ਕੋਈ ਨਹੀਂ ਸੀ, ਇਸ ਲਈ ਉਹ ਰਾਜੇ ਦੇ ਸਨਮੁਖ ਦਰਬਾਰੀ ਹੋਣ ਲਈ ਨਿਯੁਕਤ ਕੀਤਾ ਗਿਆ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 20] ਬੁੱਧ ਤੇ ਸਮਝ ਦੇ ਵਿਖੇ ਜੋ ਕੁਝ ਰਾਜਾ ਉਹਨਾਂ ਨੂੰ ਪੁੱਛਦਾ ਸੀ, ਉਸ ਵਿੱਚ ਉਹ ਸਾਰੇ ਜਾਦੂਗਰਾਂ ਅਤੇ ਜੋਤਸ਼ੀਆਂ ਨਾਲੋਂ ਜਿਹੜੇ ਉਹ ਦੇ ਸਾਰੇ ਦੇਸ਼ ਵਿੱਚ ਸਨ, ਦਸ ਗੁਣਾ ਨਿਪੁੰਨ ਸਨ।
[IRV | PA | OT | Daniel | Chapter 1 | Verse 21] ਦਾਨੀਏਲ ਕੋਰਸ਼ ਰਾਜਾ ਦੇ ਪਹਿਲੇ ਸਾਲ ਤੱਕ ਦਰਬਾਰੀ ਰਿਹਾ।
