[IRV | PA | OT | Daniel | Chapter 4 | Verse 1] ਨਬੂਕਦਨੱਸਰ ਰਾਜਾ ਦੀ ਵੱਲੋਂ ਸਾਰੇ ਲੋਕਾਂ, ਕੌਮਾਂ ਤੇ ਭਾਖਿਆਂ ਨੂੰ ਜਿਹੜੀਆਂ ਕੁਲ ਧਰਤੀ ਵਿੱਚ ਵੱਸਦੀਆਂ ਹਨ, ਤੁਹਾਨੂੰ ਸ਼ਾਂਤੀ ਮਿਲੇ!
[IRV | PA | OT | Daniel | Chapter 4 | Verse 12] ਉਹ ਦੇ ਪੱਤੇ ਸੋਹਣੇ ਅਤੇ ਉਹ ਦਾ ਫਲ ਬਹੁਤਾ ਸੀ ਤੇ ਉਹ ਦੇ ਵਿੱਚ ਸਭਨਾਂ ਲਈ ਭੋਜਨ ਸੀ। ਜੰਗਲੀ ਜਾਨਵਰ ਉਹ ਦੀ ਛਾਂ ਵਿੱਚ ਅਤੇ ਅਕਾਸ਼ ਦੇ ਪੰਛੀ ਉਹ ਦੀਆਂ ਟਹਿਣੀਆਂ ਉੱਤੇ ਵਸੇਰਾ ਕਰਦੇ ਸਨ ਅਤੇ ਸਾਰੇ ਪ੍ਰਾਣੀ ਉਸ ਤੋਂ ਪਾਲੇ ਜਾਂਦੇ ਸਨ।
[IRV | PA | OT | Daniel | Chapter 4 | Verse 13] ਮੈਂ ਆਪਣੇ ਪਲੰਘ ਉੱਤੇ ਦਰਸ਼ਣ ਵਿੱਚ ਨਜ਼ਰ ਕੀਤੀ ਤਾਂ ਕੀ ਵੇਖਦਾ ਹਾਂ ਭਈ ਇੱਕ ਰਾਖ਼ਾ, ਹਾਂ, ਇੱਕ ਪਵਿੱਤਰ ਜਨ ਅਕਾਸ਼ੋਂ ਉੱਤਰਿਆ
[IRV | PA | OT | Daniel | Chapter 4 | Verse 14] ਉਹ ਨੇ ਉੱਚੀ ਹਾਕ ਮਾਰ ਕੇ ਇਉਂ ਆਖਿਆ ਕਿ ਰੁੱਖ ਨੂੰ ਕੱਟ ਕੇ ਢਾਹ ਦਿਓ ਅਤੇ ਉਹ ਦੀਆਂ ਟਹਿਣੀਆਂ ਛਾਂਗ ਸੁੱਟੋ ਅਤੇ ਉਹ ਦੇ ਪੱਤੇ ਝਾੜ ਲਓ ਅਤੇ ਉਹ ਦਾ ਫਲ ਖਿਲਾਰ ਦਿਓ! ਜਾਨਵਰ ਉਹ ਦੇ ਹੇਠੋਂ ਤੇ ਪੰਛੀ ਉਹ ਦੀਆਂ ਟਹਿਣੀਆਂ ਦੇ ਉੱਤੋਂ ਚੱਲੇ ਜਾਣ।
[IRV | PA | OT | Daniel | Chapter 4 | Verse 15] ਪਰ ਉਹ ਦੀਆਂ ਜੜ੍ਹਾਂ ਦਾ ਮੁੱਢ ਜ਼ਮੀਨ ਵਿੱਚ ਛੱਡ ਦਿਓ ਸਗੋਂ ਲੋਹੇ ਤੇ ਪਿੱਤਲ ਦੇ ਸੰਮਾਂ ਨਾਲ ਬੰਨਿਆ ਹੋਇਆ ਜੰਗਲ ਦੇ ਹਰੇ ਘਾਹ ਵਿੱਚ ਰਹਿਣ ਦਿਓ ਅਤੇ ਉਹ ਅਕਾਸ਼ ਦੀ ਤ੍ਰੇਲ ਨਾਲ ਤਰ ਹੋਵੇ ਅਤੇ ਉਹ ਦਾ ਹਿੱਸਾ ਜ਼ਮੀਨ ਦੇ ਘਾਹ ਵਿੱਚ ਪਸ਼ੂਆਂ ਦੇ ਨਾਲ ਹੋਵੇ।
[IRV | PA | OT | Daniel | Chapter 4 | Verse 16] ਉਹ ਦਾ ਮਨ ਬਦਲੇ ਅਤੇ ਮਨੁੱਖ ਜਿਹਾ ਨਾ ਰਹੇ ਸਗੋਂ ਉਹ ਪਸ਼ੂ ਜਿਹਾ ਹੋ ਜਾਵੇ ਅਤੇ ਉਸ ਉੱਤੇ ਸੱਤ ਸਾਲ ਬੀਤ ਜਾਣ।
[IRV | PA | OT | Daniel | Chapter 4 | Verse 17] ਇਹ ਹੁਕਮ ਰਾਖਿਆਂ ਦੇ ਫ਼ੈਸਲੇ ਤੋਂ ਹੈ ਅਤੇ ਪਵਿੱਤਰ ਜਨਾਂ ਦੇ ਬਚਨ ਤੋਂ ਹੈ ਤਾਂ ਜੋ ਸਾਰੇ ਜੀਵ ਜਾਣ ਲੈਣ ਕਿ ਅੱਤ ਮਹਾਨ ਪਰਮੇਸ਼ੁਰ ਮਨੁੱਖਾਂ ਦੇ ਰਾਜ ਵਿੱਚ ਪ੍ਰਭੂਤਾ ਕਰਦਾ ਹੈ ਅਤੇ ਜਿਸ ਕਿਸੇ ਨੂੰ ਚਾਹੁੰਦਾ, ਉਸ ਨੂੰ ਦਿੰਦਾ ਹੈ ਸਗੋਂ ਸਭਨਾਂ ਤੋਂ ਨੀਵੇਂ ਆਦਮੀ ਨੂੰ ਉਸ ਉੱਤੇ ਖੜਾ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Daniel | Chapter 4 | Verse 18] ਮੈਂ ਨਬੂਕਦਨੱਸਰ ਰਾਜਾ ਨੇ ਇਹ ਸੁਫ਼ਨਾ ਵੇਖਿਆ ਹੈ। ਤੂੰ ਹੇ ਬੇਲਟਸ਼ੱਸਰ, ਉਹ ਦਾ ਅਰਥ ਦੱਸ ਕਿਉਂ ਜੋ ਮੇਰੇ ਰਾਜ ਦੇ ਸਭ ਵਿਦਵਾਨ ਮੈਨੂੰ ਇਹ ਦਾ ਅਰਥ ਦੱਸ ਨਹੀਂ ਸਕੇ ਪਰ ਤੂੰ ਦੱਸ ਸਕਦਾ ਹੈਂ ਕਿਉਂ ਜੋ ਪਵਿੱਤਰ ਦੇਵਤਿਆਂ ਦਾ ਆਤਮਾ ਤੇਰੇ ਵਿੱਚ ਹੈ!
[IRV | PA | OT | Daniel | Chapter 4 | Verse 19] ਤਦ ਦਾਨੀਏਲ ਜਿਸ ਦਾ ਨਾਮ ਬੇਲਟਸ਼ੱਸਰ ਵੀ ਸੀ ਕੁਝ ਦੇਰ ਤੱਕ ਚੁੱਪ ਰਿਹਾ ਅਤੇ ਆਪਣੇ ਖ਼ਿਆਲਾਂ ਤੋਂ ਘਬਰਾਇਆ। ਰਾਜੇ ਨੇ ਉੱਤਰ ਦੇ ਕੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਹੇ ਬੇਲਟਸ਼ੱਸਰ ਸੁਫ਼ਨੇ ਤੋਂ ਤੇ ਉਹ ਦੇ ਅਰਥ ਤੋਂ ਨਾ ਘਬਰਾ! ਬੇਲਟਸ਼ੱਸਰ ਨੇ ਉੱਤਰ ਦੇ ਕੇ ਆਖਿਆ, ਹੇ ਮੇਰੇ ਸੁਆਮੀ, ਇਹ ਸੁਫ਼ਨਾ ਤੇਰੇ ਨਾਲ ਵੈਰ ਰੱਖਣ ਵਾਲਿਆਂ ਦੇ ਲਈ ਤੇ ਉਹ ਦਾ ਅਰਥ ਤੇਰੇ ਵਿਰੋਧੀਆਂ ਲਈ ਹੋਵੇ!
[IRV | PA | OT | Daniel | Chapter 4 | Verse 20] ਉਹ ਰੁੱਖ ਜੋ ਤੁਸੀਂ ਦੇਖਿਆ ਜੋ ਉਹ ਵਧਿਆ ਤੇ ਤਕੜਾ ਹੋਇਆ ਜਿਸ ਦੀ ਚੋਟੀ ਅਕਾਸ਼ ਤੱਕ ਪਹੁੰਚੀ ਤੇ ਉਹ ਧਰਤੀ ਦੇ ਕੰਢਿਆਂ ਤੱਕ ਵਿਖਾਈ ਦਿੰਦਾ ਸੀ।
[IRV | PA | OT | Daniel | Chapter 4 | Verse 21] ਜਿਸ ਦੇ ਪੱਤੇ ਸੋਹਣੇ ਸਨ ਅਤੇ ਫਲ ਬਹੁਤਾ ਸੀ ਜਿਸ ਦੇ ਵਿੱਚ ਸਭਨਾਂ ਲਈ ਭੋਜਨ ਸੀ, ਜਿਸ ਦੇ ਹੇਠ ਜੰਗਲੀ ਜਾਨਵਰ ਬਹਿੰਦੇ ਅਤੇ ਜਿਹ ਦੀਆਂ ਟਹਿਣੀਆਂ ਵਿੱਚ ਅਕਾਸ਼ ਦੇ ਪੰਛੀ ਵਸੇਰਾ ਕਰਦੇ ਸਨ।
[IRV | PA | OT | Daniel | Chapter 4 | Verse 22] ਹੇ ਰਾਜਾ, ਉਹ ਤੁਸੀਂ ਹੀ ਹੋ ਜਿਹੜੇ ਵਧੇ ਤੇ ਤਕੜੇ ਹੋਏ ਕਿਉਂ ਜੋ ਤੁਹਾਡੀ ਮਹਿਮਾ ਵਧੀ ਤੇ ਸਵਰਗ ਤੱਕ ਪਹੁੰਚ ਗਈ ਹੈ ਤੇ ਤੁਹਾਡਾ ਰਾਜ ਧਰਤੀ ਦੇ ਕੰਢਿਆਂ ਤੱਕ ਫੈਲਿਆ ਹੈ।
[IRV | PA | OT | Daniel | Chapter 4 | Verse 23] ਹੇ ਰਾਜਾ, ਤੁਸੀਂ ਜੋ ਇੱਕ ਰਾਖੇ ਨੂੰ, ਪਵਿੱਤਰ ਜਨ ਨੂੰ ਅਕਾਸ਼ੋਂ ਉਤਰਦੇ ਅਤੇ ਇਹ ਆਖਦੇ ਵੇਖਿਆ ਕਿ ਰੁੱਖ ਨੂੰ ਕੱਟ ਕੇ ਢਾਹ ਦਿਓ, ਉਹ ਦਾ ਸੱਤਿਆਨਾਸ ਕਰ ਸੁੱਟੋ ਤਾਂ ਵੀ ਜ਼ਮੀਨ ਵਿੱਚ ਉਹ ਦੀਆਂ ਜੜ੍ਹਾਂ ਦਾ ਮੁੱਢ ਛੱਡ ਦਿਓ। ਸਗੋਂ ਉਹ ਨੂੰ ਲੋਹੇ ਤੇ ਪਿੱਤਲ ਦੇ ਸੰਮਾਂ ਨਾਲ ਬੰਨਿਆ ਹੋਇਆ ਜੰਗਲ ਦੇ ਹਰੇ ਘਾਹ ਵਿੱਚ ਰਹਿਣ ਦਿਓ ਕਿ ਉਹ ਅਕਾਸ਼ ਦੀ ਤ੍ਰੇਲ ਨਾਲ ਤਰ ਹੋਵੇ, ਜਦ ਤੱਕ ਸੱਤ ਜੁੱਗ ਉਹ ਦੇ ਉੱਤੇ ਨਾ ਬੀਤਣ, ਉਹ ਦਾ ਹਿੱਸਾ ਖੇਤ ਦੇ ਪਸ਼ੂਆਂ ਨਾਲ ਹੋਵੇ।
[IRV | PA | OT | Daniel | Chapter 4 | Verse 24] ਹੇ ਰਾਜਾ, ਉਹ ਦਾ ਅਰਥ ਜੋ ਅੱਤ ਮਹਾਨ ਨੇ ਠਹਿਰਾਇਆ ਹੈ ਕਿ ਰਾਜਾ ਨਾਲ ਘਟੇ, ਇਹੋ ਹੈ
[IRV | PA | OT | Daniel | Chapter 4 | Verse 25] ਭਈ ਤੁਸੀਂ ਮਨੁੱਖਾਂ ਵਿੱਚੋਂ ਹੱਕੇ ਜਾਓਗੇ, ਖੇਤ ਦੇ ਪਸ਼ੂਆਂ ਵਿੱਚ ਵੱਸੋਗੇ। ਤੁਹਾਨੂੰ ਘਾਹ ਖਵਾਇਆ ਜਾਵੇਗਾ ਜਿਵੇਂ ਬਲਦਾਂ ਨੂੰ ਖਵਾਈਦਾ ਹੈ, ਅਕਾਸ਼ ਦੀ ਤ੍ਰੇਲ ਨਾਲ ਤਰ ਕੀਤੇ ਜਾਓਗੇ। ਤੁਹਾਡੇ ਉੱਤੇ ਸੱਤ ਸਮੇਂ ਬੀਤ ਜਾਣਗੇ, ਤਦ ਤੁਸੀਂ ਜਾਣੋਗੇ ਕਿ ਅੱਤ ਮਹਾਨ ਮਨੁੱਖਾਂ ਦੇ ਰਾਜ ਵਿੱਚ ਪ੍ਰਭੂਤਾ ਕਰਦਾ ਹੈ, ਜਿਸ ਨੂੰ ਚਾਹੁੰਦਾ ਹੈ ਉਹ ਨੂੰ ਦਿੰਦਾ ਹੈ!
[IRV | PA | OT | Daniel | Chapter 4 | Verse 26] ਅਤੇ ਇਹ ਜੋ ਉਹਨਾਂ ਨੇ ਹੁਕਮ ਕੀਤਾ ਕਿ ਰੁੱਖ ਦੀਆਂ ਜੜ੍ਹਾਂ ਦਾ ਮੁੱਢ ਛੱਡ ਦਿਓ, ਅਰਥ ਇਹ ਹੈ ਭਈ ਜਦੋਂ ਤੁਹਾਨੂੰ ਪਤਾ ਲੱਗੇਗਾ ਕਿ ਰਾਜ ਦਾ ਅਧਿਕਾਰ ਅਕਾਸ਼ੋਂ ਹੁੰਦਾ ਹੈ ਤਾਂ ਤੁਹਾਡਾ ਰਾਜ ਤੁਹਾਡੇ ਲਈ ਫੇਰ ਪੱਕਾ ਕੀਤਾ ਜਾਵੇਗਾ।
[IRV | PA | OT | Daniel | Chapter 4 | Verse 27] ਇਸ ਕਾਰਨ ਹੇ ਰਾਜਾ, ਮੇਰੀ ਸਲਾਹ ਤੁਹਾਡੇ ਮਨ ਪਸੰਦ ਹੋਵੇ! ਤੁਸੀਂ ਆਪਣੇ ਪਾਪਾਂ ਨੂੰ ਧਰਮ ਨਾਲ ਅਤੇ ਆਪਣੀਆਂ ਬਦੀਆਂ ਨੂੰ ਗਰੀਬਾਂ ਉੱਤੇ ਦਯਾ ਕਰਨ ਨਾਲ ਟਾਲ ਦਿਓ। ਸ਼ਾਇਦ ਅਜਿਹਾ ਹੋਵੇ ਕਿ ਤੁਹਾਡਾ ਸੁੱਖ ਚਿਰ ਤੱਕ ਕਾਇਮ ਰਹੇ।
[IRV | PA | OT | Daniel | Chapter 4 | Verse 28] ਇਹ ਸੱਭੋ ਕੁਝ ਨਬੂਕਦਨੱਸਰ ਰਾਜਾ ਉੱਤੇ ਬੀਤਿਆ।
[IRV | PA | OT | Daniel | Chapter 4 | Verse 29] ਬਾਰਾਂ ਮਹੀਨਿਆਂ ਦੇ ਪਿੱਛੋਂ ਉਹ ਬਾਬਲ ਦੇ ਸ਼ਾਹੀ ਮਹਿਲ ਵਿੱਚ ਟਹਿਲ ਰਿਹਾ ਸੀ
[IRV | PA | OT | Daniel | Chapter 4 | Verse 30] ਤਦ ਰਾਜੇ ਨੇ ਆਖਿਆ, ਕੀ ਇਹ ਉਹ ਵੱਡਾ ਬਾਬਲ ਨਹੀਂ ਜਿਹ ਨੂੰ ਮੈਂ ਆਪਣੇ ਸ਼ਕਤੀ ਦੇ ਬਲ ਨਾਲ ਮਹਾਰਾਜ ਦੇ ਵਾਸ ਲਈ ਬਣਾਇਆ ਹੈ ਭਈ ਮੇਰੀ ਮਹਿਮਾ ਦੀ ਵਡਿਆਈ ਹੋਵੇ?
[IRV | PA | OT | Daniel | Chapter 4 | Verse 31] ਰਾਜਾ ਇਹ ਗੱਲ ਕਰ ਰਿਹਾ ਸੀ ਕਿ ਅਕਾਸ਼ੋਂ ਇੱਕ ਅਵਾਜ਼ ਆਈ ਕਿ ਹੇ ਨਬੂਕਦਨੱਸਰ ਰਾਜਾ, ਤੇਰੇ ਵਿਖੇ ਇਹ ਹੁਕਮ ਹੋ ਚੁੱਕਿਆ ਹੈ ਕਿ ਰਾਜ ਤੇਰੇ ਕੋਲੋਂ ਲੈ ਲਿਆ ਗਿਆ ਹੈ।
[IRV | PA | OT | Daniel | Chapter 4 | Verse 32] ਤੂੰ ਮਨੁੱਖਾਂ ਵਿੱਚੋਂ ਛੇਕਿਆ ਜਾਵੇਂਗਾ ਤੇ ਤੇਰਾ ਵਾਸ ਖੇਤ ਦੇ ਪਸ਼ੂਆਂ ਨਾਲ ਹੋਵੇਗਾ ਤੇ ਤੈਨੂੰ ਘਾਹ ਖਵਾਇਆ ਜਾਵੇਗਾ ਜਿਵੇਂ ਬਲਦਾਂ ਨੂੰ ਖਵਾਈਦਾ ਹੈ ਤੇ ਸੱਤ ਸਮੇਂ ਤੇਰੇ ਉੱਤੇ ਬੀਤਣਗੇ ਤਾਂ ਤੈਨੂੰ ਪਤਾ ਲੱਗੇਗਾ ਕਿ ਅੱਤ ਮਹਾਨ ਮਨੁੱਖਾਂ ਦੇ ਰਾਜ ਵਿੱਚ ਪ੍ਰਭੂਤਾ ਕਰਦਾ ਹੈ ਅਤੇ ਜਿਸ ਨੂੰ ਚਾਹੁੰਦਾ ਹੈ ਉਹ ਨੂੰ ਦਿੰਦਾ ਹੈ!
[IRV | PA | OT | Daniel | Chapter 4 | Verse 33] ਉਸੇ ਘੜੀ ਉਹ ਗੱਲ ਨਬੂਕਦਨੱਸਰ ਉੱਤੇ ਪੂਰੀ ਹੋਈ। ਉਹ ਮਨੁੱਖਾਂ ਵਿੱਚੋਂ ਛੇਕਿਆ ਗਿਆ ਤੇ ਬਲਦਾਂ ਵਾਂਗੂੰ ਘਾਹ ਖਾਣ ਲੱਗ ਪਿਆ ਅਤੇ ਉਹ ਦੀ ਦੇਹੀ ਅਕਾਸ਼ ਦੀ ਤ੍ਰੇਲ ਨਾਲ ਤਰ ਹੋਈ ਐਥੋਂ ਤੱਕ ਉਹ ਦੇ ਵਾਲ਼ ਉਕਾਬਾਂ ਦੇ ਪਰਾਂ ਵਾਂਗੂੰ ਅਤੇ ਉਹ ਦੇ ਨੌਂਹ ਪੰਛੀਆਂ ਦੇ ਨੌਂਹਾਂ ਵਰਗੇ ਵੱਧ ਗਏ!
[IRV | PA | OT | Daniel | Chapter 4 | Verse 34] ਉਹਨਾਂ ਦਿਨਾਂ ਦੇ ਬੀਤਣ ਮਗਰੋਂ ਮੈਂ ਨਬੂਕਦਨੱਸਰ ਨੇ ਆਪਣੀਆਂ ਅੱਖੀਆਂ ਅਕਾਸ਼ ਵੱਲ ਚੁੱਕੀਆਂ ਅਤੇ ਮੇਰੀ ਸਮਝ ਫਿਰ ਮੇਰੇ ਵਿੱਚ ਮੁੜ ਆਈ ਤਾਂ ਮੈਂ ਅੱਤ ਮਹਾਨ ਦਾ ਧੰਨਵਾਦ ਕੀਤਾ ਅਤੇ ਉਹ ਦਾ ਜੋ ਸਦਾ ਜੀਉਂਦਾ ਹੈ ਵਡਿਆਈ ਤੇ ਆਦਰ ਕੀਤਾ। ਜਿਹ ਦੀ ਪ੍ਰਭੂਤਾ ਸਦਾ ਦੀ ਹੈ, ਅਤੇ ਜਿਹ ਦਾ ਰਾਜ ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ ਤੱਕ ਹੈ!
