[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 1] ਪੌਲੁਸ, ਜਿਹੜਾ ਪਰਮੇਸ਼ੁਰ ਦੀ ਇੱਛਾ ਤੋਂ ਯਿਸੂ ਮਸੀਹ ਦਾ ਰਸੂਲ ਹੋਣ ਲਈ ਸੱਦਿਆ ਗਿਆ, ਅਤੇ ਸਾਡੇ ਭਰਾ ਸੋਸਥਨੇਸ ਵੱਲੋਂ,
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 12] ਮੇਰਾ ਆਖਣਾ ਇਹ ਹੈ ਜੋ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਹਰੇਕ ਆਖਦਾ ਹੈ ਭਈ “ਮੈਂ ਪੌਲੁਸ ਦਾ” ਜਾਂ “ਮੈਂ ਅਪੁੱਲੋਸ ਦਾ ਹਾਂ” ਜਾਂ “ਮੈਂ ਕੈਫ਼ਾਸ ਦਾ” ਜਾਂ “ਮੈਂ ਮਸੀਹ ਦਾ ਹਾਂ”।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 13] ਭਲਾ, ਕੀ ਮਸੀਹ ਵੰਡਿਆ ਹੋਇਆ ਹੈ? ਕੀ ਪੌਲੁਸ ਤੁਹਾਡੇ ਲਈ ਸਲੀਬ ਦਿੱਤਾ ਗਿਆ ਜਾਂ ਤੁਹਾਨੂੰ ਪੌਲੁਸ ਦੇ ਨਾਮ ਉੱਤੇ ਬਪਤਿਸਮਾ ਦਿੱਤਾ ਗਿਆ ਸੀ?
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 14] ਮੈਂ ਧੰਨਵਾਦ ਕਰਦਾ ਹਾਂ ਜੋ ਕਰਿਸਪੁਸ ਅਤੇ ਗਾਯੁਸ ਨੂੰ ਛੱਡ ਕੇ ਮੈਂ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਕਿਸੇ ਹੋਰ ਨੂੰ ਬਪਤਿਸਮਾ ਨਹੀਂ ਦਿੱਤਾ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 15] ਜੋ ਕੋਈ ਇਹ ਨਾ ਆਖੇ ਕਿ ਮੇਰੇ ਨਾਮ ਉੱਤੇ ਤੁਹਾਨੂੰ ਬਪਤਿਸਮਾ ਦਿੱਤਾ ਗਿਆ ਸੀ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 16] ਅਤੇ ਮੈਂ ਸਤਫ਼ਨਾਸ ਦੇ ਘਰਾਣੇ ਨੂੰ ਵੀ ਬਪਤਿਸਮਾ ਦਿੱਤਾ। ਇਸ ਤੋਂ ਇਲਾਵਾ ਮੈਂ ਨਹੀਂ ਜਾਣਦਾ ਜੋ ਮੈਂ ਕਿਸੇ ਹੋਰ ਨੂੰ ਬਪਤਿਸਮਾ ਦਿੱਤਾ ਹੋਵੇ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 17] ਕਿਉਂ ਜੋ ਮਸੀਹ ਨੇ ਮੈਨੂੰ ਬਪਤਿਸਮਾ ਦੇਣ ਲਈ ਨਹੀਂ ਸਗੋਂ ਖੁਸ਼ਖਬਰੀ ਸੁਣਾਉਣ ਲਈ ਭੇਜਿਆ, ਪਰ ਸ਼ਬਦਾਂ ਦੇ ਗਿਆਨ ਨਾਲ ਨਹੀਂ ਕਿ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਜੋ ਮਸੀਹ ਦੀ ਸਲੀਬ ਵਿਅਰਥ ਹੋ ਜਾਏ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 18] ਸਲੀਬ ਦੀ ਕਥਾ ਤਾਂ ਉਨ੍ਹਾਂ ਦੇ ਲਈ ਜਿਹੜੇ ਨਾਸ ਹੋ ਰਹੇ ਹਨ, ਮੂਰਖਤਾਈ ਹੈ ਪਰੰਤੂ ਸਾਡੇ ਲਈ ਜਿਹੜੇ ਬਚਾਏ ਜਾਂਦੇ ਹਾਂ ਉਹ ਪਰਮੇਸ਼ੁਰ ਦੀ ਸਮਰੱਥਾ ਹੈ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 19] ਕਿਉਂ ਜੋ ਲਿਖਿਆ ਹੋਇਆ ਹੈ ਮੈਂ ਬੁੱਧਵਾਨਾਂ ਦੀ ਬੁੱਧ ਦਾ ਨਾਸ ਕਰਾਂਗਾ, ਅਤੇ ਚਤਰਿਆਂ ਦੀ ਚਤਰਾਈ ਨੂੰ ਰੱਦ ਕਰਾਂਗਾ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 20] ਕਿੱਥੇ ਬੁੱਧਵਾਨ? ਕਿੱਥੇ ਉਪਦੇਸ਼ਕ? ਕਿੱਥੇ ਇਸ ਜੁੱਗ ਦਾ ਵਿਵਾਦੀ? ਕੀ ਪਰਮੇਸ਼ੁਰ ਨੇ ਸੰਸਾਰ ਦੀ ਬੁੱਧ ਨੂੰ ਮੂਰਖਤਾਈ ਨਹੀਂ ਠਹਿਰਾਇਆ?।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 21] ਇਸ ਲਈ ਕਿ ਜਦੋਂ ਪਰਮੇਸ਼ੁਰ ਦੇ ਗਿਆਨ ਤੋਂ ਐਉਂ ਹੋਇਆ ਭਈ ਸੰਸਾਰ ਨੇ ਆਪਣੀ ਬੁੱਧ ਦੇ ਰਾਹੀਂ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਨਾ ਜਾਣਿਆ ਤਦ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਇਹ ਭਾਇਆ ਜੋ ਪ੍ਰਚਾਰ ਦੀ ਮੂਰਖਤਾਈ ਨਾਲ ਵਿਸ਼ਵਾਸੀਆਂ ਨੂੰ ਬਚਾਵੇ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 22] ਯਹੂਦੀ ਤਾਂ ਨਿਸ਼ਾਨੀਆਂ ਮੰਗਦੇ ਅਤੇ ਯੂਨਾਨੀ ਬੁੱਧ ਭਾਲਦੇ ਹਨ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 23] ਪਰ ਅਸੀਂ ਸਲੀਬ ਦਿੱਤੇ ਹੋਏ ਮਸੀਹ ਦਾ ਪ੍ਰਚਾਰ ਕਰਦੇ ਹਾਂ। ਉਹ ਯਹੂਦੀਆਂ ਦੇ ਲਈ ਠੋਕਰ ਦਾ ਕਾਰਨ ਅਤੇ ਪਰਾਈਆਂ ਕੌਮਾਂ ਦੇ ਲਈ ਮੂਰਖਤਾਈ ਹੈ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 24] ਪਰ ਉਨ੍ਹਾਂ ਦੇ ਲਈ ਜਿਹੜੇ ਸੱਦੇ ਹੋਏ ਹਨ ਭਾਵੇਂ ਯਹੂਦੀ ਭਾਵੇਂ ਯੂਨਾਨੀ ਮਸੀਹ ਪਰਮੇਸ਼ੁਰ ਦੀ ਸਮਰੱਥਾ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਗਿਆਨ ਹੈ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 25] ਕਿਉਂ ਜੋ ਪਰਮੇਸ਼ੁਰ ਦੀ ਮੂਰਖਤਾਈ ਮਨੁੱਖਾਂ ਦੇ ਗਿਆਨ ਨਾਲੋਂ ਗਿਆਨਵਾਨ ਹੈ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਨਿਰਬਲਤਾਈ ਮਨੁੱਖਾਂ ਦੇ ਬਲ ਨਾਲੋਂ ਬਲਵੰਤ ਹੈ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 26] ਹੇ ਭਰਾਵੋ ਆਪਣੇ ਸੱਦੇ ਉੱਤੇ ਧਿਆਨ ਕਰੋ ਭਈ ਸਰੀਰ ਦੇ ਅਨੁਸਾਰ ਨਾ ਤਾਂ ਬਾਹਲੇ ਬੁੱਧਵਾਨ, ਨਾ ਬਾਹਲੇ ਬਲਵਾਨ, ਨਾ ਬਾਹਲੇ ਕੁਲੀਨ ਸੱਦੇ ਹੋਏ ਹਨ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 27] ਸਗੋਂ ਸੰਸਾਰ ਦੇ ਮੂਰਖਾਂ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਨੇ ਚੁਣ ਲਿਆ ਭਈ ਬੁੱਧਵਾਨਾਂ ਨੂੰ ਲੱਜਿਆਵਾਨ ਕਰੇ ਅਤੇ ਸੰਸਾਰ ਦੇ ਨਿਰਬਲਾਂ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਨੇ ਚੁਣ ਲਿਆ ਭਈ ਬਲਵੰਤਾਂ ਨੂੰ ਲੱਜਿਆਵਾਨ ਕਰੇ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 28] ਅਤੇ ਸੰਸਾਰ ਦੇ ਤੁਛ ਅਤੇ ਤਿਆਗੇ ਹੋਇਆ ਨੂੰ ਨਾਲੇ ਉਹਨਾਂ ਨੂੰ ਜਿਹੜੇ ਹੇ ਹੀ ਨਹੀਂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਚੁਣ ਲਿਆ ਭਈ ਉਨ੍ਹਾਂ ਨੂੰ ਜਿਹੜੇ ਹਨ ਵਿਅਰਥ ਕਰੇ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 29] ਤਾਂ ਕਿ ਕੋਈ ਵੀ ਮਨੁੱਖ ਪਰਮੇਸ਼ੁਰ ਦੇ ਅੱਗੇ ਘਮੰਡ ਨਾ ਕਰੇ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 30] ਪਰ ਉਸ ਤੋਂ ਤੁਸੀਂ ਮਸੀਹ ਯਿਸੂ ਵਿੱਚ ਹੋ ਜਿਹੜਾ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵੱਲੋਂ ਸਾਡੇ ਲਈ ਗਿਆਨ, ਧਾਰਮਿਕਤਾ, ਪਵਿੱਤਰਤਾਈ ਅਤੇ ਛੁਟਕਾਰਾ ਬਣਾਇਆ ਗਿਆ ਸੀ।
[IRV | PA | NT | 1 Corinthians | Chapter 1 | Verse 31] ਭਈ ਜਿਵੇਂ ਲਿਖਿਆ ਹੋਇਆ ਹੈ, ਜੋ ਕੋਈ ਘਮੰਡ ਕਰੇ ਸੋ ਪ੍ਰਭੂ ਵਿੱਚ ਘਮੰਡ ਕਰੇ।
