[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 1] ਪਿਆਰ ਵਿੱਚ ਚੱਲੋ। ਆਤਮਿਕ ਦਾਤਾਂ ਦੀ ਵੀ ਭਾਲ ਕਰੋ, ਪਰ ਭਵਿੱਖਬਾਣੀ ਨੂੰ ਵਧੇਰੇ ਭਾਲੋ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 21] ਬਿਵਸਥਾ ਵਿੱਚ ਲਿਖਿਆ ਹੋਇਆ ਹੈ ਜੋ ਪ੍ਰਭੂ ਆਖਦਾ ਹੈ ਕਿ ਮੈਂ ਪਰਾਈ ਭਾਸ਼ਾ ਦੇ ਬੋਲਣ ਵਾਲਿਆਂ ਅਤੇ ਓਪਰਿਆਂ ਦੇ ਬੁੱਲ੍ਹਾਂ ਦੇ ਰਾਹੀਂ ਇਨ੍ਹਾਂ ਲੋਕਾਂ ਨਾਲ ਬੋਲਾਂਗਾ ਅਤੇ ਇਉਂ ਵੀ ਉਹ ਮੇਰੀ ਨਾ ਸੁਣਨਗੇ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 22] ਸੋ ਪਰਾਈ ਭਾਸ਼ਾ ਵਿਸ਼ਵਾਸੀਆਂ ਲਈ ਨਹੀਂ ਸਗੋਂ ਅਵਿਸ਼ਵਾਸੀਆਂ ਦੇ ਲਈ ਇੱਕ ਨਿਸ਼ਾਨੀ ਹਨ, ਪਰ ਭਵਿੱਖਬਾਣੀ ਨਿਹਚਾਹੀਣਾਂ ਲਈ ਨਹੀਂ ਸਗੋਂ ਵਿਸ਼ਵਾਸੀਆਂ ਲਈ ਹੈ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 23] ਉਪਰੰਤ ਜੇ ਸਾਰੀ ਕਲੀਸਿਯਾ ਇੱਕ ਥਾਂ ਇਕੱਠੀ ਹੋਵੇ ਅਤੇ ਸਾਰੇ ਵੱਖੋ-ਵੱਖਰੀਆਂ ਭਾਸ਼ਾਵਾਂ ਬੋਲਣ ਅਤੇ ਨਾ ਵਾਕਫ਼ ਅਥਵਾ ਅਵਿਸ਼ਵਾਸੀ ਲੋਕ ਅੰਦਰ ਆਉਣ ਤਾਂ ਭਲਾ, ਉਹ ਨਹੀਂ ਆਖਣਗੇ, ਭਲਾ, ਤੁਸੀਂ ਪਾਗਲ ਹੋ?
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 24] ਪਰ ਜੇ ਸਾਰੇ ਭਵਿੱਖਬਾਣੀ ਬੋਲਣ ਅਤੇ ਕੋਈ ਅਵਿਸ਼ਵਾਸੀ ਅਥਵਾ ਅਜਨਬੀ ਅੰਦਰ ਆਵੇ ਤਾਂ ਸਭਨਾਂ ਤੋਂ ਕਾਇਲ ਕੀਤਾ ਜਾਵੇਗਾ, ਸਭਨਾਂ ਤੋਂ ਜਾਂਚਿਆ ਜਾਵੇਗਾ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 25] ਉਹ ਦੇ ਮਨ ਦੀਆਂ ਗੁਪਤ ਗੱਲਾਂ ਪ੍ਰਗਟ ਹੋਣਗੀਆਂ ਅਤੇ ਉਹ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਮੱਥਾ ਟੇਕੇਗਾ ਅਤੇ ਆਖੇਗਾ ਭਈ ਸੱਚੀ ਮੁੱਚੀ ਪਰਮੇਸ਼ੁਰ ਇਹਨਾਂ ਦੇ ਵਿੱਚ ਹੈ!
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 26] ਸੋ ਭਰਾਵੋ, ਗੱਲ ਕੀ ਹੈ? ਜਦੋਂ ਤੁਸੀਂ ਇਕੱਠੇ ਹੁੰਦੇ ਹੋ ਤਾਂ ਕਿਸੇ ਦੇ ਕੋਲ ਭਜਨ, ਕਿਸੇ ਦੇ ਕੋਲ ਸਿੱਖਿਆ, ਕਿਸੇ ਦੇ ਕੋਲ ਅਗੰਮ ਗਿਆਨ, ਕਿਸੇ ਦੇ ਕੋਲ ਪਰਾਈ ਭਾਸ਼ਾ ਕਿਸੇ ਦੇ ਕੋਲ ਅਰਥ ਹੈ। ਸਭ ਕੁਝ ਲਾਭ ਦੇ ਲਈ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 27] ਜੇ ਕੋਈ ਪਰਾਈ ਭਾਸ਼ਾ ਬੋਲੇ ਤਾਂ ਦੋ-ਦੋ ਅਥਵਾ ਵੱਧ ਤੋਂ ਵੱਧ ਤਿੰਨ-ਤਿੰਨ ਕਰਕੇ ਬੋਲਣ ਸੋ ਵਾਰੋ-ਵਾਰੀ ਅਤੇ ਇੱਕ ਜਣਾ ਅਰਥ ਕਰੇ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 28] ਪਰ ਜੇ ਕੋਈ ਅਰਥ ਕਰਨ ਵਾਲਾ ਨਾ ਹੋਵੇ ਤਾਂ ਉਹ ਕਲੀਸਿਯਾ ਵਿੱਚ ਚੁੱਪ ਰਹੇ ਅਤੇ ਆਪਣੇ ਨਾਲ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਨਾਲ ਬੋਲੇ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 29] ਅਤੇ ਨਬੀਆਂ ਵਿੱਚੋਂ ਦੋ ਅਥਵਾ ਤਿੰਨ ਬੋਲਣ ਅਤੇ ਬਾਕੀ ਦੇ ਪਰਖਣ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 30] ਪਰ ਜੇ ਦੂਜੇ ਉੱਤੇ ਜੋ ਕੋਲ ਬੈਠਾ ਹੋਇਆ ਹੈ ਕਿਸੇ ਗੱਲ ਦਾ ਪਰਕਾਸ਼ ਹੋਇਆ ਹੋਵੇ ਤਾਂ ਪਹਿਲਾਂ ਚੁੱਪ ਰਹੇ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 31] ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਸਾਰੇ ਇੱਕ-ਇੱਕ ਕਰਕੇ ਭਵਿੱਖਬਾਣੀ ਕਰ ਸਕਦੇ ਹੋ ਤਾਂ ਜੋ ਸਾਰੇ ਸਿੱਖਣ ਅਤੇ ਸਾਰੇ ਦਿਲਾਸਾ ਪਾਉਣ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 32] ਅਤੇ ਨਬੀਆਂ ਦੇ ਆਤਮੇ ਨਬੀਆਂ ਦੇ ਵੱਸ ਵਿੱਚ ਹਨ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 33] ਕਿਉਂ ਜੋ ਪਰਮੇਸ਼ੁਰ ਗੜਬੜੀ ਦਾ ਨਹੀਂ ਸਗੋਂ ਸ਼ਾਂਤੀ ਦਾ ਪਰਮੇਸ਼ੁਰ ਹੈ। ਜਿਵੇਂ ਸੰਤਾਂ ਦੀਆਂ ਸਾਰੀਆਂ ਕਲੀਸਿਯਾਂਵਾ ਵਿੱਚ ਹੈ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 34] ਕਲੀਸਿਯਾਵਾਂ ਵਿੱਚ ਔਰਤਾਂ ਚੁੱਪ ਰਹਿਣ ਕਿਉਂ ਜੋ ਉਹਨਾਂ ਨੂੰ ਬੋਲਣ ਦੀ ਆਗਿਆ ਨਹੀਂ ਹੈ ਸਗੋਂ ਉਹ ਅਧੀਨ ਰਹਿਣ ਜਿਵੇਂ ਬਿਵਸਥਾ ਵੀ ਕਹਿੰਦੀ ਹੈ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 35] ਅਤੇ ਜੇ ਕੁਝ ਸਿੱਖਣਾ ਚਾਹੁੰਦੀਆਂ ਹਨ ਤਾਂ ਘਰ ਵਿੱਚ ਆਪੋ ਆਪਣੇ ਪਤੀਆਂ ਨੂੰ ਪੁੱਛਣ ਕਿਉਂ ਜੋ ਔਰਤ ਦੇ ਲਈ ਕਲੀਸਿਯਾ ਵਿੱਚ ਬੋਲਣਾ ਸ਼ਰਮ ਦੀ ਗੱਲ ਹੈ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 36] ਭਲਾ, ਪਰਮੇਸ਼ੁਰ ਦਾ ਬਚਨ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਹੀ ਤੋਂ ਨਿੱਕਲਿਆ ਅਥਵਾ ਨਿਰਾ ਤੁਹਾਡੇ ਹੀ ਤੱਕ ਪਹੁੰਚਿਆ?
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 37] ਜੇ ਕੋਈ ਆਪਣੇ ਆਪ ਨੂੰ ਨਬੀ ਜਾਂ ਆਤਮਿਕ ਸਮਝੇ ਤਾਂ ਜਿਹੜੀਆਂ ਗੱਲਾਂ ਮੈਂ ਤੁਹਾਨੂੰ ਲਿਖਦਾ ਹਾਂ ਉਹ ਉਹਨਾਂ ਨੂੰ ਜਾਣ ਲਵੇ ਕਿ ਉਹ ਪ੍ਰਭੂ ਦੇ ਹੁਕਮ ਹਨ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 38] ਪਰ ਜੇ ਕੋਈ ਨਾ ਜਾਣੇ ਤਾਂ ਨਾ ਜਾਣੇ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 39] ਗੱਲ ਕਾਹਦੀ, ਮੇਰੇ ਭਰਾਵੋ, ਭਵਿੱਖਬਾਣੀ ਕਰਨ ਨੂੰ ਭਾਲੋ ਅਤੇ ਪਰਾਈ ਭਾਸ਼ਾਵਾਂ ਬੋਲਣ ਤੋਂ ਨਾ ਰੋਕੋ।
[IRV | PA | NT | 1 Corinthians | Chapter 14 | Verse 40] ਪਰ ਸਾਰੀਆਂ ਗੱਲਾਂ ਢੰਗ ਸਿਰ ਅਤੇ ਜੁਗਤੀ ਨਾਲ ਹੋਣ।
