[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 1] ਮੇਰੇ ਵਰਗੀ ਚਾਲ ਚੱਲੋ ਜਿਵੇਂ ਮੈਂ ਮਸੀਹ ਵਰਗੀ ਚਾਲ ਚੱਲਦਾ ਹਾਂ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 15] ਪਰੰਤੂ ਜੇ ਔਰਤ ਲੰਮੇ ਵਾਲ਼ ਰੱਖੇ ਤਾਂ ਉਹ ਦੇ ਲਈ ਸ਼ੋਭਾ ਹੈ, ਕਿਉਂ ਜੋ ਵਾਲ਼ ਉਸ ਨੂੰ ਪੜਦੇ ਦੇ ਲਈ ਦਿੱਤੇ ਹੋਏ ਹਨ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 16] ਪਰ ਜੇ ਕੋਈ ਝਗੜਾਲੂ ਹੋਵੇ ਤਾਂ ਨਾ ਸਾਡਾ ਕੋਈ ਇਹੋ ਜਿਹਾ ਦਸਤੂਰ ਹੈ ਅਤੇ ਨਾ ਪਰਮੇਸ਼ੁਰ ਦੀਆਂ ਕਲੀਸਿਯਾਵਾਂ ਦਾ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 17] ਪਰੰਤੂ ਇਹ ਕਹਿੰਦਾ ਹੋਇਆ ਮੈਂ ਤੁਹਾਡੀ ਵਡਿਆਈ ਨਹੀਂ ਕਰਦਾ ਕਿਉਂ ਜੋ ਤੁਹਾਡੇ ਇਕੱਠੇ ਹੋਣ ਤੋਂ ਭਲਿਆਈ ਨਹੀਂ ਸਗੋਂ ਬੁਰਿਆਈ ਹੁੰਦੀ ਹੈ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 18] ਇਸ ਲਈ ਜੋ ਪਹਿਲਾਂ ਤਾਂ ਮੈਂ ਇਹ ਸੁਣਦਾ ਹਾਂ ਕਿ ਜਿਸ ਵੇਲੇ ਤੁਸੀਂ ਕਲੀਸਿਯਾ ਵਿੱਚ ਇਕੱਠੇ ਹੁੰਦੇ ਹੋ ਤਾਂ ਤੁਹਾਡੇ ਵਿੱਚ ਵਿਤਕਰੇ ਪੈਂਦੇ ਹਨ ਅਤੇ ਮੈਂ ਉਸ ਨੂੰ ਥੋੜ੍ਹਾ ਬਹੁਤ ਸੱਚ ਮੰਨਦਾ ਹਾਂ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 19] ਕਿਉਂ ਜੋ ਜ਼ਰੂਰੀ ਹੈ ਜੋ ਤੁਹਾਡੇ ਵਿੱਚ ਕੁਪੰਥ ਵੀ ਹੋਣ ਤਾਂ ਕਿ ਜਿਹੜੇ ਪਰਵਾਨ ਹਨ, ਉਹ ਤੁਹਾਡੇ ਵਿੱਚ ਉਜਾਗਰ ਹੋ ਜਾਣ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 20] ਸੋ ਜਿਸ ਵੇਲੇ ਤੁਸੀਂ ਇੱਕ ਥਾਂ ਇਕੱਠੇ ਹੁੰਦੇ ਹੋ ਤਾਂ ਇਹ ਪ੍ਰਭੂ ਭੋਜ ਖਾਣ ਲਈ ਨਹੀਂ ਹੁੰਦਾ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 21] ਕਿਉਂ ਜੋ ਖਾਣ ਵੇਲੇ ਹਰੇਕ ਪਹਿਲਾਂ ਆਪੋ ਆਪਣਾ ਭੋਜਨ ਖਾ ਲੈਂਦਾ ਹੈ ਅਤੇ ਕੋਈ ਭੁੱਖਾ ਰਹਿੰਦਾ ਅਤੇ ਕੋਈ ਮਤਵਾਲਾ ਹੁੰਦਾ ਹੈ!
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 22] ਭਲਾ, ਖਾਣ-ਪੀਣ ਲਈ ਤੁਹਾਡੇ ਆਪਣੇ ਘਰ ਨਹੀਂ ਹਨ? ਜਾਂ ਤੁਸੀਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਕਲੀਸਿਯਾ ਨੂੰ ਤੁੱਛ ਸਮਝਦੇ ਅਤੇ ਜਿਨ੍ਹਾਂ ਦੇ ਕੋਲ ਨਹੀਂ ਹਨ ਉਹਨਾਂ ਨੂੰ ਲੱਜਿਆਵਾਨ ਕਰਦੇ ਹੋ? ਮੈਂ ਤੁਹਾਨੂੰ ਕੀ ਆਖਾਂ? ਭਲਾ, ਇਸ ਵਿੱਚ ਤੁਹਾਡੀ ਵਡਿਆਈ ਕਰਾਂ? ਮੈਂ ਤੁਹਾਡੀ ਵਡਿਆਈ ਨਹੀਂ ਕਰਦਾ ਹਾਂ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 23] ਮੈਂ ਤਾਂ ਇਹ ਗੱਲ ਪ੍ਰਭੂ ਤੋਂ ਪਾਈ ਸੀ ਜਿਹੜੀ ਤੁਹਾਨੂੰ ਸੌਂਪ ਦਿੱਤੀ ਭਈ ਪ੍ਰਭੂ ਯਿਸੂ ਨੇ ਜਿਸ ਰਾਤ ਉਹ ਫੜਵਾਇਆ ਗਿਆ ਉਸ ਨੇ ਰੋਟੀ ਲਈ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 24] ਅਤੇ ਧੰਨਵਾਦ ਕਰ ਕੇ ਤੋੜੀ ਅਤੇ ਕਿਹਾ, ਇਹ ਮੇਰਾ ਸਰੀਰ ਹੈ ਜੋ ਤੁਹਾਡੇ ਲਈ ਹੈ। ਮੇਰੀ ਯਾਦਗੀਰੀ ਲਈ ਇਹ ਕਰਿਆ ਕਰੋ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 25] ਇਸੇ ਤਰ੍ਹਾਂ ਉਸ ਨੇ ਭੋਜਨ ਖਾਣ ਦੇ ਪਿੱਛੋਂ ਪਿਆਲਾ ਵੀ ਲਿਆ ਅਤੇ ਕਿਹਾ ਜੋ ਇਹ ਪਿਆਲਾ ਮੇਰੇ ਲਹੂ ਵਿੱਚ ਨਵਾਂ ਨੇਮ ਹੈ। ਜਦ ਕਦੇ ਤੁਸੀਂ ਇਹ ਨੂੰ ਪੀਵੋ ਤਾਂ ਮੇਰੀ ਯਾਦਗੀਰੀ ਲਈ ਇਹ ਕਰਿਆ ਕਰੋ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 26] ਕਿਉਂਕਿ ਜਦ ਕਦੇ ਤੁਸੀਂ ਇਹ ਰੋਟੀ ਖਾਓ ਅਤੇ ਪਿਆਲਾ ਪੀਓ ਤਾਂ ਤੁਸੀਂ ਪ੍ਰਭੂ ਦੀ ਮੌਤ ਦਾ ਪ੍ਰਚਾਰ ਕਰਦੇ ਰਹਿੰਦੇ ਹੋ ਜਦ ਤੱਕ ਉਹ ਨਾ ਆਵੇ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 27] ਇਸ ਕਰਕੇ ਜੋ ਕੋਈ ਬਿਨ੍ਹਾਂ ਯੋਗਤਾ ਇਹ ਰੋਟੀ ਖਾਵੇ ਅਥਵਾ ਪ੍ਰਭੂ ਦਾ ਪਿਆਲਾ ਪੀਵੇ, ਸੋ ਪ੍ਰਭੂ ਦੇ ਸਰੀਰ ਅਤੇ ਲਹੂ ਦਾ ਦੋਸ਼ੀ ਹੋਵੇਗਾ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 28] ਪਰ ਮਨੁੱਖ ਆਪਣੇ ਆਪ ਨੂੰ ਪਰਖੇ ਅਤੇ ਇਉਂ ਇਸ ਰੋਟੀ ਵਿੱਚੋਂ ਖਾਵੇ, ਅਤੇ ਪਿਆਲੇ ਵਿੱਚੋਂ ਪੀਵੇ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 29] ਜਿਹੜਾ ਖਾਂਦਾ ਅਤੇ ਪੀਂਦਾ ਹੈ, ਜੇ ਉਹ ਸਰੀਰ ਦੀ ਜਾਂਚ ਨਾ ਕਰੇ ਤਾਂ ਆਪਣੇ ਉੱਤੇ ਸਜ਼ਾ ਲੈ ਕੇ ਖਾਂਦਾ ਪੀਂਦਾ ਹੈ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 30] ਇਸੇ ਕਾਰਨ ਤੁਹਾਡੇ ਵਿੱਚ ਬਹੁਤ ਸਾਰੇ ਕਮਜ਼ੋਰ ਅਤੇ ਰੋਗੀ ਹਨ, ਅਤੇ ਕਈ ਮਰ ਗਏ ਹਨ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 31] ਪਰ ਜੇ ਅਸੀਂ ਆਪਣੇ ਆਪ ਨੂੰ ਜਾਂਚਦੇ ਤਾਂ ਜਾਂਚੇ ਨਾ ਜਾਂਦੇ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 32] ਪਰ ਜਦ ਜਾਂਚੇ ਜਾਂਦੇ ਹਾਂ ਤਾਂ ਪ੍ਰਭੂ ਤੋਂ ਤਾੜੇ ਜਾਂਦੇ ਹਾਂ ਤਾਂ ਜੋ ਅਸੀਂ ਸੰਸਾਰ ਨਾਲ ਦੋਸ਼ੀ ਨਾ ਠਹਿਰਾਏ ਜਾਈਏ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 33] ਸੋ ਹੇ ਮੇਰੇ ਭਰਾਵੋ, ਜਾਂ ਤੁਸੀਂ ਖਾਣ ਲਈ ਇਕੱਠੇ ਹੋਵੋ ਤਾਂ ਇੱਕ ਦੂਜੇ ਦੀ ਉਡੀਕ ਕਰੋ।
[IRV | PA | NT | 1 Corinthians | Chapter 11 | Verse 34] ਜੇ ਕਿਸੇ ਨੂੰ ਭੁੱਖ ਲੱਗੇ ਤਾਂ ਆਪਣੇ ਘਰ ਵਿੱਚ ਖਾਵੇ ਤਾਂ ਜੋ ਤੁਹਾਡੇ ਇਕੱਠੇ ਹੋਣ ਤੋਂ ਤੁਹਾਨੂੰ ਸਜ਼ਾ ਨਾ ਮਿਲੇ ਅਤੇ ਰਹਿੰਦੀਆਂ ਗੱਲਾਂ ਨੂੰ ਜਦੋਂ ਮੈਂ ਆਵਾਂਗਾ ਤਦ ਸੁਧਾਰਾਂਗਾ।
