[IRV | GU | NT | John | Chapter 8 | Verse 1] ઈસુ જૈતૂન નામના પહાડ પર ગયા.
[IRV | GU | NT | John | Chapter 8 | Verse 33] તેઓએ તેમને ઉત્તર આપ્યો કે, ‘અમે ઇબ્રાહિમનાં સંતાનો છીએ અને હજી કદી કોઈનાં દાસત્વમાં આવ્યા નથી; તો તમે કેમ કહો છો કે, તમને મુક્ત કરવામાં આવશે?’”
[IRV | GU | NT | John | Chapter 8 | Verse 34] ઈસુએ તેઓને ઉત્તર આપ્યો કે, ‘હું તમને નિશ્ચે કહું છું કે, જે કોઈ પાપ કરે છે, તે પાપનો દાસ છે,
[IRV | GU | NT | John | Chapter 8 | Verse 35] હવે જે દાસ છે તે સદા ઘરમાં રહેતો નથી, પણ દીકરો સદા રહે છે.
[IRV | GU | NT | John | Chapter 8 | Verse 36] માટે જો દીકરો તમને મુક્ત કરે, તો તમે ખરેખર મુક્ત થશો.
[IRV | GU | NT | John | Chapter 8 | Verse 37] તમે ઇબ્રાહિમનાં વંશજો છો એ હું જાણું છું; પણ મારું વચન તમારામાં વૃદ્ધિ પામતું નથી, માટે તમે મને મારી નાખવાનો પ્રયત્ન કરો છો.
[IRV | GU | NT | John | Chapter 8 | Verse 38] મેં મારા પિતાની પાસે જે જોયું છે, તે હું કહું છું; અને તમે પણ તમારા પિતાની પાસેથી જે સાંભળ્યું છે, તેમ તે કરો છો.’”
[IRV | GU | NT | John | Chapter 8 | Verse 39] તેઓએ ઉત્તર આપ્યો કે, ‘ઇબ્રાહિમ અમારો પિતા છે.’ ઈસુ તેઓને કહે છે કે, ‘જો તમે ઇબ્રાહિમનાં સંતાન હો, તો ઇબ્રાહિમનાં કામો કરો.
[IRV | GU | NT | John | Chapter 8 | Verse 40] પણ મને, એટલે ઈશ્વરની પાસેથી જે સત્ય મેં સાંભળ્યું તે તમને કહેનાર મનુષ્યને, તમે હમણાં મારી નાખવાની કોશિશ કરો છો; ઇબ્રાહિમે એવું કર્યું નહોતું.
[IRV | GU | NT | John | Chapter 8 | Verse 41] તમે તમારા પિતાનાં કામ કરો છો.’ તેઓએ તેમને કહ્યું, ‘અમે વ્યભિચારથી જન્મ્યાં નથી; અમારો એક જ પિતા છે, એટલે ઈશ્વર.’”
[IRV | GU | NT | John | Chapter 8 | Verse 42] ઈસુએ તેઓને કહ્યું, ‘જો ઈશ્વર તમારો પિતા હોત, તો તમે મારા પર પ્રેમ રાખત; કેમ કે હું ઈશ્વરમાંથી નીકળીને આવ્યો છું; કેમ કે હું મારી પોતાની રીતે આવ્યો નથી, પણ તેમણે મને મોકલ્યો છે.
[IRV | GU | NT | John | Chapter 8 | Verse 43] મારું બોલવું તમે કેમ સમજતા નથી? મારું વચન તમે સાંભળી શકતા નથી તે કારણથી.
[IRV | GU | NT | John | Chapter 8 | Verse 44] તમે તમારા પિતા શેતાનના છો અને તમારા પિતાની દુર્વાસના પ્રમાણે તમે કરવા ચાહો છો. તે પ્રથમથી મનુષ્યઘાતક હતો અને તેનામાં સત્ય નથી, તેથી તે સત્યમાં સ્થિર રહ્યો નહિ; જયારે તે જૂઠું બોલે છે, ત્યારે તે પોતાથી જ બોલે છે, કેમ કે તે જૂઠો અને જૂઠાનો પિતા છે.
[IRV | GU | NT | John | Chapter 8 | Verse 45] પણ હું સત્ય કહું છું, તેથી તમે મારું માનતા નથી.
[IRV | GU | NT | John | Chapter 8 | Verse 46] તમારામાંનો કોણ મારા પર પાપ સાબિત કરે છે? જો હું સત્ય કહું છું, તો તમે શા માટે મારું માનતા નથી?
[IRV | GU | NT | John | Chapter 8 | Verse 47] જે ઈશ્વરનો છે, તે ઈશ્વરનાં શબ્દો સાંભળે છે; તમે ઈશ્વરના નથી, માટે તમે સાંભળતાં નથી.’”
[IRV | GU | NT | John | Chapter 8 | Verse 48] યહૂદીઓએ તેમને ઉત્તર આપ્યો કે, ‘તું સમરૂની છે અને તને દુષ્ટાત્મા વળગેલું છે, તે અમારું કહેવું શું વાજબી નથી?’”
[IRV | GU | NT | John | Chapter 8 | Verse 49] ઈસુએ ઉત્તર આપ્યો કે, ‘મને દુષ્ટાત્મા વળગેલો નથી, પણ હું મારા પિતાને માન આપું છું અને તમે મારું અપમાન કરો છો.
[IRV | GU | NT | John | Chapter 8 | Verse 50] પણ હું મારું પોતાનું માન શોધતો નથી; શોધનાર તથા ન્યાય કરનાર એક છે.
[IRV | GU | NT | John | Chapter 8 | Verse 51] હું તમને નિશ્ચે કહું છું કે, જો કોઈ મારા વચનો પાળે, તો તે કદી મૃત્યુ પામશે નહિ.
[IRV | GU | NT | John | Chapter 8 | Verse 52] યહૂદીઓએ તેમને કહ્યું, ‘તને દુષ્ટાત્મા વળગેલું છે, એવી અમને હવે ખાતરી થઈ છે. ઇબ્રાહિમ તેમ જ પ્રબોધકો પણ મરી ગયા છે; પણ તું કહે છે કે, જો કોઈ મારાં વચનો પાળે, તો તે કદી મૃત્યુ પામશે નહિ.
[IRV | GU | NT | John | Chapter 8 | Verse 53] શું તું અમારા પિતા ઇબ્રાહિમ કરતાં મોટો છું? તે તો મરણ પામ્યો છે અને પ્રબોધકો પણ મરણ પામ્યા છે; તું કોણ હોવાનો દાવો કરે છે?’”
[IRV | GU | NT | John | Chapter 8 | Verse 54] ઈસુએ ઉત્તર આપ્યો કે, “જો હું પોતાને માન આપું, તો મારું માન કંઈ જ નથી; મને મહિમા આપનાર તો મારા પિતા છે, જેમનાં વિષે તમે કહો છો કે, ‘તે અમારા ઈશ્વર છે.’”
[IRV | GU | NT | John | Chapter 8 | Verse 55] વળી તમે તેમને ઓળખ્યા નથી; પણ હું તેમને ઓળખું છું; જો હું કહું કે હું તેમને નથી ઓળખતો, તો હું તમારા જેવો જૂઠો ઠરું; પણ હું તેમને ઓળખું છું અને તેમનું વચન પાળું છું.
[IRV | GU | NT | John | Chapter 8 | Verse 56] તમારો પિતા ઇબ્રાહિમ મારો દિવસ જોવાની આશાથી હર્ષ પામ્યો અને તે જોઈને તેને આનંદ થયો.”
[IRV | GU | NT | John | Chapter 8 | Verse 57] ત્યારે યહૂદીઓએ તેમને કહ્યું કે, ‘હજી તો તમે પચાસ વર્ષના થયા નથી અને શું તમે ઇબ્રાહિમને જોયો છે?’”
[IRV | GU | NT | John | Chapter 8 | Verse 58] ઈસુએ તેઓને કહ્યું કે, ‘હું તમને નિશ્ચે કહું છું કે, ઇબ્રાહિમનો જન્મ થયા અગાઉથી હું છું.’”
[IRV | GU | NT | John | Chapter 8 | Verse 59] ત્યારે તેઓએ તેમને મારવાને પથ્થર હાથમાં લીધા; પણ ઈસુ સંતાઈ જઈને ભક્તિસ્થાનમાંથી ચાલ્યા ગયા.
