[ERV | EN | NT | John | Chapter 5 | Verse 1] After these things there was a feast of the Jews; and Jesus went up to Jerusalem.
[ERV | EN | NT | John | Chapter 5 | Verse 35] He was the lamp that burneth and shineth: and ye were willing to rejoice for a season in his light.
[ERV | EN | NT | John | Chapter 5 | Verse 36] But the witness which I have is greater than that of John: for the works which the Father hath given me to accomplish, the very works that I do, bear witness of me, that the Father hath sent me.
[ERV | EN | NT | John | Chapter 5 | Verse 37] And the Father which sent me, he hath borne witness of me. Ye have neither heard his voice at any time, nor seen his form.
[ERV | EN | NT | John | Chapter 5 | Verse 38] And ye have not his word abiding in you: for whom he sent, him ye believe not.
[ERV | EN | NT | John | Chapter 5 | Verse 39] Ye search the scriptures, because ye think that in them ye have eternal life; and these are they which bear witness of me;
[ERV | EN | NT | John | Chapter 5 | Verse 40] and ye will not come to me, that ye may have life.
[ERV | EN | NT | John | Chapter 5 | Verse 41] I receive not glory from men.
[ERV | EN | NT | John | Chapter 5 | Verse 42] But I know you, that ye have not the love of God in yourselves.
[ERV | EN | NT | John | Chapter 5 | Verse 43] I am come in my Father’s name, and ye receive me not: if another shall come in his own name, him ye will receive.
[ERV | EN | NT | John | Chapter 5 | Verse 44] How can ye believe, which receive glory one of another, and the glory that cometh from the only God ye seek not?
[ERV | EN | NT | John | Chapter 5 | Verse 45] Think not that I will accuse you to the Father: there is one that accuseth you, even Moses, on whom ye have set your hope.
[ERV | EN | NT | John | Chapter 5 | Verse 46] For if ye believed Moses, ye would believe me; for he wrote of me.
[ERV | EN | NT | John | Chapter 5 | Verse 47] But if ye believe not his writings, how shall ye believe my words?
