[ERV | EN | NT | John | Chapter 11 | Verse 1] Now a certain man was sick, Lazarus of Bethany, of the village of Mary and her sister Martha.
[ERV | EN | NT | John | Chapter 11 | Verse 20] Martha therefore, when she heard that Jesus was coming, went and met him: but Mary still sat in the house.
[ERV | EN | NT | John | Chapter 11 | Verse 21] Martha therefore said unto Jesus, Lord, if thou hadst been here, my brother had not died.
[ERV | EN | NT | John | Chapter 11 | Verse 22] And even now I know that, whatsoever thou shalt ask of God, God will give thee.
[ERV | EN | NT | John | Chapter 11 | Verse 23] Jesus saith unto her, Thy brother shall rise again.
[ERV | EN | NT | John | Chapter 11 | Verse 24] Martha saith unto him, I know that he shall rise again in the resurrection at the last day.
[ERV | EN | NT | John | Chapter 11 | Verse 25] Jesus said unto her, I am the resurrection, and the life: he that believeth on me, though he die, yet shall he live:
[ERV | EN | NT | John | Chapter 11 | Verse 26] and whosoever liveth and believeth on me shall never die. Believest thou this?
[ERV | EN | NT | John | Chapter 11 | Verse 27] She saith unto him, Yea, Lord: I have believed that thou art the Christ, the Son of God, even he that cometh into the world.
[ERV | EN | NT | John | Chapter 11 | Verse 28] And when she had said this, she went away, and called Mary her sister secretly, saying, The Master is here, and calleth thee.
[ERV | EN | NT | John | Chapter 11 | Verse 29] And she, when she heard it, arose quickly, and went unto him.
[ERV | EN | NT | John | Chapter 11 | Verse 30] ( Now Jesus was not yet come into the village, but was still in the place where Martha met him.)
[ERV | EN | NT | John | Chapter 11 | Verse 31] The Jews then which were with her in the house, and were comforting her, when they saw Mary, that she rose up quickly and went out, followed her, supposing that she was going unto the tomb to weep there.
[ERV | EN | NT | John | Chapter 11 | Verse 32] Mary therefore, when she came where Jesus was, and saw him, fell down at his feet, saying unto him, Lord, if thou hadst been here, my brother had not died.
[ERV | EN | NT | John | Chapter 11 | Verse 33] When Jesus therefore saw her weeping, and the Jews also weeping which came with her, he groaned in the spirit, and was troubled,
[ERV | EN | NT | John | Chapter 11 | Verse 34] and said, Where have ye laid him? They say unto him, Lord, come and see.
[ERV | EN | NT | John | Chapter 11 | Verse 35] Jesus wept.
[ERV | EN | NT | John | Chapter 11 | Verse 36] The Jews therefore said, Behold how he loved him!
[ERV | EN | NT | John | Chapter 11 | Verse 37] But some of them said, Could not this man, which opened the eyes of him that was blind, have caused that this man also should not die?
[ERV | EN | NT | John | Chapter 11 | Verse 38] Jesus therefore again groaning in himself cometh to the tomb. Now it was a cave, and a stone lay against it.
[ERV | EN | NT | John | Chapter 11 | Verse 39] Jesus saith, Take ye away the stone. Martha, the sister of him that was dead, saith unto him, Lord, by this time he stinketh: for he hath been dead four days.
[ERV | EN | NT | John | Chapter 11 | Verse 40] Jesus saith unto her, Said I not unto thee, that, if thou believedst, thou shouldest see the glory of God?
[ERV | EN | NT | John | Chapter 11 | Verse 41] So they took away the stone. And Jesus lifted up his eyes, and said, Father, I thank thee that thou heardest me.
[ERV | EN | NT | John | Chapter 11 | Verse 42] And I knew that thou hearest me always: but because of the multitude which standeth around I said it, that they may believe that thou didst send me.
[ERV | EN | NT | John | Chapter 11 | Verse 43] And when he had thus spoken, he cried with a loud voice, Lazarus, come forth.
[ERV | EN | NT | John | Chapter 11 | Verse 44] He that was dead came forth, bound hand and foot with grave-clothes; and his face was bound about with a napkin. Jesus saith unto them, Loose him, and let him go.
[ERV | EN | NT | John | Chapter 11 | Verse 45] Many therefore of the Jews, which came to Mary and beheld that which he did, believed on him.
[ERV | EN | NT | John | Chapter 11 | Verse 46] But some of them went away to the Pharisees, and told them the things which Jesus had done.
[ERV | EN | NT | John | Chapter 11 | Verse 47] The chief priests therefore and the Pharisees gathered a council, and said, What do we? for this man doeth many signs.
[ERV | EN | NT | John | Chapter 11 | Verse 48] If we let him thus alone, all men will believe on him: and the Romans will come and take away both our place and our nation.
[ERV | EN | NT | John | Chapter 11 | Verse 49] But a certain one of them, Caiaphas, being high priest that year, said unto them, Ye know nothing at all,
[ERV | EN | NT | John | Chapter 11 | Verse 50] nor do ye take account that it is expedient for you that one man should die for the people, and that the whole nation perish not.
[ERV | EN | NT | John | Chapter 11 | Verse 51] Now this he said not of himself: but being high priest that year, he prophesied that Jesus should die for the nation;
[ERV | EN | NT | John | Chapter 11 | Verse 52] and not for the nation only, but that he might also gather together into one the children of God that are scattered abroad.
[ERV | EN | NT | John | Chapter 11 | Verse 53] So from that day forth they took counsel that they might put him to death.
[ERV | EN | NT | John | Chapter 11 | Verse 54] Jesus therefore walked no more openly among the Jews, but departed thence into the country near to the wilderness, into a city called Ephraim; and there he tarried with the disciples.
[ERV | EN | NT | John | Chapter 11 | Verse 55] Now the passover of the Jews was at hand: and many went up to Jerusalem out of the country before the passover, to purify themselves.
[ERV | EN | NT | John | Chapter 11 | Verse 56] They sought therefore for Jesus, and spake one with another, as they stood in the temple, What think ye? That he will not come to the feast?
[ERV | EN | NT | John | Chapter 11 | Verse 57] Now the chief priests and the Pharisees had given commandment, that, if any man knew where he was, he should shew it, that they might take him.
