[DRA | EN | NT | Luke | Chapter 19 | Verse 1] And entering in, he walked through Jericho.
[DRA | EN | NT | Luke | Chapter 19 | Verse 36] And as he went, they spread their clothes underneath in the way.
[DRA | EN | NT | Luke | Chapter 19 | Verse 37] And when he was now coming near the descent of mount Olivet, the whole multitude of his disciples began with joy to praise God with a loud voice, for all the mighty works they had seen,
[DRA | EN | NT | Luke | Chapter 19 | Verse 38] Saying: Blessed be the king who cometh in the name of the Lord, peace in heaven, and glory on high!
[DRA | EN | NT | Luke | Chapter 19 | Verse 39] And some of the Pharisees, from amongst the multitude, said to him: Master, rebuke thy disciples.
[DRA | EN | NT | Luke | Chapter 19 | Verse 40] To whom he said: I say to you, that if these shall hold their peace, the stones will cry out.
[DRA | EN | NT | Luke | Chapter 19 | Verse 41] And when he drew near, seeing the city, he wept over it, saying:
[DRA | EN | NT | Luke | Chapter 19 | Verse 42] If thou also hadst known, and that in this thy day, the things that are to thy peace; but now they are hidden from thy eyes.
[DRA | EN | NT | Luke | Chapter 19 | Verse 43] For the days shall come upon thee, and thy enemies shall cast a trench about thee, and compass thee round, and straiten thee on every side,
[DRA | EN | NT | Luke | Chapter 19 | Verse 44] And beat thee flat to the ground, and thy children who are in thee: and they shall not leave in thee a stone upon a stone: because thou hast not known the time of thy visitation.
[DRA | EN | NT | Luke | Chapter 19 | Verse 45] And entering into the temple, he began to cast out them that sold therein, and them that bought.
[DRA | EN | NT | Luke | Chapter 19 | Verse 46] Saying to them: It is written: My house is the house of prayer. But you have made it a den of thieves.
[DRA | EN | NT | Luke | Chapter 19 | Verse 47] And he was teaching daily in the temple. And the chief priests and the scribes and the rulers of the people sought to destroy him:
[DRA | EN | NT | Luke | Chapter 19 | Verse 48] And they found not what to do to him: for all the people were very attentive to hear him.
