[IRV | BN | NT | Matthew | Chapter 24 | Verse 1] পরে যীশু ঈশ্বরের গৃহ থেকে বের হয়ে নিজের রাস্তায় চলেছেন, এমন দিনের তাঁর শিষ্যেরা তাঁকে মন্দিরের গাঁথনিগুলি দেখানোর জন্য কাছে গেলেন।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 27] কারণ বিদ্যুৎ যেমন পূর্ব দিক থেকে বের হয়ে পশ্চিম দিক পর্যন্ত প্রকাশ পায়, তেমন ভাবেই মনুষ্যপুত্রের আগমনও হবে।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 28] যেখান মৃতদেহ থাকে সেইখানে শকুন জড়ো হবে।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 29] আর সেই দিনের সংকটের পরেই সূর্য্য অন্ধকার হবে, চাঁদও জ্যোৎস্না দেবে না, আকাশ থেকে তারা খসে পড়বে ও আকাশমন্ডলের সমস্ত ক্ষমতা।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 30] আর তখন মনুষ্যপুত্রের চিহ্ন আকাশে দেখা যাবে, আর তখন পৃথিবীর সমস্ত জাতি বিলাপ করবে এবং মনুষ্যপুত্রকে আকাশে মেঘরথে পরাক্রম ও মহা প্রতাপে আসতে দেখবে।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 31] আর তিনি মহা তূরীধ্বনির সঙ্গে তাঁর দূতদের পাঠাবেন, তাঁরা আকাশের এক সীমা থেকে আর এক সীমা পর্যন্ত, চারদিক থেকে তাঁর মনোনীতদের একত্রিত করবেন।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 32] ডুমুরগাছের গল্প থেকে শিক্ষা নাও, যখন তার ডালে কচি পাতা বের হয়, তখন তোমরা জানতে পার, গ্রীষ্মকাল এসে গেছে,
[IRV | BN | NT | Matthew | Chapter 24 | Verse 33] তেমনি তোমরা ঐ সব ঘটনা দেখলেই জানবে, তিনিও আসছেন, এমনকি, দরজার কাছে উপস্থিত।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 34] আমি তোমাদের সত্যি বলছি, এই যুগের লোকদের লোপ হবে না, যে পর্যন্ত না এ সমস্ত কিছু পূর্ণ হয়।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 35] আকাশের ও পৃথিবীর লোপ হবে কিন্তু আমার বাক্যের লোপ কখনও হবে না।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 36] কিন্তু সেই দিনের ও সেই মুহূর্তের বিষয় কেউই জানে না, এমনকি স্বর্গ দূতেরাও জানে না, পুত্রও জানে না, শুধু পিতা জানেন।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 37] যেমন নোহের দিনের হয়েছিল, মনুষ্যপুত্রের আগমনও তেমন হবে।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 38] কারণ বন্যা আসার আগে থেকে, জাহাজে নোহের প্রবেশের দিন পর্যন্ত, লোকে যেমন খাওয়া দাওয়া করত, বিয়ে করত, ও বিয়ে দিয়েছে।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 39] এবং ততক্ষণ বুঝতে পারল না, যতক্ষণ না বন্যা এসে সবাইকে ভাসিয়ে নিয়ে গেল, তেমন মনুষ্যপুত্রের আগমনের দিনের ও হবে।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 40] তখন দুই জন ক্ষেতে থাকবে, এক জনকে নিয়ে নাওয়া হবে এবং অন্য জনকে ছেড়ে দেওয়া হবে।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 41] দুটি মহিলা যাঁতা পিষবে, এক জনকে নিয়ে যাওয়া হবে এবং অন্য জনকে ছেড়ে দেওয়া হবে।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 42] অতএব জেগে থাক, কারণ তোমাদের প্রভু কোন্ দিন আসবেন, তা তোমরা জান না।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 43] কিন্তু এটা জেনে রাখো, চোর কোন মুহূর্তে আসবে, তা যদি বাড়ির মালিক জানত, তবে জেগে থাকত, নিজের বাড়িতে সিঁধ কাটতে দিত না।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 44] এই জন্য তোমরাও প্রস্তুত থাক, কারণ যে দিন তোমরা মনে করবে তিনি আসবেন না, সেই দিনই মনুষ্যপুত্র আসবেন।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 45] এখন, সেই বিশ্বস্ত ও বুদ্ধিমান দাসকে, যাকে তার মালিক তাঁর পরিজনের উপরে নিযুক্ত করেছেন, যেন সে তাদের উপযুক্ত দিনের খাবার দেয়?
[IRV | BN | NT | Matthew | Chapter 24 | Verse 46] ধন্য সেই দাস, যাকে তার মালিক এসে তেমন করতে দেখবেন।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 47] আমি তোমাদের সত্যি বলছি, তিনি তাকে তাঁর সব কিছুর উপরে নিযুক্ত করবেন।
[IRV | BN | NT | Matthew | Chapter 24 | Verse 48] কিন্তু সেই দুষ্টু দাস যদি তার হৃদয়ে বলে, আমার মালিকের আসবার দেরি আছে,
[IRV | BN | NT | Matthew | Chapter 24 | Verse 49] আর যদি তার দাসদের মারতে এবং মাতাল লোকদের সঙ্গে খাওয়া দাওয়া করতে, আরম্ভ করে,
[IRV | BN | NT | Matthew | Chapter 24 | Verse 50] তবে যে দিন সে অপেক্ষা করবে না এবং যে মুহূর্তের আশা সে করবে না, সেই দিন ও সেই মুহূর্তে সেই দাসের মালিক আসবেন,
[IRV | BN | NT | Matthew | Chapter 24 | Verse 51] আর তাকে দুই খন্ড করে ভণ্ডদের মধ্যে তার স্থান ঠিক করবেন, সে সেই জায়গায় কাঁদবে ও দাঁতে দাঁত ঘষবে।
