[OEB | EN | OT | Psalms | Chapter 78 | Verse 1] My people, attend to my teaching: bend your ears to the words of my mouth,
[OEB | EN | OT | Psalms | Chapter 78 | Verse 24] he rained manna upon them for food, and grain of heaven he gave them.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 25] Everyone ate the bread of angels; he sent them food to the full.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 26] He launched the east wind in the heavens, and guided the south by his power.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 27] He rained meat upon them like dust, winged bird like the sand of the sea.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 28] In the midst of their camp he dropped it, all around their tents.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 29] They ate and were more than filled; he had brought them the thing they desired.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 30] But the thing they desired became loathsome: while their food was still in their mouths,
[OEB | EN | OT | Psalms | Chapter 78 | Verse 31] the wrath of God rose against them. He slew the stoutest among them, and laid low the young men of Israel.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 32] Yet for all this they sinned yet more, and refused to believe in his wonders.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 33] So he ended their days in a breath, and their years in sudden dismay.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 34] When he slew them, then they sought after him, they turned and sought God with diligence.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 35] They remembered that God was their rock, and the Most High God their redeemer.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 36] But they flattered him with their mouth, and lied to him with their tongue.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 37] Their heart was not steady with him, they were faithless to his covenant.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 38] But he is full of pity: he pardons sin and destroys not. Often he turns his anger away, without stirring his wrath at all.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 39] So he remembered that they were but flesh, breath that passes and does not return.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 40] But how often they rebelled in the desert, and caused him grief in the wilderness,
[OEB | EN | OT | Psalms | Chapter 78 | Verse 41] tempting God again and again, provoking the Holy One of Israel.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 42] They did not remember his strength, nor the day he redeemed from the foe,
[OEB | EN | OT | Psalms | Chapter 78 | Verse 43] how he set his signs in Egypt, in the country of Zoan his wonders.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 44] He turned their canals into blood, their streams undrinkable.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 45] He sent forth flies, which devoured them; frogs, too, which destroyed them.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 46] Their crops he gave to the caterpillar, and the fruits of their toil to the locust.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 47] He slew their vines with hail, and their sycamore trees with frost.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 48] He delivered their cattle to the hail, and their flocks to bolts of fire.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 49] He let loose his hot anger among them, fury and wrath and distress, a band of destroying angels.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 50] He cleared a path for his anger, did not spare them from death, but gave them over to pestilence.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 51] He struck down all the firstborn in Egypt, the first fruits of their strength in the tents of Ham.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 52] He led forth his people like sheep, he was guide to his flock in the desert.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 53] Securely he led them, and free from fear, while their foes were drowned in the sea.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 54] To his holy realm he brought them, to the mountain his right hand had purchased.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 55] He drove out the nations before them, and allotted their land for possession, and their tents for Israel to live in.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 56] Yet they tempted and angered the Most High God, they did not observe his decrees.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 57] They drew back, false like their ancestors; they failed like a treacherous bow.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 58] Their shrines stirred him to anger, their idols moved him to jealousy.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 59] When God heard of this, he was furious, and he spurned Israel utterly.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 60] He abandoned his home in Shiloh, the tent he had pitched among people.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 61] He gave his strength up to captivity, his glory to the hands of the foe.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 62] He gave his people to the sword, he was furious with his own.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 63] Fire devoured their young men, and their maidens had no marriage-song.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 64] Their priests fell by the sword, and their widows could not weep.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 65] Then the Lord awoke as from sleep, like a warrior flushed with wine;
[OEB | EN | OT | Psalms | Chapter 78 | Verse 66] and he beat back his foes, putting them to perpetual scorn.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 67] He disowned the tent of Joseph, he rejected the tribe of Ephraim;
[OEB | EN | OT | Psalms | Chapter 78 | Verse 68] but he chose the tribe of Judah, Mount Zion, which he loves.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 69] And he built like the heights his sanctuary, like the earth which he founded forever.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 70] And he chose David his servant, taking him from the sheepfolds.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 71] From the mother-ewes he brought him, to be shepherd to Jacob his people, and to Israel his inheritance.
[OEB | EN | OT | Psalms | Chapter 78 | Verse 72] With upright heart did he shepherd them, and with skilful hands did he guide them.
