[IRV | HI | NT | Mark | Chapter 5 | Verse 1] वे झील के पार गिरासेनियों के देश में पहुँचे,
[IRV | HI | NT | Mark | Chapter 5 | Verse 32] तब उसने उसे देखने के लिये जिसने यह काम किया था, चारों ओर दृष्टि की।
[IRV | HI | NT | Mark | Chapter 5 | Verse 33] तब वह स्त्री यह जानकर, कि उसके साथ क्या हुआ है, डरती और काँपती हुई आई, और उसके पाँवों पर गिरकर, उससे सब हाल सच-सच कह दिया।
[IRV | HI | NT | Mark | Chapter 5 | Verse 34] उसने उससे कहा, “पुत्री, तेरे विश्वास ने तुझे चंगा किया है: कुशल से जा, और अपनी इस बीमारी से बची रह।”(लूका 8:48)
[IRV | HI | NT | Mark | Chapter 5 | Verse 35] वह यह कह ही रहा था, कि आराधनालय के सरदार के घर से लोगों ने आकर कहा, “तेरी बेटी तो मर गई; अब गुरु को क्यों दुःख देता है?”
[IRV | HI | NT | Mark | Chapter 5 | Verse 36] जो बात वे कह रहे थे, उसको यीशु ने अनसुनी करके, आराधनालय के सरदार से कहा, “मत डर; केवल विश्वास रख।”
[IRV | HI | NT | Mark | Chapter 5 | Verse 37] और उसने पतरस और याकूब और याकूब के भाई यूहन्ना को छोड़, और किसी को अपने साथ आने न दिया।
[IRV | HI | NT | Mark | Chapter 5 | Verse 38] और आराधनालय के सरदार के घर में पहुँचकर, उसने लोगों को बहुत रोते और चिल्लाते देखा।
[IRV | HI | NT | Mark | Chapter 5 | Verse 39] तब उसने भीतर जाकर उनसे कहा, “तुम क्यों हल्ला मचाते और रोते हो? लड़की मरी नहीं, परन्तु सो रही है।”
[IRV | HI | NT | Mark | Chapter 5 | Verse 40] वे उसकी हँसी करने लगे, परन्तु उसने सब को निकालकर लड़की के माता-पिता और अपने साथियों को लेकर, भीतर जहाँ लड़की पड़ी थी, गया।
[IRV | HI | NT | Mark | Chapter 5 | Verse 41] और लड़की का हाथ पकड़कर उससे कहा, “तलीता कूमी”; जिसका अर्थ यह है “हे लड़की, मैं तुझ से कहता हूँ, उठ।”
[IRV | HI | NT | Mark | Chapter 5 | Verse 42] और लड़की तुरन्त उठकर चलने फिरने लगी; क्योंकि वह बारह वर्ष की थी। और इस पर लोग बहुत चकित हो गए।
[IRV | HI | NT | Mark | Chapter 5 | Verse 43] फिर उसने उन्हें चेतावनी के साथ आज्ञा दी कि यह बात कोई जानने न पाए और कहा; “इसे कुछ खाने को दो।”
