[IRV | UR | OT | Psalms | Chapter 69 | Verse 1] ऐ ख़ुदा मुझ को बचा ले, क्यूँकि पानी मेरी जान तक आ पहुँचा है।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 13] लेकिन ऐ ख़ुदावन्द, तेरी ख़ुशनूदी के वक़्त मेरी दुआ तुझ ही से है; ऐ ख़ुदा, अपनी शफ़क़त की फ़िरावानी से, अपनी नजात की सच्चाई में जवाब दे।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 14] मुझे दलदल में से निकाल ले और धसने न दे:मुझ से 'अदावत रखने वालों, और गहरे पानी से मुझे बचा ले।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 15] मैं सैलाब में डूब न जाऊँ, और गहराव मुझे निगल न जाए, और पाताल मुझ पर अपना मुँह बन्द न कर ले
[IRV | UR | OT | Psalms | Chapter 69 | Verse 16] ऐ ख़ुदावन्द, मुझे जवाब दे, क्यूँकि मेरी शफ़क़त ख़ूब है अपनी रहमतों की कसरत के मुताबिक़ मेरी तरफ़ मुतवज्जिह हो।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 17] अपने बन्दे से रूपोशी न कर; क्यूँकि मैं मुसीबत में हूँ, जल्द मुझे जवाब दे।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 18] मेरी जान के पास आकर उसे छुड़ा ले मेरे दुश्मनों के सामने मेरा फ़िदिया दे।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 19] तू मेरी मलामत और शर्मिन्दगी और रुस्वाई से वाक़िफ़ है; मेरे दुश्मन सब के सब तेरे सामने हैं।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 20] मलामत ने मेरा दिल तोड़ दिया, मैं बहुत उदास हूँ और मैं इसी इन्तिज़ार में रहा कि कोई तरस खाए लेकिन कोई न था; और तसल्ली देने वालों का मुन्तज़िर रहा लेकिन कोई न मिला।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 21] उन्होंने मुझे खाने को इन्द्रायन भी दिया, और मेरी प्यास बुझाने को उन्होंने मुझे सिरका पिलाया।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 22] उनका दस्तरख़्वान उनके लिए फंदा हो जाए। और जब वह अमन से हों तो जाल बन जाए।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 23] उनकी आँखें तारीक हो जाएँ, ताकि वह देख न सके, और उनकी कमरें हमेशा काँपती रहें।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 24] अपना ग़ज़ब उन पर उँडेल दे, और तेरा शदीद क़हर उन पर आ पड़े।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 25] उनका घर उजड़ जाए, उनके खे़मों में कोई न बसे।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 26] क्यूँकि वह उसको जिसे तूने मारा है और जिनको तूने जख़्मी किया है, उनके दुख का ज़िक्र करते हैं।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 27] उनके गुनाह पर गुनाह बढ़ा; और वह तेरी सदाक़त में दाख़िल न हों।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 28] उनके नाम किताब — ए — हयात से मिटा और सादिकों के साथ मुन्दर्ज न हों।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 29] लेकिन मैं तो ग़रीब और ग़मगीन हूँ। ऐ ख़ुदा तेरी नजात मुझे सर बुलन्द करे।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 30] मैं हम्द गाकर ख़ुदा के नाम की ता'रीफ़ करूँगा, और शुक्रगुज़ारी के साथ उसकी तम्जीद करूँगा।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 31] यह ख़ुदावन्द को बैल से ज़्यादा पसन्द होगा, बल्कि सींग और खुर वाले बछड़े से ज़्यादा।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 32] हलीम इसे देख कर ख़ुश हुए हैं; ऐ ख़ुदा के तालिबो, तुम्हारे दिल ज़िन्दा रहें।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 33] क्यूँकि ख़ुदावन्द मोहताजों की सुनता है, और अपने क़ैदियों को हक़ीर नहीं जानता।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 34] आसमान और ज़मीन उसकी ता'रीफ़ करें, और समन्दर और जो कुछ उनमें चलता फिरता है।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 35] क्यूँकि ख़ुदा सिय्यून को बचाएगा, और यहूदाह के शहरों को बनाएगा; और वह वहाँ बसेंगे और उसके वारिस होंगे।
[IRV | UR | OT | Psalms | Chapter 69 | Verse 36] उसके बन्दों की नसल भी उसकी मालिक होगी, और उसके नाम से मुहब्बत रखने वाले उसमें बसेंगे।
