[IRV | PA | NT | Philippians | Chapter 2 | Verse 1] ਸੋ ਜੇ ਮਸੀਹ ਵਿੱਚ ਕੁਝ ਦਿਲਾਸਾ, ਜੇ ਪਿਆਰ ਦੀ ਕੁਝ ਤਸੱਲੀ, ਜੇ ਆਤਮਾ ਦੀ ਕੁਝ ਸਾਂਝ, ਜੇ ਕੁਝ ਦਿਆਲਗੀ ਅਤੇ ਦਰਦਮੰਦੀ ਹੈ।
[IRV | PA | NT | Philippians | Chapter 2 | Verse 19] ਪਰ ਮੈਨੂੰ ਪ੍ਰਭੂ ਯਿਸੂ ਉੱਤੇ ਇਹ ਆਸ ਹੈ ਜੋ ਤਿਮੋਥਿਉਸ ਨੂੰ ਛੇਤੀ ਤੁਹਾਡੇ ਕੋਲ ਭੇਜਾਂਗਾ ਜੋ ਤੁਹਾਡੀਆਂ ਬੀਤੀਆਂ ਸੁਣਨ ਤੋਂ ਮੇਰਾ ਮਨ ਵੀ ਸ਼ਾਂਤ ਹੋਵੇ।
[IRV | PA | NT | Philippians | Chapter 2 | Verse 20] ਕਿਉਂਕਿ ਉਹ ਦੇ ਵਰਗਾ ਮੇਰੇ ਕੋਲ ਹੋਰ ਕੋਈ ਨਹੀਂ ਜੋ ਸੱਚੇ ਦਿਲ ਨਾਲ ਤੁਹਾਡੇ ਲਈ ਚਿੰਤਾ ਕਰੇ।
[IRV | PA | NT | Philippians | Chapter 2 | Verse 21] ਕਿਉਂ ਜੋ ਸਾਰੇ ਆਪੋ ਆਪਣੇ ਮਤਲਬ ਦੇ ਯਾਰ ਹਨ, ਨਾ ਕਿ ਯਿਸੂ ਮਸੀਹ ਦੇ।
[IRV | PA | NT | Philippians | Chapter 2 | Verse 22] ਪਰ ਉਹ ਦੀ ਖੂਬੀ ਤੁਸੀਂ ਜਾਣ ਚੁੱਕੇ ਹੋ ਭਈ ਜਿਵੇਂ ਪੁੱਤਰ ਪਿਉ ਦੀ ਸੇਵਾ ਕਰਦਾ ਹੈ ਤਿਵੇਂ ਉਸ ਨੇ ਮੇਰੇ ਨਾਲ ਖੁਸ਼ਖਬਰੀ ਦੀ ਸੇਵਾ ਕੀਤੀ।
[IRV | PA | NT | Philippians | Chapter 2 | Verse 23] ਸੋ ਮੈਨੂੰ ਆਸ ਹੈ ਕਿ ਜਿਸ ਵੇਲੇ ਵੇਖ ਲਵਾਂ ਜੋ ਮੇਰਾ ਕੀ ਹਾਲ ਹੋਵੇਗਾ ਤਾਂ ਝੱਟ ਉਹ ਨੂੰ ਭੇਜ ਦਿਆਂ।
[IRV | PA | NT | Philippians | Chapter 2 | Verse 24] ਪਰ ਮੈਨੂੰ ਪ੍ਰਭੂ ਉੱਤੇ ਪਰਤੀਤ ਹੈ ਜੋ ਆਪ ਵੀ ਛੇਤੀ ਆਵਾਂਗਾ।
[IRV | PA | NT | Philippians | Chapter 2 | Verse 25] ਪਰ ਇਪਾਫ਼ਰੋਦੀਤੁਸ ਜੋ ਮੇਰਾ ਭਰਾ ਅਤੇ ਮੇਰਾ ਸਹਿਕਰਮੀ ਅਤੇ ਮੇਰੇ ਨਾਲ ਦਾ ਸਿਪਾਹੀ ਅਤੇ ਤੁਹਾਡਾ ਸੰਦੇਸੀ ਅਤੇ ਮੇਰੀ ਥੁੜ ਦਾ ਪੂਰਾ ਕਰਨ ਵਾਲਾ ਹੈ ਮੈਂ ਉਸ ਨੂੰ ਤੁਹਾਡੇ ਕੋਲ ਘੱਲਣਾ ਜ਼ਰੂਰੀ ਜਾਣਿਆ।
[IRV | PA | NT | Philippians | Chapter 2 | Verse 26] ਕਿਉਂ ਜੋ ਉਹ ਤੁਹਾਨੂੰ ਸਭਨਾਂ ਨੂੰ ਬਹੁਤ ਲੋਚਦਾ ਸੀ ਅਤੇ ਤੁਸੀਂ ਜੋ ਸੁਣਿਆ ਸੀ ਕਿ ਉਹ ਬਿਮਾਰ ਪਿਆ ਹੈ ਇਸ ਕਰਕੇ ਉਹ ਉਦਾਸ ਰਹਿੰਦਾ ਸੀ
[IRV | PA | NT | Philippians | Chapter 2 | Verse 27] ਅਤੇ ਉਹ ਤਾਂ ਸੱਚੀ ਮੁੱਚੀ ਬਿਮਾਰ ਸੀ ਸਗੋਂ ਮਰਨ ਵਾਲਾ ਹੋ ਗਿਆ ਸੀ ਪਰੰਤੂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਉਸ ਉੱਤੇ ਦਯਾ ਕੀਤੀ ਅਤੇ ਸਿਰਫ਼ ਉਸੇ ਉੱਤੇ ਨਹੀਂ ਸਗੋਂ ਮੇਰੇ ਉੱਤੇ ਵੀ ਮਤੇ ਮੈਨੂੰ ਸੋਗ ਤੋਂ ਸੋਗ ਨਾ ਹੋਵੇ।
[IRV | PA | NT | Philippians | Chapter 2 | Verse 28] ਇਸ ਲਈ ਮੈਂ ਹੋਰ ਵੀ ਯਤਨ ਕਰਕੇ ਉਹ ਨੂੰ ਭੇਜਿਆ ਭਈ ਤੁਸੀਂ ਉਹ ਨੂੰ ਫੇਰ ਵੇਖ ਕੇ ਅਨੰਦ ਹੋਵੋ ਅਤੇ ਮੇਰਾ ਵੀ ਸੋਗ ਘੱਟ ਜਾਵੇ।
[IRV | PA | NT | Philippians | Chapter 2 | Verse 29] ਸੋ ਤੁਸੀਂ ਉਹ ਨੂੰ ਪ੍ਰਭੂ ਵਿੱਚ ਪੂਰੇ ਅਨੰਦ ਨਾਲ ਕਬੂਲ ਕਰੋ ਅਤੇ ਅਜਿਹਿਆਂ ਦਾ ਆਦਰ ਕਰੋ।
[IRV | PA | NT | Philippians | Chapter 2 | Verse 30] ਇਸ ਕਰਕੇ ਜੋ ਉਹ ਮਸੀਹ ਦੇ ਕੰਮ ਲਈ ਮੌਤ ਦੇ ਮੂੰਹ ਵਿੱਚ ਆਇਆ ਕਿਉਂ ਜੋ ਮੇਰੀ ਸੇਵਾ ਕਰਨ ਵਿੱਚ ਜੋ ਤੁਹਾਡੀ ਵੱਲੋਂ ਥੁੜ ਸੀ ਉਹ ਨੂੰ ਪੂਰਾ ਕਰਨ ਲਈ ਉਸ ਨੇ ਆਪਣੀ ਜਾਨ ਤਲੀ ਉੱਤੇ ਧਰੀ।
