[IRV | GU | OT | Psalms | Chapter 78 | Verse 1] મારા લોકો, મારો નિયમ સાંભળો, મારા મુખના શબ્દોને તમે ધ્યાનથી સાંભળો.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 18] પોતાના ખાઉધરાપણાને વશ થઈને ખોરાક માગીને તેઓએ પોતાના હૃદયથી ઈશ્વરની પરીક્ષા કરી.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 19] તેઓ ઈશ્વરની વિરુદ્ધ બોલ્યા; તેઓએ કહ્યું, “શું અરણ્યમાં ઈશ્વર મેજ તૈયાર કરી શકે?
[IRV | GU | OT | Psalms | Chapter 78 | Verse 20] જુઓ, જ્યારે તેમણે ખડકને લાકડી મારી, ત્યારે પાણી વહી આવ્યું અને પાણીનાં ઝરણાં વહેવા માંડ્યાં. પણ શું તે આપણને રોટલી આપી શકે છે? શું તે પોતાના લોકોને માટે માંસ પૂરું પાડી શકશે?”
[IRV | GU | OT | Psalms | Chapter 78 | Verse 21] જ્યારે યહોવાહે આ સાંભળ્યું, ત્યારે તેઓ ગુસ્સે થયા; તેથી યાકૂબની વિરુદ્ધ તેમનો અગ્નિ ઊઠ્યો અને ઇઝરાયલ પર તેમનો કોપ ભભૂક્યો,
[IRV | GU | OT | Psalms | Chapter 78 | Verse 22] કારણ કે તેઓએ ઈશ્વર પર વિશ્વાસ કર્યો નહિ અને તેમના દ્વારા મળતા ઉદ્ધાર પર ભરોસો રાખ્યો નહિ.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 23] છતાં તેમણે વાદળાંને આજ્ઞા આપી અને આકાશના દ્વાર ખોલી નાખ્યાં.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 24] તેઓના ખોરાક માટે માન્નાની વૃષ્ટિ કરી અને તેમણે સ્વર્ગમાંથી ધાન્ય આપ્યું.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 25] લોકોએ દૂતોનો ખોરાક ખાધો. અને તેઓ તૃપ્ત થયા ત્યાં સુધી તેમણે ભોજન આપ્યું.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 26] તેમણે આકાશમાં પૂર્વ તરફથી પવન ફુંકાવ્યો અને પોતાના સામર્થ્યથી દક્ષિણ તરફથી પવન ફુંકાવ્યો.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 27] તેમણે ધૂળની જેમ માંસ અને સમુદ્રની રેતીની જેમ પીંછાવાળા પક્ષીઓ તેઓના પર વરસાવ્યાં.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 28] તેમણે તેઓની છાવણી મધ્યે અને તેઓના તંબુઓની ચારેબાજુએ તે પાડ્યાં.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 29] લોકો ધરાઈ રહ્યા ત્યાં સુધી ખાધું. તેઓના માગ્યા પ્રમાણે તેમણે આપ્યું.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 30] પણ તેઓ તેમની ભૂખનું નિયંત્રણ કરી શક્યા નહિ; તેઓનો ખોરાક તેઓના મુખમાં જ હતો,
[IRV | GU | OT | Psalms | Chapter 78 | Verse 31] એટલામાં, ઈશ્વરનો કોપ તેઓ પર પ્રગટ્યો અને તેઓમાંના હુષ્ટપુષ્ટોને મારી નાખ્યા. તેમણે ઇઝરાયલના શ્રેષ્ઠ યુવાનોને મારી નાખ્યાં.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 32] આમ છતાં, તેઓ પાપ કરતા રહ્યા અને તેમના ચમત્કારો પર ભરોસો કર્યો નહિ.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 33] માટે ઈશ્વરે તેઓના દિવસો વ્યર્થપણામાં સમાપ્ત કર્યા; અને તેઓનાં વર્ષોને ત્રાસથી ભર્યાં.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 34] જ્યારે જ્યારે ઈશ્વરે તેઓને દુઃખી કર્યા, ત્યારે તેઓએ તેમને શોધ્યા અને તેઓ પાછા ફરીને આતુરતાથી તેમને શરણે આવ્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 35] તેઓએ યાદ કર્યુ કે ઈશ્વર તેઓના ખડક છે અને પરાત્પર ઈશ્વર તે જ તેઓના છોડાવનાર છે.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 36] પણ તેઓએ પોતાના મુખે તેમની પ્રશંસા કરી અને પોતાની જીભે તેમની સમક્ષ જૂઠું બોલ્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 37] કેમ કે તેઓનાં હૃદય તેમના પ્રત્યે વિશ્વાસુ નહોતાં અને તેઓ તેમના કરાર પ્રત્યે વફાદાર નહોતા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 38] તેમ છતાં તેમણે, દયા દર્શાવી, તેઓનાં પાપોની ક્ષમા આપી અને તેઓનો નાશ ન કર્યો. હા, ઘણીવાર તેમણે પોતાનો ક્રોધ સમાવી દીધો અને પોતાનો પૂરો કોપ પ્રગટ કર્યો નહિ.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 39] તેમણે સંભાર્યુ કે તેઓ દેહથી બનેલા છે એક ક્ષણમાં પસાર થતાં વાયુ જેવા છે.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 40] તેઓએ કેટલી વાર અરણ્યમાં તેમની વિરુદ્ધ બંડ કર્યું અને રાનમાં તેમને દુ:ખી કર્યા!
[IRV | GU | OT | Psalms | Chapter 78 | Verse 41] વારંવાર તેઓએ ઈશ્વરની કસોટી કરી અને ઇઝરાયલના પવિત્રને દુ:ખી કર્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 42] તેઓ તેમનાં મહાન સામર્થ્યનો વિચાર કર્યો નહિ, તેમણે કેવી રીતે તેઓને શત્રુઓથી છોડાવ્યા, તે પણ યાદ કર્યું નહિ.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 43] મિસરમાં તેમણે જે ચમત્કારિક ચિહ્નો અને સોઆનના મેદાનમાં આશ્ચર્યકર્મો કર્યા હતાં તે પણ ભૂલી ગયા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 44] તેમણે તેઓની નદીઓને તથા તેઓના વહેળાઓને લોહી વહેતાં બનાવી દીધાં જેથી તેઓ તે ઝરણામાંથી પી શકે નહિ.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 45] તેમણે મધમાખીઓનું મોટું ઝૂંડ મોકલ્યું, તે મધમાખીઓ તેઓને કરડી અને દેડકાંઓએ બધી વસ્તુઓનો નાશ કર્યો.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 46] તેઓની ફસલ તેમણે કાતરાઓને આપી અને તેઓની મહેનતનું ફળ તીડને આપી દીધું.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 47] તેમણે કરાથી તેઓની દ્રાક્ષવાડીઓ અને હિમથી તેઓનાં ગુલ્લરવૃક્ષોનો નાશ કર્યો હતો.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 48] તેમણે તેઓનાં જાનવર કરાને અને તેઓનાં ટોળાં વીજળીને સ્વાધીન કર્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 49] તેમણે પોતાનો કોપ તેઓ પર પ્રગટ કર્યો, તેમણે રોષ, ગુસ્સો અને તિરસ્કાર તેઓની વિરુદ્ધ સંહારક દૂતોની માફક મોકલ્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 50] તેમણે પોતાના કોપ માટે રસ્તો ખુલ્લો કર્યો; તેમણે મરણથી તેઓના પ્રાણ બચાવ્યા નહિ પણ તેઓના પર મરકી મોકલી.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 51] તેમણે મિસરમાં સર્વ પ્રથમજનિતને મારી નાખ્યા; હામના તંબુઓમાં તેઓના પ્રથમ પ્રથમજનિત નરબાળકોને માર્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 52] તે પોતાના લોકોને ઘેટાંનાં ટોળાંની જેમ બહાર લાવ્યાં અને તેમણે અરણ્યમાં થઈને તેઓને ટોળાંની જેમ દોર્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 53] તેમણે તેઓને એવા સુરક્ષિત ચલાવ્યા કે તેઓ બીધા નહિ, પણ સમુદ્રના પાણી શત્રુઓ પર ફરી વળ્યાં.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 54] અને તેમણે તેઓને તેની પવિત્ર ભૂમિમાં, એટલે તેમને જમણે હાથે ખરીદાયેલા આ પહાડી દેશમાં પોતાના લોકોને લાવ્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 55] તેમણે તેઓની આગળથી વિદેશીઓને કાઢી મૂક્યા અને જમીન માપીને ઇઝરાયલનાં કુળોને વારસાના ભાગ પાડી આપ્યા અને તેમને તેઓના તંબુઓમાં વસાવ્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 56] તોપણ તેઓએ પરાત્પર ઈશ્વરની કસોટી કરવાનું તથા તેમની વિરુદ્ધ બંડ કરવાનું ચાલુ રાખ્યું અને તેમની આજ્ઞાઓ પાળી નહિ.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 57] તેઓ તેમના પૂર્વજોની જેમ પાછા ફરી જઈને અવિશ્વાસુઓની જેમ વર્તવા લાગ્યા; વાંકા ધનુષ્યના બાણની જેમ તેઓ આડે રસ્તે ચઢ્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 58] કેમ કે તેઓએ પોતાનાં ઉચ્ચસ્થાનો બનાવીને અને પોતાની કોરેલી મૂર્તિઓ વડે તેમને ઈર્ષ્યા ઉત્પન્ન કર્યો.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 59] જ્યારે ઈશ્વરે એ સાંભળ્યું, ત્યારે તે ગુસ્સે થયા અને ઇઝરાયલનો પૂરેપૂરો નકાર કર્યો.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 60] તેથી તેમણે શીલોહ નગરનો માંડવો એટલે જે તંબુ તેમણે માણસોમાં ઊભો કર્યો હતો, તેનો ત્યાગ કર્યો.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 61] તેમણે પોતાનું સામર્થ્ય બંધનમાં અને પોતાનું ગૌરવ શત્રુના હાથમાં સોંપ્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 62] તેમણે પોતાના લોકોને તલવારને સ્વાધીન કર્યા અને પોતાના વારસા પર તે કોપાયમાન થયા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 63] તેઓના યુવાનો અગ્નિથી નાશ પામ્યા અને તેઓની કન્યાઓના લગ્નમાં ગીત ગાવામાં આવ્યાં નહિ.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 64] તેઓના યાજકો તલવારથી માર્યા ગયા અને તેઓની વિધવાઓએ કંઈ રુદન કર્યું નહિ.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 65] જેમ કોઈ ઊંઘમાંથી જાગે, તેમ, દ્રાક્ષારસના કેફથી શૂરવીર પુરુષની જેમ પ્રભુ ઊઠ્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 66] તેમણે પાછળથી પોતાના શત્રુઓને માર્યા; તેમણે તેઓને સદાને માટે શરમિંદા કર્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 67] તેમણે યૂસફના તંબુનો નકાર કર્યો અને એફ્રાઇમના કુળનો સ્વીકાર કર્યો નહિ.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 68] તેમણે યહૂદાના કુળને અને પોતાના પ્રિય સિયોન પર્વતને, પસંદ કર્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 69] તેમણે પર્વત જેવું ઉન્નત અને સદા માટે સ્થાપન કરેલી પૃથ્વી જેવું અચળ પોતાનું પવિત્રસ્થાન બાંધ્યું.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 70] તેમણે વાડામાંથી ઘેટાંની સંભાળ રાખનાર દાઉદને પોતાના સેવક તરીકે પસંદ કર્યો.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 71] દૂઝણી ઘેટીઓની પાછળ ફરતો હતો, ત્યાંથી તેમના લોકો યાકૂબના સંતાનનું તથા તેમના વારસા ઇઝરાયલનું પાલન કરવા તે તેને લાવ્યા.
[IRV | GU | OT | Psalms | Chapter 78 | Verse 72] દાઉદે તેમને શુદ્ધ હૃદયથી અને કૌશલ્યસભર શાણપણથી દોર્યા.
