[IRV | GU | OT | Psalms | Chapter 106 | Verse 1] યહોવાહની સ્તુતિ કરો. યહોવાહનો આભાર માનો, કારણ કે તે ઉત્તમ છે, કેમ કે તેમની કૃપા સદાકાળ ટકે છે.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 12] ત્યારે તેઓએ તેમની વાતો પર વિશ્વાસ રાખ્યો અને તેઓએ તેમનાં સ્તોત્ર ગાયા.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 13] પણ તેઓ તેમનાં કરેલાં કૃત્યો પાછા જલદીથી ભૂલી ગયા; તેમની સલાહ સાંભળવાને તેઓએ ધીરજ રાખી નહિ.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 14] અરણ્યમાં તેઓએ ઘણી જ દુર્વાસના કરી અને તેઓએ રાનમાં ઈશ્વરને પડકાર આપ્યો.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 15] તેમણે તેઓની માગણીઓ પ્રમાણે તેઓને આપ્યું, પણ તેઓના આત્મામાં નબળાઈ મોકલી.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 16] તેઓએ છાવણીમાં મૂસાની ઈર્ષ્યા કરી અને યહોવાહના પવિત્ર યાજક હારુનની અદેખાઈ કરી.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 17] ભૂમિ ફાટીને દાથાનને ગળી ગઈ અને અબિરામના સમુદાયને ભૂમિમાં ઉતારી દીધો.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 18] તેઓના સમુદાયમાં અગ્નિ સળગી પ્રગટ્યો; અગ્નિએ દુષ્ટોને બાળી નાખ્યા.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 19] તેઓએ હોરેબ આગળ વાછરડો બનાવ્યો અને ઢાળેલી મૂર્તિની પૂજા કરી.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 20] તેઓએ આ પ્રમાણે તેમના મહિમાવંત ઈશ્વરને બદલી નાખ્યા, કેમ કે ઘાસ ખાનાર બળદની પ્રતિમા પસંદ કરીને પોતાનો મહિમા બદલ્યો.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 21] તેઓ પોતાના બચાવનાર ઈશ્વરને ભૂલી ગયા, કે જેમણે મિસરમાં અદ્દભુત કાર્યો કર્યાં હતાં.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 22] તેમણે હામના દેશમાં આશ્ચર્યકારક કામો તથા લાલ સમુદ્ર પાસે ભયંકર કામો કર્યાં હતાં.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 23] તેમણે તેઓનો સંહાર કરવાને કહ્યું પણ તેઓનો સંહાર કરવાને થયેલા કોપને શમાવવાને માટે તેમનો પસંદ કરેલો મૂસા વચ્ચે પડ્યો અને પ્રભુની સમક્ષ આવીને ઊભો રહ્યો.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 24] પછી તેમણે તે ફળદ્રુપ દેશને તુચ્છ ગણ્યો; તેઓએ તેના વચનનો વિશ્વાસ કર્યો નહિ.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 25] પણ તેઓ પોતાના તંબુઓમાં કચકચ કરીને યહોવાહને આધીન થયા નહિ.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 26] તેથી તેમણે તેઓને માટે શપથ લીધા કે તેઓ અરણ્યમાં નાશ પામે.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 27] વિદેશીઓમાં તેઓના વંશજોને વિખેરી નાખ્યા અને દેશપરદેશમાં તેઓને વિખેરી નાખ્યા.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 28] તેઓએ બઆલ-પેઓરની પૂજા કરી અને અર્પણને માટે અર્પિત કરેલા મૃતદેહનો ભક્ષ કર્યો.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 29] એ પ્રમાણે તેઓએ પોતાની કરણીઓથી તેમને ચીડવ્યા અને તેઓમાં મરકી ફાટી નીકળી.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 30] પછી ફીનહાસે ઊભા થઈને મધ્યસ્થી કરી અને મરકી અટકી ગઈ.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 31] આ તેનું કામ તેના લાભમાં પેઢી દરપેઢી સર્વકાળ માટે ન્યાયીપણાને અર્થે ગણવામાં આવ્યું.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 32] મરીબાહના પાણીના સંબંધમાં પણ તેઓએ તેમને ખીજ્વ્યા અને તેઓને લીધે મૂસાને સહન કરવું પડ્યું.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 33] તેઓએ મૂસાને ઉશ્કેર્યો અને તે અવિચારીપણે બોલવા લાગ્યો.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 34] જેમ યહોવાહે તેઓને આજ્ઞા આપી હતી તેમ, તેઓએ તે લોકોનો નાશ કર્યો નહિ.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 35] પણ તેઓ પ્રજાઓ સાથે ભળી ગયા અને તેઓના માર્ગો અપનાવ્યા.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 36] અને તેઓની મૂર્તિઓની પૂજા કરી, તે તેઓને ફાંદા રૂપ થઈ પડી.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 37] તેઓએ પોતાનાં દીકરા તથા દીકરીઓનું દુષ્ટાત્માઓને બલિદાન આપ્યું.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 38] તેઓએ નિર્દોષ લોહી, એટલે પોતાનાં દીકરાદીકરીઓનું લોહી વહેવડાવ્યું, તેનું તેઓએ કનાનની મૂર્તિઓને બલિદાન કર્યુ, લોહીથી દેશને અશુદ્ધ કર્યો.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 39] તેમનાં દુષ્ટ કાર્યોથી તેઓ અપવિત્ર બન્યા તેમનાં કાર્યોમાં તેઓ અવિશ્વાસુ થયા.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 40] તેથી યહોવાહ પોતાના લોકો પર ગુસ્સે થયા અને તે પોતાના લોકોથી કંટાળી ગયા.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 41] તેમણે તેઓને વિદેશીઓના હાથમાં સોંપી દીધા અને જેઓ તેમને ધિક્કારતા હતા, તેઓએ તેમના પર રાજ કર્યું.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 42] તેઓના શત્રુઓએ પણ તેઓને કચડ્યા અને તેઓના અધિકાર નીચે પડીને તેઓ તાબેદાર થયા.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 43] ઘણી વાર તે તેમની મદદે આવ્યા, પણ તેઓએ બંડ કરવાનું ચાલું રાખ્યું અને પોતાના પાપને લીધે તેઓ પાયમાલ થયા.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 44] તેમ છતાં તેઓની પ્રાર્થનાઓ સાંભળીને તેમણે તેઓનું સંકટ લક્ષમાં લીધું.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 45] તેઓની સાથે કરેલો તેમનો કરાર યાદ કર્યો અને પોતાની પુષ્કળ દયાને લીધે પસ્તાવો કર્યો.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 46] તેમણે તેઓને બંદીવાન કરનારાઓની પાસે તેમના પર કરુણા કરાવી.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 47] હે યહોવાહ, અમારા ઈશ્વર, અમારો બચાવ કરો. વિદેશીઓમાંથી અમને એકત્ર કરો કે જેથી અમે તમારા પવિત્ર નામનો આભાર માનીએ અને સ્તુતિ કરીને તમારો મહિમા કરીએ.
[IRV | GU | OT | Psalms | Chapter 106 | Verse 48] હે ઇઝરાયલના ઈશ્વર યહોવાહ, તમે અનાદિકાળથી અનંતકાળ સુધી સ્તુત્ય મનાઓ. સર્વ લોકોએ કહ્યું, “આમીન.” યહોવાહની સ્તુતિ કરો.
