[IRV | PA | OT | Joel | Chapter 2 | Verse 1] ਸੀਯੋਨ ਵਿੱਚ ਤੁਰ੍ਹੀ ਫੂਕੋ! ਮੇਰੇ ਪਵਿੱਤਰ ਪਰਬਤ ਉੱਤੇ ਸਾਂਹ ਖਿੱਚ ਦੇ ਫੂਕੋ! ਦੇਸ਼ ਦੇ ਸਾਰੇ ਵਾਸੀ ਕੰਬਣ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਦਾ ਦਿਨ ਆ ਰਿਹਾ ਹੈ, ਸਗੋਂ ਨੇੜੇ ਹੀ ਹੈ!
[IRV | PA | OT | Joel | Chapter 2 | Verse 12] ਪਰ ਹੁਣ ਵੀ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਵਰਤ ਰੱਖ ਕੇ ਰੋਂਦੇ ਹੋਏ ਅਤੇ ਛਾਤੀ ਪਿੱਟਦੇ ਹੋਏ ਆਪਣੇ ਸਾਰੇ ਦਿਲ ਨਾਲ ਮੇਰੇ ਵੱਲ ਮੁੜੋ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 13] ਆਪਣੇ ਬਸਤਰ ਨਹੀਂ ਸਗੋਂ ਆਪਣੇ ਦਿਲਾਂ ਨੂੰ ਪਾੜ ਕੇ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਵੱਲ ਮੁੜੋ, ਉਹ ਤਾਂ ਦਿਆਲੂ ਅਤੇ ਕਿਰਪਾਲੂ ਹੈ, ਕ੍ਰੋਧ ਵਿੱਚ ਧੀਰਜੀ, ਭਲਿਆਈ ਨਾਲ ਭਰਪੂਰ ਅਤੇ ਦੁੱਖ ਦੇਣ ਤੋਂ ਪਛਤਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 14] ਕੀ ਜਾਣੀਏ ਭਈ ਉਹ ਮੁੜੇ ਅਤੇ ਪਛਤਾਵੇ ਅਤੇ ਆਪਣੇ ਪਿੱਛੇ ਬਰਕਤ ਛੱਡ ਜਾਵੇ, ਤਾਂ ਜੋ ਮੈਦੇ ਦੀ ਭੇਟ ਅਤੇ ਪੀਣ ਦੀ ਭੇਟ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਯਹੋਵਾਹ ਲਈ ਹੋਣ?
[IRV | PA | OT | Joel | Chapter 2 | Verse 15] ਸੀਯੋਨ ਵਿੱਚ ਤੁਰ੍ਹੀ ਫੂਕੋ! ਪਵਿੱਤਰ ਵਰਤ ਰੱਖੋ, ਮਹਾਂ-ਸਭਾ ਬੁਲਾਓ!
[IRV | PA | OT | Joel | Chapter 2 | Verse 16] ਲੋਕਾਂ ਨੂੰ ਇਕੱਠਾ ਕਰੋ, ਸਭਾ ਨੂੰ ਪਵਿੱਤਰ ਕਰੋ, ਬਜ਼ੁਰਗਾਂ ਨੂੰ ਸੱਦੋ, ਨਿਆਣਿਆਂ ਨੂੰ, ਸਗੋਂ ਦੁੱਧ ਚੁੰਘਦਿਆਂ ਬੱਚਿਆਂ ਨੂੰ ਇਕੱਠੇ ਕਰੋ, ਲਾੜਾ ਆਪਣੀ ਕੋਠੜੀ ਵਿੱਚੋਂ, ਲਾੜੀ ਆਪਣੇ ਕਮਰੇ ਵਿੱਚੋਂ ਬਾਹਰ ਨਿੱਕਲ ਆਵੇ!
[IRV | PA | OT | Joel | Chapter 2 | Verse 17] ਡਿਉੜ੍ਹੀ ਅਤੇ ਜਗਵੇਦੀ ਦੇ ਵਿਚਕਾਰ ਜਾਜਕ, ਯਹੋਵਾਹ ਦੇ ਸੇਵਕ ਰੋਣ ਅਤੇ ਆਖਣ, ਹੇ ਯਹੋਵਾਹ, ਆਪਣੀ ਪਰਜਾ ਨੂੰ ਬਚਾ, ਆਪਣੇ ਨਿੱਜ-ਭਾਗ ਦੀ ਨਿੰਦਿਆ ਨਾ ਹੋਣ ਦੇ ਕਿ ਕੌਮਾਂ ਉਹਨਾਂ ਦੇ ਉੱਤੇ ਰਾਜ ਕਰਨ। ਦੇਸ਼-ਦੇਸ਼ ਦੇ ਲੋਕ ਇਹ ਕਿਉਂ ਆਖਣ, ਉਹਨਾਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਕਿੱਥੇ ਹੈ?
[IRV | PA | OT | Joel | Chapter 2 | Verse 18] ਤਦ ਯਹੋਵਾਹ ਆਪਣੇ ਦੇਸ਼ ਲਈ ਅਣਖੀ ਹੋਇਆ ਅਤੇ ਆਪਣੀ ਪਰਜਾ ਉੱਤੇ ਤਰਸ ਖਾਧਾ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 19] ਯਹੋਵਾਹ ਨੇ ਉੱਤਰ ਦੇ ਕੇ ਆਪਣੀ ਪਰਜਾ ਨੂੰ ਆਖਿਆ, ਵੇਖੋ, ਮੈਂ ਤੁਹਾਡੇ ਲਈ ਅੰਨ, ਨਵੀਂ ਮਧ ਅਤੇ ਤੇਲ ਭੇਜਾਂਗਾ ਅਤੇ ਤੁਸੀਂ ਉਸ ਤੋਂ ਰੱਜੋਗੇ, ਮੈਂ ਕੌਮਾਂ ਵਿੱਚ ਤੁਹਾਨੂੰ ਫੇਰ ਨਿੰਦਿਆ ਦਾ ਕਾਰਨ ਨਹੀਂ ਬਣਾਵਾਂਗਾ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 20] ਮੈਂ ਉੱਤਰ ਤੋਂ ਆਈ ਹੋਈ ਫ਼ੌਜ ਨੂੰ ਤੁਹਾਡੇ ਤੋਂ ਦੂਰ ਧੱਕ ਦਿਆਂਗਾ, ਅਤੇ ਉਹ ਨੂੰ ਇੱਕ ਸੁੱਕੇ ਅਤੇ ਵਿਰਾਨ ਦੇਸ਼ ਵਿੱਚ ਭਜਾ ਦਿਆਂਗਾ, ਉਹ ਦਾ ਅਗਲਾ ਹਿੱਸਾ ਪੂਰਬ ਵਿੱਚ ਸਮੁੰਦਰ ਵੱਲ ਅਤੇ ਉਹ ਦਾ ਪਿੱਛਲਾ ਹਿੱਸਾ ਪੱਛਮ ਵੱਲ ਸਮੁੰਦਰ ਵਿੱਚ ਹੋਵੇਗਾ। ਉਹ ਦੇ ਵਿੱਚੋਂ ਬਦਬੂ ਉੱਠੇਗੀ ਅਤੇ ਸੜਿਆਂਧ ਆਵੇਗੀ, ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਬਹੁਤ ਭੈੜਾ ਕੰਮ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 21] ਹੇ ਦੇਸ਼, ਨਾ ਡਰ! ਖੁਸ਼ੀ ਮਨਾ ਤੇ ਅਨੰਦ ਹੋ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਨੇ ਵੱਡੇ-ਵੱਡੇ ਕੰਮ ਕੀਤੇ!
[IRV | PA | OT | Joel | Chapter 2 | Verse 22] ਹੇ ਮੈਦਾਨ ਦੇ ਪਸ਼ੂਓ, ਨਾ ਡਰੋ! ਕਿਉਂ ਜੋ ਉਜਾੜ ਦੀਆਂ ਚਾਰਗਾਹਾਂ ਹਰੀਆਂ ਹੋ ਗਈਆਂ ਹਨ, ਰੁੱਖ ਆਪਣੇ ਫਲ ਦਿੰਦੇ ਹਨ, ਹੰਜ਼ੀਰ ਅਤੇ ਅੰਗੂਰੀ ਵੇਲਾਂ ਆਪਣਾ ਪੂਰਾ ਬਲ ਵਿਖਾਉਂਦੀਆਂ ਹਨ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 23] ਹੇ ਸੀਯੋਨ ਦੇ ਲੋਕੋ, ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਵਿੱਚ ਖੁਸ਼ੀ ਮਨਾਓ ਅਤੇ ਅਨੰਦ ਹੋਵੋ! ਕਿਉਂ ਜੋ ਉਹ ਨੇ ਤੁਹਾਡੇ ਸੁੱਖ ਲਈ ਪਹਿਲੀ ਵਰਖਾ ਦਿੱਤੀ ਹੈ, ਉਹ ਨੇ ਤੁਹਾਡੇ ਲਈ ਪਹਿਲੀ ਅਤੇ ਪਿੱਛਲੀ ਵਰਖਾ ਵਰ੍ਹਾਈ ਹੈ, ਜਿਵੇਂ ਪਹਿਲਾਂ ਹੁੰਦਾ ਸੀ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 24] ਪਿੜ ਅੰਨ ਨਾਲ ਭਰ ਜਾਣਗੇ ਅਤੇ ਹੌਦਾਂ ਮਧ ਅਤੇ ਤੇਲ ਨਾਲ ਉੱਛਲਣਗੀਆਂ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 25] ਜਿੰਨੇ ਸਾਲਾਂ ਦੀ ਫ਼ਸਲ ਨੂੰ ਛੋਟੀ ਟਿੱਡੀਆਂ, ਵੱਡੀ ਟਿੱਡੀਆਂ, ਹੂੰਝਾ ਫੇਰ ਅਤੇ ਟਪੂਸੀ ਮਾਰ ਟਿੱਡੀਆਂ ਨੇ ਅਰਥਾਤ ਮੇਰੀ ਵੱਡੀ ਫੌਜ ਨੇ ਜਿਹੜੀ ਮੈਂ ਤੁਹਾਡੇ ਉੱਤੇ ਘੱਲੀ ਸੀ, ਖਾ ਲਿਆ ਸੀ, ਉਹ ਮੈਂ ਤੁਹਾਨੂੰ ਮੋੜ ਦਿਆਂਗਾ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 26] ਤੁਸੀਂ ਢਿੱਡ ਭਰ ਕੇ ਖਾਓਗੇ ਅਤੇ ਰੱਜ ਜਾਓਗੇ। ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਨਾਮ ਦੀ ਉਸਤਤ ਕਰੋਗੇ, ਜਿਸ ਨੇ ਤੁਹਾਡੇ ਲਈ ਅਚਰਜ਼ ਕੰਮ ਕੀਤੇ ਹਨ, ਮੇਰੀ ਪਰਜਾ ਫੇਰ ਕਦੇ ਲੱਜਿਆਵਾਨ ਨਾ ਹੋਵੇਗੀ।
[IRV | PA | OT | Joel | Chapter 2 | Verse 27] ਤਦ ਤੁਸੀਂ ਜਾਣੋਗੇ ਕਿ ਮੈਂ ਇਸਰਾਏਲ ਦੇ ਵਿਚਕਾਰ ਹਾਂ ਅਤੇ ਮੈਂ ਹੀ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਹਾਂ, ਅਤੇ ਕੋਈ ਹੋਰ ਨਹੀਂ, ਸੋ ਮੇਰੀ ਪਰਜਾ ਫੇਰ ਕਦੇ ਲੱਜਿਆਵਾਨ ਨਾ ਹੋਵੇਗੀ।
