[IRV | GU | OT | Genesis | Chapter 47 | Verse 1] પછી યૂસફ ફારુનને મળવા ગયો. તેણે ફારુનને કહ્યું, “મારા પિતા, મારા ભાઈઓ તથા તેઓનાં બકરાં, અન્ય જાનવરો તથા જે સર્વ તેઓનું છે તે સહિત તેઓ કનાન દેશથી આવ્યા છે. તેઓ ગોશેન દેશમાં છે.”
[IRV | GU | OT | Genesis | Chapter 47 | Verse 13] હવે તે આખા દેશમાં અન્ન ન હતું; કેમ કે દુકાળ વધતો જતો હતો. મિસર દેશ તથા કનાન દેશના લોકો દુકાળને કારણે વેદનાગ્રસ્ત થયા.
[IRV | GU | OT | Genesis | Chapter 47 | Verse 14] લોકોએ જે અન્ન વેચાતું લીધું તેને બદલે જે નાણાં મિસર દેશમાંથી તથા કનાન દેશમાંથી મળ્યા, તે સર્વ યૂસફે એકઠા કર્યાં. પછી યૂસફે તે નાણાં ફારુનના રાજ્યભંડારમાં જમા કરાવ્યા.
[IRV | GU | OT | Genesis | Chapter 47 | Verse 15] જયારે મિસર દેશમાં તથા કનાન દેશમાં નાણાંની અછત થઈ, ત્યારે સર્વ મિસરીઓ યૂસફની પાસે આવીને બોલ્યા, “અમને ખાવાનું આપ! શા માટે અમે તારી આગળ મરીએ? અમારી પાસે હવે નાણાં રહ્યાં નથી.”
[IRV | GU | OT | Genesis | Chapter 47 | Verse 16] યૂસફે કહ્યું, “જો તમારાં નાણાં પતી ગયાં હોય, તો તમારાં જાનવરો આપો અને તમારાં જાનવરોના બદલે હું તમને અનાજ આપીશ.”
[IRV | GU | OT | Genesis | Chapter 47 | Verse 17] તેથી તેઓ પોતાના જાનવરો યૂસફ પાસે લાવ્યાં. યૂસફે ઘોડા, બકરાં, અન્ય જાનવરો તથા ગધેડાંના બદલામાં તેઓને અનાજ આપ્યું. તેણે પશુઓના બદલામાં તે વર્ષે તેઓનું ભરણપોષણ કર્યું.
[IRV | GU | OT | Genesis | Chapter 47 | Verse 18] જયારે તે વર્ષ પૂરું થયું, ત્યારે તેઓએ બીજા વર્ષે યૂસફની પાસે આવીને તેને કહ્યું, “નાણાંની અછત છે એ અમે અમારા ઘણીથી છુપાવી રાખતાં નથી. વળી અમારા જાનવરો પણ તારી પાસે છે. અમારા શરીરો તથા અમારી જમીન સિવાય અમારી પાસે બીજું કંઈ બાકી રહ્યું નથી.
[IRV | GU | OT | Genesis | Chapter 47 | Verse 19] તારા દેખતાં અમે, અમારા ખેતરો સહિત શા માટે મરણ પામીએ? અનાજને બદલે અમને તથા અમારી જમીનને વેચાતાં લે અને અમે તથા અમારા ખેતર ફારુનને હવાલે કરીશું. અમને અનાજ આપ કે અમે જીવતા રહીએ, મરીએ નહિ. અમે મજૂરી કરીશું અને જમીન પડતર નહિ રહે.”
[IRV | GU | OT | Genesis | Chapter 47 | Verse 20] તેથી યૂસફે મિસરીઓની સર્વ જમીન ફારુનને સારુ વેચાતી લીધી. દરેક મિસરીએ પોતાની જમીન ફારુનને વેચી દીધી હતી, કેમ કે દુકાળ તેઓને માથે સખત હતો. આ રીતે તે દેશની જમીન ફારુનની થઈ.
[IRV | GU | OT | Genesis | Chapter 47 | Verse 21] તેણે મિસરની સીમાના એક છેડાથી તે બીજા છેડા સુધી લોકોને નગરોમાં મોકલ્યા.
[IRV | GU | OT | Genesis | Chapter 47 | Verse 22] ફક્ત યાજકોની જમીન તેણે વેચાતી લીધી નહિ, કેમ કે યાજકોને ફારુનની પાસેથી ભાગ મળતો હતો. તેઓનો જે ભાગ ફારુને તેઓને આપ્યો હતો તેનાથી તેઓ ગુજરાન ચલાવતા હતા. તેથી તેઓએ તેમની જમીન વેચવી પડી નહિ.
[IRV | GU | OT | Genesis | Chapter 47 | Verse 23] પછી યૂસફે લોકોને કહ્યું, “જુઓ, મેં તમને તથા તમારી જમીનને ફારુનને માટે આજે વેચાતાં લીધાં છે. હવે અહીં તમારા માટે બિયારણ છે. તે હું તમને આપું છું. જમીનમાં તેની વાવણી કરજો.
[IRV | GU | OT | Genesis | Chapter 47 | Verse 24] તેમાંથી જે ઊપજ થાય તેનો પાંચમો ભાગ ફારુનને આપજો અને બાકીના ચાર ભાગ ખેતરના બીજ માટે, તમારા પોતાના, તમારાં ઘરનાં તથા તમારાં છોકરાંનાં ખોરાકને માટે તમે રાખજો.”
[IRV | GU | OT | Genesis | Chapter 47 | Verse 25] તેઓએ કહ્યું, “તેં અમારા જીવ બચાવ્યા છે. અમારા પર તારી કૃપાદ્રષ્ટિ રાખજે અને અમે ફારુનના દાસ થઈને રહીશું.”
[IRV | GU | OT | Genesis | Chapter 47 | Verse 26] મિસર દેશમાં યૂસફે એવો કાનૂન બનાવ્યો કે બધી જમીનનો પાંચમો ભાગ ફારુનને મળે અને એ કાનૂન આજ સુધી ચાલે છે. ફક્ત યાજકોની જમીન ફારુનના તાબામાં ન આવી.
[IRV | GU | OT | Genesis | Chapter 47 | Verse 27] ઇઝરાયલ અને તેનાં સંતાનો મિસર દેશના ગોશેનમાં રહ્યા. તેના લોકોએ ત્યાં માલમિલકત વસાવી. તેઓ સફળ થઈને બહુ વધ્યા.
[IRV | GU | OT | Genesis | Chapter 47 | Verse 28] યાકૂબને મિસર દેશમાં આવ્યે સત્તર વર્ષ થયાં, તેની ઉંમરના વર્ષો એકસો સુડતાળીસ થયાં.
[IRV | GU | OT | Genesis | Chapter 47 | Verse 29] જયારે ઇઝરાયલના મરણનો સમય પાસે આવ્યો, ત્યારે તેણે તેના દીકરા યૂસફને બોલાવીને કહ્યું, “હવે જો તને મારા પર વહાલ હોય તો મને વચન આપ. તું ખરા હૃદયથી મારી સાથે વર્તજે અને મહેરબાની કરીને મૃત્યુ પછી મને મિસરમાં દફનાવીશ નહિ.
[IRV | GU | OT | Genesis | Chapter 47 | Verse 30] જયારે મારું મરણ થાય ત્યારે તું મને મિસરમાંથી કનાન લઈ જજે અને મારા પિતૃઓની સાથે તેઓના કબરસ્થાનમાં દફનાવજે.” યૂસફે કહ્યું, “હું તારા કહ્યા પ્રમાણે કરીશ.”
[IRV | GU | OT | Genesis | Chapter 47 | Verse 31] ઇઝરાયલ બોલ્યો, “મારી આગળ પ્રતિજ્ઞા લે,” યૂસફે તેની આગળ પ્રતિજ્ઞા લીધી. પછી ઇઝરાયલ ઓશીકા પર માથું ટેકવીને પથારીમાં સૂઈ ગયો.
