[IRV | HI | NT | Luke | Chapter 22 | Verse 1] अख़मीरी रोटी का पर्व जो फसह कहलाता है, निकट था।
[IRV | HI | NT | Luke | Chapter 22 | Verse 20] इसी रीति से उसने भोजन के बाद कटोरा भी यह कहते हुए दिया, “यह कटोरा मेरे उस लहू में जो तुम्हारे लिये बहाया जाता है नई वाचा है।(निर्ग. 24:8, 1 कुरि. 11:25, मत्ती 26:28, जक. 9:11)
[IRV | HI | NT | Luke | Chapter 22 | Verse 21] पर देखो, मेरे पकड़वानेवाले का हाथ मेरे साथ मेज पर है।(भज. 41:9)
[IRV | HI | NT | Luke | Chapter 22 | Verse 22] क्योंकि मनुष्य का पुत्र तो जैसा उसके लिये ठहराया गया, जाता ही है, पर हाय उस मनुष्य पर, जिसके द्वारा वह पकड़वाया जाता है!”
[IRV | HI | NT | Luke | Chapter 22 | Verse 23] तब वे आपस में पूछताछ करने लगे, “हम में से कौन है, जो यह काम करेगा?”
[IRV | HI | NT | Luke | Chapter 22 | Verse 24] उनमें यह वाद-विवाद भी हुआ; कि हम में से कौन बड़ा समझा जाता है?
[IRV | HI | NT | Luke | Chapter 22 | Verse 25] उसने उनसे कहा, “अन्यजातियों के राजा उन पर प्रभुता करते हैं; और जो उन पर अधिकार रखते हैं, वेउपकारककहलाते हैं।
[IRV | HI | NT | Luke | Chapter 22 | Verse 26] परन्तु तुम ऐसे न होना; वरन् जो तुम में बड़ा है, वह छोटे के समान और जो प्रधान है, वह सेवक के समान बने।
[IRV | HI | NT | Luke | Chapter 22 | Verse 27] क्योंकि बड़ा कौन है; वह जो भोजन पर बैठा है, या वह जो सेवा करता है? क्या वह नहीं जो भोजन पर बैठा है? पर मैं तुम्हारे बीच में सेवक के समान हूँ।
[IRV | HI | NT | Luke | Chapter 22 | Verse 28] “परन्तु तुम वह हो, जो मेरी परीक्षाओं में लगातार मेरे साथ रहे;
[IRV | HI | NT | Luke | Chapter 22 | Verse 29] और जैसे मेरे पिता ने मेरे लिये एक राज्य ठहराया है, वैसे ही मैं भी तुम्हारे लिये ठहराता हूँ।
[IRV | HI | NT | Luke | Chapter 22 | Verse 30] ताकि तुम मेरे राज्य में मेरी मेज पर खाओ-पीओ; वरन् सिंहासनों पर बैठकर इस्राएल के बारह गोत्रों का न्याय करो।
[IRV | HI | NT | Luke | Chapter 22 | Verse 31] “शमौन, हे शमौन, शैतान ने तुम लोगों को माँग लिया है किगेहूँ के समान फटके।
[IRV | HI | NT | Luke | Chapter 22 | Verse 32] परन्तु मैंने तेरे लिये विनती की, कि तेरा विश्वास जाता न रहे और जब तू फिरे, तो अपने भाइयों को स्थिर करना।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 33] उसने उससे कहा, “हे प्रभु, मैं तेरे साथ बन्दीगृह जाने, वरन् मरने को भी तैयार हूँ।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 34] उसने कहा, “हे पतरस मैं तुझ से कहता हूँ, कि आज मुर्गा बाँग देगा जब तक तू तीन बार मेरा इन्कार न कर लेगा कि मैं उसे नहीं जानता।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 35] और उसने उनसे कहा, “जब मैंने तुम्हें बटुए, और झोली, और जूते बिना भेजा था, तो क्या तुम को किसी वस्तु की घटी हुई थी?” उन्होंने कहा, “किसी वस्तु की नहीं।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 36] उसने उनसे कहा, “परन्तु अब जिसके पास बटुआ हो वह उसे ले, और वैसे ही झोली भी, और जिसके पास तलवार न हो वह अपने कपड़े बेचकर एक मोल ले।
[IRV | HI | NT | Luke | Chapter 22 | Verse 37] क्योंकि मैं तुम से कहता हूँ, कि यह जो लिखा है, ‘वह अपराधी के साथ गिना गया,’ उसका मुझ में पूरा होना अवश्य है; क्योंकि मेरे विषय की बातें पूरी होने पर हैं।”(गला. 3:13, 2 कुरि. 5:21, यशा. 53:12)
[IRV | HI | NT | Luke | Chapter 22 | Verse 38] उन्होंने कहा, “हे प्रभु, देख, यहाँ दो तलवारें हैं।” उसने उनसे कहा, “बहुत हैं।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 39] तब वह बाहर निकलकर अपनी रीति के अनुसार जैतून के पहाड़ पर गया, और चेले उसके पीछे हो लिए।
[IRV | HI | NT | Luke | Chapter 22 | Verse 40] उस जगह पहुँचकर उसने उनसे कहा, “प्रार्थना करो, कि तुम परीक्षा में न पड़ो।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 41] और वह आप उनसे अलग एक ढेला फेंकने की दूरी भर गया, और घुटने टेककर प्रार्थना करने लगा।
[IRV | HI | NT | Luke | Chapter 22 | Verse 42] “हे पिता यदि तू चाहे तो इस कटोरे को मेरे पास से हटा ले, फिर भी मेरी नहीं परन्तु तेरी ही इच्छा पूरी हो।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 43] तब स्वर्ग से एक दूत उसको दिखाई दिया जो उसे सामर्थ्य देता था।
[IRV | HI | NT | Luke | Chapter 22 | Verse 44] और वह अत्यन्त संकट में व्याकुल होकर और भी हार्दिक वेदना से प्रार्थना करने लगा; और उसका पसीना मानो लहू की बड़ी-बड़ी बूँदों के समान भूमि पर गिर रहा था।
[IRV | HI | NT | Luke | Chapter 22 | Verse 45] तब वह प्रार्थना से उठा और अपने चेलों के पास आकर उन्हें उदासी के मारे सोता पाया।
[IRV | HI | NT | Luke | Chapter 22 | Verse 46] और उनसे कहा, “क्यों सोते हो? उठो, प्रार्थना करो, कि परीक्षा में न पड़ो।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 47] वह यह कह ही रहा था, कि देखो एक भीड़ आई, और उन बारहों में से एक जिसका नाम यहूदा था उनके आगे-आगे आ रहा था, वह यीशु के पास आया, कि उसे चूम ले।
[IRV | HI | NT | Luke | Chapter 22 | Verse 48] यीशु ने उससे कहा, “हे यहूदा, क्या तू चूमा लेकर मनुष्य के पुत्र को पकड़वाता है?”
[IRV | HI | NT | Luke | Chapter 22 | Verse 49] उसके साथियों ने जब देखा कि क्या होनेवाला है, तो कहा, “हे प्रभु, क्या हम तलवार चलाएँ?”
[IRV | HI | NT | Luke | Chapter 22 | Verse 50] और उनमें से एक ने महायाजक के दास पर तलवार चलाकर उसका दाहिना कान काट दिया।
[IRV | HI | NT | Luke | Chapter 22 | Verse 51] इस पर यीशु ने कहा, “अब बस करो।” और उसका कान छूकर उसे अच्छा किया।
[IRV | HI | NT | Luke | Chapter 22 | Verse 52] तब यीशु ने प्रधान याजकों और मन्दिर के पहरुओं के सरदारों और प्राचीनों से, जो उस पर चढ़ आए थे, कहा, “क्या तुम मुझे डाकू जानकर तलवारें और लाठियाँ लिए हुए निकले हो?
[IRV | HI | NT | Luke | Chapter 22 | Verse 53] जब मैं मन्दिर में हर दिन तुम्हारे साथ था, तो तुम ने मुझ पर हाथ न डाला; पर यह तुम्हारी घड़ी है, और अंधकार का अधिकार है।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 54] फिर वे उसे पकड़कर ले चले, और महायाजक के घर में लाए और पतरस दूर ही दूर उसके पीछे-पीछे चलता था।
[IRV | HI | NT | Luke | Chapter 22 | Verse 55] और जब वे आँगन में आग सुलगाकर इकट्ठे बैठे, तो पतरस भी उनके बीच में बैठ गया।
[IRV | HI | NT | Luke | Chapter 22 | Verse 56] और एक दासी उसे आग के उजियाले में बैठे देखकर और उसकी ओर ताक कर कहने लगी, “यह भी तो उसके साथ था।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 57] परन्तु उसने यह कहकर इन्कार किया, “हे नारी, मैं उसे नहीं जानता।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 58] थोड़ी देर बाद किसी और ने उसे देखकर कहा, “तू भी तो उन्हीं में से है।” पतरस ने कहा, “हे मनुष्य, मैं नहीं हूँ।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 59] कोई घंटे भर के बाद एक और मनुष्य दृढ़ता से कहने लगा, “निश्चय यह भी तो उसके साथ था; क्योंकि यह गलीली है।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 60] पतरस ने कहा, “हे मनुष्य, मैं नहीं जानता कि तू क्या कहता है?” वह कह ही रहा था कि तुरन्त मुर्गे ने बाँग दी।
[IRV | HI | NT | Luke | Chapter 22 | Verse 61] तब प्रभु ने घूमकर पतरस की ओर देखा, और पतरस को प्रभु की वह बात याद आई जो उसने कही थी, “आज मुर्गे के बाँग देने से पहले, तू तीन बार मेरा इन्कार करेगा।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 62] और वह बाहर निकलकर फूट फूटकर रोने लगा।
[IRV | HI | NT | Luke | Chapter 22 | Verse 63] जो मनुष्य यीशु को पकड़े हुए थे, वे उसका उपहास करके पीटने लगे;
[IRV | HI | NT | Luke | Chapter 22 | Verse 64] और उसकी आँखें ढाँपकर उससे पूछा, “भविष्यद्वाणी करके बता कि तुझे किसने मारा।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 65] और उन्होंने बहुत सी और भी निन्दा की बातें उसके विरोध में कहीं।
[IRV | HI | NT | Luke | Chapter 22 | Verse 66] जब दिन हुआ तो लोगों के पुरनिए और प्रधान याजक और शास्त्री इकट्ठे हुए, और उसे अपनी महासभा में लाकर पूछा,
[IRV | HI | NT | Luke | Chapter 22 | Verse 67] “यदि तू मसीह है, तो हम से कह दे!” उसने उनसे कहा, “यदि मैं तुम से कहूँ तो विश्वास न करोगे।
[IRV | HI | NT | Luke | Chapter 22 | Verse 68] और यदि पूछूँ, तो उत्तर न दोगे।
[IRV | HI | NT | Luke | Chapter 22 | Verse 69] परन्तु अब से मनुष्य का पुत्र सर्वशक्तिमान परमेश्वर की दाहिनी ओर बैठा रहेगा।”(मर. 14:62, भज. 110:1)
[IRV | HI | NT | Luke | Chapter 22 | Verse 70] इस पर सब ने कहा, “तो क्या तू परमेश्वर का पुत्र है?” उसने उनसे कहा, “तुम आप ही कहते हो, क्योंकि मैं हूँ।”
[IRV | HI | NT | Luke | Chapter 22 | Verse 71] तब उन्होंने कहा, “अब हमें गवाही की क्या आवश्यकता है; क्योंकि हमने आप ही उसके मुँह से सुन लिया है।”
