[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 1] লেবির ছেলেরা হল গের্শোন, কহাৎ ও মরারি।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 15] সদাপ্রভু যে দিন নবূখদ্‌নিৎসরকে দিয়ে যিহূদা ও যিরূশালেমের লোকদের নিয়ে গেলেন, সেই দিনের এই যিহোষাদকও গেলেন।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 16] লেবির ছেলেরা হল গের্শোম, কহাৎ ও মরারি।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 17] গের্শোমের ছেলেদের নাম হল লিব্‌নি আর শিমিয়ি।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 18] কহাতের ছেলেরা হল অম্রাম, যিষ্‌হর, হিব্রোণ ও উষীয়েল।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 19] মরারির ছেলেরা হল মহলি ও মূশি। নিজের নিজের পূর্বপুরুষদের বংশ অনুসারে এইসব লেবীয়দের গোষ্ঠী।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 20] গের্শোমের [বংশধর]; তাঁর ছেলে লিব্‌নি, লিব্‌নির ছেলে যহৎ, যহতের ছেলে সিম্ম,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 21] সিম্মের ছেলে যোয়াহ, যোয়াহের ছেলে ইদ্দো, ইদ্দোর ছেলে সেরহ, সেরহের ছেলে যিয়ত্রয়।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 22] কহাতের বংশধর, তার ছেলে অম্মীনাদব, অম্মীনাদবের ছেলে কোরহ, কোরহের ছেলে অসীর,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 23] তার ছেলে ইলকানা, তার ছেলে ইবীয়াসফ, ইবীয়াসফের ছেলে অসীর,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 24] তার ছেলে তহৎ, তার ছেলে ঊরীয়েল, তার ছেলে ঊষিয়, তার ছেলে শৌল।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 25] ইলকানার ছেলেরা হল অমাসয়, অহীমোৎ ও ইলকানা
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 26] ইলকানার ছেলে সোফী, তার ছেলে নহৎ,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 27] তার ছেলে ইলীয়াব, তার ছেলে যিরোহম, তার ছেলে ইলকানা এবং তার ছেলে শমূয়েল।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 28] শমূয়েলের প্রথম ছেলের নাম যোয়েল ও দ্বিতীয় ছেলের নাম অবিয়।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 29] মরারির ছেলের নাম হল মহলি, তার ছেলে লিব্‌নি, তার ছেলে শিমিয়ি, তার ছেলে উষঃ,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 30] তার ছেলে শিমিয়, তার ছেলে হগিয় এবং তার ছেলে অসায়।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 31] [নিয়ম সিন্দুক] বিশ্রামস্থান পেলে পর দায়ূদ যাদেরকে সদাপ্রভুর ঘরে গানের কাজে নিযুক্ত করলেন তাদের নাম।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 32] শলোমন যিরূশালেমে সদাপ্রভুর ঘর তৈরী না করা পর্যন্ত সেই লোকেরা আবাস তাঁবুর সামনে, অর্থাৎ মিলন তাঁবুর সামনে গান বাজনা করে সদাপ্রভুর সেবা করত। তাদের জন্য যে নিয়ম ঠিক করে দেওয়া হয়েছিল সেই অনুসারে তারা নিজেদের কাজ করত।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 33] এই সেবার কাজে যে সব লোকেরা এবং তাদের বংশধরেরা নিযুক্ত হয়েছিল তারা হল: কহাতীয়দের মধ্যে ছিলেন গায়ক হেমন। তিনি ছিলেন যোয়েলের ছেলে, যোয়েল শমূয়েলের ছেলে,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 34] শমূয়েল ইলকানার ছেলে, ইলকানা যিরোহমের ছেলে, যিরোহম ইলীয়েলের ছেলে, ইলীয়েল তোহের ছেলে,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 35] তোহ সূফের ছেলে, সূফ ইলকানার ছেলে, ইলকানা মাহতের ছেলে, মাহৎ অমাসয়ের ছেলে,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 36] অমাসয় ইলকানার ছেলে, ইলকানা যোয়েলের ছেলে, যোয়েল অসরিয়ের ছেলে, অসরিয় সফনিয়ের ছেলে,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 37] সফনিয় তহতের ছেলে, তহৎ অসীরের ছেলে, অসীর ইবীয়াসফের ছেলে, ইবীয়াসফ কোরহের ছেলে,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 38] কোরহ যিষ্‌হরের ছেলে, যিষ্‌হর কহাতের ছেলে, কহাৎ লেবির ছেলে এবং লেবি ইস্রায়েলের ছেলে।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 39] হেমনের সহকর্মী আসফ, তিনি তার ডান দিকে দাঁড়াত; সেই আসফ ছিলেন বেরিখিয়ের ছেলে, বেরিখিয় শিমিয়ের ছেলে,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 40] শিমিয় মীখায়েলের ছেলে, মীখায়েল বাসেয়ের ছেলে, বাসেয় মল্কিয়ের ছেলে,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 41] মল্কিয় ইৎনির ছেলে, ইৎনি সেরহের ছেলে, সেরহ অদায়ার ছেলে,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 42] অদায়া এথনের ছেলে, এথন সিম্মের ছেলে, সিম্ম শিমিয়ির ছেলে,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 43] শিমিয়ি যহতের ছেলে, যহৎ গের্শোমের ছেলে এবং গের্শোম লেবির ছেলে।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 44] তাঁদের সহকর্মীরা, অর্থাৎ মরারির ছেলেরা এদের বাম দিকে দাঁড়াতেন। এথন ছিলেন কীশির ছেলে, কীশি অব্দির ছেলে, অব্দি মল্লুকের ছেলে,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 45] মল্লুক হশবিয়ের ছেলে, হশবিয় অমৎসিয়ের ছেলে, অমৎসিয় হিল্কিয়ের ছেলে,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 46] হিল্কিয় অমসির ছেলে, অমসি বানির ছেলে, বানি শেমরের ছেলে,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 47] শেমর মহলির ছেলে, মহলি মূশির ছেলে, মূশি মরারির ছেলে এবং মরারি লেবির ছেলে।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 48] তাঁদের সঙ্গী লেবীয়দের আবাস তাঁবুর, অর্থাৎ ঈশ্বরের গৃহের অন্যান্য সমস্ত কাজে নিযুক্ত করা হয়েছিল।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 49] কিন্তু হারোণ ও তাঁর ছেলেরা ঈশ্বরের দাস মোশির সমস্ত আদেশ অনুসারে হোমযজ্ঞ বেদী ও ধূপবেদীর ওপরে উপহার দাহ করতেন এবং মহাপবিত্র স্থানে যা কিছু করবার দরকার তা করতেন আর ইস্রায়েলের পাপ মোচনের জন্য ব্যবস্থা করতেন।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 50] হারোণের বংশ তালিকাটি এই হারোণের ছেলে ইলীয়াসর, ইলীয়াসরের ছেলে পীনহস, পীনহসের ছেলে অবীশূয়,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 51] অবীশূয়ের ছেলে বুক্কি, বুক্কির ছেলে উষি, উষির ছেলে সরহিয়,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 52] সরহিয়ের ছেলে মরায়োৎ, মরায়োতের ছেলে অমরিয়, অমরিয়ের ছেলে অহীটূব,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 53] অহীটূবের ছেলে সাদোক এবং সাদোকের ছেলে অহীমাস।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 54] আর তাঁদের সীমার মধ্যে শিবির স্থাপন অনুযায়ী এইসব তাঁদের বাসস্থান; কহাতীয় হারোণের বংশের লোকদের জন্য প্রথম গুলিবাঁট করা হল।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 55] ফলে, তাঁদেরকে যিহূদা এলাকার আশ্রয় শহর হিব্রোণ ও তার চারপাশের পশু চরাবার মাঠ দেওয়া হল।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 56] কিন্তু শহরের চারপাশের ক্ষেত খামার ও গ্রামগুলো দেওয়া হয়েছিল যিফুন্নির ছেলে কালেবকে।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 57] আর হারোণের ছেলেদের আশ্রয় শহর হিব্রোণ, আর পশু চরাবার মাঠের সঙ্গে লিব্‌না এবং যত্তীর ও পশু চরাবার মাঠের সঙ্গে ইষ্টিমোয়,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 58] পশু চরাবার মাঠের সঙ্গে হিলেন, পশু চরাবার মাঠের সঙ্গে দবীর,
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 59] এছাড়াও হারোনের বংশধরদের পশু চরাবার মাঠের সঙ্গে আশন ও বৈৎ-শেমশ দেওয়া হল;
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 60] বিন্যামীন গোষ্ঠীর জায়গা থেকে তাঁদের দেওয়া হল গেবা, আলেমৎ, অনাথোৎ ও এগুলোর চারপাশের পশু চরাবার মাঠ। মোট তেরোটা শহর ও গ্রাম কহাতীয় বংশগুলো পেয়েছিল।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 61] মনঃশি গোষ্ঠীর অর্ধেক লোকদের এলাকা থেকে দশটা শহর ও গ্রাম গুলিবাঁট অনুসারে কহাতের বাকি বংশের লোকদের দেওয়া হল।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 62] বংশ অনুসারে গের্শোমের বংশের লোকদের দেওয়া হল ইষাখর, আশের, নপ্তালি এবং বাশনের মনঃশি গোষ্ঠীর এলাকা থেকে তেরোটা শহর ও গ্রাম।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 63] রূবেণ, গাদ ও সবূলূন গোষ্ঠীর এলাকা থেকে গুলিবাঁট করে বারোটা শহর ও বংশ অনুসারে মরারির বংশের লোকদের দেওয়া হল।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 64] এই ভাবে ইস্রায়েলীয়েরা এই সব শহর ও সেগুলোর পশু চরাবার মাঠ লেবীয়দের দিল।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 65] যিহূদা, শিমিয়োন ও বিন্যামীন গোষ্ঠীর এলাকা থেকে যে সব শহরের নাম উল্লেখ করা হয়েছে সেগুলোও গুলিবাঁট অনুসারে দেওয়া হয়েছিল।
[IRV | BN | OT | 1 Chronicles | Chapter 6 | Verse 66] কহাতীয়দের কোনো কোনো গোষ্ঠী ইফ্রয়িম গোষ্ঠীর থেকে কতগুলো শহর দেওয়া হয়েছিল।
