[IRV | TE | OT | Job | Chapter 6 | Verse 1] అప్పుడు యోబు ఇలా జవాబిచ్చాడు.
[IRV | TE | OT | Job | Chapter 6 | Verse 17] వేసవికాలంలో అవి మాయమైపోతాయి. వేడి తగిలినప్పుడు అవి ఉన్నచోట్ల నుండి ఆవిరైపోతాయి.
[IRV | TE | OT | Job | Chapter 6 | Verse 18] వాటి నుండి ప్రవహించే నీళ్ళు దారి మళ్ళుతాయి. ఏమీ కనబడకుండా అవి ఇంకిపోతాయి.
[IRV | TE | OT | Job | Chapter 6 | Verse 19] తేమా నుండి గుంపులుగా బయలు దేరి వచ్చే వ్యాపారులు వాటి కోసం వెతుకుతారు. షేబ వర్తకులు వాటి కోసం ఆశిస్తారు.
[IRV | TE | OT | Job | Chapter 6 | Verse 20] వాటిని నమ్మినందుకు వాళ్ళు అవమానం పొందుతారు. వాటిని సమీపించి కలవరానికి గురౌతారు.
[IRV | TE | OT | Job | Chapter 6 | Verse 21] మీరు ఆ ప్రవాహం వలే ఉండీ లేనట్టుగా ఉన్నారు. నా దీన స్థితిని చూసి మీరు భయపడుతున్నారు.
[IRV | TE | OT | Job | Chapter 6 | Verse 22] నాకు ఏమైనా సహాయం చేయమని మిమ్మల్ని అడిగానా? మీ ఆస్తిలో నుండి నా కోసం భాగం ఏమైనా ఇమ్మని అడిగానా?
[IRV | TE | OT | Job | Chapter 6 | Verse 23] శత్రువు చేతిలోనుండి నన్ను విడిపించమని అడిగానా? నన్ను బాధ పెడుతున్నవాళ్ళ బారి నుండి కాపాడమని అడిగానా?
[IRV | TE | OT | Job | Chapter 6 | Verse 24] నాకు మంచి మాటలు చెప్పండి. నేను మౌనంగా మీరు చెప్పేది వింటాను. ఏ ఏ విషయాల్లో నేను తప్పిపోయానో నాకు తెలియపరచండి.
[IRV | TE | OT | Job | Chapter 6 | Verse 25] యథార్థమైన మాటలు ఎంతో ప్రభావం చూపుతాయి. అయినా మీ గద్దింపుల వల్ల ప్రయోజనం ఏమిటి?
[IRV | TE | OT | Job | Chapter 6 | Verse 26] నా మాటలను ఖండించాలని మీరు అనుకుంటున్నారా? నిరాశాపూరితమైన నా మాటలు గాలిలో కొట్టుకుపోతాయి గదా.
[IRV | TE | OT | Job | Chapter 6 | Verse 27] మీరు తండ్రిలేని అనాథలను కొనేందుకు చీట్లు వేసే మనుషుల వంటివారు. మీ స్నేహితుల మీద బేరాలు సాగించే గుణం మీది.
[IRV | TE | OT | Job | Chapter 6 | Verse 28] దయచేసి నన్ను చూడండి. మీ సమక్షంలో నేను అబద్ధాలు చెబుతానా?
[IRV | TE | OT | Job | Chapter 6 | Verse 29] ఆలోచించండి. మీరు చెప్పే తీర్పులో అన్యాయం ఉండకూడదు. మళ్ళీ ఆలోచించండి, ఈ విషయాల్లో నేను నిర్దోషిని.
[IRV | TE | OT | Job | Chapter 6 | Verse 30] నేను అన్యాయపు మాటలు పలుకుతానా? దుర్మార్గమైన మాటలు పలకకుండా నా నోరు అదుపులో ఉండదా?
