[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 1] ਨੇਕਨਾਮੀ ਮਹਿੰਗੇ ਅਤਰ ਨਾਲੋਂ ਅਤੇ ਮਰਨ ਦਾ ਦਿਨ ਜੰਮਣ ਦੇ ਦਿਨ ਨਾਲੋਂ ਚੰਗਾ ਹੈ।
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 14] ਖੁਸ਼ਹਾਲੀ ਦੇ ਦਿਨ ਵਿੱਚ ਨਿਹਾਲ ਹੋ, ਪਰ ਬਿਪਤਾ ਦੇ ਦਿਨ ਵਿੱਚ ਵਿਚਾਰ ਕਰ, ਇਸ ਨੂੰ ਵੀ ਪਰਮੇਸ਼ੁਰ ਨੇ ਉਹ ਦੇ ਵਰਗਾ ਬਣਾਇਆ ਹੈ, ਤਾਂ ਕਿ ਮਨੁੱਖ ਕਿਸੇ ਆਉਣ ਵਾਲੀ ਗੱਲ ਨੂੰ ਨਾ ਬੁੱਝੇ।
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 15] ਮੈਂ ਆਪਣੇ ਵਿਅਰਥ ਦੇ ਦਿਨਾਂ ਵਿੱਚ ਇਹ ਸਭ ਕੁਝ ਦੇਖਿਆ, ਇੱਕ ਧਰਮੀ ਹੈ ਜੋ ਆਪਣੀ ਧਾਰਮਿਕਤਾ ਵਿੱਚ ਨਾਸ ਹੋ ਜਾਂਦਾ ਹੈ ਅਤੇ ਇੱਕ ਦੁਸ਼ਟ ਹੈ ਜੋ ਆਪਣੀ ਦੁਸ਼ਟਤਾ ਵਿੱਚ ਲੰਮੀ ਉਮਰ ਭੋਗਦਾ ਹੈ।
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 16] ਵਧੇਰੇ ਧਰਮੀ ਨਾ ਬਣ ਅਤੇ ਨਾ ਹੀ ਵਧੇਰੇ ਬੁੱਧਵਾਨ ਹੋ, ਆਪਣੇ ਆਪ ਨੂੰ ਨਾਸ ਕਰਨ ਦੀ ਤੈਨੂੰ ਕੀ ਲੋੜ ਹੈ?
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 17] ਵਧੇਰੇ ਦੁਸ਼ਟ ਨਾ ਬਣ ਅਤੇ ਨਾ ਹੀ ਮੂਰਖ ਹੋ, ਤੂੰ ਸਮੇਂ ਤੋਂ ਪਹਿਲਾਂ ਕਿਉਂ ਮਰੇਂ?
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 18] ਚੰਗਾ ਹੈ ਜੋ ਤੂੰ ਇਹ ਨੂੰ ਫੜ੍ਹ ਕੇ ਰੱਖੇਂ ਅਤੇ ਉਸ ਤੋਂ ਵੀ ਹੱਥ ਨਾ ਖਿੱਚੇਂ, ਉਹ ਜੋ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਡਰਦਾ ਹੈ, ਉਹਨਾਂ ਸਭਨਾਂ ਵਿੱਚੋਂ ਬਚ ਨਿੱਕਲੇਗਾ।
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 19] ਬੁੱਧ ਬੁੱਧਵਾਨ ਨੂੰ ਸ਼ਹਿਰ ਦੇ ਦਸਾਂ ਤਕੜੇ ਹਾਕਮਾਂ ਦੇ ਨਾਲੋਂ ਜਿਆਦਾ ਤਕੜਾ ਕਰਦੀ ਹੈ।
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 20] ਧਰਤੀ ਉੱਤੇ ਅਜਿਹਾ ਧਰਮੀ ਮਨੁੱਖ ਕੋਈ ਨਹੀਂ, ਜੋ ਭਲਿਆਈ ਹੀ ਕਰੇ ਅਤੇ ਪਾਪ ਨਾ ਕਰੇ।
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 21] ਸਾਰੀਆਂ ਗੱਲਾਂ ਜੋ ਆਖੀਆਂ ਜਾਂਦੀਆਂ ਹਨ, ਉਨ੍ਹਾਂ ਉੱਤੇ ਮਨ ਨਾ ਲਾ, ਕਿਤੇ ਤੂੰ ਆਪਣੇ ਦਾਸ ਨੂੰ ਤੈਨੂੰ ਸਰਾਪ ਦਿੰਦੇ ਹੋਏ ਸੁਣੇਂ!
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 22] ਕਿਉਂ ਜੋ ਤੂੰ ਆਪਣੇ ਮਨ ਵਿੱਚ ਜਾਣਦਾ ਹੈਂ, ਜੋ ਤੂੰ ਵੀ ਕਈ ਵਾਰੀ ਇਸੇ ਤਰ੍ਹਾਂ ਦੂਸਰਿਆਂ ਨੂੰ ਸਰਾਪ ਦਿੱਤਾ ਹੈ!
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 23] ਮੈਂ ਬੁੱਧ ਨਾਲ ਇਹ ਸਭ ਕੁਝ ਪਰਖਿਆ ਹੈ। ਮੈਂ ਆਖਿਆ ਕਿ ਮੈਂ ਬੁੱਧਵਾਨ ਹੋਵਾਂਗਾ ਪਰ ਇਹ ਗੱਲ ਮੇਰੀ ਪਹੁੰਚ ਤੋਂ ਦੂਰ ਸੀ
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 24] ਜੋ ਕੁਝ ਦੂਰ ਅਤੇ ਬਹੁਤ ਡੂੰਘਾ ਹੈ, ਉਹ ਨੂੰ ਕੌਣ ਲੱਭ ਸਕਦਾ ਹੈ?
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 25] ਮੈਂ ਆਪਣਾ ਮਨ ਲਗਾਇਆ ਕਿ ਬੁੱਧ ਨੂੰ ਜਾਣਾਂ ਅਤੇ ਲੱਭ ਲਵਾਂ ਅਤੇ ਉਸ ਦੇ ਮੁੱਢ ਨੂੰ ਭਾਲਾਂ ਅਤੇ ਮੂਰਖਤਾਈ ਦੀ ਬੁਰਿਆਈ ਅਤੇ ਮੂਰਖਤਾਈ ਜੋ ਪਾਗਲਪਣ ਹੈ, ਉਸ ਨੂੰ ਸਮਝਾਂ।
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 26] ਮੈਂ ਉਸ ਇਸਤਰੀ ਨੂੰ ਮੌਤ ਨਾਲੋਂ ਕੌੜੀ ਜਾਣਦਾ ਹਾਂ, ਜਿਸ ਦਾ ਦਿਲ ਫਾਹੀਆਂ ਅਤੇ ਜਾਲ਼ ਹੈ, ਜਿਸ ਦੇ ਹੱਥ ਬੇੜੀਆਂ ਹਨ। ਜਿਹੜਾ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਪਰਸੰਨ ਕਰਦਾ ਹੈ, ਉਹ ਉਸ ਤੋਂ ਬਚੇਗਾ ਪਰ ਪਾਪੀ ਉਸ ਦਾ ਸ਼ਿਕਾਰ ਹੋ ਜਾਵੇਗਾ
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 27] ਉਪਦੇਸ਼ਕ ਆਖਦਾ ਹੈ, ਵੇਖੋ, ਮੈਂ ਇੱਕ ਗੱਲ ਨੂੰ ਦੂਜੀ ਗੱਲ ਦੇ ਨਾਲ ਜੋੜ ਕੇ ਇਹ ਖੋਜ ਕੱਢੀ ਹੈ।
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 28] ਜਿਸ ਨੂੰ ਹੁਣ ਤੱਕ ਮੇਰਾ ਮਨ ਭਾਲਦਾ ਰਹਿੰਦਾ ਹੈ, ਪਰ ਮੈਨੂੰ ਨਹੀਂ ਮਿਲਿਆ: ਹਜ਼ਾਰਾਂ ਵਿੱਚੋਂ ਮੈਂ ਇੱਕ ਮਨੁੱਖ ਨੂੰ ਲੱਭਿਆ ਹੈ ਪਰ ਇੱਕ ਵੀ ਇਸਤਰੀ ਮੈਨੂੰ ਇਹਨਾਂ ਸਾਰਿਆਂ ਵਿੱਚੋਂ ਨਹੀਂ ਲੱਭੀ।
[IRV | PA | OT | Ecclesiastes | Chapter 7 | Verse 29] ਵੇਖੋ, ਮੈਂ ਸਿਰਫ਼ ਇਹੋ ਹੀ ਲੱਭਿਆ ਹੈ ਕਿ ਪਰਮੇਸ਼ੁਰ ਨੇ ਮਨੁੱਖ ਨੂੰ ਸਿੱਧਾ ਬਣਾਇਆ, ਪਰ ਉਹਨਾਂ ਨੇ ਬਹੁਤੀਆਂ ਜੁਗਤਾਂ ਭਾਲੀਆਂ ਹਨ।
