[GNV | EN | NT | John | Chapter 12 | Verse 1] Then Iesus, sixe dayes before the Passeouer, came to Bethania, where Lazarus was, who died, whom he had raised from the dead.
[GNV | EN | NT | John | Chapter 12 | Verse 41] These things sayd Esaias when he sawe his glory, and spake of him.
[GNV | EN | NT | John | Chapter 12 | Verse 42] Neuertheles, euen among the chiefe rulers, many beleeued in him: but because of the Pharises they did not confesse him, least they should be cast out of the Synagogue.
[GNV | EN | NT | John | Chapter 12 | Verse 43] For they loued the prayse of men, more then the prayse of God.
[GNV | EN | NT | John | Chapter 12 | Verse 44] And Iesus cryed, and sayd, He that beleeueth in me, beleeueth not in me, but in him that sent me.
[GNV | EN | NT | John | Chapter 12 | Verse 45] And he that seeth me, seeth him that sent me.
[GNV | EN | NT | John | Chapter 12 | Verse 46] I am come a light into the world, that whosoeuer beleeueth in me, should not abide in darkenes.
[GNV | EN | NT | John | Chapter 12 | Verse 47] And if any man heare my wordes, and beleeue not, I iudge him not: for I came not to iudge the world, but to saue the world.
[GNV | EN | NT | John | Chapter 12 | Verse 48] He that refuseth me, and receiueth not my wordes, hath one that iudgeth him: the worde that I haue spoken, it shall iudge him in the last day.
[GNV | EN | NT | John | Chapter 12 | Verse 49] For I haue not spoken of my selfe: but the Father which sent me, hee gaue me a commandement what I should say, and what I should speake.
[GNV | EN | NT | John | Chapter 12 | Verse 50] And I knowe that his commandement is life euerlasting: the thinges therefore that I speake, I speake them so as the Father sayde vnto me.
