[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 1] The sons of Levi: Gershon, Kohath, and Merari.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 29] The sons of Merari: Mahli, Libni his son, Shimei his son, Uzzah his son,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 30] Shimea his son, Haggiah his son, Asaiah his son.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 31] These are they whom David set over the service of song in the LORD’s house after the ark came to rest there.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 32] They ministered with song before the tabernacle of the Tent of Meeting until Solomon had built the LORD’s house in Jerusalem. They performed the duties of their office according to their order.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 33] These are those who served, and their sons. Of the sons of the Kohathites: Heman the singer, the son of Joel, the son of Samuel,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 34] the son of Elkanah, the son of Jeroham, the son of Eliel, the son of Toah,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 35] the son of Zuph, the son of Elkanah, the son of Mahath, the son of Amasai,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 36] the son of Elkanah, the son of Joel, the son of Azariah, the son of Zephaniah,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 37] the son of Tahath, the son of Assir, the son of Ebiasaph, the son of Korah,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 38] the son of Izhar, the son of Kohath, the son of Levi, the son of Israel.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 39] His brother Asaph, who stood on his right hand, even Asaph the son of Berechiah, the son of Shimea,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 40] the son of Michael, the son of Baaseiah, the son of Malchijah,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 41] the son of Ethni, the son of Zerah, the son of Adaiah,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 42] the son of Ethan, the son of Zimmah, the son of Shimei,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 43] the son of Jahath, the son of Gershom, the son of Levi.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 44] On the left hand their brothers the sons of Merari: Ethan the son of Kishi, the son of Abdi, the son of Malluch,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 45] the son of Hashabiah, the son of Amaziah, the son of Hilkiah,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 46] the son of Amzi, the son of Bani, the son of Shemer,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 47] the son of Mahli, the son of Mushi, the son of Merari, the son of Levi.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 48] Their brothers the Levites were appointed for all the service of the tabernacle of God’s house.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 49] But Aaron and his sons offered on the altar of burnt offering, and on the altar of incense, for all the work of the most holy place, and to make atonement for Israel, according to all that Moses the servant of God had commanded.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 50] These are the sons of Aaron: Eleazar his son, Phinehas his son, Abishua his son,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 51] Bukki his son, Uzzi his son, Zerahiah his son,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 52] Meraioth his son, Amariah his son, Ahitub his son,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 53] Zadok his son, and Ahimaaz his son.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 54] Now these are their dwelling places according to their encampments in their borders: to the sons of Aaron, of the families of the Kohathites (for theirs was the first lot),
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 55] to them they gave Hebron in the land of Judah, and its pasture lands around it;
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 56] but the fields of the city and its villages, they gave to Caleb the son of Jephunneh.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 57] To the sons of Aaron they gave the cities of refuge, Hebron, Libnah also with its pasture lands, Jattir, Eshtemoa with its pasture lands,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 58] Hilen with its pasture lands, Debir with its pasture lands,
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 59] Ashan with its pasture lands, and Beth Shemesh with its pasture lands;
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 60] and out of the tribe of Benjamin, Geba with its pasture lands, Allemeth with its pasture lands, and Anathoth with its pasture lands. All their cities throughout their families were thirteen cities.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 61] To the rest of the sons of Kohath were given by lot, out of the family of the tribe, out of the half-tribe, the half of Manasseh, ten cities.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 62] To the sons of Gershom, according to their families, out of the tribe of Issachar, and out of the tribe of Asher, and out of the tribe of Naphtali, and out of the tribe of Manasseh in Bashan, thirteen cities.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 63] To the sons of Merari were given by lot, according to their families, out of the tribe of Reuben, and out of the tribe of Gad, and out of the tribe of Zebulun, twelve cities.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 64] The children of Israel gave to the Levites the cities with their pasture lands.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 65] They gave by lot out of the tribe of the children of Judah, and out of the tribe of the children of Simeon, and out of the tribe of the children of Benjamin, these cities which are mentioned by name.
[WEB | EN | OT | 1 Chronicles | Chapter 6 | Verse 66] Some of the families of the sons of Kohath had cities of their borders out of the tribe of Ephraim.
