[WLC | HE | OT | Psalms | Chapter 104 | Verse 1] בָּרֲכִ֥י נַפְשִׁ֗י אֶת־יְה֫וָ֥ה יְהוָ֣ה אֱ֭לֹהַי גָּדַ֣לְתָּ מְּאֹ֑ד ה֭וֹד וְהָדָ֣ר לָבָֽשְׁתָּ׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 12] עֲ֭לֵיהֶם עוֹף־הַשָּׁמַ֣יִם יִשְׁכּ֑וֹן מִבֵּ֥ין עֳ֝פָאיִ֗ם יִתְּנוּ־קֽוֹל׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 13] מַשְׁקֶ֣ה הָ֭רִים מֵעֲלִיּוֹתָ֑יו מִפְּרִ֥י מַ֝עֲשֶׂ֗יךָ תִּשְׂבַּ֥ע הָאָֽרֶץ׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 14] מַצְמִ֤יחַ חָצִ֨יר ׀ לַבְּהֵמָ֗ה וְ֭עֵשֶׂב לַעֲבֹדַ֣ת הָאָדָ֑ם לְה֥וֹצִיא לֶ֝֗חֶם מִן־הָאָֽרֶץ׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 15] וְיַ֤יִן ׀ יְשַׂמַּ֬ח לְֽבַב־אֱנ֗וֹשׁ לְהַצְהִ֣יל פָּנִ֣ים מִשָּׁ֑מֶן וְ֝לֶ֗חֶם לְֽבַב־אֱנ֥וֹשׁ יִסְעָֽד׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 16] יִ֭שְׂבְּעוּ עֲצֵ֣י יְהוָ֑ה אַֽרְזֵ֥י לְ֝בָנ֗וֹן אֲשֶׁ֣ר נָטָֽע׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 17] אֲשֶׁר־שָׁ֭ם צִפֳּרִ֣ים יְקַנֵּ֑נוּ חֲ֝סִידָ֗ה בְּרוֹשִׁ֥ים בֵּיתָֽהּ׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 18] הָרִ֣ים הַ֭גְּבֹהִים לַיְּעֵלִ֑ים סְ֝לָעִ֗ים מַחְסֶ֥ה לַֽשְׁפַנִּֽים׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 19] עָשָׂ֣ה יָ֭רֵחַ לְמוֹעֲדִ֑ים שֶׁ֝֗מֶשׁ יָדַ֥ע מְבוֹאֽוֹ׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 20] תָּֽשֶׁת־חֹ֭שֶׁךְ וִ֣יהִי לָ֑יְלָה בּֽוֹ־תִ֝רְמֹ֗שׂ כָּל־חַיְתוֹ ־יָֽעַר׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 21] הַ֭כְּפִירִים שֹׁאֲגִ֣ים לַטָּ֑רֶף וּלְבַקֵּ֖שׁ מֵאֵ֣ל אָכְלָֽם׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 22] תִּזְרַ֣ח הַ֭שֶּׁמֶשׁ יֵאָסֵפ֑וּן וְאֶל־מְ֝עוֹנֹתָ֗ם יִרְבָּצֽוּן׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 23] יֵצֵ֣א אָדָ֣ם לְפָעֳל֑וֹ וְֽלַעֲבֹ֖דָת֣וֹ עֲדֵי־עָֽרֶב׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 24] מָֽה־רַבּ֬וּ מַעֲשֶׂ֨יךָ ׀ יְֽהוָ֗ה כֻּ֭לָּם בְּחָכְמָ֣ה עָשִׂ֑יתָ מָלְאָ֥ה הָ֝אָ֗רֶץ קִנְיָנֶֽךָ׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 25] זֶ֤ה ׀ הַיָּ֥ם גָּדוֹל֮ וּרְחַ֪ב יָ֫דָ֥יִם שָֽׁם־רֶ֭מֶשׂ וְאֵ֣ין מִסְפָּ֑ר חַיּ֥וֹת קְ֝טַנּ֗וֹת עִם־גְּדֹלֽוֹת׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 26] שָׁ֭ם אֳנִיּ֣וֹת יְהַלֵּכ֑וּן לִ֝וְיָתָ֗ן זֶֽה־יָצַ֥רְתָּ לְשַֽׂחֶק־בּֽוֹ׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 27] כֻּ֭לָּם אֵלֶ֣יךָ יְשַׂבֵּר֑וּן לָתֵ֖ת אָכְלָ֣ם בְּעִתּֽוֹ׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 28] תִּתֵּ֣ן לָ֭הֶם יִלְקֹט֑וּן תִּפְתַּ֥ח יָֽ֝דְךָ֗ יִשְׂבְּע֥וּן טֽוֹב׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 29] תַּסְתִּ֥יר פָּנֶיךָ֮ יִֽבָּהֵ֫ל֥וּן תֹּסֵ֣ף ר֭וּחָם יִגְוָע֑וּן וְֽאֶל־עֲפָרָ֥ם יְשׁוּבֽוּן׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 30] תְּשַׁלַּ֣ח ר֭וּחֲךָ יִבָּרֵא֑וּן וּ֝תְחַדֵּ֗שׁ פְּנֵ֣י אֲדָמָֽה׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 31] יְהִ֤י כְב֣וֹד יְהוָ֣ה לְעוֹלָ֑ם יִשְׂמַ֖ח יְהוָ֣ה בְּמַעֲשָֽׂיו׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 32] הַמַּבִּ֣יט לָ֭אָרֶץ וַתִּרְעָ֑ד יִגַּ֖ע בֶּהָרִ֣ים וְֽיֶעֱשָֽׁנוּ׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 33] אָשִׁ֣ירָה לַיהוָ֣ה בְּחַיָּ֑י אֲזַמְּרָ֖ה לֵאלֹהַ֣י בְּעוֹדִֽי׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 34] יֶעֱרַ֣ב עָלָ֣יו שִׂיחִ֑י אָ֝נֹכִ֗י אֶשְׂמַ֥ח בַּיהוָֽה׃
[WLC | HE | OT | Psalms | Chapter 104 | Verse 35] יִתַּ֤מּוּ חַטָּאִ֨ים ׀ מִן־הָאָ֡רֶץ וּרְשָׁעִ֤ים ׀ ע֤וֹד אֵינָ֗ם בָּרֲכִ֣י נַ֭פְשִׁי אֶת־יְהוָ֗ה הַֽלְלוּ־יָֽהּ׃
