[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 1] Now it came to pass, when the wall was built, and I had set up the doors, and the porters and the singers and the Levites were appointed,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 53] the children of Bakbuk, the children of Hakupha, the children of Harhur,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 54] the children of Bazlith, the children of Mehida, the children of Harsha,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 55] the children of Barkos, the children of Sisera, the children of Tamah,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 56] the children of Neziah, the children of Hatipha.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 57] The children of Solomon’s servants: the children of Sotai, the children of Sophereth, the children of Perida,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 58] the children of Jaala, the children of Darkon, the children of Giddel,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 59] the children of Shephatiah, the children of Hattil, the children of Pochereth Zebaim, the children of Amon.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 60] All the Nethinims, and the children of Solomon’s servants, were three hundred ninety and two.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 61] And these were they which went up also from Tel-melah, Tel-haresha, Cherub, Addon, and Immer: but they could not shew their fathers’ house, nor their seed, whether they were of Israel.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 62] The children of Delaiah, the children of Tobiah, the children of Nekoda, six hundred forty and two.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 63] And of the priests: the children of Habaiah, the children of Koz, the children of Barzillai, which took one of the daughters of Barzillai the Gileadite to wife, and was called after their name.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 64] These sought their register among those that were reckoned by genealogy, but it was not found: therefore were they, as polluted, put from the priesthood.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 65] And the Tirshatha said unto them, that they should not eat of the most holy things, till there stood up a priest with Urim and Thummim.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 66] The whole congregation together was forty and two thousand three hundred and threescore,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 67] beside their manservants and their maidservants, of whom there were seven thousand three hundred thirty and seven: and they had two hundred forty and five singing men and singing women.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 68] Their horses, seven hundred thirty and six: their mules, two hundred forty and five:
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 69] their camels, four hundred thirty and five: six thousand seven hundred and twenty asses.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 70] And some of the chief of the fathers gave unto the work. The Tirshatha gave to the treasure a thousand drams of gold, fifty basons, five hundred and thirty priests’ garments.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 71] And some of the chief of the fathers gave to the treasure of the work twenty thousand drams of gold, and two thousand and two hundred pound of silver.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 72] And that which the rest of the people gave was twenty thousand drams of gold, and two thousand pound of silver, and threescore and seven priests’ garments.
