[IRV | GU | OT | Proverbs | Chapter 19 | Verse 1] અવળું બોલનારા મૂર્ખ શ્રીમંત કરતાં પ્રામાણિકપણાથી વર્તનાર ગરીબ વ્યક્તિ સારી છે.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 13] મૂર્ખ પુત્ર પોતાના પિતાને વિપત્તિરૂપ છે; અને કજિયાખોર પત્ની સતત ટપકતા પાણી જેવી છે.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 14] ઘર અને ધન તો પિતા તરફથી વારસામાં મળે છે, પણ ડાહી પત્ની યહોવાહ તરફથી મળે છે.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 15] આળસ ભરનિદ્રામાં નાખે છે અને આળસુ માણસને ભૂખ વેઠવી પડે છે.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 16] જે આજ્ઞાનું પાલન કરે છે તે પોતાના આત્માનું રક્ષણ કરે છે, પણ જે પોતાના માર્ગો વિષે બેદરકાર છે તે મૃત્યુ પામે છે.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 17] ગરીબ પર દયા રાખનાર યહોવાહને ઉછીનું આપે છે અને તે તેને તેનાં સુકૃત્યોનો બદલો આપશે.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 18] આશા છે ત્યાં સુધી તારા બાળકને શિક્ષા કર અને તેનો નાશ કરવાને તું મન ન લગાડ.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 19] ઉગ્ર ક્રોધીને શિક્ષા ભોગવવી પડશે; જો તું તેને બચાવવા જશે, તો તારે વારંવાર તેમ કરવું પડશે.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 20] સલાહ સાંભળીને શિખામણ સ્વીકાર; જેથી તું તારા આયુષ્યનાં અંતિમ ભાગમાં જ્ઞાની થાય.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 21] માણસના મનમાં ઘણી યોજનાઓ હોય છે, પણ ફક્ત યહોવાહની ઇચ્છાઓ જ કાયમ રહેશે.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 22] માણસ પોતાની દયાવૃત્તિના પ્રમાણમાં પ્રિય થાય છે; જૂઠા માણસ કરતાં ગરીબ માણસ વધારે સારો છે.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 23] યહોવાહનું ભય જીવનદાન અને સંતોષ આપે છે તેથી તેનું ભય રાખનાર પર નુકસાનકારક માર આવશે નહિ.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 24] આળસુ પોતાનો હાથ થાળીમાં મૂકે છે ખરો, પણ તેને પોતાના મોં સુધી ઉઠાવવાનું તેનું મન થતું નથી.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 25] તિરસ્કાર કરનાર વ્યક્તિને મારશો, તો ભોળો શાણો થશે; બુદ્ધિમાનને ઠપકો આપશો, તો તે ડહાપણમાં પ્રવીણ થશે.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 26] જે પુત્ર પોતાના પિતાને લૂંટે છે અને પોતાની માતાને કાઢી મૂકે છે તે બદનામ કરાવનાર તથા બટ્ટો લગાડનાર દીકરો છે.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 27] હે મારા દીકરા, જો તું ડહાપણની વાતો સાંભળવાનું બંધ કરીશ, તો તું ડહાપણના શબ્દોને ખોઈ નાખીશ.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 28] દુષ્ટ સાક્ષી ન્યાયની મશ્કરી કરે છે અને દુષ્ટનું મુખ અન્યાયને ગળી જાય છે.
[IRV | GU | OT | Proverbs | Chapter 19 | Verse 29] તિરસ્કાર કરનારાઓને માટે શિક્ષા અને મૂર્ખોની પીઠને માટે ફટકા તૈયાર કરેલા છે.
