[IRV | KN | OT | Exodus | Chapter 40 | Verse 1] ಆಗ ಯೆಹೋವನು ಮೋಶೆಗೆ,
[IRV | KN | OT | Exodus | Chapter 40 | Verse 12] “ಅದಲ್ಲದೆ ಆರೋನನನ್ನೂ ಮತ್ತು ಅವನ ಮಕ್ಕಳನ್ನೂ ದೇವದರ್ಶನದ ಗುಡಾರದ ಬಾಗಿಲಿನ ಹತ್ತಿರಕ್ಕೆ ಬರಮಾಡಿ
[IRV | KN | OT | Exodus | Chapter 40 | Verse 13] ಆರೋನನು ನನಗೆ ಯಾಜಕನಾಗುವಂತೆ ಅವನಿಗೆ ಪವಿತ್ರವಾದ ದೀಕ್ಷಾವಸ್ತ್ರಗಳನ್ನು ತೊಡಿಸಿ ಅವನನ್ನು ಅಭಿಷೇಕಿಸಿ ಪ್ರತಿಷ್ಠಿಸಬೇಕು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 14] ಆ ನಂತರ ನೀನು ಅವನ ಮಕ್ಕಳನ್ನು ಬರಮಾಡಿ
[IRV | KN | OT | Exodus | Chapter 40 | Verse 15] ಅವರಿಗೆ ಅಂಗಿಗಳನ್ನು ತೊಡಿಸಿ ಅವರು ನನಗೋಸ್ಕರ ಯಾಜಕರಾಗುವುದಕ್ಕಾಗಿ ನೀನು ಅವರ ತಂದೆಯನ್ನು ಅಭಿಷೇಕಿಸಿದಂತೆಯೇ ಅವರನ್ನೂ ಅಭಿಷೇಕಿಸಬೇಕು. ಈ ಅಭಿಷೇಕದಿಂದ ಯಾಜಕತ್ವವು ಅವರಿಗೂ ಅವರ ಸಂತತಿಯವರಿಗೂ ಶಾಶ್ವತವಾಗಿರುವುದು” ಎಂದು ಹೇಳಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 16] ಯೆಹೋವನು ಆಜ್ಞಾಪಿಸಿದಂತೆಯೇ ಮೋಶೆ ಎಲ್ಲವನ್ನು ಮಾಡಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 17] ಎರಡನೆಯ ವರ್ಷದ ಮೊದಲನೆಯ ತಿಂಗಳಿನ ಪ್ರಥಮದಿನದಲ್ಲಿ ಮೋಶೆ ಗುಡಾರವನ್ನು ತೆರೆದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 18] ಮೋಶೆಯು ಗುಡಾರವನ್ನು ತೆರೆದು ಅದಕ್ಕೆ ಮೆಟ್ಟುವಕಲ್ಲುಗಳನ್ನು ಹಾಕಿ ಚೌಕಟ್ಟುಗಳನ್ನು ನಿಲ್ಲಿಸಿ ಅಗುಳಿಗಳನ್ನು ಕೊಟ್ಟು ಕಂಬಗಳನ್ನು ನಿಲ್ಲಿಸಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 19] ಗುಡಾರದ ಮೇಲೆ ಡೇರೆಯ ಬಟ್ಟೆಯನ್ನು ಹಾಸಿ ಆ ಡೇರೆಗೆ ಮೇಲ್ಹೊದಿಕೆಯನ್ನು ಹಾಕಿ ಅದನ್ನು ಮರೆಮಾಡಿದನು. ಯೆಹೋವನು ಆಜ್ಞಾಪಿಸಿದಂತೆಯೇ ಮೋಶೆ ಅದನ್ನೆಲ್ಲಾ ಮಾಡಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 20] ಅವನು ಆಜ್ಞಾಶಾಸನಗಳನ್ನು ಮಂಜೂಷದಲ್ಲಿಟ್ಟು ಮಂಜೂಷಕ್ಕೆ ಕೋಲುಗಳನ್ನು ಹಾಕಿ ಕೃಪಾಸನವನ್ನು ಇರಿಸಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 21] ಮೋಶೆಯು ಮಂಜೂಷವನ್ನು ಗುಡಾರದೊಳಕ್ಕೆ ತಂದು, ಅದರ ಮುಂದೆ ಪರದೆಯನ್ನು ಇರಿಸಿ ಯೆಹೋವನು ಆಜ್ಞಾಪಿಸಿದಂತೆಯೇ ಆಜ್ಞಾಶಾಸನಗಳ ಮಂಜೂಷವನ್ನು ಮರೆಮಾಡಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 22] ಮೋಶೆ ದೇವದರ್ಶನದ ಗುಡಾರದೊಳಗೆ ಉತ್ತರ ಭಾಗದಲ್ಲಿ ತೆರೆಯ ಹೊರಗಡೆ ಮೇಜನ್ನು ಇರಿಸಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 23] ಯೆಹೋವನು ಮೋಶೆಗೆ ಆಜ್ಞಾಪಿಸಿದ ಹಾಗೆ ಮೇಜಿನ ಮೇಲೆ ರೊಟ್ಟಿಗಳನ್ನು ಕ್ರಮವಾಗಿ ಯೆಹೋವನ ಸನ್ನಿಧಿಯಲ್ಲಿ ಇರಿಸಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 24] ಅವನು ದೇವದರ್ಶನದ ಗುಡಾರದಲ್ಲಿ ಮೇಜಿಗೆ ಎದುರಾಗಿ ಗುಡಾರದ ದಕ್ಷಿಣ ಭಾಗದಲ್ಲಿ ದೀಪಸ್ತಂಭವನ್ನು ಇರಿಸಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 25] ಯೆಹೋವನು ಮೋಶೆಗೆ ಆಜ್ಞಾಪಿಸಿದ ಹಾಗೆ, ಅದರ ಹಣತೆಗಳನ್ನು ಯೆಹೋವನ ಸನ್ನಿಧಿಯಲ್ಲಿ ಕ್ರಮವಾಗಿ ಇರಿಸಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 26] ಮತ್ತು ಅವನು ಚಿನ್ನದ ಧೂಪವೇದಿಯನ್ನು ದೇವದರ್ಶನದ ಗುಡಾರದಲ್ಲಿ ತೆರೆಯ ಎದುರಿಗೆ ಇರಿಸಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 27] ಯೆಹೋವನು ಮೋಶೆಗೆ ಆಜ್ಞಾಪಿಸಿದ ಹಾಗೆಯೇ, ಅದರ ಮೇಲೆ ಪರಿಮಳ ದ್ರವ್ಯಗಳ ಧೂಪವನ್ನು ಹಾಕಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 28] ಅವನು ಗುಡಾರದ ಬಾಗಿಲಿಗೆ ಪರದೆಯನ್ನು ಹಾಕಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 29] ಯೆಹೋವನು ಮೋಶೆಗೆ ಆಜ್ಞಾಪಿಸಿದಂತೆಯೇ ದೇವದರ್ಶನದ ಗುಡಾರದ ಬಾಗಿಲಿನ ಮುಂದೆ ಸರ್ವಾಂಗಹೋಮ ಯಜ್ಞವೇದಿಯನ್ನು ಇಟ್ಟು ಅದರ ಮೇಲೆ ಸರ್ವಾಂಗಹೋಮವನ್ನು ಮತ್ತು ಧಾನ್ಯಸಮರ್ಪಣೆಯನ್ನೂ ಮಾಡಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 30] ಯೆಹೋವನು ಆಜ್ಞಾಪಿಸಿದಂತೆ ಮೋಶೆ ದೇವದರ್ಶನದ ಗುಡಾರಕ್ಕೂ, ಯಜ್ಞವೇದಿಗೂ ನಡುವೆ ನೀರಿನ ತೊಟ್ಟಿಯನ್ನು ಇರಿಸಿ ತೊಳೆದುಕೊಳ್ಳುವುದಕ್ಕಾಗಿ ಅದರಲ್ಲಿ ನೀರು ತುಂಬಿಸಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 31] ಮೋಶೆಯು, ಆರೋನನು ಮತ್ತು ಅವನ ಮಕ್ಕಳೂ ಅದರಲ್ಲಿ ಕೈಕಾಲು ತೊಳೆದುಕೊಂಡರು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 32] ಅವರು ದೇವದರ್ಶನದ ಗುಡಾರದೊಳಗೆ ಹೋಗುವಾಗಲೂ, ಯಜ್ಞವೇದಿಯ ಹತ್ತಿರ ಬರುವಾಗಲೂ ಯೆಹೋವನು ಆಜ್ಞಾಪಿಸಿದಂತೆ ಕೈಕಾಲುಗಳನ್ನು ತೊಳೆದುಕೊಳ್ಳುತ್ತಿದ್ದರು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 33] ಮೋಶೆಯು ಗುಡಾರಕ್ಕೂ ಯಜ್ಞವೇದಿಗೂ ಸುತ್ತಲು ಅಂಗಳದ ಆವರಣವನ್ನು ತೆರೆದು ಅಂಗಳದ ಬಾಗಿಲಿಗೆ ಪರದೆಯನ್ನು ಹಾಕಿದನು. ಈ ಪ್ರಕಾರ ಮೋಶೆ ಆ ಕೆಲಸವನ್ನೆಲ್ಲಾ ಮುಗಿಸಿದನು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 34] ಆಗ ಮೇಘವು ದೇವದರ್ಶನದ ಗುಡಾರವನ್ನು ಮುಚ್ಚಿತು; ಯೆಹೋವನ ತೇಜಸ್ಸು ಗುಡಾರವನ್ನು ತುಂಬಿಕೊಂಡಿತು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 35] ಮೇಘವು ದೇವದರ್ಶನದ ಗುಡಾರದ ಮೇಲೆ ನೆಲೆಗೊಂಡಿದ್ದು ಯೆಹೋವನ ತೇಜಸ್ಸು ಪರಿಶುದ್ಧ ನಿವಾಸದ ತುಂಬಾ ಅವರಿಸಿ ಯೆಹೋವನ ಮಹಿಮೆಯು ಗುಡಾರದೊಳಗೆ ತುಂಬಿಕೊಂಡ್ದಿದರಿಂದಲೂ ಮೋಶೆಯು ಗುಡಾರದ ಒಳಗೆ ಪ್ರವೇಶಿಸಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 36] ಆ ಮೇಘವು ಗುಡಾರವನ್ನು ಬಿಟ್ಟು ಮೇಲಕ್ಕೆ ಹೋದಾಗ ಇಸ್ರಾಯೇಲರು ಮುಂದೆ ಪ್ರಯಾಣ ಮಾಡುತ್ತಿದ್ದರು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 37] ಆ ಮೇಘವು ಮೇಲಕ್ಕೆ ಹೋಗದೇ ಇದ್ದು ಅದು ಹೊರಡುವ ತನಕ ಅವರು ಪ್ರಯಾಣ ಮಾಡದೆ ಇರುತ್ತಿದ್ದರು.
[IRV | KN | OT | Exodus | Chapter 40 | Verse 38] ಇಸ್ರಾಯೇಲರ ಎಲ್ಲಾ ಪ್ರಯಾಣಗಳಲ್ಲಿಯೂ ಅವರ ಕಣ್ಣುಗಳ ಮುಂದೆ ಹಗಲು ಹೊತ್ತಿನಲ್ಲಿ ಯೆಹೋವನ ಮೇಘವು ಗುಡಾರದ ಮೇಲೆಯೂ ಇರುತ್ತಿತ್ತು; ರಾತ್ರಿ ವೇಳೆಯಲ್ಲಿ ಆ ಮೇಘದೊಳಗೆ ಅಗ್ನಿಯು ಇರುತ್ತಿತ್ತು.
