[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 1] وَكَلَّمَ ٱلرَّبُّ مُوسَى قَائِلًا:
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 12] كَٱلْعَدَدِ ٱلَّذِي تَعْمَلُونَ هَكَذَا تَعْمَلُونَ لِكُلِّ وَاحِدٍ حَسَبَ عَدَدِهِنَّ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 13] كُلُّ وَطَنِيٍّ يَعْمَلُ هَذِهِ هَكَذَا، لِتَقْرِيبِ وَقُودِ رَائِحَةِ سَرُورٍ لِلرَّبِّ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 14] وَإِذَا نَزَلَ عِنْدَكُمْ غَرِيبٌ، أَوْ كَانَ أَحَدٌ فِي وَسَطِكُمْ فِي أَجْيَالِكُمْ وَعَمِلَ وَقُودَ رَائِحَةِ سُرُورٍ لِلرَّبِّ، فَكَمَا تَفْعَلُونَ كَذَلِكَ يَفْعَلُ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 15] أَيَّتُهَا ٱلْجَمَاعَةُ، لَكُمْ وَلِلْغَرِيبِ ٱلنَّازِلِ عِنْدَكُمْ فَرِيضَةٌ وَاحِدَةٌ دَهْرِيَّةٌ فِي أَجْيَالِكُمْ. مَثَلُكُمْ يَكُونُ مَثَلَ ٱلْغَرِيبِ أَمَامَ ٱلرَّبِّ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 16] شَرِيعَةٌ وَاحِدَةٌ وَحُكْمٌ وَاحِدٌ يَكُونُ لَكُمْ وَلِلْغَرِيبِ ٱلنَّازِلِ عِنْدَكُمْ».
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 17] وَكَلَّمَ ٱلرَّبُّ مُوسَى قَائِلًا:
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 18] «كَلِّمْ بَنِي إِسْرَائِيلَ وَقُلْ لَهُمْ: مَتَى دَخَلْتُمُ ٱلْأَرْضَ ٱلَّتِي أَنَا آتٍ بِكُمْ إِلَيْهَا،
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 19] فَعِنْدَمَا تَأْكُلُونَ مِنْ خُبْزِ ٱلْأَرْضِ تَرْفَعُونَ رَفِيعَةً لِلرَّبِّ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 20] أَوَّلَ عَجِينِكُمْ تَرْفَعُونَ قُرْصًا رَفِيعَةً، كَرَفِيعَةِ ٱلْبَيْدَرِ هَكَذَا تَرْفَعُونَهُ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 21] مِنْ أَوَّلِ عَجِينِكُمْ تُعْطُونَ لِلرَّبِّ رَفِيعَةً فِي أَجْيَالِكُمْ. تقدمات عن خطايا السهو
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 22] «وَإِذَا سَهَوْتُمْ وَلَمْ تَعْمَلُوا جَمِيعَ هَذِهِ ٱلْوَصَايَا ٱلَّتِي كَلَّمَ بِهَا ٱلرَّبُّ مُوسَى،
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 23] جَمِيعَ مَا أَمَرَكُمْ بِهِ ٱلرَّبُّ عَنْ يَدِ مُوسَى، مِنَ ٱلْيَوْمِ ٱلَّذِي أَمَرَ فِيهِ ٱلرَّبُّ فَصَاعِدًا فِي أَجْيَالِكُمْ،
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 24] فَإِنْ عُمِلَ خُفْيَةً عَنْ أَعْيُنِ ٱلْجَمَاعَةِ سَهْوًا، يَعْمَلُ كُلُّ ٱلْجَمَاعَةِ ثَوْرًا وَاحِدًا ٱبْنَ بَقَرٍ مُحْرَقَةً لِرَائِحَةِ سَرُورٍ لِلرَّبِّ، مَعَ تَقْدِمَتِهِ وَسَكِيبِهِ كَٱلْعَادَةِ، وَتَيْسًا وَاحِدًا مِنَ ٱلْمَعْزِ ذَبِيحَةَ خَطِيَّةٍ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 25] فَيُكَفِّرُ ٱلْكَاهِنُ عَنْ كُلِّ جَمَاعَةِ بَنِي إِسْرَائِيلَ، فَيُصْفَحُ عَنْهُمْ لِأَنَّهُ كَانَ سَهْوًا. فَإِذَا أَتَوْا بِقُرْبَانِهِمْ وَقُودًا لِلرَّبِّ، وَبِذَبِيحَةِ خَطِيَّتِهِمْ أَمَامَ ٱلرَّبِّ لِأَجْلِ سَهْوِهِمْ،
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 26] يُصْفَحُ عَنْ كُلِّ جَمَاعَةِ بَنِي إِسْرَائِيلَ وَٱلْغَرِيبِ ٱلنَّازِلِ بَيْنَهُمْ، لِأَنَّهُ حَدَثَ لِجَمِيعِ ٱلشَّعْبِ بِسَهْوٍ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 27] «وَإِنْ أَخْطَأَتْ نَفْسٌ وَاحِدَةٌ سَهْوًا، تُقَرِّبْ عَنْزًا حَوْلِيَّةً ذَبِيحَةَ خَطِيَّةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 28] فَيُكَفِّرُ ٱلْكَاهِنُ عَنِ ٱلنَّفْسِ ٱلَّتِي سَهَتْ عِنْدَمَا أَخْطَأَتْ بِسَهْوٍ أَمَامَ ٱلرَّبِّ لِلتَّكْفِيرِ عَنْهَا، فَيُصْفَحُ عَنْهَا.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 29] لِلْوَطَنِيِّ فِي بَنِي إِسْرَائِيلَ وَلِلْغَرِيبِ ٱلنَّازِلِ بَيْنَهُمْ تَكُونُ شَرِيعَةٌ وَاحِدَةٌ لِلْعَامِلِ بِسَهْوٍ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 30] وَأَمَّا ٱلنَّفْسُ ٱلَّتِي تَعْمَلُ بِيَدٍ رَفِيعَةٍ مِنَ ٱلْوَطَنِيِّينَ أَوْ مِنَ ٱلْغُرَبَاءِ فَهِيَ تَزْدَرِي بِٱلرَّبِّ. فَتُقْطَعُ تِلْكَ ٱلنَّفْسُ مِنْ بَيْنِ شَعْبِهَا،
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 31] لِأَنَّهَا ٱحْتَقَرَتْ كَلَامَ ٱلرَّبِّ وَنَقَضَتْ وَصِيَّتَهُ. قَطْعًا تُقْطَعُ تِلْكَ ٱلنَّفْسُ. ذَنْبُهَا عَلَيْهَا». الموت لمن يكسر السبت
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 32] وَلَمَّا كَانَ بَنُو إِسْرَائِيلَ فِي ٱلْبَرِّيَّةِ وَجَدُوا رَجُلًا يَحْتَطِبُ حَطَبًا فِي يَوْمِ ٱلسَّبْتِ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 33] فَقَدَّمَهُ ٱلَّذِينَ وَجَدُوهُ يَحْتَطِبُ حَطَبًا إِلَى مُوسَى وَهَارُونَ وَكُلِّ ٱلْجَمَاعَةِ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 34] فَوَضَعُوهُ فِي ٱلْمَحْرَسِ لِأَنَّهُ لَمْ يُعْلَنْ مَاذَا يُفْعَلُ بِهِ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 35] فَقَالَ ٱلرَّبُّ لِمُوسَى: «قَتْلًا يُقْتَلُ ٱلرَّجُلُ. يَرْجُمُهُ بِحِجَارَةٍ كُلُّ ٱلْجَمَاعَةِ خَارِجَ ٱلْمَحَلَّةِ».
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 36] فَأَخْرَجَهُ كُلُّ ٱلْجَمَاعَةِ إِلَى خَارِجِ ٱلْمَحَلَّةِ وَرَجَمُوهُ بِحِجَارَةٍ، فَمَاتَ كَمَا أَمَرَ ٱلرَّبُّ مُوسَى. أهداب للثياب
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 37] وَكَلَّمَ ٱلرَّبُّ مُوسَى قَائِلًا:
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 38] «كَلِّمْ بَنِي إِسْرَائِيلَ وَقُلْ لَهُمْ: أَنْ يَصْنَعُوا لَهُمْ أَهْدَابًا فِي أَذْيَالِ ثِيَابِهِمْ فِي أَجْيَالِهِمْ، وَيَجْعَلُوا عَلَى هُدْبِ ٱلذَّيْلِ عِصَابَةً مِنْ أَسْمَانْجُونِيٍّ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 39] فَتَكُونُ لَكُمْ هُدْبًا، فَتَرَوْنَهَا وَتَذْكُرُونَ كُلَّ وَصَايَا ٱلرَّبِّ وَتَعْمَلُونَهَا، وَلَا تَطُوفُونَ وَرَاءَ قُلُوبِكُمْ وَأَعْيُنِكُمُ ٱلَّتِي أَنْتُمْ فَاسِقُونَ وَرَاءَهَا،
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 40] لِكَيْ تَذْكُرُوا وَتَعْمَلُوا كُلَّ وَصَايَايَ، وَتَكُونُوا مُقَدَّسِينَ لِإِلَهِكُمْ.
[VANDYKE | AR | OT | Numbers | Chapter 15 | Verse 41] أَنَا ٱلرَّبُّ إِلَهُكُمُ ٱلَّذِي أَخْرَجَكُمْ مِنْ أَرْضِ مِصْرَ لِيَكُونَ لَكُمْ إِلَهًا. أَنَا ٱلرَّبُّ إِلَهُكُمْ».
