[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 1] وَيَوْمَ فَرَغَ مُوسَى مِنْ إِقَامَةِ ٱلْمَسْكَنِ، وَمَسَحَهُ وَقَدَّسَهُ وَجَمِيعَ أَمْتِعَتِهِ، وَٱلْمَذْبَحَ وَجَمِيعَ أَمْتِعَتِهِ وَمَسَحَهَا وَقَدَّسَهَا،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 12] وَٱلَّذِي قَرَّبَ قُرْبَانَهُ فِي ٱلْيَوْمِ ٱلْأَوَّلِ نَحْشُونُ بْنُ عَمِّينَادَابَ، مِنْ سِبْطِ يَهُوذَا.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 13] وَقُرْبَانُهُ طَبَقٌ وَاحِدٌ مِنْ فِضَّةٍ وَزْنُهُ مِئَةٌ وَثَلَاثُونَ شَاقِلًا، وَمِنْضَحَةٌ وَاحِدَةٌ مِنْ فِضَّةٍ سَبْعُونَ شَاقِلًا عَلَى شَاقِلِ ٱلْقُدْسِ، كِلْتَاهُمَا مَمْلُوءَتَانِ دَقِيقًا مَلْتُوتًا بِزَيْتٍ لِتَقْدِمَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 14] وَصَحْنٌ وَاحِدٌ عَشَرَةُ شَوَاقِلَ مِنْ ذَهَبٍ مَمْلُوءٌ بَخُورًا،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 15] وَثَوْرٌ وَاحِدٌ ٱبْنُ بَقَرٍ وَكَبْشٌ وَاحِدٌ وَخَرُوفٌ وَاحِدٌ حَوْلِيٌّ لِمُحْرَقَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 16] وَتَيْسٌ وَاحِدٌ مِنَ ٱلْمَعَزِ لِذَبِيحَةِ خَطِيَّةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 17] وَلِذَبِيحَةِ ٱلسَّلَامَةِ ثَوْرَانِ وَخَمْسَةُ كِبَاشٍ وَخَمْسَةُ تُيُوسٍ وَخَمْسَةُ خِرَافٍ حَوْلِيَّةٍ. هَذَا قُرْبَانُ نَحْشُونَ بْنِ عَمِّينَادَابَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 18] وَفِي ٱلْيَوْمِ ٱلثَّانِي قَرَّبَ نَثَنَائِيلُ بْنُ صُوغَرَ رَئِيسُ يَسَّاكَرَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 19] قَرَّبَ قُرْبَانَهُ طَبَقًا وَاحِدًا مِنْ فِضَّةٍ وَزْنُهُ مِئَةٌ وَثَلَاثُونَ شَاقِلًا، وَمِنْضَحَةً وَاحِدَةً مِنْ فِضَّةٍ سَبْعِينَ شَاقِلًا عَلَى شَاقِلِ ٱلْقُدْسِ، كِلْتَاهُمَا مَمْلُوءَتَانِ دَقِيقًا مَلْتُوتًا بِزَيْتٍ لِتَقْدِمَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 20] وَصَحْنًا وَاحِدًا عَشَرَةَ شَوَاقِلَ مِنْ ذَهَبٍ مَمْلُوًّا بَخُورًا،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 21] وَثَوْرًا وَاحِدًا ٱبْنَ بَقَرٍ وَكَبْشًا وَاحِدًا وَخَرُوفًا وَاحِدًا حَوْلِيًّا لِمُحْرَقَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 22] وَتَيْسًا وَاحِدًا مِنَ ٱلْمَعْزِ لِذَبِيحَةِ خَطِيَّةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 23] وَلِذَبِيحَةِ ٱلسَّلَامَةِ ثَوْرَانِ وَخَمْسَةَ كِبَاشٍ وَخَمْسَةُ تُيُوسٍ وَخَمْسَةُ خِرَافٍ حَوْلِيَّةٍ. هَذَا قُرْبَانُ نَثَنَائِيلَ بْنِ صُوغَرَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 24] وَفِي ٱلْيَوْمِ ٱلثَّالِثِ رَئِيسُ بَنِي زَبُولُونَ أَلِيآبُ بْنُ حِيلُونَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 25] قُرْبَانُهُ طَبَقٌ وَاحِدٌ مِنْ فِضَّةٍ وَزْنُهُ مِئَةٌ وَثَلَاثُونَ شَاقِلًا وَمِنْضَحَةٌ وَاحِدَةٌ مِنْ فِضَّةٍ سَبْعُونَ شَاقِلًا عَلَى شَاقِلِ ٱلْقُدْسِ، كِلْتَاهُمَا مَمْلُوءَتَانِ دَقِيقًا مَلْتُوتًا بِزَيْتٍ لِتَقْدِمَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 26] وَصَحْنٌ وَاحِدٌ عَشَرَةُ شَوَاقِلَ مِنْ ذَهَبٍ مَمْلُوءٌ بَخُورًا،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 27] وَثَوْرٌ وَاحِدٌ ٱبْنُ بَقَرٍ وَكَبْشٌ وَاحِدٌ وَخَرُوفٌ وَاحِدٌ حَوْلِيٌّ لِمُحْرَقَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 28] وَتَيْسٌ وَاحِدٌ مِنَ ٱلْمَعْزِ لِذَبِيحَةِ خَطِيَّةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 29] وَلِذَبِيحَةِ ٱلسَّلَامَةِ ثَوْرَانِ وَخَمْسَةُ كِبَاشٍ وَخَمْسَةُ تُيُوسٍ وَخَمْسَةُ خِرَافٍ حَوْلِيَّةٍ. هَذَا قُرْبَانُ أَلِيآبَ بْنِ حِيلُونَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 30] وَفِي ٱلْيَوْمِ ٱلرَّابِعِ رَئِيسُ بَنِي رَأُوبَيْنَ أَلِيصُورُ بْنُ شَدَيْئُورَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 31] قُرْبَانُهُ طَبَقٌ وَاحِدٌ مِنْ فِضَّةٍ وَزْنُهُ مِئَةٌ وَثَلَاثُونَ شَاقِلًا، وَمِنْضَحَةٌ وَاحِدَةٌ مِنْ فِضَّةٍ سَبْعُونَ شَاقِلًا عَلَى شَاقِلِ ٱلْقُدْسِ، كِلْتَاهُمَا مَمْلُوءَتَانِ دَقِيقًا مَلْتُوتًا بِزَيْتٍ لِتَقْدِمَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 32] وَصَحْنٌ وَاحِدٌ عَشَرَةُ شَوَاقِلَ مِنْ ذَهَبٍ مَمْلُوءٌ بَخُورًا،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 33] وَثَوْرٌ وَاحِدٌ ٱبْنُ بَقَرٍ وَكَبْشٌ وَاحِدٌ وَخَرُوفٌ وَاحِدٌ حَوْلِيٌّ لِمُحْرَقَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 34] وَتَيْسٌ وَاحِدٌ مِنَ ٱلْمَعْزِ لِذَبِيحَةِ خَطِيَّةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 35] وَلِذَبِيحَةِ ٱلسَّلَامَةِ ثَوْرَانِ وَخَمْسَةُ كِبَاشٍ وَخَمْسَةُ تُيُوسٍ وَخَمْسَةُ خِرَافٍ حَوْلِيَّةٍ. هَذَا قُرْبَانُ أَلِيصُورَ بْنِ شَدَيْئُورَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 36] وَفِي ٱلْيَوْمِ ٱلْخَامِسِ رَئِيسُ بَنِي شِمْعُونَ شَلُومِيئِيلُ بْنُ صُورِيشَدَّاي.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 37] قُرْبَانُهُ طَبَقٌ وَاحِدٌ مِنْ فِضَّةٍ وَزْنُهُ مِئَةٌ وَثَلَاثُونَ شَاقِلًا، وَمِنْضَحَةٌ وَاحِدَةٌ مِنْ فِضَّةٍ سَبْعُونَ شَاقِلًا عَلَى شَاقِلِ ٱلْقُدْسِ، كِلْتَاهُمَا مَمْلُوءَتَانِ دَقِيقًا مَلْتُوتًا بِزَيْتٍ لِتَقْدِمَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 38] وَصَحْنٌ وَاحِدٌ عَشَرَةُ شَوَاقِلَ مِنْ ذَهَبٍ مَمْلُوءٌ بَخُورًا،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 39] وَثَوْرٌ وَاحِدٌ ٱبْنُ بَقَرٍ وَكَبْشٌ وَاحِدٌ وَخَرُوفٌ وَاحِدٌ حَوْلِيٌّ لِمُحْرَقَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 40] وَتَيْسٌ وَاحِدٌ مِنَ ٱلْمَعْزِ لِذَبِيحَةِ خَطِيَّةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 41] وَلِذَبِيحَةِ ٱلسَّلَامَةِ ثَوْرَانِ وَخَمْسَةُ كِبَاشٍ وَخَمْسَةُ تُيُوسٍ وَخَمْسَةُ خِرَافٍ حَوْلِيَّةٍ. هَذَا قُرْبَانُ شَلُومِيئِيلَ بْنِ صُورِيشَدَّاي.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 42] وَفِي ٱلْيَوْمِ ٱلسَّادِسِ رَئِيسُ بَنِي جَادَ أَلِيَاسَافُ بْنُ دَعُوئِيلَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 43] قُرْبَانُهُ طَبَقٌ وَاحِدٌ مِنْ فِضَّةٍ وَزْنُهُ مِئَةٌ وَثَلَاثُونَ شَاقِلًا، وَمِنْضَحَةٌ وَاحِدَةٌ مِنْ فِضَّةٍ سَبْعُونَ شَاقِلًا عَلَى شَاقِلِ ٱلْقُدْسِ، كِلْتَاهُمَا مَمْلُوءَتَانِ دَقِيقًا مَلْتُوتًا بِزَيْتٍ لِتَقْدِمَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 44] وَصَحْنٌ وَاحِدٌ عَشَرَةُ شَوَاقِلَ مِنْ ذَهَبٍ مَمْلُوءٌ بَخُورًا،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 45] وَثَوْرٌ وَاحِدٌ ٱبْنُ بَقَرٍ وَكَبْشٌ وَاحِدٌ وَخَرُوفٌ وَاحِدٌ حَوْلِيٌّ لِمُحْرَقَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 46] وَتَيْسٌ وَاحِدٌ مِنَ ٱلْمَعْزِ لِذَبِيحَةِ خَطِيَّةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 47] وَلِذَبِيحَةِ ٱلسَّلَامَةِ ثَوْرَانِ وَخَمْسَةُ كِبَاشٍ وَخَمْسَةُ تُيُوسٍ وَخَمْسَةُ خِرَافٍ حَوْلِيَّةٍ. هَذَا قُرْبَانُ أَلِيَاسَافَ بْنِ دَعُوئِيلَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 48] وَفِي ٱلْيَوْمِ ٱلسَّابِعِ رَئِيسُ بَنِي أَفْرَايِمَ أَلِيشَمَعُ بْنُ عَمِّيهُودَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 49] قُرْبَانُهُ طَبَقٌ وَاحِدٌ مِنْ فِضَّةٍ وَزْنُهُ مِئَةٌ وَثَلَاثُونَ شَاقِلًا، وَمِنْضَحَةٌ وَاحِدَةٌ مِنْ فِضَّةٍ سَبْعُونَ شَاقِلًا عَلَى شَاقِلِ ٱلْقُدْسِ، كِلْتَاهُمَا مَمْلُوءَتَانِ دَقِيقًا مَلْتُوتًا بِزَيْتٍ لِتَقْدِمَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 50] وَصَحْنٌ وَاحِدٌ عَشَرَةُ شَوَاقِلَ مِنْ ذَهَبٍ مَمْلُوءٌ بَخُورًا،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 51] وَثَوْرٌ وَاحِدٌ ٱبْنُ بَقَرٍ وَكَبْشٌ وَاحِدٌ وَخَرُوفٌ وَاحِدٌ حَوْلِيٌّ لِمُحْرَقَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 52] وَتَيْسٌ وَاحِدٌ مِنَ ٱلْمَعْزِ لِذَبِيحَةِ خَطِيَّةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 53] وَلِذَبِيحَةِ ٱلسَّلَامَةِ ثَوْرَانِ وَخَمْسَةُ كِبَاشٍ وَخَمْسَةُ تُيُوسٍ وَخَمْسَةُ خِرَافٍ حَوْلِيَّةٍ. هَذَا قُرْبَانُ أَلِيشَمَعَ بْنِ عَمِّيهُودَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 54] وَفِي ٱلْيَوْمِ ٱلثَّامِنِ رَئِيسُ بَنِي مَنَسَّى جَمْلِيئِيلُ بْنُ فَدَهْصُورَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 55] قُرْبَانُهُ طَبَقٌ وَاحِدٌ مِنْ فِضَّةٍ وَزْنُهُ مِئَةٌ وَثَلَاثُونَ شَاقِلًا، وَمِنْضَحَةٌ وَاحِدَةٌ مِنْ فِضَّةٍ سَبْعُونَ شَاقِلًا عَلَى شَاقِلِ ٱلْقُدْسِ، كِلْتَاهُمَا مَمْلُوءَتَانِ دَقِيقًا مَلْتُوتًا بِزَيْتٍ لِتَقْدِمَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 56] وَصَحْنٌ وَاحِدٌ عَشَرَةُ شَوَاقِلَ مِنْ ذَهَبٍ مَمْلُوءٌ بَخُورًا،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 57] وَثَوْرٌ وَاحِدٌ ٱبْنُ بَقَرٍ وَكَبْشٌ وَاحِدٌ وَخَرُوفٌ وَاحِدٌ حَوْلِيٌّ لِمُحْرَقَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 58] وَتَيْسٌ وَاحِدٌ مِنَ ٱلْمَعْزِ لِذَبِيحَةِ خَطِيَّةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 59] وَلِذَبِيحَةِ ٱلسَّلَامَةِ ثَوْرَانِ وَخَمْسَةُ كِبَاشٍ وَخَمْسَةُ تُيُوسٍ وَخَمْسَةُ خِرَافٍ حَوْلِيَّةٍ. هَذَا قُرْبَانُ جَمْلِيئِيلَ بْنِ فَدَهْصُورَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 60] وَفِي ٱلْيَوْمِ ٱلتَّاسِعِ رَئِيسُ بَنِي بَنْيَامِينَ أَبِيدَنُ بْنُ جِدْعُونِي.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 61] قُرْبَانُهُ طَبَقٌ وَاحِدٌ مِنْ فِضَّةٍ وَزْنُهُ مِئَةٌ وَثَلَاثُونَ شَاقِلًا، وَمِنْضَحَةٌ وَاحِدَةٌ مِنْ فِضَّةٍ سَبْعُونَ شَاقِلًا عَلَى شَاقِلِ ٱلْقُدْسِ، كِلْتَاهُمَا مَمْلُوءَتَانِ دَقِيقًا مَلْتُوتًا بِزَيْتٍ لِتَقْدِمَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 62] وَصَحْنٌ وَاحِدٌ عَشَرَةُ شَوَاقِلَ مِنْ ذَهَبٍ مَمْلُوءٌ بَخُورًا،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 63] وَثَوْرٌ وَاحِدٌ ٱبْنُ بَقَرٍ وَكَبْشٌ وَاحِدٌ وَخَرُوفٌ وَاحِدٌ حَوْلِيٌّ لِمُحْرَقَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 64] وَتَيْسٌ وَاحِدٌ مِنَ ٱلْمَعْزِ لِذَبِيحَةِ خَطِيَّةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 65] وَلِذَبِيحَةِ ٱلسَّلَامَةِ ثَوْرَانِ وَخَمْسَةُ كِبَاشٍ وَخَمْسَةُ تُيُوسٍ وَخَمْسَةُ خِرَافٍ حَوْلِيَّةٍ. هَذَا قُرْبَانُ أَبِيدَنَ بْنِ جِدْعُونِي.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 66] وَفِي ٱلْيَوْمِ ٱلْعَاشِرِ رَئِيسُ بَنِي دَانَ أَخِيعَزَرُ بْنُ عَمِّيشَدَّاي.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 67] قُرْبَانُهُ طَبَقٌ وَاحِدٌ مِنْ فِضَّةٍ وَزْنُهُ مِئَةٌ وَثَلَاثُونَ شَاقِلًا، وَمِنْضَحَةٌ وَاحِدَةٌ مِنْ فِضَّةٍ سَبْعُونَ شَاقِلًا عَلَى شَاقِلِ ٱلْقُدْسِ، كِلْتَاهُمَا مَمْلُوءَتَانِ دَقِيقًا مَلْتُوتًا بِزَيْتٍ لِتَقْدِمَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 68] وَصَحْنٌ وَاحِدٌ عَشَرَةُ شَوَاقِلَ مِنْ ذَهَبٍ مَمْلُوءٌ بَخُورًا،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 69] وَثَوْرٌ وَاحِدٌ ٱبْنُ بَقَرٍ وَكَبْشٌ وَاحِدٌ وَخَرُوفٌ وَاحِدٌ حَوْلِيٌّ لِمُحْرَقَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 70] وَتَيْسٌ وَاحِدٌ مِنَ ٱلْمَعْزِ لِذَبِيحَةِ خَطِيَّةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 71] وَلِذَبِيحَةِ ٱلسَّلَامَةِ ثَوْرَانِ وَخَمْسَةُ كِبَاشٍ وَخَمْسَةُ تُيُوسٍ وَخَمْسَةُ خِرَافٍ حَوْلِيَّةٍ. هَذَا قُرْبَانُ أَخِيعَزَرَ بْنِ عَمِّيشَدَّاي.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 72] وَفِي ٱلْيَوْمِ ٱلحَادِي عَشَرَ رَئِيسُ بَنِي أَشِيرَ فَجْعِيئِيلُ بْنُ عُكْرَنَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 73] قُرْبَانُهُ طَبَقٌ وَاحِدٌ مِنْ فِضَّةٍ وَزْنُهُ مِئَةٌ وَثَلَاثُونَ شَاقِلًا، وَمِنْضَحَةٌ وَاحِدَةٌ مِنْ فِضَّةٍ سَبْعُونَ شَاقِلًا عَلَى شَاقِلِ ٱلْقُدْسِ، كِلْتَاهُمَا مَمْلُوءَتَانِ دَقِيقًا مَلْتُوتًا بِزَيْتٍ لِتَقْدِمَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 74] وَصَحْنٌ وَاحِدٌ عَشَرَةُ شَوَاقِلَ مِنْ ذَهَبٍ مَمْلُوءٌ بَخُورًا،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 75] وَثَوْرٌ وَاحِدٌ ٱبْنُ بَقَرٍ وَكَبْشٌ وَاحِدٌ وَخَرُوفٌ وَاحِدٌ حَوْلِيٌّ لِمُحْرَقَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 76] وَتَيْسٌ وَاحِدٌ مِنَ ٱلْمَعْزِ لِذَبِيحَةِ خَطِيَّةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 77] وَلِذَبِيحَةِ ٱلسَّلَامَةِ ثَوْرَانِ وَخَمْسَةُ كِبَاشٍ وَخَمْسَةُ تُيُوسٍ وَخَمْسَةُ خِرَافٍ حَوْلِيَّةٍ. هَذَا قُرْبَانُ فَجْعِيئِيلَ بْنِ عُكْرَنَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 78] وَفِي ٱلْيَوْمِ الثَّانِي عَشَرَ رَئِيسُ بَنِي نَفْتَالِي أَخِيرَعُ بْنُ عِينَنَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 79] قُرْبَانُهُ طَبَقٌ وَاحِدٌ مِنْ فِضَّةٍ وَزْنُهُ مِئَةٌ وَثَلَاثُونَ شَاقِلًا، وَمِنْضَحَةٌ وَاحِدَةٌ مِنْ فِضَّةٍ سَبْعُونَ شَاقِلًا عَلَى شَاقِلِ ٱلْقُدْسِ، كِلْتَاهُمَا مَمْلُوءَتَانِ دَقِيقًا مَلْتُوتًا بِزَيْتٍ لِتَقْدِمَةٍ
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 80] وَصَحْنٌ وَاحِدٌ عَشَرَةُ شَوَاقِلَ مِنْ ذَهَبٍ مَمْلُوءٌ بَخُورًا،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 81] وَثَوْرٌ وَاحِدٌ ٱبْنُ بَقَرٍ وَكَبْشٌ وَاحِدٌ وَخَرُوفٌ وَاحِدٌ حَوْلِيٌّ لِمُحْرَقَةٍ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 82] وَتَيْسٌ وَاحِدٌ مِنَ ٱلْمَعْزِ لِذَبِيحَةِ خَطِيَّةٍ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 83] وَلِذَبِيحَةِ ٱلسَّلَامَةِ ثَوْرَانِ وَخَمْسَةُ كِبَاشٍ وَخَمْسَةُ تُيُوسٍ وَخَمْسَةُ خِرَافٍ حَوْلِيَّةٍ. هَذَا قُرْبَانُ أَخِيرَعَ بْنِ عِينَنَ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 84] هَذَا تَدْشِينُ ٱلْمَذْبَحِ يَوْمَ مَسْحِهِ مِنْ رُؤَسَاءِ إِسْرَائِيلَ. أَطْبَاقُ فِضَّةٍ ٱثْنَا عَشَرَ، وَمَنَاضِحُ فِضَّةٍ ٱثْنَتَا عَشرَةَ، وَصُحُونُ ذَهَبٍ ٱثْنَا عَشَرَ،
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 85] كُلُّ طَبَقٍ مِئَةٌ وَثَلَاثُونَ شَاقِلَ فِضَّةٍ، وَكُلُّ مِنْضَحَةٍ سَبْعُونَ. جَمِيعُ فِضَّةِ ٱلْآنِيَةِ أَلْفَانِ وَأَرْبَعُ مِئَةٍ عَلَى شَاقِلِ ٱلْقُدْسِ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 86] وَصُحُونُ ٱلذَّهَبِ ٱثْنَا عَشَرَ مَمْلُوءَةٌ بَخُورًا، كُلُّ صَحْنٍ عَشَرَةٌ عَلَى شَاقِلِ ٱلْقُدْسِ. جَمِيعُ ذَهَبِ ٱلصُّحُونِ مِئَةٌ وَعِشْرُونَ شَاقِلًا.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 87] كُلُّ ٱلثِّيرَانِ لِلْمُحْرَقَةِ ٱثْنَا عَشَرَ ثَوْرًا، وَٱلْكِبَاشُ ٱثْنَا عَشَرَ، وَٱلْخِرَافُ ٱلْحَوْلِيَّةُ ٱثْنَا عَشَرَ مَعَ تَقْدِمَتِهَا، وَتُيُوسُ ٱلْمَعْزِ ٱثْنَا عَشَرَ لِذَبِيحَةِ ٱلْخَطِيَّةِ.
[VANDYKE | AR | OT | Numbers | Chapter 7 | Verse 88] وَكُلُّ ٱلثِّيرَانِ لِذَبِيحَةِ ٱلسَّلَامَةِ أَرْبَعَةٌ وَعِشْرُونَ ثَوْرًا، وَٱلْكِبَاشُ سِتُّونَ، وَٱلتُّيُوسُ سِتُّونَ، وَٱلْخِرَافُ ٱلْحَوْلِيَّةُ سِتُّونَ. هَذَا تَدْشِينُ ٱلْمَذْبَحِ بَعْدَ مَسْحِهِ.
