[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 1] وَقَالَ الرَّبُّ لِمُوسَى:
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 22] وَارْتَحَلَتْ عَلَى أَثَرِهِمْ مُخَيَّمَاتُ أَفْرَايِمَ حَسَبِ عَشَائِرِهَا وَعَلَى رَأْسِهَا أَلِيشَمَعُ بْنُ عَمِّيهُودَ،
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 23] ثُمَّ سِبْطُ مَنَسَّى وَعَلَى رَأْسِهِ جَمْلِيئِيلُ بْنُ فَدَهْصُورَ،
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 24] وَتَبِعَهُمْ سِبْطُ بِنْيَامِينَ، وَعَلَى رَأْسِهِ أَبِيدَنُ بْنُ جِدْعُونِي،
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 25] ثُمَّ ارْتَحَلَتْ مُخَيَّمَاتُ سِبْطِ دَانٍ بِرَايَتِهِ مَعَ جَمِيعِ عَشَائِرِهِ، فِي مُؤَخَّرَةِ الْجَمَاعَةِ، وَكَانَ عَلَى رَأْسِهِ أَخِيعَزَرُ بْنُ عَمِّيشَدَّاي.
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 26] وَسِبْطِ أَشِيرَ وَعَلَى رَأْسِهِ فَجْعِيئِيلُ بْنُ عُكْرَنَ،
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 27] وَسِبْطِ نَفْتَالِي وَعَلَى رَأْسِهِ أَخِيرَعُ بْنُ عِينَنَ،
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 28] فَكَانَ هَذَا هُوَ النِّظَامُ الَّذِي سَارَتْ عَلَيْهِ أَسْبَاطُ بَنِي إِسْرَائِيلَ فِي أَثْنَاءِ رَحِيلِهِمْ.
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 29] وَقَالَ مُوسَى لِحَمِيهِ حُوبَابَ بْنِ رَعُوئِيلَ الْمِدْيَانِيِّ: «إِنَّنَا رَاحِلُونَ إِلَى الأَرْضِ الَّتِي وَعَدَ الرَّبُّ أَنْ يَهَبَهَا لَنَا، فَتَعَالَ مَعْنَا، فَنُحْسِنَ إِلَيْكَ، لأَنَّ الرَّبَّ قَدْ وَعَدَ أَنْ يُحْسِنَ إِلَى إِسْرَائِيلَ».
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 30] فَقَالَ لَهُ: «لا أَذْهَبُ، بَلْ دَعْنِي أَمْضِي إِلَى أَرْضِي وَعَشِيرَتِي».
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 31] فَقَالَ مُوسَى: «لا تَتْرُكْنَا لأَنَّكَ تَعْرِفُ مَسَالِكَ الصَّحْرَاءِ وَمَوَاضِعَ الإِقَامَةِ فِيهَا، فَتَكُونَ لَنَا دَلِيلاً.
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 32] وَإِنْ رَافَقْتَنَا فَإِنَّنَا نُحْسِنُ إِلَيْكَ بِنَفْسِ الإِحْسَانِ الَّذِي يُحْسِنُ الرَّبُّ بِهِ إِلَيْنَا».
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 33] فَارْتَحَلُوا مِنْ عِنْدِ جَبَلِ الرَّبِّ مَسِيرَةَ ثَلاثَةِ أَيَّامٍ، وَكَانَ تَابُوتُ الرَّبِّ يَتَقَدَّمُهُمْ بَاحِثاً لَهُمْ عَنْ مَوْضِعِ إِقَامَةٍ.
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 34] وَكَانَتْ سَحَابَةُ الرَّبِّ تُظَلِّلُهُمْ نَهَاراً فِي أَثْنَاءِ ارْتِحَالِهِمْ مِنَ الْمُخَيَّمِ،
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 35] وَكَانَ مُوسَى يَقُولُ عِنْدَ ارْتِحَالِ التَّابُوتِ: «قُمْ يَا رَبُّ وَبَدِّدْ أَعْدَاءَكَ فَيَهْرُبَ مُبْغِضُوكَ مِنْ أَمَامِكَ»
[VANDYKE | AR | OT | Numbers | Chapter 10 | Verse 36] وَكَانَ يَقُولُ عِنْدَ حُلُولِهِ: «ارْجِعْ يَا رَبُّ إِلَى عَشَرَاتِ أُلُوفِ إِسْرَائِيلَ».
