[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 1] ਯਹੋਵਾਹ ਦਾ ਹੱਥ ਮੇਰੇ ਉੱਤੇ ਸੀ, ਉਹ ਮੈਨੂੰ ਯਹੋਵਾਹ ਦੇ ਆਤਮਾ ਵਿੱਚ ਬਾਹਰ ਲੈ ਗਿਆ ਅਤੇ ਉਸ ਵਾਦੀ ਵਿੱਚ ਜਿਹੜੀ ਹੱਡੀਆਂ ਨਾਲ ਭਰੀ ਹੋਈ ਸੀ, ਮੈਨੂੰ ਉਤਾਰ ਦਿੱਤਾ।
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 12] ਇਸ ਲਈ ਤੂੰ ਭਵਿੱਖਬਾਣੀ ਕਰ ਅਤੇ ਇਹਨਾਂ ਨੂੰ ਆਖ, ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਹੇ ਮੇਰੇ ਲੋਕੋ, ਵੇਖੋ! ਮੈਂ ਤੁਹਾਡੀਆਂ ਕਬਰਾਂ ਨੂੰ ਖੋਲ੍ਹਾਂਗਾ ਅਤੇ ਤੁਹਾਨੂੰ ਉਹਨਾਂ ਵਿੱਚੋਂ ਬਾਹਰ ਕੱਢਾਂਗਾ ਅਤੇ ਇਸਰਾਏਲ ਦੀ ਭੂਮੀ ਵਿੱਚ ਲਿਆਵਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 13] ਹੇ ਮੇਰੇ ਲੋਕੋ, ਜਦੋਂ ਮੈਂ ਤੁਹਾਡੀਆਂ ਕਬਰਾਂ ਨੂੰ ਖੋਲ੍ਹਾਂਗਾ ਅਤੇ ਤੁਹਾਨੂੰ ਤੁਹਾਡੀਆਂ ਕਬਰਾਂ ਵਿੱਚੋਂ ਬਾਹਰ ਕੱਢਾਂਗਾ, ਤਦ ਤੁਸੀਂ ਜਾਣੋਗੇ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ!
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 14] ਮੈਂ ਆਪਣਾ ਸਾਹ ਤੁਹਾਡੇ ਵਿੱਚ ਪਾਵਾਂਗਾ ਅਤੇ ਤੁਸੀਂ ਜੀਉਂਦੇ ਹੋ ਜਾਵੋਗੇ। ਮੈਂ ਤੁਹਾਨੂੰ ਤੁਹਾਡੀ ਭੂਮੀ ਉੱਤੇ ਵਸਾਵਾਂਗਾ, ਤਦ ਤੁਸੀਂ ਜਾਣੋਗੇ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਨੇ ਆਖਿਆ ਹੈ ਅਤੇ ਮੈਂ ਹੀ ਪੂਰਾ ਕੀਤਾ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 15] ਫੇਰ ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਮੇਰੇ ਕੋਲ ਆਇਆ ਅਤੇ ਆਖਿਆ
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 16] ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਤੂੰ ਇੱਕ ਲੱਕੜੀ ਲੈ ਅਤੇ ਉਹ ਦੇ ਉੱਤੇ ਲਿਖ, “ਯਹੂਦਾਹ ਅਤੇ ਉਹ ਦੇ ਸਾਥੀ ਇਸਰਾਏਲੀਆਂ ਲਈ।” ਫੇਰ ਇੱਕ ਹੋਰ ਲੱਕੜੀ ਲੈ ਅਤੇ ਉਸ ਉੱਤੇ ਲਿਖ, “ਯੂਸੁਫ਼ ਲਈ, ਇਫ਼ਰਾਈਮ ਦੀ ਲੱਕੜੀ, ਅਤੇ ਉਹ ਦੇ ਸਾਥੀ ਸਾਰੇ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਲਈ।”
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 17] ਉਹਨਾਂ ਨੂੰ ਇੱਕ ਦੂਜੀ ਨਾਲ ਜੋੜ ਦੇ, ਤਾਂ ਕਿ ਤੇਰੇ ਲਈ ਇੱਕੋ ਲੱਕੜੀ ਬਣ ਜਾਵੇ ਅਤੇ ਉਹ ਤੇਰੇ ਹੱਥ ਵਿੱਚ ਇੱਕ ਹੋਣਗੀਆਂ।
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 18] ਜਦ ਤੇਰੇ ਲੋਕਾਂ ਦੀ ਸੰਤਾਨ ਤੈਨੂੰ ਆਖੇ ਕਿ ਇਹਨਾਂ ਤੋਂ ਤੇਰਾ ਕੀ ਭਾਵ ਹੈ? ਕੀ ਤੂੰ ਸਾਨੂੰ ਨਹੀਂ ਦੱਸੇਂਗਾ?
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 19] ਤਦ ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਬੋਲ ਕਿ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਵੇਖੋ, ਮੈਂ ਯੂਸੁਫ਼ ਦੀ ਲੱਕੜੀ ਨੂੰ ਜੋ ਇਫ਼ਰਾਈਮ ਦੇ ਹੱਥ ਵਿੱਚ ਹੈ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਗੋਤਾਂ ਨੂੰ ਉਹ ਦੇ ਸਾਥੀਆਂ ਨੂੰ ਲਵਾਂਗਾ। ਮੈਂ ਯਹੂਦਾਹ ਦੀ ਲੱਕੜੀ ਦੇ ਨਾਲ ਉਹ ਨੂੰ ਰੱਖਾਂਗਾ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਇੱਕੋ ਹੀ ਲੱਕੜੀ ਬਣਾਵਾਂਗਾ। ਉਹ ਮੇਰੇ ਹੱਥ ਵਿੱਚ ਇੱਕ ਹੋਣਗੀਆਂ।
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 20] ਉਹ ਲੱਕੜੀਆਂ ਜਿਹਨਾਂ ਉੱਤੇ ਤੂੰ ਲਿਖਦਾ ਹੈਂ, ਉਹਨਾਂ ਦੀਆਂ ਅੱਖਾਂ ਸਾਹਮਣੇ ਤੇਰੇ ਹੱਥ ਵਿੱਚ ਹੋਣਗੀਆਂ।
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 21] ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਬੋਲ ਕਿ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਵੇਖੋ, ਮੈਂ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਕੌਮਾਂ ਦੇ ਵਿੱਚੋਂ ਜਿੱਥੇ-ਜਿੱਥੇ ਉਹ ਗਏ ਹਨ, ਲਵਾਂਗਾ ਅਤੇ ਹਰ ਪਾਸਿਓਂ ਉਹਨਾਂ ਨੂੰ ਇਕੱਠਾ ਕਰਾਂਗਾ। ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਉਹਨਾਂ ਦੀ ਭੂਮੀ ਵਿੱਚ ਲਿਆਵਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 22] ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਉਸ ਦੇਸ ਵਿੱਚ ਇਸਰਾਏਲ ਦੇ ਪਹਾੜਾਂ ਉੱਤੇ ਇੱਕੋ ਹੀ ਕੌਮ ਬਣਾਵਾਂਗਾ ਅਤੇ ਉਹਨਾਂ ਸਾਰਿਆਂ ਉੱਤੇ ਰਾਜ ਕਰਨ ਲਈ ਇੱਕੋ ਹੀ ਰਾਜਾ ਹੋਵੇਗਾ, ਉਹ ਅੱਗੇ ਲਈ ਨਾ ਦੋ ਕੌਮਾਂ ਹੋਣਗੀਆਂ ਅਤੇ ਨਾ ਹੀ ਅੱਗੇ ਨੂੰ ਦੋ ਰਾਜਾਂ ਵਿੱਚ ਵੰਡੇ ਜਾਣਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 23] ਨਾ ਹੀ ਅੱਗੇ ਨੂੰ ਉਹ ਆਪਣੀਆਂ ਮੂਰਤੀਆਂ ਨਾਲ, ਨਾ ਹੀ ਆਪਣੀਆਂ ਘਿਣਾਉਣੀਆਂ ਵਸਤੂਆਂ ਨਾਲ ਅਤੇ ਨਾ ਹੀ ਆਪਣਿਆਂ ਸਾਰਿਆਂ ਅਪਰਾਧਾਂ ਨਾਲ ਆਪਣੇ ਆਪ ਨੂੰ ਭਰਿਸ਼ਟ ਕਰਨਗੇ, ਸਗੋਂ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਉਹਨਾਂ ਦੇ ਸਾਰਿਆਂ ਵਸੇਬਿਆਂ ਵਿੱਚੋਂ ਜਿੱਥੇ ਉਹਨਾਂ ਨੇ ਪਾਪ ਕੀਤਾ ਹੈ, ਬਚਾਵਾਂਗਾ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਸ਼ੁੱਧ ਕਰਾਂਗਾ, ਇਸ ਲਈ ਉਹ ਮੇਰੀ ਪਰਜਾ ਹੋਣਗੇ ਅਤੇ ਮੈਂ ਉਹਨਾਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਹੋਵਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 24] ਮੇਰਾ ਦਾਸ ਦਾਊਦ ਉਹਨਾਂ ਉੱਤੇ ਰਾਜਾ ਹੋਵੇਗਾ ਅਤੇ ਉਹਨਾਂ ਸਾਰਿਆਂ ਦਾ ਇੱਕੋ ਹੀ ਆਜੜੀ ਹੋਵੇਗਾ। ਉਹ ਮੇਰੇ ਹੁਕਮਾਂ ਵਿੱਚ ਚੱਲਣਗੇ ਅਤੇ ਮੇਰੀਆਂ ਬਿਧੀਆਂ ਨੂੰ ਮੰਨ ਕੇ ਉਹਨਾਂ ਦੀ ਪਾਲਣਾ ਕਰਨਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 25] ਉਹ ਉਸ ਦੇਸ ਵਿੱਚ ਜਿਹੜਾ ਮੈਂ ਆਪਣੇ ਦਾਸ ਯਾਕੂਬ ਨੂੰ ਦਿੱਤਾ ਸੀ, ਜਿਸ ਵਿੱਚ ਤੁਹਾਡੇ ਪਿਉ-ਦਾਦੇ ਵੱਸਦੇ ਸਨ, ਵੱਸਣਗੇ ਅਤੇ ਉਹ, ਉਹਨਾਂ ਦੀ ਸੰਤਾਨ ਅਤੇ ਉਹਨਾਂ ਦੀ ਸੰਤਾਨ ਦੀ ਸੰਤਾਨ ਸਦਾ ਤੱਕ ਉਸ ਵਿੱਚ ਸਦਾ ਲਈ ਵੱਸਣਗੇ। ਮੇਰਾ ਦਾਸ ਦਾਊਦ ਸਦਾ ਲਈ ਉਹਨਾਂ ਦਾ ਰਾਜਕੁਮਾਰ ਹੋਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 26] ਮੈਂ ਉਹਨਾਂ ਦੇ ਨਾਲ ਸ਼ਾਂਤੀ ਦਾ ਨੇਮ ਅਰਥਾਤ ਸਦਾ ਦਾ ਨੇਮ ਬੰਨ੍ਹਾਂਗਾ, ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਵਸਾਵਾਂਗਾ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਵਧਾਵਾਂਗਾ। ਉਹਨਾਂ ਦੇ ਵਿਚਕਾਰ ਆਪਣੇ ਪਵਿੱਤਰ ਸਥਾਨ ਨੂੰ ਸਦਾ ਲਈ ਕਾਇਮ ਕਰਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 27] ਮੇਰਾ ਡੇਰਾ ਵੀ ਉਹਨਾਂ ਦੇ ਵਿੱਚ ਹੋਵੇਗਾ, ਮੈਂ ਉਹਨਾਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਹੋਵਾਂਗਾ ਅਤੇ ਉਹ ਮੇਰੀ ਪਰਜਾ ਹੋਣਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 37 | Verse 28] ਮੇਰਾ ਪਵਿੱਤਰ ਸਥਾਨ ਸਦਾ ਲਈ ਉਹਨਾਂ ਦੇ ਵਿਚਕਾਰ ਹੋਵੇਗਾ, ਤਾਂ ਕੌਮਾਂ ਜਾਣਨਗੀਆਂ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ, ਜਿਹੜਾ ਇਸਰਾਏਲ ਨੂੰ ਪਵਿੱਤਰ ਕਰਦਾ ਹਾਂ!
