[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 1] ਗੋਤਾਂ ਦੇ ਨਾਮ ਇਹ ਹਨ - ਐਨ ਉੱਤਰ ਵਿੱਚ ਹਥਲੋਨ ਦੇ ਰਸਤੇ ਦੇ ਨਾਲ-ਨਾਲ ਹਮਾਥ ਦੇ ਦਰਵਾਜ਼ੇ ਤੱਕ, ਹਸਰ-ਏਨਾਨ ਤੱਕ ਜਿਹੜਾ ਦੰਮਿਸ਼ਕ ਦੀ ਉੱਤਰੀ ਹੱਦ ਤੇ ਹਮਾਥ ਦੇ ਕੋਲ ਹੈ। ਪੂਰਬ ਤੋਂ ਪੱਛਮ ਤੱਕ ਦਾਨ ਦੇ ਲਈ ਇੱਕ ਭਾਗ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 12] ਦੇਸ ਦੀ ਭੇਟਾਂ ਵਿੱਚੋਂ ਲੇਵੀ ਦੇ ਭਾਗ ਦੀ ਹੱਦ ਕੋਲ ਇਹ ਉਹਨਾਂ ਦੇ ਲਈ ਭੇਟਾਂ ਹੋਵੇਗੀ, ਜਿਹੜੀ ਅੱਤ ਪਵਿੱਤਰ ਹੋਵੇਗੀ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 13] ਜਾਜਕਾਂ ਦੀ ਹੱਦ ਦੇ ਸਾਹਮਣੇ ਲੇਵੀ ਦੇ ਲਈ ਇੱਕ ਭਾਗ ਹੋਵੇਗਾ, ਪੱਚੀ ਹਜ਼ਾਰ ਲੰਮਾ ਅਤੇ ਦਸ ਹਜ਼ਾਰ ਚੌੜਾ। ਉਹ ਦੀ ਸਾਰੀ ਲੰਬਾਈ ਪੱਚੀ ਹਜ਼ਾਰ ਅਤੇ ਚੌੜਾਈ ਦਸ ਹਜ਼ਾਰ ਹੋਵੇਗੀ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 14] ਉਹ ਉਸ ਵਿੱਚੋਂ ਨਾ ਵੇਚਣ, ਨਾ ਕਿਸੇ ਨਾਲ ਬਦਲਣ, ਅਤੇ ਨਾ ਦੇਸ ਦਾ ਪਹਿਲਾ ਫਲ ਆਪਣੇ ਕੋਲੋਂ ਜਾਣ ਦੇਣ, ਕਿਉਂ ਜੋ ਉਹ ਯਹੋਵਾਹ ਲਈ ਪਵਿੱਤਰ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 15] ਉਹ ਪੰਜ ਹਜ਼ਾਰ ਦੀ ਚੌੜਾਈ ਦਾ ਬਾਕੀ ਭਾਗ ਉਸ ਪੱਚੀ ਹਜ਼ਾਰ ਦੇ ਸਾਹਮਣੇ ਸ਼ਹਿਰ ਅਤੇ ਉਹ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਦੇ ਲਈ ਸ਼ਾਮਲਾਟ ਹੋਵੇਗੀ ਅਤੇ ਸ਼ਹਿਰ ਉਹ ਦੇ ਵਿਚਕਾਰ ਹੋਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 16] ਉਹ ਦੀ ਮਿਣਤੀ ਇਹ ਹੋਵੇਗੀ - ਉਤਰ ਵੱਲ ਚਾਰ ਹਜ਼ਾਰ ਪੰਜ ਸੌ, ਦੱਖਣ ਵੱਲ ਚਾਰ ਹਜ਼ਾਰ ਪੰਜ ਸੌ, ਤੇ ਪੂਰਬ ਵੱਲ ਚਾਰ ਹਜ਼ਾਰ ਪੰਜ ਸੌ ਅਤੇ ਪੱਛਮ ਵੱਲ ਚਾਰ ਹਜ਼ਾਰ ਪੰਜ ਸੌ ਹੱਥ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 17] ਸ਼ਹਿਰ ਦੀ ਸ਼ਾਮਲਾਟ ਉੱਤਰ ਵੱਲ ਦੋ ਸੌ ਪੰਜਾਹ, ਦੱਖਣ ਵੱਲ ਦੋ ਸੌ ਪੰਜਾਹ, ਪੂਰਬ ਵੱਲ ਦੋ ਸੌ ਪੰਜਾਹ ਅਤੇ ਪੱਛਮ ਵੱਲ ਦੋ ਸੌ ਪੰਜਾਹ ਹੱਥ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 18] ਪਵਿੱਤਰ ਭੇਟਾਂ ਦੇ ਸਾਹਮਣੇ ਰਹਿੰਦੀ ਲੰਬਾਈ ਪੂਰਬ ਵੱਲ ਦਸ ਹਜ਼ਾਰ ਅਤੇ ਪੱਛਮ ਵੱਲ ਦਸ ਹਜ਼ਾਰ ਉਹ ਪਵਿੱਤਰ ਭੇਟਾਂ ਦੇ ਸਾਹਮਣੇ ਹੋਵੇਗੀ ਅਤੇ ਉਹ ਦਾ ਹਾਸਲ ਉਹਨਾਂ ਦੇ ਖਾਣ-ਪੀਣ ਲਈ ਹੋਵੇਗਾ, ਜਿਹੜੇ ਸ਼ਹਿਰ ਵਿੱਚ ਕੰਮ ਕਰਦੇ ਹਨ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 19] ਸ਼ਹਿਰ ਵਿੱਚ ਕੰਮ ਕਰਨ ਵਾਲੇ ਇਸਰਾਏਲ ਦੇ ਸਾਰੇ ਗੋਤਾਂ ਵਿੱਚੋਂ ਉਸ ਦੀ ਸੇਵਾ ਕਰਨਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 20] ਭੇਟਾਂ ਦੇ ਸਾਰੇ ਭਾਗ ਦੀ ਲੰਬਾਈ ਪੱਚੀ ਹਜ਼ਾਰ ਅਤੇ ਚੌੜਾਈ ਪੱਚੀ ਹਜ਼ਾਰ ਹੋਵੇਗੀ, ਤੁਸੀਂ ਪਵਿੱਤਰ ਭੇਟਾਂ ਦੇ ਭਾਗ ਨੂੰ ਵਰਗਾਕਾਰ ਦੀ ਸ਼ਕਲ ਵਿੱਚ ਸ਼ਹਿਰ ਦੀ ਮਿਰਾਸ ਦੇ ਨਾਲ ਛੱਡੋਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 21] ਰਹਿੰਦਾ ਜਿਹੜਾ ਪਵਿੱਤਰ ਭੇਟਾਂ ਦਾ ਭਾਗ ਅਤੇ ਸ਼ਹਿਰ ਦੀ ਮਿਰਾਸ ਦੇ ਦੋਵੇਂ ਪਾਸੇ ਰਾਜਕੁਮਾਰ ਲਈ ਹੋਣਗੇ ਅਤੇ ਜਿਹੜਾ ਭੇਟਾਂ ਦੇ ਭਾਗ ਦੇ ਪੱਚੀ ਹਜ਼ਾਰ ਦੇ ਸਾਹਮਣੇ ਪੂਰਬ ਵੱਲ ਅਤੇ ਪੱਚੀ ਹਜ਼ਾਰ ਦੇ ਸਾਹਮਣੇ ਪੱਛਮ ਵੱਲ ਰਾਜਕੁਮਾਰ ਦੇ ਭਾਗਾਂ ਦੇ ਸਾਹਮਣੇ ਹੈ, ਉਹ ਰਾਜਕੁਮਾਰ ਦੇ ਲਈ ਹੋਵੇਗਾ ਅਤੇ ਪਵਿੱਤਰ ਭੇਟਾਂ ਦਾ ਭਾਗ ਅਤੇ ਪਵਿੱਤਰ ਸਥਾਨ ਅਤੇ ਭਵਨ ਉਹ ਦੇ ਵਿਚਕਾਰ ਹੋਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 22] ਲੇਵੀ ਦੀ ਮਿਰਾਸ ਵਿੱਚੋਂ ਅਤੇ ਸ਼ਹਿਰ ਦੀ ਮਿਰਾਸ ਵਿੱਚੋਂ ਜਿਹੜੀ ਰਾਜਕੁਮਾਰ ਦੀ ਮਿਰਾਸ ਦੇ ਵਿਚਕਾਰ ਹੈ, ਯਹੂਦਾਹ ਦੀ ਹੱਦ ਅਤੇ ਬਿਨਯਾਮੀਨ ਦੀ ਹੱਦ ਦੇ ਵਿਚਾਲੇ, ਰਾਜਕੁਮਾਰ ਦੇ ਲਈ ਹੋਵੇਗੀ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 23] ਬਾਕੀ ਗੋਤਾਂ ਦੇ ਲਈ ਅਜਿਹਾ ਹੋਵੇਗਾ ਕਿ ਪੂਰਬੀ ਹੱਦ ਤੋਂ ਪੱਛਮੀ ਹੱਦ ਤੱਕ ਬਿਨਯਾਮੀਨ ਦੇ ਲਈ ਇੱਕ ਭਾਗ ਹੋਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 24] ਬਿਨਯਾਮੀਨ ਦੀ ਹੱਦ ਦੇ ਨਾਲ ਲੱਗਵੀਂ ਪੂਰਬੀ ਹੱਦ ਤੋਂ ਪੱਛਮੀ ਹੱਦ ਤੱਕ ਸ਼ਿਮਓਨ ਦੇ ਲਈ ਇੱਕ ਭਾਗ ਹੋਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 25] ਸ਼ਿਮਓਨ ਦੀ ਹੱਦ ਦੇ ਨਾਲ ਲੱਗਵੀਂ ਪੂਰਬੀ ਹੱਦ ਤੋਂ ਪੱਛਮੀ ਹੱਦ ਤੱਕ ਯਿੱਸਾਕਾਰ ਦੇ ਲਈ ਇੱਕ ਭਾਗ ਹੋਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 26] ਯਿੱਸਾਕਾਰ ਦੀ ਹੱਦ ਦੇ ਨਾਲ ਲੱਗਵੀਂ ਪੂਰਬੀ ਹੱਦ ਤੋਂ ਪੱਛਮੀ ਹੱਦ ਤੱਕ ਜ਼ਬੂਲੁਨ ਦੇ ਲਈ ਇੱਕ ਭਾਗ ਹੋਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 27] ਜ਼ਬੂਲੁਨ ਦੀ ਹੱਦ ਦੇ ਨਾਲ ਲੱਗਵੀਂ ਪੂਰਬੀ ਹੱਦ ਤੋਂ ਪੱਛਮੀ ਹੱਦ ਤੱਕ ਗਾਦ ਦੇ ਲਈ ਇੱਕ ਭਾਗ ਹੋਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 28] ਗਾਦ ਦੀ ਹੱਦ ਦੇ ਨਾਲ ਲੱਗਵੀਂ ਦੱਖਣ ਵੱਲ ਦੱਖਣੀ ਕੰਢੇ ਦੀ ਹੱਦ ਤਾਮਾਰ ਤੋਂ ਲੈ ਕੇ ਮਰੀਬੋਥ-ਕਾਦੇਸ਼ ਦੇ ਪਾਣੀ ਤੋਂ ਮਿਸਰ ਦੀ ਨਦੀ ਤੋਂ ਹੋ ਕੇ ਵੱਡੇ ਸਾਗਰ ਤੱਕ ਹੋਵੇਗੀ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 29] ਇਹ ਉਹ ਦੇਸ ਹੈ ਜਿਹ ਨੂੰ ਤੁਸੀਂ ਮਿਰਾਸ ਦੇ ਲਈ ਪਰਚੀਆਂ ਪਾ ਕੇ ਇਸਰਾਏਲ ਦੇ ਗੋਤਾਂ ਦੇ ਵਿੱਚ ਵੰਡੋਗੇ ਅਤੇ ਇਹ ਉਹਨਾਂ ਦੇ ਭਾਗ ਹਨ, ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 30] ਸ਼ਹਿਰ ਤੋਂ ਬਾਹਰ ਜਾਣ ਵਾਲੇ ਰਾਹ ਇਹ ਹਨ - ਉਤਰ ਵੱਲ ਮਿਣਤੀ ਚਾਰ ਹਜ਼ਾਰ ਪੰਜ ਸੌ
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 31] ਅਤੇ ਸ਼ਹਿਰ ਦੇ ਫਾਟਕਾਂ ਦੇ ਨਾਮ ਇਸਰਾਏਲ ਗੋਤਾਂ ਦੇ ਨਾਵਾਂ ਤੇ ਰੱਖੇ ਜਾਣਗੇ। ਤਿੰਨ ਫਾਟਕ ਉੱਤਰ ਵੱਲ - ਇੱਕ ਫਾਟਕ ਰਊਬੇਨ ਦਾ, ਇੱਕ ਫਾਟਕ ਯਹੂਦਾਹ ਦਾ, ਇੱਕ ਫਾਟਕ ਲੇਵੀ ਦਾ ਹੋਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 32] ਪੂਰਬ ਵੱਲ ਦੀ ਮਿਣਤੀ ਚਾਰ ਹਜ਼ਾਰ ਪੰਜ ਸੌ ਅਤੇ ਤਿੰਨ ਫਾਟਕ - ਇੱਕ ਫਾਟਕ ਯੂਸੁਫ਼ ਦਾ, ਇੱਕ ਫਾਟਕ ਬਿਨਯਾਮੀਨ ਦਾ, ਇੱਕ ਫਾਟਕ ਦਾਨ ਦਾ ਹੋਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 33] ਦੱਖਣ ਵੱਲ ਦੀ ਮਿਣਤੀ ਚਾਰ ਹਜ਼ਾਰ ਪੰਜ ਸੌ ਅਤੇ ਤਿੰਨ ਫਾਟਕ - ਇੱਕ ਫਾਟਕ ਸ਼ਿਮਓਨ ਦਾ, ਇੱਕ ਫਾਟਕ ਯਿੱਸਾਕਾਰ ਦਾ, ਅਤੇ ਇੱਕ ਫਾਟਕ ਜ਼ਬੂਲੁਨ ਦਾ ਹੋਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 34] ਪੱਛਮ ਵੱਲ ਦੀ ਮਿਣਤੀ ਚਾਰ ਹਜ਼ਾਰ ਪੰਜ ਸੌ ਅਤੇ ਤਿੰਨ ਫਾਟਕ - ਇੱਕ ਫਾਟਕ ਗਾਦ ਦਾ, ਇੱਕ ਫਾਟਕ ਆਸ਼ੇਰ ਦਾ, ਇੱਕ ਫਾਟਕ ਨਫ਼ਤਾਲੀ ਦਾ ਹੋਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 48 | Verse 35] ਉਹ ਦਾ ਘੇਰਾ ਅਠਾਰਾਂ ਹਜ਼ਾਰ ਅਤੇ ਸ਼ਹਿਰ ਦਾ ਨਾਮ ਉਸੇ ਦਿਨ ਤੋਂ ਇਹ ਹੋਵੇਗਾ ਕਿ “ਯਹੋਵਾਹ ਸ਼ਾਮਾ ਹੈ।”
