[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 1] ਫਿਰ ਉਸ ਨੇ ਮੈਨੂੰ ਆਖਿਆ ਕਿ ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਜੋ ਕੁਝ ਤੈਨੂੰ ਮਿਲਿਆ ਹੈ, ਉਸ ਨੂੰ ਖਾ ਲੈ! ਇਸ ਲਪੇਟਵੀਂ ਪੱਤ੍ਰੀ ਨੂੰ ਖਾ ਲੈ ਅਤੇ ਜਾ ਕੇ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਨਾਲ ਬੋਲ!
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 12] ਫਿਰ ਪਰਮੇਸ਼ੁਰ ਦੇ ਆਤਮਾ ਨੇ ਮੈਨੂੰ ਚੁੱਕ ਲਿਆ ਅਤੇ ਮੈਂ ਆਪਣੇ ਪਿੱਛੇ ਇੱਕ ਵੱਡੀ ਭੂਚਾਲ ਵਰਗੀ ਅਵਾਜ਼ ਸੁਣੀ ਜੋ ਇਸ ਤਰ੍ਹਾਂ ਸੀ ਕਿ ਯਹੋਵਾਹ ਦਾ ਪਰਤਾਪ ਉਹ ਦੇ ਸਥਾਨ ਤੋਂ ਮੁਬਾਰਕ ਹੋਵੇ!
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 13] ਉਸ ਦੇ ਨਾਲ ਹੀ ਜੀਵਾਂ ਦੇ ਖੰਭਾਂ ਦੇ ਇੱਕ ਦੂਜੇ ਨਾਲ ਛੂਹਣ ਦੀ ਅਵਾਜ਼, ਉਹਨਾਂ ਦੇ ਪਹੀਆਂ ਦੀ ਅਵਾਜ਼ ਅਤੇ ਇੱਕ ਵੱਡੇ ਭੂਚਾਲ ਦੀ ਅਵਾਜ਼, ਮੈਂ ਸੁਣੀ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 14] ਪਰਮੇਸ਼ੁਰ ਦਾ ਆਤਮਾ ਮੈਨੂੰ ਚੁੱਕ ਕੇ ਲੈ ਗਿਆ, ਸੋ ਮੈਂ ਆਤਮਾ ਦੀ ਕੁੜੱਤਣ ਅਤੇ ਕ੍ਰੋਧ ਵਿੱਚ ਤੁਰ ਪਿਆ ਅਤੇ ਯਹੋਵਾਹ ਦਾ ਹੱਥ ਮੇਰੇ ਉੱਤੇ ਭਾਰੀ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 15] ਮੈਂ ਤੇਲ-ਆਬੀਬ ਵਿੱਚ ਗੁਲਾਮਾਂ ਦੇ ਕੋਲ ਜਿਹੜੇ ਕਬਾਰ ਨਹਿਰ ਦੇ ਕੋਲ ਵੱਸਦੇ ਸਨ, ਪਹੁੰਚਿਆ ਅਤੇ ਜਿੱਥੇ ਉਹ ਰਹਿੰਦੇ ਸਨ ਅਤੇ ਮੈਂ ਸੱਤ ਦਿਨਾਂ ਤੱਕ ਉਹਨਾਂ ਦੇ ਵਿਚਕਾਰ ਹੈਰਾਨ ਹੋ ਕੇ ਬੈਠਾ ਰਿਹਾ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 16] ਸੱਤ ਦਿਨਾਂ ਬਾਅਦ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਮੇਰੇ ਕੋਲ ਆਇਆ ਤੇ ਆਖਿਆ
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 17] ਕਿ ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਮੈਂ ਤੈਨੂੰ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਲਈ ਰਾਖ਼ਾ ਬਣਾਇਆ ਹੈ, ਇਸ ਲਈ ਤੂੰ ਮੇਰੇ ਮੂੰਹ ਦਾ ਬਚਨ ਸੁਣ ਅਤੇ ਮੇਰੇ ਵੱਲੋਂ ਉਹਨਾਂ ਨੂੰ ਚੇਤਾਵਨੀ ਦੇ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 18] ਜਦੋਂ ਮੈਂ ਦੁਸ਼ਟ ਨੂੰ ਆਖਾਂ ਕਿ ਤੂੰ ਪੱਕਾ ਹੀ ਮਰੇਂਗਾ ਅਤੇ ਤੂੰ ਉਸ ਨੂੰ ਚੇਤਾਵਨੀ ਨਾ ਦੇਵੇਂ ਅਤੇ ਦੁਸ਼ਟ ਨੂੰ ਉਹ ਦੀ ਬੁਰਾਈ ਤੋਂ ਚੌਕਸ ਨਾ ਕਰੇਂ, ਤਾਂ ਕਿ ਉਹ ਜੀਉਂਦਾ ਰਹੇ; ਤਾਂ ਦੁਸ਼ਟ ਆਪਣੀ ਬਦੀ ਵਿੱਚ ਤਾਂ ਮਰੇਗਾ, ਪਰ ਮੈਂ ਉਹ ਦੇ ਖੂਨ ਦਾ ਬਦਲਾ ਤੇਰੇ ਹੱਥੋਂ ਲਵਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 19] ਪਰ ਜੇ ਤੂੰ ਦੁਸ਼ਟ ਨੂੰ ਚੇਤਾਵਨੀ ਦੇਵੇਂ ਅਤੇ ਉਹ ਆਪਣੀ ਬੁਰਾਈ ਅਤੇ ਬੁਰੇ ਕੰਮਾਂ ਤੋਂ ਨਾ ਮੁੜੇ, ਤਾਂ ਉਹ ਆਪਣੇ ਪਾਪ ਵਿੱਚ ਮਰੇਗਾ, ਪਰ ਤੂੰ ਆਪਣੀ ਜਾਨ ਨੂੰ ਬਚਾ ਲਵੇਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 20] ਜੇਕਰ ਕੋਈ ਧਰਮੀ ਆਪਣੇ ਧਰਮ ਤੋਂ ਮੁੜ ਕੇ ਬਦੀ ਕਰੇ ਅਤੇ ਮੈਂ ਉਹ ਦੇ ਅੱਗੇ ਠੋਕਰ ਲਾਉਣ ਵਾਲਾ ਪੱਥਰ ਰੱਖਾਂ ਤਾਂ ਉਹ ਮਰ ਜਾਵੇਗਾ, ਕਿਉਂਕਿ ਤੂੰ ਉਹ ਨੂੰ ਚੇਤਾਵਨੀ ਨਹੀਂ ਦਿੱਤੀ। ਉਹ ਆਪਣੇ ਪਾਪ ਵਿੱਚ ਮਰੇਗਾ ਅਤੇ ਉਹ ਦੇ ਧਰਮ ਦੇ ਕੰਮ ਜਿਹੜੇ ਉਸ ਨੇ ਕੀਤੇ ਚੇਤੇ ਨਾ ਕੀਤੇ ਜਾਣਗੇ, ਪਰ ਮੈਂ ਉਹ ਦੇ ਖੂਨ ਦਾ ਬਦਲਾ ਤੇਰੇ ਹੱਥੋਂ ਲਵਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 21] ਪਰ ਜੇ ਤੂੰ ਉਸ ਧਰਮੀ ਨੂੰ ਚੇਤਾਵਨੀ ਦੇਵੇਂ ਤਾਂ ਕਿ ਉਹ ਧਰਮੀ ਪਾਪ ਨਾ ਕਰੇ ਅਤੇ ਉਹ ਪਾਪਾਂ ਤੋਂ ਬਚਿਆ ਰਹੇ, ਤਾਂ ਉਹ ਪੱਕਾ ਹੀ ਜੀਵੇਗਾ, ਇਸ ਲਈ ਕਿ ਉਹ ਨੇ ਚੇਤਾਵਨੀ ਮੰਨੀ ਅਤੇ ਤੂੰ ਆਪਣੀ ਜਾਨ ਬਚਾ ਲਵੇਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 22] ਉੱਥੇ ਯਹੋਵਾਹ ਦਾ ਹੱਥ ਮੇਰੇ ਉੱਤੇ ਸੀ ਅਤੇ ਉਸ ਨੇ ਮੈਨੂੰ ਆਖਿਆ, ਉੱਠ, ਮੈਦਾਨ ਨੂੰ ਜਾ ਅਤੇ ਉੱਥੇ ਮੈਂ ਤੇਰੇ ਨਾਲ ਗੱਲਾਂ ਕਰਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 23] ਤਦ ਮੈਂ ਉੱਠ ਕੇ ਮੈਦਾਨ ਨੂੰ ਗਿਆ। ਤਾਂ ਵੇਖੋ, ਯਹੋਵਾਹ ਦਾ ਪਰਤਾਪ ਉਸ ਪਰਤਾਪ ਵਾਂਗੂੰ ਜੋ ਮੈਂ ਕਬਾਰ ਨਹਿਰ ਦੇ ਉੱਤੇ ਵੇਖਿਆ ਸੀ, ਖੜ੍ਹਾ ਸੀ ਅਤੇ ਮੈਂ ਮੂਧੇ ਮੂੰਹ ਡਿੱਗ ਪਿਆ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 24] ਤਦ ਪਰਮੇਸ਼ੁਰ ਦੇ ਆਤਮਾ ਨੇ ਮੇਰੇ ਵਿੱਚ ਆ ਕੇ ਮੈਨੂੰ ਪੈਰਾਂ ਉੱਤੇ ਖੜ੍ਹਾ ਕੀਤਾ ਅਤੇ ਮੇਰੇ ਨਾਲ ਗੱਲਾਂ ਕੀਤੀਆਂ ਅਤੇ ਮੈਨੂੰ ਆਖਿਆ, ਜਾ ਅਤੇ ਆਪਣੇ ਘਰ ਦਾ ਬੂਹਾ ਬੰਦ ਕਰ ਲੈ!
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 25] ਪਰ ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਵੇਖ, ਉਹ ਰੱਸੀਆਂ ਨਾਲ ਤੈਨੂੰ ਬੰਨ੍ਹਣਗੇ ਤਾਂ ਕਿ ਤੂੰ ਉਹਨਾਂ ਦੇ ਵਿੱਚੋਂ ਬਾਹਰ ਨਾ ਜਾ ਸਕੇਂ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 26] ਮੈਂ ਤੇਰੀ ਜੀਭ ਤੇਰੇ ਤਾਲੂ ਨਾਲ ਜੋੜ ਦਿਆਂਗਾ ਕਿ ਤੂੰ ਗੂੰਗਾ ਹੋ ਜਾਵੇਂ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਤਾੜਨਾ ਨਾ ਦੇ ਸਕੇਂ, ਕਿਉਂ ਜੋ ਉਹ ਵਿਦਰੋਹੀ ਘਰਾਣਾ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 27] ਪਰ ਜਦੋਂ ਮੈਂ ਤੇਰੇ ਨਾਲ ਗੱਲਾਂ ਕਰਾਂਗਾ, ਤਾਂ ਤੇਰਾ ਮੂੰਹ ਖੋਲ੍ਹਾਂਗਾ ਤਦ ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਆਖੇਂਗਾ ਕਿ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ ਕਿ ਜੋ ਸੁਣਦਾ ਹੈ ਸੁਣੇ ਅਤੇ ਜਿਹੜਾ ਨਹੀਂ ਸੁਣਨਾ ਚਾਹੁੰਦਾ ਉਹ ਨਾ ਸੁਣੇ, ਕਿਉਂ ਜੋ ਉਹ ਵਿਦਰੋਹੀ ਘਰਾਣੇ ਦੇ ਹਨ।
