[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 1] ਸੱਤਵੇਂ ਸਾਲ ਦੇ ਪੰਜਵੇਂ ਮਹੀਨੇ ਦੀ ਦਸ ਤਾਰੀਖ਼ ਨੂੰ ਇਹ ਹੋਇਆ ਕਿ ਇਸਰਾਏਲ ਦੇ ਕੁਝ ਬਜ਼ੁਰਗ ਮਨੁੱਖ ਯਹੋਵਾਹ ਤੋਂ ਕੁਝ ਪੁੱਛਣ ਨੂੰ ਆਏ ਅਤੇ ਮੇਰੇ ਸਾਹਮਣੇ ਬੈਠ ਗਏ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 12] ਨਾਲੇ ਮੈਂ ਆਪਣੇ ਸਬਤ ਵੀ ਉਹਨਾਂ ਨੂੰ ਦਿੱਤੇ, ਤਾਂ ਜੋ ਉਹ ਮੇਰੇ ਅਤੇ ਉਹਨਾਂ ਦੇ ਵਿਚਾਲੇ ਨਿਸ਼ਾਨ ਹੋਣ, ਤਾਂ ਜੋ ਉਹ ਜਾਣਨ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਉਹਨਾਂ ਨੂੰ ਪਵਿੱਤਰ ਕਰਨ ਵਾਲਾ ਹਾਂ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 13] ਪਰ ਇਸਰਾਏਲ ਦਾ ਘਰਾਣਾ ਉਜਾੜ ਵਿੱਚ ਮੇਰੇ ਤੋਂ ਬਾਗੀ ਹੋ ਗਿਆ, ਉਹ ਮੇਰੀਆਂ ਬਿਧੀਆਂ ਉੱਤੇ ਨਾ ਤੁਰੇ ਅਤੇ ਮੇਰੇ ਹੁਕਮਾਂ ਨੂੰ ਰੱਦ ਕੀਤਾ, ਜਿਹਨਾਂ ਉੱਤੇ ਮਨੁੱਖ ਜੇਕਰ ਅਮਲ ਕਰੇ ਤਾਂ ਉਹਨਾਂ ਦੇ ਵਿੱਚ ਜੀਉਂਦਾ ਰਹੇ, ਪਰ ਉਹਨਾਂ ਮੇਰੇ ਸਬਤਾਂ ਨੂੰ ਬਹੁਤ ਪਲੀਤ ਕੀਤਾ। ਤਦ ਮੈਂ ਆਖਿਆ ਕਿ ਮੈਂ ਉਜਾੜ ਵਿੱਚ ਉਹਨਾਂ ਉੱਤੇ ਆਪਣਾ ਕਹਿਰ ਪਾ ਕੇ ਉਹਨਾਂ ਦਾ ਵਿਨਾਸ਼ ਕਰ ਦਿਆਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 14] ਪਰ ਮੈਂ ਆਪਣੇ ਨਾਮ ਦੇ ਲਈ ਅਜਿਹਾ ਕੀਤਾ, ਤਾਂ ਜੋ ਮੇਰਾ ਨਾਮ ਉਹਨਾਂ ਕੌਮਾਂ ਦੀਆਂ ਨਜ਼ਰਾਂ ਵਿੱਚ ਪਲੀਤ ਨਾ ਹੋਵੇ, ਜਿਹਨਾਂ ਦੇ ਸਾਹਮਣੇ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਕੱਢ ਕੇ ਲਿਆਇਆ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 15] ਨਾਲੇ ਮੈਂ ਉਜਾੜ ਵਿੱਚ ਉਹਨਾਂ ਦੇ ਨਾਲ ਸਹੁੰ ਖਾਧੀ ਕਿ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਉਸ ਦੇਸ ਵਿੱਚ ਨਹੀਂ ਲਿਆਵਾਂਗਾ, ਜੋ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਦਿੱਤਾ, ਜਿਸ ਵਿੱਚ ਦੁੱਧ ਅਤੇ ਸ਼ਹਿਦ ਵਗਦਾ ਸੀ ਅਤੇ ਜਿਹੜਾ ਸਾਰੇ ਦੇਸਾਂ ਦੀ ਸ਼ਾਨ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 16] ਕਿਉਂ ਜੋ ਉਹਨਾਂ ਨੇ ਮੇਰੇ ਹੁਕਮਾਂ ਨੂੰ ਰੱਦ ਕੀਤਾ ਅਤੇ ਮੇਰੀਆਂ ਬਿਧੀਆਂ ਵਿੱਚ ਨਾ ਚਲੇ ਸਗੋਂ ਮੇਰੇ ਸਬਤਾਂ ਨੂੰ ਪਲੀਤ ਕੀਤਾ, ਇਸ ਲਈ ਕਿ ਉਹਨਾਂ ਦੇ ਦਿਲ ਉਹਨਾਂ ਦੀਆਂ ਮੂਰਤਾਂ ਦੇ ਪਿੱਛੇ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 17] ਤਾਂ ਵੀ ਮੇਰੀਆਂ ਅੱਖਾਂ ਨੇ ਉਹਨਾਂ ਨੂੰ ਬਰਬਾਦ ਕਰਨ ਤੋਂ ਲਿਹਾਜ਼ ਕੀਤਾ, ਨਾ ਹੀ ਮੈਂ ਉਹਨਾਂ ਦਾ ਉਜਾੜ ਵਿੱਚ ਪੂਰਾ ਅੰਤ ਕੀਤਾ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 18] ਮੈਂ ਉਜਾੜ ਵਿੱਚ ਉਹਨਾਂ ਦੇ ਪੁੱਤਰਾਂ ਨੂੰ ਆਖਿਆ ਕਿ ਤੁਸੀਂ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੀਆਂ ਬਿਧੀਆਂ ਅਨੁਸਾਰ ਨਾ ਚੱਲੋ, ਨਾ ਉਹਨਾਂ ਦੇ ਹੁਕਮਾਂ ਦੀ ਪਾਲਣਾ ਕਰੋ ਅਤੇ ਉਹਨਾਂ ਦੀਆਂ ਮੂਰਤੀਆਂ ਨਾਲ ਆਪਣੇ ਆਪ ਨੂੰ ਭਰਿਸ਼ਟ ਨਾ ਕਰੋ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 19] ਮੈਂ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਹਾਂ, ਮੇਰੀਆਂ ਬਿਧੀਆਂ ਤੇ ਚੱਲੋ, ਮੇਰੇ ਹੁਕਮਾਂ ਦੀ ਪਾਲਣਾ ਕਰੋ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਮੰਨੋ
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 20] ਅਤੇ ਮੇਰੇ ਸਬਤਾਂ ਨੂੰ ਪਵਿੱਤਰ ਜਾਣੋ ਕਿ ਉਹ ਮੇਰੇ ਅਤੇ ਤੁਹਾਡੇ ਵਿਚਕਾਰ ਨਿਸ਼ਾਨ ਹੋਣ, ਤਾਂ ਜੋ ਤੁਸੀਂ ਜਾਣੋ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਹਾਂ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 21] ਪਰ ਪੁੱਤਰ ਮੇਰੇ ਵਿਰੁੱਧ ਵਿਦਰੋਹੀ ਹੋਏ, ਉਹ ਮੇਰੀਆਂ ਬਿਧੀਆਂ ਉੱਤੇ ਨਾ ਚੱਲੇ, ਨਾ ਮੇਰੇ ਹੁਕਮਾਂ ਦੀ ਪਾਲਣਾ ਕਰ ਕੇ ਅਮਲ ਕੀਤਾ, ਜਿਹਨਾਂ ਤੇ ਜੇਕਰ ਕੋਈ ਮਨੁੱਖ ਅਮਲ ਕਰੇ ਤਾਂ ਉਹਨਾਂ ਵਿੱਚ ਜੀਉਂਦਾ ਰਹੇਗਾ। ਉਹਨਾਂ ਨੇ ਮੇਰੇ ਸਬਤਾਂ ਨੂੰ ਪਲੀਤ ਕੀਤਾ, ਤਾਂ ਮੈਂ ਆਖਿਆ, ਮੈਂ ਆਪਣਾ ਕਹਿਰ ਉਹਨਾਂ ਉੱਤੇ ਵਹਾਵਾਂਗਾ ਜੋ ਉਜਾੜ ਵਿੱਚ ਉਹਨਾਂ ਉੱਤੇ ਆਪਣਾ ਗੁੱਸਾ ਪੂਰਾ ਕਰਾਂ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 22] ਫਿਰ ਵੀ ਮੈਂ ਆਪਣਾ ਹੱਥ ਰੋਕੀ ਰੱਖਿਆ ਅਤੇ ਆਪਣੇ ਨਾਮ ਦੇ ਲਈ ਅਜਿਹਾ ਕੀਤਾ, ਤਾਂ ਜੋ ਉਹ ਉਹਨਾਂ ਕੌਮਾਂ ਦੀ ਨਜ਼ਰ ਵਿੱਚ ਜਿਹਨਾਂ ਦੇ ਸਾਹਮਣੇ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਕੱਢ ਕੇ ਲਿਆਇਆ, ਪਲੀਤ ਨਾ ਕੀਤਾ ਜਾਵੇ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 23] ਨਾਲੇ ਮੈਂ ਉਜਾੜ ਵਿੱਚ ਉਹਨਾਂ ਨਾਲ ਸਹੁੰ ਖਾਧੀ ਕਿ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਕੌਮਾਂ ਵਿੱਚ ਖਿਲਾਰਾਂਗਾ ਅਤੇ ਦੇਸਾਂ ਵਿੱਚ ਬਖੇਰਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 24] ਇਸ ਲਈ ਜੋ ਉਹ ਮੇਰੇ ਹੁਕਮਾਂ ਤੇ ਅਮਲ ਨਹੀਂ ਕਰਦੇ ਸਨ, ਪਰ ਮੇਰੀਆਂ ਬਿਧੀਆਂ ਨੂੰ ਉਹਨਾਂ ਰੱਦਿਆ ਸੀ ਅਤੇ ਮੇਰੇ ਸਬਤਾਂ ਨੂੰ ਪਲੀਤ ਕਰਦੇ ਸਨ ਅਤੇ ਉਹਨਾਂ ਦੀ ਨਿਗਾਹ ਉਹਨਾਂ ਦੇ ਪੁਰਖਿਆਂ ਦੀਆਂ ਮੂਰਤੀਆਂ ਦੇ ਪਿੱਛੇ ਲੱਗੀ ਹੋਈ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 25] ਨਾਲੇ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਬਿਧੀਆਂ ਜਿਹੜੀਆਂ ਚੰਗੀਆਂ ਨਹੀਂ ਸਨ ਅਤੇ ਹੁਕਮ ਦਿੱਤੇ ਜਿਹਨਾਂ ਵਿੱਚ ਉਹ ਜੀਉਂਦੇ ਨਾ ਰਹਿਣ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 26] ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਉਹਨਾਂ ਦੇ ਹੀ ਤੋਹਫ਼ਿਆਂ ਵਿੱਚ ਅਰਥਾਤ ਉਹਨਾਂ ਦੇ ਸਾਰੇ ਕੁੱਖ ਦੇ ਖੋਲ੍ਹਣ ਵਾਲਿਆਂ ਨੂੰ ਅੱਗ ਵਿੱਚੋਂ ਦੀ ਲੰਘਾਉਣ ਦੇ ਕਾਰਨ ਭਰਿਸ਼ਟ ਕੀਤਾ, ਤਾਂ ਜੋ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਡਰਾਵਾਂ ਭਈ ਉਹ ਜਾਣਨ ਕਿ ਯਹੋਵਾਹ ਮੈਂ ਹਾਂ!
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 27] ਇਸ ਲਈ ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਤੂੰ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਨਾਲ ਗੱਲ ਕਰ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਆਖ ਕਿ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਐਥੋਂ ਤੱਕ ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਨੇ ਮੇਰੇ ਵਿਰੁੱਧ ਕੁਫ਼ਰ ਬਕਿਆ ਅਤੇ ਮੇਰੇ ਵਿਰੁੱਧ ਬੇਈਮਾਨੀ ਕੀਤੀ
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 28] ਕਿ ਜਦੋਂ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਉਸ ਦੇਸ ਵਿੱਚ ਲਿਆਇਆ ਜਿਹੜਾ ਉਹਨਾਂ ਨੂੰ ਦੇਣ ਦੀ ਮੈਂ ਸਹੁੰ ਖਾਧੀ ਸੀ, ਤਾਂ ਉਹਨਾਂ ਨੇ ਜਿਸ ਉੱਚੇ ਪਰਬਤ ਅਤੇ ਜਿਸ ਸੰਘਣੇ ਰੁੱਖ ਨੂੰ ਵੇਖਿਆ, ਉੱਥੇ ਹੀ ਆਪਣੀਆਂ ਬਲੀਆਂ ਚੜ੍ਹਾਈਆਂ ਅਤੇ ਉੱਥੇ ਹੀ ਕ੍ਰੋਧ ਦਿਵਾਉਣ ਵਾਲੇ ਚੜ੍ਹਾਵੇ ਚੜ੍ਹਾਏ। ਉੱਥੇ ਹੀ ਆਪਣੀ ਸੁਗੰਧੀ ਧੂਫ਼ ਧੁਖਾਈ ਅਤੇ ਉੱਥੇ ਆਪਣੀਆਂ ਪੀਣ ਦੀਆਂ ਭੇਟਾਂ ਡੋਲ੍ਹੀਆਂ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 29] ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਇਹ ਆਖਿਆ ਕਿ ਇਹ ਕੀ ਉੱਚਾ ਸਥਾਨ ਹੈ ਜਿੱਥੇ ਤੁਸੀਂ ਜਾਂਦੇ ਹੋ? ਉਹਨਾਂ ਨੇ ਉਸ ਦਾ ਨਾਮ ਬਾਮਾਹ ਰੱਖਿਆ ਜਿਹੜਾ ਅੱਜ ਤੱਕ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 30] ਇਸ ਲਈ ਤੂੰ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਨੂੰ ਆਖ ਕਿ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਕੀ ਤੁਸੀਂ ਵੀ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਰਾਹ ਵਿੱਚ ਭਰਿਸ਼ਟ ਹੁੰਦੇ ਹੋ? ਅਤੇ ਉਹਨਾਂ ਦੇ ਘਿਣਾਉਣੇ ਕੰਮਾਂ ਦੇ ਮਗਰ ਤੁਸੀਂ ਵੀ ਵਿਭਚਾਰ ਕਰਦੇ ਹੋ?
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 31] ਜਦੋਂ ਤੁਸੀਂ ਆਪਣੀਆਂ ਭੇਟਾਂ ਚੜ੍ਹਾਉਂਦੇ ਹੋ ਅਤੇ ਆਪਣੇ ਪੁੱਤਰਾਂ ਨੂੰ ਅੱਗ ਵਿੱਚੋਂ ਲੰਘਾ ਕੇ ਆਪਣੀਆਂ ਸਾਰੀਆਂ ਮੂਰਤੀਆਂ ਤੋਂ ਆਪਣੇ ਆਪ ਨੂੰ ਅੱਜ ਦੇ ਦਿਨ ਤੱਕ ਭਰਿਸ਼ਟ ਕਰਦੇ ਹੋ, ਤਾਂ ਹੇ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ, ਕੀ ਤੁਸੀਂ ਮੇਰੇ ਕੋਲੋਂ ਕੁਝ ਪੁੱਛ ਸਕਦੇ ਹੋ? ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਆਖਦਾ ਹੈ, ਮੈਨੂੰ ਆਪਣੀ ਜਾਨ ਦੀ ਸਹੁੰ, ਮੇਰੇ ਕੋਲੋਂ ਤੁਸੀਂ ਕੁਝ ਨਾ ਪੁੱਛ ਸਕੋਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 32] ਉਹ ਗੱਲ ਜਿਹੜੀ ਤੁਹਾਡੇ ਮਨ ਵਿੱਚ ਆਉਂਦੀ ਹੈ, ਕਦੇ ਵੀ ਨਹੀਂ ਹੋਵੇਗੀ, ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਕਹਿੰਦੇ ਹੋ ਕਿ ਅਸੀਂ ਵੀ ਦੇਸਾਂ ਦੀਆਂ ਕੌਮਾਂ ਤੇ ਟੱਬਰਾਂ ਵਾਂਗੂੰ ਲੱਕੜ ਅਤੇ ਪੱਥਰ ਦੀ ਪੂਜਾ ਕਰਾਂਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 33] ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਮੈਨੂੰ ਆਪਣੀ ਜਾਨ ਦੀ ਸਹੁੰ, ਮੈਂ ਆਪਣੇ ਬਲਵਾਨ ਹੱਥ ਨਾਲ ਅਤੇ ਪਸਾਰੀ ਹੋਈ ਬਾਂਹ ਨਾਲ ਤੁਹਾਡੇ ਉੱਤੇ ਕਹਿਰ ਵਹਾ ਕੇ ਤੁਹਾਡੇ ਉੱਤੇ ਰਾਜ ਕਰਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 34] ਮੈਂ ਬਲਵਾਨ ਹੱਥ ਅਤੇ ਪਸਾਰੀ ਹੋਈ ਬਾਂਹ ਨਾਲ ਕਹਿਰ ਵਹਾ ਕੇ ਤੁਹਾਨੂੰ ਲੋਕਾਂ ਵਿੱਚੋਂ ਕੱਢ ਲਿਆਵਾਂਗਾ ਅਤੇ ਉਹਨਾਂ ਦੇਸਾਂ ਵਿੱਚੋਂ ਜਿਹਨਾਂ ਵਿੱਚ ਤੁਸੀਂ ਖਿੱਲਰੇ ਹੋ ਇਕੱਠਿਆਂ ਕਰਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 35] ਮੈਂ ਤੁਹਾਨੂੰ ਲੋਕਾਂ ਦੀ ਉਜਾੜ ਵਿੱਚ ਲਿਆਵਾਂਗਾ ਅਤੇ ਉੱਥੇ ਆਹਮੋ-ਸਾਹਮਣੇ ਤੁਹਾਡਾ ਨਿਆਂ ਕਰਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 36] ਜਿਵੇਂ ਮੈਂ ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਦਾ ਮਿਸਰ ਦੇਸ ਦੀ ਉਜਾੜ ਵਿੱਚ ਨਿਆਂ ਕੀਤਾ, ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਮੈਂ ਤੁਹਾਡਾ ਵੀ ਨਿਆਂ ਕਰਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 37] ਮੈਂ ਤੁਹਾਨੂੰ ਆੱਸੇ ਦੇ ਹੇਠੋਂ ਦੀ ਲੰਘਾਵਾਂਗਾ ਅਤੇ ਨੇਮ ਦੇ ਬੰਧਨ ਵਿੱਚ ਲਿਆਵਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 38] ਮੈਂ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਉਹਨਾਂ ਲੋਕਾਂ ਨੂੰ ਜਿਹੜੇ ਮੇਰੇ ਵਿਰੁੱਧ ਬਾਗੀ ਹਨ ਅੱਡ ਕਰਾਂਗਾ, ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਉਸ ਦੇਸ ਵਿੱਚੋਂ ਜਿੱਥੇ ਉਹ ਪਰਦੇਸੀ ਹਨ, ਬਾਹਰ ਕੱਢ ਲਿਆਵਾਂਗਾ ਪਰ ਉਹ ਇਸਰਾਏਲ ਦੇ ਦੇਸ ਵਿੱਚ ਨਾ ਵੜਨਗੇ ਅਤੇ ਤੁਸੀਂ ਜਾਣੋਗੇ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ।
