[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 1] ਤਦ ਉਹ ਮਨੁੱਖ ਮੈਨੂੰ ਹੈਕਲ ਵਿੱਚ ਲਿਆਇਆ ਅਤੇ ਥੰਮਾਂ ਨੂੰ ਮਿਣਿਆ, ਛੇ ਹੱਥ ਦੀ ਚੌੜਾਈ ਇੱਕ ਪਾਸੇ ਅਤੇ ਛੇ ਹੱਥ ਦੀ ਚੌੜਾਈ ਦੂਜੇ ਪਾਸੇ, ਇਹੀ ਡੇਰੇ ਦੀ ਚੌੜਾਈ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 12] ਉਹ ਮਕਾਨ ਜਿਹੜਾ ਵੱਖਰੀ ਥਾਂ ਦੇ ਸਾਹਮਣੇ ਪੱਛਮ ਵੱਲ ਸੀ, ਉਹ ਦੀ ਚੌੜਾਈ ਸੱਤਰ ਹੱਥ ਸੀ ਅਤੇ ਉਸ ਮਕਾਨ ਦੀ ਕੰਧ ਚਾਰੋਂ ਪਾਸੇ ਪੰਜ ਹੱਥ ਮੋਟੀ ਅਤੇ ਨੱਬੇ ਹੱਥ ਲੰਮੀ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 13] ਇਸ ਲਈ ਉਹ ਨੇ ਭਵਨ ਨੂੰ ਸੌ ਹੱਥ ਲੰਮਾ ਮਿਣਿਆ ਅਤੇ ਵੱਖਰੀ ਥਾਂ ਅਤੇ ਮਕਾਨ ਉਸ ਦੀਆਂ ਕੰਧਾਂ ਸਮੇਤ ਸੌ ਹੱਥ ਲੰਮਾ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 14] ਭਵਨ ਦੇ ਸਾਹਮਣੇ ਦੀ ਅਤੇ ਉਸ ਪੂਰਬ ਵੱਲ ਦੀ ਵੱਖਰੀ ਥਾਂ ਦੀ ਚੌੜਾਈ ਸੌ ਹੱਥ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 15] ਵੱਖਰੀ ਥਾਂ ਦੇ ਸਾਹਮਣੇ ਦੇ ਮਕਾਨ ਦੀ ਲੰਬਾਈ ਨੂੰ ਜੋ ਉਹ ਦੇ ਪਿੱਛੇ ਸੀ ਅਤੇ ਉਸ ਵੱਲ ਦੇ ਬਰਾਂਡੇ ਇਸ ਪਾਸਿਓਂ ਅਤੇ ਉਸ ਪਾਸਿਓਂ ਅਤੇ ਅੰਦਰ ਵੱਲ ਹੈਕਲ ਨੂੰ ਅਤੇ ਵੇਹੜੇ ਦੀ ਡਿਉੜ੍ਹੀ ਨੂੰ ਉਸ ਨੇ ਸੌ ਹੱਥ ਮਿਣਿਆ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 16] ਸਰਦਲਾਂ, ਝਰੋਖਿਆਂ ਅਤੇ ਚੁਫ਼ੇਰੇ ਦੇ ਬਰਾਂਡਿਆਂ ਨੂੰ ਜਿਹੜੇ ਤਿੰਨ ਮੰਜ਼ਲੇ ਅਤੇ ਸਰਦਲਾਂ ਦੇ ਸਾਹਮਣੇ ਸਨ ਅਤੇ ਚੁਫ਼ੇਰਿਓਂ ਧਰਤੀ ਤੋਂ ਖਿੜਕੀਆਂ ਤੱਕ ਲੱਕੜੀ ਨਾਲ ਮੜ੍ਹੇ ਹੋਏ ਸਨ ਅਤੇ ਖਿੜਕੀਆਂ ਵੀ ਮੜ੍ਹੀਆਂ ਹੋਈਆਂ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 17] ਦਰਵਾਜ਼ੇ ਦੇ ਉੱਪਰ ਤੱਕ ਅਤੇ ਅੰਦਰਲੇ ਭਵਨ ਤੱਕ ਅਤੇ ਉਹ ਦੇ ਬਾਹਰ ਵੀ ਚੁਫ਼ੇਰੇ ਦੀ ਸਾਰੀ ਕੰਧ ਤੱਕ ਅੰਦਰ-ਬਾਹਰ ਸਭ ਠੀਕ ਹਿਸਾਬ ਨਾਲ ਬਣੇ ਹੋਏ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 18] ਕਰੂਬੀਆਂ ਅਤੇ ਖਜ਼ੂਰਾਂ ਦੀਆਂ ਮੂਰਤਾਂ ਬਣੀਆਂ ਹੋਈਆਂ ਸਨ ਅਤੇ ਇੱਕ ਖਜ਼ੂਰ ਦੋ ਕਰੂਬੀਆਂ ਦੇ ਵਿਚਕਾਰ ਸੀ ਅਤੇ ਹਰੇਕ ਕਰੂਬੀ ਦੇ ਦੋ ਚਿਹਰੇ ਬਣੇ ਹੋਏ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 19] ਸੋ ਇੱਕ ਪਾਸੇ ਖਜ਼ੂਰ ਵੱਲ ਦਾ ਚਿਹਰਾ ਮਨੁੱਖ ਵਰਗਾ ਸੀ ਅਤੇ ਦੂਜੇ ਪਾਸੇ ਜੁਆਨ ਬੱਬਰ ਸ਼ੇਰ ਵਰਗਾ ਚਿਹਰਾ ਵੀ ਖਜ਼ੂਰ ਵੱਲ ਸੀ, ਭਵਨ ਦੇ ਚੁਫ਼ੇਰੇ ਇਸੇ ਪ੍ਰਕਾਰ ਕੰਮ ਕੀਤਾ ਹੋਇਆ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 20] ਧਰਤੀ ਤੋਂ ਦਰਵਾਜ਼ੇ ਦੇ ਉੱਪਰ ਤੱਕ ਅਤੇ ਹੈਕਲ ਦੀ ਕੰਧ ਤੇ ਕਰੂਬੀ ਅਤੇ ਖਜ਼ੂਰ ਦੇ ਰੁੱਖ ਬਣੇ ਹੋਏ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 21] ਹੈਕਲ ਦੀ ਚੁਗਾਠ ਚਾਰ ਨੁੱਕਰੀ ਸੀ ਅਤੇ ਪਵਿੱਤਰ ਸਥਾਨ ਦੇ ਸਾਹਮਣੇ ਦੀ ਸ਼ਕਲ ਵੀ ਇਹੋ ਜਿਹੀ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 22] ਜਗਵੇਦੀ ਲੱਕੜੀ ਦੀ ਸੀ, ਉਹ ਦੀ ਉਚਾਈ ਤਿੰਨ ਹੱਥ ਅਤੇ ਲੰਬਾਈ ਦੋ ਹੱਥ ਸੀ ਅਤੇ ਉਸ ਦੇ ਕੋਨੇ, ਉਹ ਦੀ ਕੁਰਸੀ ਅਤੇ ਉਹ ਦੀਆਂ ਕੰਧਾਂ ਲੱਕੜ ਦੀਆਂ ਸਨ ਅਤੇ ਉਹ ਮੈਨੂੰ ਬੋਲਿਆ ਕਿ ਇਹ ਯਹੋਵਾਹ ਦੇ ਸਾਹਮਣੇ ਦੀ ਮੇਜ਼ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 23] ਹੈਕਲ ਅਤੇ ਪਵਿੱਤਰ ਸਥਾਨ ਦੇ ਦੋ ਦਰਵਾਜ਼ੇ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 24] ਦਰਵਾਜ਼ਿਆਂ ਦੇ ਦੋ-ਦੋ ਤਾਕ ਸਨ ਜਿਹੜੇ ਮੁੜ ਸਕਦੇ ਸਨ, ਦੋ ਤਾਕ ਇੱਕ ਦਰਵਾਜ਼ੇ ਲਈ ਅਤੇ ਦੋ ਦੂਜੇ ਲਈ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 25] ਉਹਨਾਂ ਤੇ ਅਰਥਾਤ ਹੈਕਲ ਦੇ ਦਰਵਾਜ਼ਿਆਂ ਤੇ ਕਰੂਬੀਆਂ ਅਤੇ ਖਜ਼ੂਰਾਂ ਦੀਆਂ ਮੂਰਤਾਂ ਬਣੀਆਂ ਹੋਈਆਂ ਸਨ, ਜਿਵੇਂ ਕਿ ਕੰਧ ਤੇ ਬਣੀਆਂ ਹੋਈਆਂ ਸਨ ਅਤੇ ਬਾਹਰ ਦੀ ਡਿਉੜ੍ਹੀ ਦੇ ਸਾਹਮਣੇ ਵੱਲ ਲੱਕੜੀ ਦੇ ਫੱਟੇ ਲੱਗੇ ਹੋਏ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 41 | Verse 26] ਡਿਉੜ੍ਹੀ ਦੇ ਅੰਦਰਲੇ ਅਤੇ ਬਾਹਰਲੇ ਪਾਸੇ ਵੱਖੀ ਵਿੱਚ ਝਰੋਖੇ ਤੇ ਖਜ਼ੂਰ ਦੇ ਰੁੱਖ ਬਣੇ ਸਨ ਅਤੇ ਭਵਨ ਦੀ ਵੱਖੀ ਦੀਆਂ ਕੋਠੜੀਆਂ ਅਤੇ ਫੱਟੇ ਲਗਾਉਣ ਦੀ ਇਹੋ ਸ਼ਕਲ ਸੀ।
