[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 1] ਫੇਰ ਨੌਵੇਂ ਸਾਲ ਦੇ ਦਸਵੇਂ ਮਹੀਨੇ ਦੀ ਦਸ ਤਾਰੀਖ਼ ਨੂੰ ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਮੇਰੇ ਕੋਲ ਆਇਆ ਕਿ
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 13] ਤੇਰੀ ਗੰਦਗੀ ਵਿੱਚ ਲੁੱਚਪੁਣਾ ਹੈ ਕਿਉਂ ਜੋ ਮੈਂ ਤੈਨੂੰ ਸਾਫ਼ ਕਰਨਾ ਚਾਹੁੰਦਾ ਸੀ, ਪਰ ਤੂੰ ਪਾਕ ਹੋਣਾ ਨਹੀਂ ਚਾਹੁੰਦੀ। ਤੂੰ ਆਪਣੀ ਗੰਦਗੀ ਤੋਂ ਫੇਰ ਸਾਫ਼ ਨਹੀਂ ਹੋਵੇਂਗੀ, ਜਦ ਤੱਕ ਕਿ ਮੈਂ ਆਪਣਾ ਕਹਿਰ ਤੇਰੇ ਉੱਤੇ ਪੂਰਾ ਨਾ ਕਰ ਚੁੱਕਾਂ।
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 14] ਮੈਂ ਯਹੋਵਾਹ ਨੇ ਇਹ ਆਖਿਆ ਹੈ। ਅਜਿਹਾ ਹੋਵੇਗਾ ਅਤੇ ਮੈਂ ਇਹ ਨੂੰ ਕਰਾਂਗਾ, ਮੈਂ ਨਾ ਮੁੜਾਂਗਾ, ਮੈਂ ਨਾ ਛੱਡਾਂਗਾ, ਨਾ ਪਛਤਾਵਾਂਗਾ, ਤੇਰੇ ਮਾਰਗਾਂ ਅਤੇ ਤੇਰੇ ਕੰਮਾਂ ਦੇ ਅਨੁਸਾਰ ਉਹ ਤੇਰਾ ਨਿਆਂ ਕਰਨਗੇ, ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 15] ਫੇਰ ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਮੇਰੇ ਕੋਲ ਆਇਆ ਕਿ
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 16] ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਵੇਖ, ਮੈਂ ਤੇਰੀਆਂ ਅੱਖਾਂ ਦੀ ਪ੍ਰੀਤਮਾ ਨੂੰ ਇੱਕ ਹੀ ਸੱਟ ਨਾਲ ਤੇਰੇ ਤੋਂ ਲੈ ਲਵਾਂਗਾ, ਤੂੰ ਨਾ ਸੋਗ ਕਰੀਂ, ਨਾ ਰੋਈਂ ਅਤੇ ਨਾ ਹੰਝੂ ਵਹਾਈਂ।
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 17] ਚੁੱਪ-ਚੁੱਪੀਤੇ ਹੌਂਕੇ ਭਰੀਂ, ਮੁਰਦੇ ਉੱਤੇ ਨਾ ਰੋਈਂ, ਸਿਰ ਉੱਤੇ ਆਪਣੀ ਪਗੜੀ ਬੰਨ੍ਹੀਂ ਅਤੇ ਪੈਰਾਂ ਵਿੱਚ ਜੁੱਤੀ ਪਾਈ ਅਤੇ ਆਪਣੇ ਬੁੱਲ੍ਹਾਂ ਨੂੰ ਨਾ ਢੱਕੀਂ ਅਤੇ ਮਨੁੱਖਾਂ ਦੀ ਰੋਟੀ ਨਾ ਖਾਈਂ।
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 18] ਇਸ ਲਈ ਮੈਂ ਸਵੇਰੇ ਲੋਕਾਂ ਨਾਲ ਗੱਲ ਕੀਤੀ ਅਤੇ ਸ਼ਾਮ ਵੇਲੇ ਮੇਰੀ ਪਤਨੀ ਮਰ ਗਈ, ਅਤੇ ਸਵੇਰੇ ਮੈਂ ਉਹੀ ਕੀਤਾ ਜਿਵੇਂ ਮੈਨੂੰ ਹੁਕਮ ਮਿਲਿਆ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 19] ਇਸ ਲਈ ਲੋਕਾਂ ਨੇ ਮੈਨੂੰ ਆਖਿਆ ਕਿ ਜੋ ਤੂੰ ਕਰਦਾ ਹੈਂ, ਸਾਨੂੰ ਨਹੀਂ ਦੱਸੇਂਗਾ ਕਿ ਇਹਨਾਂ ਗੱਲਾਂ ਦਾ ਸਾਡੇ ਨਾਲ ਕੀ ਸੰਬੰਧ ਹੈ?
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 20] ਇਸ ਲਈ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਆਖਿਆ ਕਿ ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਮੇਰੇ ਕੋਲ ਆਇਆ ਕਿ
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 21] ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਨੂੰ ਆਖ ਕਿ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਵੇਖੋ! ਮੈਂ ਆਪਣੇ ਪਵਿੱਤਰ ਸਥਾਨ ਨੂੰ ਜਿਹੜਾ ਤੁਹਾਡੀ ਸ਼ਕਤੀ ਦਾ ਮਾਣ ਅਤੇ ਤੁਹਾਡੀਆਂ ਅੱਖਾਂ ਲਈ ਪਿਆਰਾ ਹੈ, ਜਿਸ ਲਈ ਤੁਹਾਡੀ ਜਾਨ ਤਰਸਦੀ ਹੈ, ਭਰਿਸ਼ਟ ਕਰਾਂਗਾ ਅਤੇ ਤੁਹਾਡੇ ਪੁੱਤਰਾਂ ਤੇ ਧੀਆਂ ਜਿਹਨਾਂ ਨੂੰ ਤੁਸੀਂ ਪਿੱਛੇ ਛੱਡ ਆਏ ਹੋ, ਤਲਵਾਰ ਨਾਲ ਡਿੱਗਣਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 22] ਤੁਸੀਂ ਇਸ ਤਰ੍ਹਾਂ ਹੀ ਕਰੋਗੇ ਜਿਵੇਂ ਮੈਂ ਕੀਤਾ। ਤੁਸੀਂ ਆਪਣੇ ਬੁੱਲ੍ਹਾਂ ਨੂੰ ਨਾ ਢੱਕੋਗੇ ਅਤੇ ਮਨੁੱਖਾਂ ਦੀ ਰੋਟੀ ਨਾ ਖਾਓਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 23] ਤੁਹਾਡੀਆਂ ਪਗੜੀਆਂ ਤੁਹਾਡੇ ਸਿਰਾਂ ਉੱਤੇ ਅਤੇ ਤੁਹਾਡੀਆਂ ਜੁੱਤੀਆਂ ਤੁਹਾਡੇ ਪੈਰਾਂ ਵਿੱਚ ਹੋਣਗੀਆਂ ਅਤੇ ਨਾ ਤੁਸੀਂ ਸੋਗ ਕਰੋਗੇ, ਪਰ ਆਪਣੇ ਪਾਪਾਂ ਵਿੱਚ ਪਿਘਲਦੇ ਰਹੋਗੇ, ਅਤੇ ਇੱਕ ਦੂਜੇ ਲਈ ਧਾਹਾਂ ਮਾਰੋਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 24] ਸੋ ਹਿਜ਼ਕੀਏਲ ਤੁਹਾਡੇ ਲਈ ਇੱਕ ਨਿਸ਼ਾਨ ਹੈ। ਸਾਰਾ ਕੁਝ ਜੋ ਉਸ ਕੀਤਾ, ਤੁਸੀਂ ਵੀ ਕਰੋਗੇ ਅਤੇ ਜਦੋਂ ਇਹ ਗੱਲਾਂ ਹੋਣਗੀਆਂ ਤਾਂ ਤੁਸੀਂ ਜਾਣੋਗੇ ਕਿ ਮੈਂ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਹਾਂ!
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 25] ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਜਿਸ ਦਿਨ ਮੈਂ ਉਹਨਾਂ ਤੋਂ ਉਹਨਾਂ ਦੀ ਸ਼ਕਤੀ, ਖੁਸ਼ੀ ਅਤੇ ਪਰਤਾਪ, ਉਹਨਾਂ ਦੀਆਂ ਅੱਖਾਂ ਦੀ ਪ੍ਰੀਤਮਾ ਅਤੇ ਉਹਨਾਂ ਦੇ ਮਨਮੋਹਣੇ ਧੀਆਂ ਪੁੱਤਰ ਲੈ ਲਵਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 26] ਉਸ ਦਿਨ ਜਿਹੜਾ ਬਚ ਗਿਆ, ਉਹ ਤੇਰੇ ਕੋਲ ਆਵੇਗਾ ਕਿ ਤੇਰੇ ਕੰਨ ਵਿੱਚ ਖ਼ਬਰ ਸੁਣਾਵੇ।
[IRV | PA | OT | Ezekiel | Chapter 24 | Verse 27] ਉਸ ਦਿਨ ਉਸ ਬਚੇ ਹੋਏ ਲਈ ਤੇਰਾ ਮੂੰਹ ਖੁੱਲ੍ਹ ਜਾਵੇਗਾ ਅਤੇ ਤੂੰ ਬੋਲੇਂਗਾ ਅਤੇ ਫੇਰ ਗੂੰਗਾ ਨਾ ਰਹੇਂਗਾ, ਇਸ ਲਈ ਤੂੰ ਉਹਨਾਂ ਲਈ ਇੱਕ ਨਿਸ਼ਾਨ ਹੋਵੇਂਗਾ ਅਤੇ ਉਹ ਜਾਣਗੇ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ!
