[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 1] ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਮੇਰੇ ਕੋਲ ਆਇਆ ਕਿ
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 12] ਉਹ ਅੱਸ਼ੂਰੀਆਂ ਤੇ ਮੋਹਿਤ ਹੋਈ ਜਿਹੜੇ ਸੂਬੇਦਾਰ ਅਤੇ ਸ਼ਰੀਫ ਗੁਆਂਢੀ ਸਨ, ਜਿਹੜੇ ਸੁੰਦਰ ਕੱਪੜੇ ਪਹਿਨਦੇ ਅਤੇ ਘੋੜਿਆਂ ਤੇ ਸਵਾਰ ਹੁੰਦੇ ਅਤੇ ਸਾਰਿਆਂ ਦੇ ਸਾਰੇ ਚੁਣਵੇਂ ਗੱਭਰੂ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 13] ਮੈਂ ਵੇਖਿਆ ਕਿ ਉਹ ਵੀ ਭਰਿਸ਼ਟ ਹੋ ਗਈ, ਉਹਨਾਂ ਦੋਵਾਂ ਦਾ ਇੱਕੋ ਹੀ ਮਾਰਗ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 14] ਉਹ ਵਿਭਚਾਰ ਵਿੱਚ ਵੱਧ ਗਈ, ਨਾਲੇ ਉਹ ਨੇ ਕੰਧ ਉੱਤੇ ਮਨੁੱਖਾਂ ਦੀਆਂ ਮੂਰਤਾਂ ਅਰਥਾਤ ਕਸਦੀਆਂ ਦੀਆਂ ਮੂਰਤਾਂ ਵੇਖੀਆਂ ਜਿਹੜੀਆਂ ਸ਼ਿੰਗਰਫ ਨਾਲ ਖਿੱਚੀਆਂ ਹੋਈਆਂ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 15] ਜਿਹਨਾਂ ਨੇ ਪਟਕਿਆਂ ਨਾਲ ਕਮਰਾਂ ਬੰਨ੍ਹੀਆਂ ਸਨ ਅਤੇ ਸਿਰਾਂ ਉੱਤੇ ਰੰਗਦਾਰ ਲੜਾਂ ਵਾਲੀਆਂ ਪਗੜੀਆਂ ਸਨ ਅਤੇ ਸਾਰੇ ਦੇ ਸਾਰੇ ਵੇਖਣ ਵਿੱਚ ਬਾਬਲੀਆਂ ਦੇ ਕਪਤਾਨਾਂ ਵਰਗੇ ਸਨ, ਜਿਹਨਾਂ ਦੀ ਜਨਮ ਭੂਮੀ ਕਸਦੀਮ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 16] ਤਾਂ ਵੇਖਦਿਆਂ ਹੀ ਉਹ ਉਹਨਾਂ ਉੱਤੇ ਮੋਹਿਤ ਹੋ ਗਈ ਅਤੇ ਉਹਨਾਂ ਦੇ ਕੋਲ ਕਸਦੀਮ ਵਿੱਚ ਦੂਤ ਭੇਜੇ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 17] ਇਸ ਲਈ ਬਾਬਲ ਵਾਸੀ ਉਹ ਦੇ ਕੋਲ ਆਏ ਅਤੇ ਭੋਗ ਦੀ ਸੇਜ਼ ਤੇ ਲੇਟੇ ਅਤੇ ਉਹਨਾਂ ਨੇ ਵਿਭਚਾਰ ਨਾਲ ਉਹ ਨੂੰ ਭਰਿਸ਼ਟ ਕੀਤਾ ਅਤੇ ਉਹ ਉਹਨਾਂ ਤੋਂ ਭਿੱਟੀ ਗਈ, ਤਾਂ ਉਹ ਦੀ ਜਾਨ ਨੇ ਉਹਨਾਂ ਤੋਂ ਸੂਗ ਕੀਤੀ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 18] ਜਦ ਉਹ ਦਾ ਵਿਭਚਾਰ ਖੁੱਲ੍ਹ ਗਿਆ ਅਤੇ ਉਹ ਦਾ ਨੰਗੇਜ਼ ਖੁੱਲ੍ਹ ਗਿਆ ਤਾਂ ਮੇਰੀ ਜਾਨ ਨੇ ਉਸ ਤੋਂ ਸੂਗ ਕੀਤੀ, ਜਿਵੇਂ ਉਸ ਦੀ ਭੈਣ ਤੋਂ ਮੇਰੀ ਜਾਨ ਨੇ ਸੂਗ ਕੀਤੀ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 19] ਫਿਰ ਵੀ ਉਸ ਨੇ ਆਪਣੇ ਵਿਭਚਾਰ ਨੂੰ ਵਧਾਇਆ, ਆਪਣੀ ਜੁਆਨੀ ਦੇ ਦਿਨਾਂ ਨੂੰ ਚੇਤੇ ਕਰ ਕੇ, ਜਿਵੇਂ ਉਸ ਨੇ ਮਿਸਰ ਦੇਸ ਵਿੱਚ ਵਿਭਚਾਰ ਕੀਤਾ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 20] ਉਹ ਫੇਰ ਆਪਣੇ ਯਾਰਾਂ ਉੱਤੇ ਮੋਹਿਤ ਹੋਣ ਲੱਗੀ, ਜਿਹਨਾਂ ਦਾ ਅੰਗ ਗਧਿਆਂ ਵਰਗਾ ਅਤੇ ਜਿਹਨਾਂ ਦਾ ਵਰ੍ਹਾਓ ਘੋੜਿਆਂ ਦਾ ਵਰ੍ਹਾਓ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 21] ਇਸ ਤਰ੍ਹਾਂ ਤੂੰ ਆਪਣੀ ਜੁਆਨੀ ਦੇ ਲੁੱਚਪੁਣੇ ਨੂੰ ਜਦੋਂ ਕਿ ਮਿਸਰੀ ਤੇਰੀਆਂ ਜੁਆਨ ਦੁੱਧੀਆਂ ਨੂੰ ਖਿੱਚਦੇ ਅਤੇ ਤੇਰੀਆਂ ਛਾਤੀਆਂ ਨੂੰ ਮਲਦੇ ਸਨ, ਫੇਰ ਲੋਚਣ ਲੱਗੀ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 22] ਇਸ ਲਈ ਹੇ ਆਹਾਲੀਬਾਹ, ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਵੇਖ, ਮੈਂ ਤੇਰੇ ਉਹਨਾਂ ਮਿੱਤਰਾਂ ਨੂੰ ਜਿਹਨਾਂ ਤੋਂ ਤੇਰੀ ਜਾਨ ਤੰਗ ਆ ਗਈ ਹੈ, ਤੇਰੇ ਵਿਰੁੱਧ ਉਠਾਵਾਂਗਾ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਤੇਰੇ ਵਿਰੁੱਧ ਚਾਰੇ ਪਾਸਿਓਂ ਲੈ ਆਵਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 23] ਬਾਬਲ ਵਾਸੀਆਂ ਅਤੇ ਸਾਰੇ ਕਸਦੀਆਂ ਨੂੰ ਪਕੋਦ ਦੇਸ ਸ਼ੋਆ ਦੇਸ, ਕੋਅ ਦੇਸ ਅਤੇ ਉਹਨਾਂ ਦੇ ਨਾਲ ਸਾਰੇ ਅੱਸ਼ੂਰੀਆਂ ਨੂੰ, ਸਾਰੇ ਦੇ ਸਾਰੇ ਚੁਣਵੇਂ ਸੁੰਦਰ ਗੱਭਰੂਆਂ ਨੂੰ, ਸੂਬੇਦਾਰਾਂ, ਸ਼ਰੀਫਾਂ ਨੂੰ ਅਤੇ ਸਾਰੇ ਕਪਤਾਨਾਂ ਨੂੰ ਅਤੇ ਪ੍ਰਸਿੱਧ ਲੋਕਾਂ ਨੂੰ, ਜੋ ਸਾਰੇ ਦੇ ਸਾਰੇ ਘੋੜਿਆਂ ਤੇ ਸਵਾਰ ਹੁੰਦੇ ਹਨ
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 24] ਅਤੇ ਉਹ ਜੰਗੀ ਸ਼ਸਤਰਾਂ, ਰਥਾਂ, ਛਕੜਿਆਂ ਅਤੇ ਲੋਕਾਂ ਦੀ ਸਭਾ ਨਾਲ ਤੇਰੇ ਉੱਤੇ ਚੜ੍ਹਾਈ ਕਰਨਗੇ ਅਤੇ ਢਾਲ਼, ਸੀਨਾ ਬੰਦ ਅਤੇ ਲੋਹੇ ਦਾ ਟੋਪ ਪਾ ਕੇ ਚਾਰੇ ਪਾਸਿਓਂ ਤੈਨੂੰ ਘੇਰ ਲੈਣਗੇ। ਮੈਂ ਨਿਆਂ ਉਹਨਾਂ ਨੂੰ ਸੌਂਪਾਂਗਾ ਅਤੇ ਉਹ ਆਪਣੇ ਨਿਆਂ ਅਨੁਸਾਰ ਤੇਰਾ ਨਿਆਂ ਕਰਨਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 25] ਮੈਂ ਆਪਣੀ ਅਣਖ ਨੂੰ ਤੇਰੇ ਵਿਰੁੱਧ ਦਿਆਂਗਾ ਅਤੇ ਉਹ ਕ੍ਰੋਧਵਾਨ ਹੋ ਕੇ ਤੇਰੇ ਨਾਲ ਵਰਤਣਗੇ। ਤੇਰਾ ਨੱਕ ਅਤੇ ਤੇਰਾ ਕੰਨ ਵੱਢ ਸੁੱਟਣਗੇ, ਅਤੇ ਤੇਰੇ ਰਹਿੰਦੇ ਲੋਕ ਤਲਵਾਰ ਨਾਲ ਵੱਢੇ ਜਾਣਗੇ। ਉਹ ਤੇਰੇ ਪੁੱਤਰਾਂ ਧੀਆਂ ਨੂੰ ਲੈ ਜਾਣਗੇ ਅਤੇ ਤੇਰੇ ਬਚਿਆਂ ਹੋਇਆਂ ਨੂੰ ਅੱਗ ਭੱਖ ਲਵੇਗੀ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 26] ਉਹ ਤੇਰੇ ਕੱਪੜੇ ਲਾਹ ਲੈਣਗੇ ਅਤੇ ਤੇਰੇ ਸੁੰਦਰ ਗਹਿਣੇ ਲੁੱਟ ਲੈ ਜਾਣਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 27] ਇਸ ਲਈ ਮੈਂ ਤੇਰੇ ਲੁੱਚਪੁਣੇ ਅਤੇ ਤੇਰੇ ਵਿਭਚਾਰ ਨੂੰ ਜੋ ਤੂੰ ਮਿਸਰ ਵਿੱਚੋਂ ਲਿਆਈ, ਮੁਕਾ ਦਿਆਂਗਾ, ਤਾਂ ਜੋ ਤੂੰ ਮੁੜ ਕੇ ਉਹਨਾਂ ਵੱਲ ਆਪਣੀ ਅੱਖ ਨਾ ਚੁੱਕੇਂਗੀ, ਨਾ ਫੇਰ ਮਿਸਰ ਨੂੰ ਚੇਤੇ ਕਰੇਂਗੀ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 28] ਕਿਉਂ ਜੋ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਵੇਖ, ਮੈਂ ਤੈਨੂੰ ਉਹਨਾਂ ਦੇ ਹੀ ਹੱਥ ਵਿੱਚ ਜਿਹਨਾਂ ਤੋਂ ਤੈਨੂੰ ਘਿਰਣਾ ਹੈ, ਹਾਂ, ਉਹਨਾਂ ਦੇ ਹੀ ਹੱਥਾਂ ਵਿੱਚ ਜਿਹਨਾਂ ਤੋਂ ਤੇਰੀ ਜਾਨ ਨੇ ਸੂਗ ਕੀਤੀ, ਦਿਆਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 29] ਉਹ ਤੇਰੇ ਨਾਲ ਘਿਰਣਾ ਦਾ ਵਰਤਾਓ ਕਰਨਗੇ ਅਤੇ ਤੇਰੀ ਸਾਰੀ ਮਿਹਨਤ ਜੋ ਤੂੰ ਇਕੱਠੀ ਕੀਤੀ ਹੈ, ਲੈ ਜਾਣਗੇ ਅਤੇ ਤੈਨੂੰ ਨੰਗਾ ਧੜੰਗਾ ਛੱਡ ਜਾਣਗੇ, ਇੱਥੋਂ ਤੱਕ ਕਿ ਤੇਰੇ ਵਿਭਚਾਰ ਦਾ ਨੰਗੇਜ਼ ਖੁੱਲ੍ਹ ਜਾਵੇਗਾ ਅਤੇ ਤੇਰਾ ਲੁੱਚਪੁਣਾ ਤੇ ਤੇਰੀ ਵਿਭਚਾਰੀ ਵੀ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 30] ਇਹ ਸਾਰੀਆਂ ਗੱਲਾਂ ਤੇਰੇ ਨਾਲ ਇਸ ਲਈ ਹੋਣਗੀਆਂ ਕਿ ਤੂੰ ਵਿਭਚਾਰ ਲਈ ਦੂਜੀਆਂ ਕੌਮਾਂ ਦੇ ਮਗਰ ਪਈ ਅਤੇ ਉਹਨਾਂ ਦੀਆਂ ਮੂਰਤਾਂ ਨਾਲ ਆਪਣੇ ਆਪ ਨੂੰ ਭਰਿਸ਼ਟ ਕੀਤਾ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 31] ਤੂੰ ਆਪਣੀ ਭੈਣ ਦੇ ਰਾਹ ਤੇ ਚਲੀ, ਇਸ ਲਈ ਮੈਂ ਉਹ ਦਾ ਕਟੋਰਾ ਤੇਰੇ ਹੱਥ ਵਿੱਚ ਦਿਆਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 32] ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਤੂੰ ਆਪਣੀ ਭੈਣ ਦੇ ਕਟੋਰੇ ਵਿੱਚੋਂ ਜੋ ਡੂੰਘਾ ਅਤੇ ਚੌੜਾ ਹੈ ਪੀਵੇਂਗੀ, ਲੋਕ ਤੇਰੇ ਉੱਤੇ ਹੱਸਣਗੇ ਅਤੇ ਤੈਨੂੰ ਠੱਠੇ ਕਰਨਗੇ, ਕਿਉਂ ਜੋ ਉਸ ਕਟੋਰੇ ਵਿੱਚ ਪੀਣ ਲਈ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 33] ਤੂੰ ਮਸਤੀ ਤੇ ਸੋਗ ਨਾਲ ਭਰ ਜਾਵੇਂਗੀ, ਹੈਰਾਨੀ ਅਤੇ ਉਜਾੜ ਦਾ ਕਟੋਰਾ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 34] ਤੂੰ ਉਹ ਨੂੰ ਪੀਵੇਂਗੀ ਅਤੇ ਉਹ ਨੂੰ ਨਿਚੋੜੇਂਗੀ, ਉਹ ਦੀਆਂ ਠੀਕਰੀਆਂ ਵੀ ਚਬਾ ਜਾਵੇਂਗੀ ਅਤੇ ਆਪਣੀਆਂ ਛਾਤੀਆਂ ਪੁੱਟੇਂਗੀ। ਕਿਉਂ ਜੋ ਮੈਂ ਹੀ ਇਹ ਆਖਿਆ ਹੈ, ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 35] ਸੋ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਤੂੰ ਮੈਨੂੰ ਭੁੱਲ ਗਈ ਅਤੇ ਮੈਨੂੰ ਆਪਣੀ ਪਿੱਠ ਪਿੱਛੇ ਸੁੱਟ ਦਿੱਤਾ, ਇਸ ਲਈ ਤੂੰ ਆਪਣੇ ਲੁੱਚਪੁਣੇ ਨੂੰ ਅਤੇ ਆਪਣੇ ਵਿਭਚਾਰ ਨੂੰ ਚੁੱਕ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 36] ਫੇਰ ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਫ਼ਰਮਾਇਆ, ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਕੀ ਤੂੰ ਆਹਾਲਾਹ ਅਤੇ ਆਹਾਲੀਬਾਹ ਦਾ ਨਿਆਂ ਕਰੇਂਗਾ? ਤੂੰ ਉਹਨਾਂ ਦੇ ਘਿਣਾਉਣੇ ਕੰਮ ਉਹਨਾਂ ਨੂੰ ਦੱਸ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 37] ਕਿਉਂ ਜੋ ਉਹਨਾਂ ਨੇ ਵਿਭਚਾਰ ਕੀਤਾ ਅਤੇ ਉਹਨਾਂ ਦੇ ਹੱਥ ਲਹੂ ਨਾਲ ਭਰੇ ਹਨ। ਹਾਂ, ਉਹਨਾਂ ਨੇ ਆਪਣੀਆਂ ਮੂਰਤੀਆਂ ਨਾਲ ਵਿਭਚਾਰ ਕੀਤਾ ਅਤੇ ਆਪਣੇ ਪੁੱਤਰਾਂ ਨੂੰ ਜੋ ਮੇਰੇ ਤੋਂ ਜੰਮੇ ਅੱਗ ਵਿੱਚੋਂ ਲੰਘਾਇਆ ਕਿ ਮੂਰਤੀਆਂ ਲਈ ਉਹ ਖਾਣਾ ਹੋਣ!
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 38] ਇਸ ਤੋਂ ਬਿਨ੍ਹਾਂ ਉਹਨਾਂ ਨੇ ਮੇਰੇ ਨਾਲ ਇਹ ਕੀਤਾ ਕਿ ਉਸੇ ਦਿਨ ਉਹਨਾਂ ਨੇ ਮੇਰੇ ਪਵਿੱਤਰ ਸਥਾਨ ਨੂੰ ਭਰਿਸ਼ਟ ਕੀਤਾ ਅਤੇ ਮੇਰੇ ਸਬਤਾਂ ਨੂੰ ਪਲੀਤ ਕੀਤਾ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 39] ਕਿਉਂ ਜੋ ਜਦ ਉਹ ਆਪਣੇ ਪੁੱਤਰਾਂ ਨੂੰ ਆਪਣੀਆਂ ਮੂਰਤੀਆਂ ਦੇ ਲਈ ਵੱਢ ਚੁੱਕੇ, ਤਾਂ ਉਸੇ ਦਿਨ ਮੇਰੇ ਪਵਿੱਤਰ ਸਥਾਨ ਵਿੱਚ ਆ ਵੜੇ, ਤਾਂ ਜੋ ਉਹ ਨੂੰ ਪਲੀਤ ਕਰਨ ਅਤੇ ਵੇਖ, ਉਹਨਾਂ ਨੇ ਮੇਰੇ ਭਵਨ ਵਿੱਚ ਅਜਿਹਾ ਕੰਮ ਕੀਤਾ!
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 40] ਸਗੋਂ ਉਹਨਾਂ ਨੇ ਦੂਰ ਤੋਂ ਮਨੁੱਖ ਸੱਦੇ, ਜਿਹਨਾਂ ਦੇ ਕੋਲ ਦੂਤ ਭੇਜਿਆ ਅਤੇ ਵੇਖ, ਉਹ ਆਏ ਜਿਹਨਾਂ ਦੇ ਲਈ ਤੂੰ ਨ੍ਹਾਤੀ-ਧੋਤੀ, ਅੱਖਾਂ ਵਿੱਚ ਕੱਜਲ ਪਾਇਆ ਅਤੇ ਗਹਿਣਿਆਂ ਨਾਲ ਆਪਣੇ ਆਪ ਨੂੰ ਸ਼ਿੰਗਾਰਿਆ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 41] ਤੂੰ ਸਜਾਏ ਹੋਏ ਪਲੰਘ ਤੇ ਬੈਠੀ ਅਤੇ ਉਹ ਦੇ ਅੱਗੇ ਮੇਜ਼ ਤਿਆਰ ਕੀਤੀ ਅਤੇ ਉਸ ਉੱਤੇ ਤੂੰ ਮੇਰਾ ਧੂਫ਼ ਅਤੇ ਤੇਲ ਰੱਖਿਆ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 42] ਇੱਕ ਗਾਫ਼ਲਾਂ ਦੀ ਭੀੜ ਦੀ ਅਵਾਜ਼ ਉਹ ਦੇ ਨਾਲ ਸੀ, ਆਮ ਮਨੁੱਖਾਂ ਤੋਂ ਬਿਨਾਂ ਜੰਗਲ ਵਿੱਚੋਂ ਸ਼ਰਾਬੀ ਆਦਮੀਆਂ ਨੂੰ ਲਿਆਏ ਅਤੇ ਉਹਨਾਂ ਨੇ ਉਹਨਾਂ ਦੇ ਹੱਥ ਵਿੱਚ ਕੜੇ ਅਤੇ ਸਿਰਾਂ ਉੱਤੇ ਸੁੰਦਰ ਤਾਜ ਪਹਿਨਾਏ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 43] ਤਦ ਮੈਂ ਉਹ ਦੇ ਬਾਰੇ ਜੋ ਵਿਭਚਾਰ ਕਰਦੇ-ਕਰਦੇ ਬੁੱਢੀ ਹੋ ਗਈ ਸੀ ਆਖਿਆ, ਹੁਣ ਇਹ ਲੋਕ ਉਹ ਦੇ ਨਾਲ ਵਿਭਚਾਰ ਕਰਨਗੇ ਤੇ ਉਹ ਇਹਨਾਂ ਦੇ ਨਾਲ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 44] ਉਹ ਉਸ ਦੇ ਕੋਲ ਇਸ ਤਰ੍ਹਾਂ ਗਏ ਜਿਵੇਂ ਕੋਈ ਮਨੁੱਖ ਕਿਸੇ ਵਿਭਚਾਰਨ ਔਰਤ ਕੋਲ ਜਾਂਦਾ ਹੈ। ਓਵੇਂ ਹੀ ਉਹ ਆਹਾਲਾਹ ਅਤੇ ਆਹਾਲੀਬਾਹ ਲੁੱਚੜ ਔਰਤਾਂ ਦੇ ਕੋਲ ਗਏ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 45] ਪਰ ਧਰਮੀ ਮਨੁੱਖ ਉਹਨਾਂ ਦਾ ਨਿਆਂ ਕਰਨਗੇ, ਜਿਹੜਾ ਵਿਭਚਾਰਨਾਂ ਅਤੇ ਲਹੂ ਵਹਾਉਣ ਵਾਲੀਆਂ ਔਰਤਾਂ ਲਈ ਦਿੱਤਾ ਜਾਂਦਾ ਹੈ, ਕਿਉਂ ਜੋ ਉਹ ਵਿਭਚਾਰਨੀਆਂ ਹਨ ਅਤੇ ਉਹਨਾਂ ਦੇ ਹੱਥ ਲਹੂ ਨਾਲ ਭਰੇ ਹਨ।
