[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 1] ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਮੇਰੇ ਕੋਲ ਆਇਆ ਕਿ
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 12] ਮੈਂ ਨਦੀਆਂ ਨੂੰ ਸੁੱਕਾ ਦਿਆਂਗਾ, ਅਤੇ ਦੇਸ ਨੂੰ ਬੁਰਿਆਰਾਂ ਦੇ ਹੱਥ ਵੇਚਾਂਗਾ, ਅਤੇ ਮੈਂ ਉਸ ਦੇਸ ਅਤੇ ਉਸ ਦੀ ਭਰਪੂਰੀ ਨੂੰ ਓਪਰਿਆਂ ਦੇ ਹੱਥੋਂ ਉਜਾੜ ਦਿਆਂਗਾ, ਮੈਂ ਯਹੋਵਾਹ ਨੇ ਆਖਿਆ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 13] ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਮੈਂ ਬੁੱਤਾਂ ਨੂੰ ਨਸ਼ਟ ਕਰ ਦਿਆਂਗਾ, ਨੋਫ਼ ਵਿੱਚੋਂ ਮੂਰਤੀਆਂ ਨੂੰ ਨਾਸ ਕਰ ਦਿਆਂਗਾ, ਅੱਗੇ ਨੂੰ ਮਿਸਰ ਦੇਸ ਵਿੱਚੋਂ ਕੋਈ ਰਾਜਕੁਮਾਰ ਨਹੀਂ ਹੋਵੇਗਾ ਅਤੇ ਮੈਂ ਮਿਸਰ ਦੇਸ ਵਿੱਚ ਡਰ ਪਾ ਦਿਆਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 14] ਪਥਰੋਸ ਨੂੰ ਉਜਾੜ ਦਿਆਂਗਾ, ਸੋਆਨ ਵਿੱਚ ਅੱਗ ਲਾਵਾਂਗਾ ਅਤੇ ਨੋ ਵਿੱਚ ਮੈਂ ਨਿਆਂ ਕਰਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 15] ਮੈਂ ਸੀਨ ਉੱਤੇ ਜੋ ਮਿਸਰ ਦਾ ਗੜ੍ਹ ਹੈ, ਆਪਣਾ ਕਹਿਰ ਭੇਜਾਂਗਾ ਅਤੇ ਨੋ ਸ਼ਹਿਰ ਦੀ ਭੀੜ ਨੂੰ ਵੱਢ ਸੁੱਟਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 16] ਮੈਂ ਮਿਸਰ ਵਿੱਚ ਅੱਗ ਲਾਵਾਂਗਾ, ਸੀਨ ਨੂੰ ਕਰੜਾ ਦੁੱਖ ਹੋਵੇਗਾ, ਨੋ ਚੀਰਿਆ ਜਾਵੇਗਾ ਅਤੇ ਨੋਫ਼ ਦਿਨੋ ਦਿਨ ਦੁੱਖੀ ਹੋਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 17] ਊਨ ਸ਼ਹਿਰ ਅਤੇ ਪੀ-ਬਸਥ ਸ਼ਹਿਰ ਦੇ ਗੱਭਰੂ ਤਲਵਾਰ ਨਾਲ ਡਿੱਗ ਪੈਣਗੇ ਅਤੇ ਔਰਤਾਂ ਗੁਲਾਮੀ ਵਿੱਚ ਜਾਣਗੀਆਂ।
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 18] ਤਹਪਨਹੇਸ ਵਿੱਚ ਵੀ ਦਿਨ ਨੂੰ ਹਨ੍ਹੇਰਾ ਹੋ ਜਾਵੇਗਾ, ਜਦੋਂ ਮੈਂ ਉੱਥੇ ਮਿਸਰ ਦੇ ਜੂਲਿਆਂ ਨੂੰ ਤੋੜਾਂਗਾ ਅਤੇ ਉਹ ਦੇ ਵਿੱਚ ਸ਼ਕਤੀ ਦੀ ਵਡਿਆਈ ਨਾ ਰਹੇਗੀ ਅਤੇ ਬੱਦਲ ਇਹ ਨੂੰ ਢੱਕ ਲਵੇਗਾ, ਅਤੇ ਉਸ ਦੀਆਂ ਧੀਆਂ ਗੁਲਾਮੀ ਵਿੱਚ ਜਾਣਗੀਆਂ।
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 19] ਮੈਂ ਮਿਸਰ ਵਿੱਚ ਨਿਆਂ ਕਰਾਂਗਾ, ਤਾਂ ਉਹ ਜਾਣਨਗੇ, ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ!
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 20] ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਬਾਰਵੇਂ ਸਾਲ ਦੇ ਪਹਿਲੇ ਮਹੀਨੇ ਦੀ ਸੱਤ ਤਾਰੀਖ਼ ਨੂੰ ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਮੇਰੇ ਕੋਲ ਆਇਆ ਕਿ
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 21] ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਮੈਂ ਮਿਸਰ ਦੇ ਰਾਜਾ ਫ਼ਿਰਊਨ ਦੀ ਬਾਂਹ ਭੰਨ ਦਿੱਤੀ ਹੈ ਅਤੇ ਵੇਖ, ਉਹ ਬੰਨ੍ਹੀ ਨਹੀਂ ਗਈ। ਦਵਾਈ ਲਾ ਕੇ ਉਸ ਤੇ ਪੱਟੀਆਂ ਨਹੀਂ ਕੀਤੀਆਂ ਗਈਆਂ, ਤਾਂ ਜੋ ਤਲਵਾਰ ਫੜਨ ਲਈ ਤਕੜੀ ਹੋਵੇ।
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 22] ਇਸ ਲਈ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਵੇਖ, ਮੈਂ ਮਿਸਰ ਦੇ ਰਾਜਾ ਫ਼ਿਰਊਨ ਦਾ ਵਿਰੋਧੀ ਹਾਂ ਅਤੇ ਉਹ ਦੀਆਂ ਬਾਂਹਾਂ ਨੂੰ ਭੰਨਾਂਗਾ ਅਰਥਾਤ ਪੱਕੀ ਅਤੇ ਟੁੱਟੀ ਹੋਈ ਦੋਨਾਂ ਨੂੰ ਭੰਨਾਂਗਾ ਅਤੇ ਤਲਵਾਰ ਉਹ ਦੇ ਹੱਥ ਵਿੱਚੋਂ ਡੇਗ ਦਿਆਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 23] ਮੈਂ ਮਿਸਰੀਆਂ ਨੂੰ ਕੌਮਾਂ ਵਿੱਚ ਖਿਲਾਰ ਦਿਆਂਗਾ ਅਤੇ ਦੇਸਾਂ ਵਿੱਚ ਉਹਨਾਂ ਨੂੰ ਤਿੱਤਰ-ਬਿੱਤਰ ਕਰਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 24] ਮੈਂ ਬਾਬਲ ਦੇ ਰਾਜਾ ਦੀਆਂ ਬਾਂਹਾਂ ਨੂੰ ਬਲ ਬਖ਼ਸ਼ਾਂਗਾ ਅਤੇ ਆਪਣੀ ਤਲਵਾਰ ਉਹ ਦੇ ਹੱਥ ਵਿੱਚ ਦਿਆਂਗਾ, ਪਰ ਫ਼ਿਰਊਨ ਦੀਆਂ ਬਾਂਹਾਂ ਨੂੰ ਭੰਨਾਂਗਾ ਅਤੇ ਉਹ ਉਸ ਦੇ ਅੱਗੇ ਉਸ ਫੱਟੜ ਵਾਂਗੂੰ ਜੋ ਮਰਨ ਵਾਲਾ ਹੋਵੇ, ਆਹਾਂ ਭਰੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 25] ਜਦ ਮੈਂ ਬਾਬਲ ਦੇ ਰਾਜਾ ਦੀਆਂ ਬਾਂਹਾਂ ਨੂੰ ਬਲ ਦਿਆਂਗਾ ਅਤੇ ਫ਼ਿਰਊਨ ਦੀਆਂ ਬਾਹਾਂ ਡਿੱਗ ਪੈਣਗੀਆਂ। ਜਦੋਂ ਮੈਂ ਆਪਣੀ ਤਲਵਾਰ ਬਾਬਲ ਦੇ ਰਾਜਾ ਦੇ ਹੱਥ ਵਿੱਚ ਦਿਆਂਗਾ ਅਤੇ ਉਹ ਉਸ ਨੂੰ ਮਿਸਰ ਦੇ ਦੇਸ ਤੇ ਖਿੱਚੇਗਾ, ਤਾਂ ਉਹ ਜਾਣਨਗੇ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ!
[IRV | PA | OT | Ezekiel | Chapter 30 | Verse 26] ਮੈਂ ਮਿਸਰੀਆਂ ਨੂੰ ਕੌਮਾਂ ਵਿੱਚ ਖਿਲਾਰ ਦਿਆਂਗਾ ਅਤੇ ਦੇਸਾਂ ਵਿੱਚ ਉਹਨਾਂ ਨੂੰ ਤਿੱਤਰ-ਬਿੱਤਰ ਕਰਾਂਗਾ, ਤਦ ਉਹ ਜਾਣਨਗੇ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ!
