[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 1] ਫੇਰ ਉਹ ਮਨੁੱਖ ਮੈਨੂੰ ਫਾਟਕ ਤੇ ਲੈ ਆਇਆ, ਅਰਥਾਤ ਉਸ ਫਾਟਕ ਤੇ ਜਿਸ ਦਾ ਮੂੰਹ ਪੂਰਬ ਵੱਲ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 12] ਇਸ ਭਵਨ ਦੀ ਬਿਵਸਥਾ ਇਹ ਹੈ ਕਿ ਇਹ ਦੀਆਂ ਸਾਰੀਆਂ ਹੱਦਾਂ ਪਰਬਤ ਦੀ ਚੋਟੀ ਉੱਤੇ ਅਤੇ ਉਹ ਦੇ ਚੁਫ਼ੇਰੇ ਅੱਤ ਪਵਿੱਤਰ ਹੋਣਗੀਆਂ! ਵੇਖ! ਇਹੀ ਇਸ ਭਵਨ ਦੀ ਬਿਵਸਥਾ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 13] ਹੱਥ ਦੇ ਮਾਪ ਅਨੁਸਾਰ ਜਗਵੇਦੀ ਦੀ ਇਹ ਮਿਣਤੀ ਹੈ ਅਤੇ ਇਸ ਹੱਥ ਦੀ ਲੰਬਾਈ ਇੱਕ ਹੱਥ ਚਾਰ ਉਂਗਲਾਂ ਹੈ। ਤਹਿ ਇੱਕ ਹੱਥ ਦੀ ਹੋਵੇਗੀ ਅਤੇ ਚੌੜਾਈ ਇੱਕ ਹੱਥ ਅਤੇ ਉਸ ਦੇ ਚੁਫ਼ੇਰੇ ਇੱਕ ਗਿੱਠ ਚੌੜਾ ਫੱਟਾ, ਅਤੇ ਜਗਵੇਦੀ ਦੀ ਨੀਂਹ ਇਹੀ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 14] ਧਰਤੀ ਉੱਤੇ ਦੀ ਇਸ ਤਹਿ ਤੋਂ ਲੈ ਕੇ ਥੱਲੇ ਦੀ ਕੁਰਸੀ ਤੱਕ ਦੋ ਹੱਥ ਅਤੇ ਉਸ ਦੀ ਚੌੜਾਈ ਇੱਕ ਹੱਥ ਅਤੇ ਨਿੱਕੀ ਕੁਰਸੀ ਤੋਂ ਵੱਡੀ ਕੁਰਸੀ ਤੱਕ ਚਾਰ ਹੱਥ ਅਤੇ ਚੌੜਾਈ ਇੱਕ ਹੱਥ
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 15] ਅਤੇ ਉੱਪਰਲਾ ਹਿੱਸਾ ਜਗਵੇਦੀ ਦਾ ਚਾਰ ਹੱਥ ਹੋਵੇਗਾ ਅਤੇ ਜਗਵੇਦੀ ਦੇ ਚੁੱਲ੍ਹੇ ਦੇ ਉੱਪਰ ਚਾਰ ਸਿੰਗ ਹੋਣਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 16] ਜਗਵੇਦੀ ਬਾਰਾਂ ਹੱਥ ਲੰਮੀ ਹੋਵੇਗੀ ਅਤੇ ਬਾਰਾਂ ਹੱਥ ਚੌੜੀ, ਅਥਵਾ, ਵਰਗਾਕਾਰ ਹੋਵੇਗੀ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 17] ਕੁਰਸੀ ਚੌਦਾਂ ਹੱਥ ਲੰਮੀ ਅਤੇ ਚੌਦਾਂ ਚੌੜੀ ਵਰਗਾਕਾਰ ਅਤੇ ਦੁਆਲੇ ਉਸ ਦਾ ਕੰਢਾ ਅੱਧਾ ਹੱਥ ਅਤੇ ਉਸ ਦੀ ਤਹਿ ਚੁਫ਼ੇਰੇ ਇੱਕ ਹੱਥ ਅਤੇ ਉਸ ਦੀ ਪੌੜੀ ਪੂਰਬ ਵੱਲ ਹੋਵੇਗੀ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 18] ਤਦ ਉਸ ਨੇ ਮੈਨੂੰ ਆਖਿਆ, ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਜਗਵੇਦੀ ਦੀਆਂ ਇਹ ਬਿਧੀਆਂ ਉਸ ਦਿਨ ਚਾਲੂ ਹੋਣਗੀਆਂ ਜਦੋਂ ਉਹ ਉਸ ਨੂੰ ਬਣਾਉਣਗੇ, ਤਾਂ ਜੋ ਉਸ ਤੇ ਹੋਮ ਦੀਆਂ ਬਲੀਆਂ ਚੜ੍ਹਾਉਣ ਅਤੇ ਉਸ ਤੇ ਲਹੂ ਛਿੜਕਣ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 19] ਤੂੰ ਲੇਵੀ ਜਾਜਕਾਂ ਲਈ ਜਿਹੜੇ ਸਾਦੋਕ ਦੀ ਵੰਸ਼ ਵਿੱਚੋਂ ਹਨ ਅਤੇ ਜਿਹੜੇ ਮੇਰੀ ਸੇਵਾ ਲਈ ਮੇਰੇ ਨੇੜੇ ਆਉਂਦੇ ਹਨ, ਪਾਪ ਬਲੀ ਲਈ ਵੱਛਾ ਦੇ, ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 20] ਤੂੰ ਉਹ ਦੇ ਲਹੂ ਵਿੱਚੋਂ ਲੈਣਾ ਅਤੇ ਉਸ ਦੇ ਚਾਰੇ ਸਿੰਗਾਂ ਤੇ ਉਸ ਦੀ ਕੁਰਸੀ ਦੇ ਚਾਰੇ ਕੋਨਿਆਂ ਤੇ ਅਤੇ ਉਸ ਦੇ ਦੁਆਲੇ ਦੇ ਫੱਟੇ ਤੇ ਲਾਉਣਾ, ਇਸੇ ਤਰ੍ਹਾਂ ਤੂੰ ਉਸ ਦੇ ਲਈ ਪ੍ਰਾਸਚਿਤ ਕਰੇਂ ਅਤੇ ਉਸ ਨੂੰ ਸ਼ੁੱਧ ਕਰੇਂ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 21] ਪਾਪ ਬਲੀ ਲਈ ਵੱਛਾ ਲੈਣਾ ਅਤੇ ਉਹ ਭਵਨ ਦੇ ਨਿਰਧਾਰਤ ਥਾਂ ਵਿੱਚ ਪਵਿੱਤਰ ਸਥਾਨ ਦੇ ਬਾਹਰ ਜਲਾਇਆ ਜਾਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 22] ਤੂੰ ਦੂਜੇ ਦਿਨ ਇੱਕ ਦੋਸ਼ ਰਹਿਤ ਬੱਕਰਾ ਪਾਪ ਬਲੀ ਲਈ ਚੜ੍ਹਾਈਂ ਅਤੇ ਉਹ ਉਸ ਜਗਵੇਦੀ ਨੂੰ ਉਸੇ ਤਰ੍ਹਾਂ ਸ਼ੁੱਧ ਕਰਨਗੇ, ਜਿਵੇਂ ਵੱਛੇ ਨਾਲ ਸ਼ੁੱਧ ਕੀਤਾ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 23] ਜਦੋਂ ਤੂੰ ਉਸ ਨੂੰ ਸ਼ੁੱਧ ਕਰ ਲਵੇਂ ਤਾਂ ਇੱਕ ਦੋਸ਼ ਰਹਿਤ ਵੱਛਾ ਅਤੇ ਇੱਜੜ ਵਿੱਚੋਂ ਇੱਕ ਦੋਸ਼ਰਹਿਤ ਮੇਂਢਾ ਚੜ੍ਹਾਵੀਂ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 24] ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਯਹੋਵਾਹ ਦੇ ਸਨਮੁਖ ਲਿਆਵੀਂ ਅਤੇ ਜਾਜਕ ਉਹਨਾਂ ਤੇ ਲੂਣ ਛਿੜਕਣ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਹੋਮ ਦੀ ਬਲੀ ਕਰਕੇ ਯਹੋਵਾਹ ਲਈ ਚੜ੍ਹਾਉਣ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 25] ਤੂੰ ਸੱਤ ਦਿਨ ਤੱਕ ਹਰ ਦਿਨ ਇੱਕ ਬੱਕਰਾ ਪਾਪ ਬਲੀ ਲਈ ਤਿਆਰ ਕਰ ਰੱਖੀਂ ਅਤੇ ਇੱਕ ਦੋਸ਼ਰਹਿਤ ਵੱਛਾ ਅਤੇ ਇੱਕ ਇੱਜੜ ਦਾ ਦੋਸ਼ ਰਹਿਤ ਮੇਂਢਾ ਵੀ ਤਿਆਰ ਕਰ ਰੱਖੀਂ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 26] ਸੱਤ ਦਿਨਾਂ ਤੱਕ ਉਹ ਜਗਵੇਦੀ ਨੂੰ ਪ੍ਰਾਸਚਿਤ ਕਰਕੇ ਸਾਫ਼ ਕਰਨਗੇ ਅਤੇ ਉਸ ਦੀ ਚੱਠ ਕਰਨਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 43 | Verse 27] ਜਦੋਂ ਇਹ ਦਿਨ ਪੂਰੇ ਹੋਣਗੇ, ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਹੋਵੇਗਾ ਕਿ ਅੱਠਵੇਂ ਦਿਨ ਅਤੇ ਅੱਗੇ ਨੂੰ ਜਾਜਕ ਤੁਹਾਡੀਆਂ ਹੋਮ ਦੀਆਂ ਬਲੀਆਂ ਨੂੰ ਅਤੇ ਤੁਹਾਡੀਆਂ ਸੁੱਖ ਦੀਆਂ ਭੇਟਾਂ ਨੂੰ ਜਗਵੇਦੀ ਤੇ ਚੜ੍ਹਾਉਣਗੇ ਅਤੇ ਮੈਂ ਤੁਹਾਨੂੰ ਪਰਵਾਨ ਕਰਾਂਗਾ, ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
