[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 1] ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ ਕਿ ਅੰਦਰਲੇ ਵੇਹੜੇ ਦਾ ਫਾਟਕ ਜਿਸ ਦਾ ਮੂੰਹ ਪੂਰਬ ਵੱਲ ਹੈ, ਕੰਮ ਕਾਜ ਦੇ ਛੇ ਦਿਨ ਬੰਦ ਰਹੇਗਾ, ਪਰ ਸਬਤ ਦੇ ਦਿਨ ਖੋਲ੍ਹਿਆ ਜਾਵੇਗਾ ਅਤੇ ਨਵੇਂ ਚੰਦ ਦੇ ਦਿਨ ਵੀ ਖੋਲ੍ਹਿਆ ਜਾਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 12] ਜਦੋਂ ਰਾਜਕੁਮਾਰ ਖੁਸ਼ੀ ਦੀ ਭੇਟ ਤਿਆਰ ਕਰੇ ਅਥਵਾ ਹੋਮ ਦੀ ਬਲੀ ਜਾਂ ਸੁੱਖ ਦੀ ਭੇਟ ਯਹੋਵਾਹ ਦੇ ਲਈ ਖੁਸ਼ੀ ਦੀ ਭੇਟ ਦੇ ਤੌਰ ਤੇ ਲਿਆਵੇ, ਤਾਂ ਉਹ ਫਾਟਕ ਜਿਸ ਦਾ ਮੂੰਹ ਪੂਰਬ ਵੱਲ ਹੈ ਉਹ ਦੇ ਲਈ ਖੋਲ੍ਹਿਆ ਜਾਵੇਗਾ, ਅਤੇ ਸਬਤ ਦੇ ਦਿਨ ਵਾਂਗੂੰ ਉਹ ਆਪਣੀ ਹੋਮ ਦੀ ਬਲੀ ਅਤੇ ਸੁੱਖ ਦੀ ਭੇਟ ਚੜ੍ਹਾਵੇਗਾ। ਤਦ ਉਹ ਬਾਹਰ ਨਿੱਕਲ ਆਵੇਗਾ ਅਤੇ ਨਿੱਕਲਣ ਦੇ ਮਗਰੋਂ ਫਾਟਕ ਬੰਦ ਕਰ ਦਿੱਤਾ ਜਾਵੇਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 13] ਤੂੰ ਹਰ ਦਿਨ ਯਹੋਵਾਹ ਦੇ ਲਈ ਪਹਿਲੇ ਸਾਲ ਦਾ ਇੱਕ ਦੋਸ਼ ਰਹਿਤ ਲੇਲਾ ਹੋਮ ਦੀ ਬਲੀ ਲਈ ਚੜ੍ਹਾਵੇਂਗਾ, ਤੂੰ ਹਰ ਸਵੇਰ ਨੂੰ ਚੜ੍ਹਾਵੇਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 14] ਤੂੰ ਉਹ ਦੇ ਨਾਲ ਹਰ ਸਵੇਰ ਨੂੰ ਮੈਦੇ ਦੀ ਭੇਟ ਚੜ੍ਹਾਵੇਂਗਾ, ਅਰਥਾਤ ਏਫਾਹ ਦਾ ਛੇਵਾਂ ਭਾਗ ਅਤੇ ਮੈਦੇ ਦੇ ਨਾਲ ਮਿਲਾਉਣ ਦੇ ਲਈ ਤੇਲ ਦੇ ਹੀਨ ਦਾ ਇੱਕ ਤਿਹਾਈ ਭਾਗ। ਸਦਾ ਦੀ ਬਿਧੀ ਦੇ ਅਨੁਸਾਰ ਸਦਾ ਦੇ ਲਈ ਯਹੋਵਾਹ ਦੇ ਲਈ ਇਹ ਮੈਦੇ ਦੀ ਭੇਟ ਹੋਵੇਗੀ।
[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 15] ਇਸ ਤਰ੍ਹਾਂ ਉਹ ਲੇਲਾ ਅਤੇ ਮੈਦੇ ਦੀ ਭੇਟ ਅਤੇ ਤੇਲ ਹਰ ਸਵੇਰੇ ਸਦਾ ਦੀ ਹੋਮ ਦੀ ਬਲੀ ਦੇ ਲਈ ਚੜ੍ਹਾਉਣਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 16] ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, - ਜੇਕਰ ਰਾਜਕੁਮਾਰ ਆਪਣੇ ਪੁੱਤਰਾਂ ਵਿੱਚੋਂ ਕਿਸੇ ਨੂੰ ਕੋਈ ਸੁਗ਼ਾਤ ਦੇਵੇ, ਤਾਂ ਉਹ ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਮਿਰਾਸ ਹੋਵੇਗੀ। ਉਹ ਉਹਨਾਂ ਦੀ ਜੱਦੀ ਮਿਰਾਸ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 17] ਪਰ ਜੇਕਰ ਉਹ ਆਪਣੇ ਟਹਿਲੂਆਂ ਵਿੱਚੋਂ ਕਿਸੇ ਇੱਕ ਨੂੰ ਆਪਣੀ ਮਿਰਾਸ ਵਿੱਚੋਂ ਸੁਗ਼ਾਤ ਦੇਵੇਂ, ਤਾਂ ਉਹ ਅਜ਼ਾਦੀ ਦੇ ਸਾਲ ਤੱਕ ਉਸ ਦੀ ਹੋਵੇਗੀ। ਉਸ ਦੇ ਬਾਅਦ ਫੇਰ ਰਾਜਕੁਮਾਰ ਦੀ ਹੋ ਜਾਵੇਗੀ, ਪਰ ਉਸ ਦੀ ਆਪਣੀ ਮਿਰਾਸ ਉਹ ਦੇ ਪੁੱਤਰਾਂ ਲਈ ਹੋਵੇਗੀ।
[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 18] ਰਾਜਕੁਮਾਰ ਧੱਕਾ ਕਰ ਕੇ ਲੋਕਾਂ ਦੀ ਮਿਰਾਸ ਵਿੱਚੋਂ ਨਾ ਲਵੇਗਾ, ਤਾਂ ਜੋ ਉਹਨਾਂ ਨੂੰ ਉਹਨਾਂ ਦੇ ਕਬਜ਼ੇ ਤੋਂ ਬੇਦਖ਼ਲ ਕਰੇ, ਪਰ ਉਹ ਆਪਣੀ ਹੀ ਮਿਰਾਸ ਵਿੱਚੋਂ ਆਪਣੇ ਪੁੱਤਰਾਂ ਨੂੰ ਮਿਰਾਸ ਦੇਵੇਗਾ, ਤਾਂ ਜੋ ਲੋਕ ਆਪਣੇ-ਆਪਣੇ ਕਬਜ਼ੇ ਤੋਂ ਵਾਂਜੇ ਨਾ ਹੋ ਜਾਣ।
[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 19] ਫੇਰ ਉਹ ਮੈਨੂੰ ਉਸ ਦਰਵਾਜ਼ੇ ਦੇ ਰਾਹ ਜੋ ਫਾਟਕ ਦੇ ਇੱਕ ਪਾਸੇ ਸੀ, ਜਾਜਕਾਂ ਦੀਆਂ ਪਵਿੱਤਰ ਕੋਠੜੀਆਂ ਵਿੱਚ ਜਿਹਨਾਂ ਦਾ ਮੂੰਹ ਉਤਰ ਵੱਲ ਸੀ ਲੈ ਆਇਆ, ਅਤੇ ਵੇਖੋ, ਪੱਛਮ ਵੱਲ ਪਿੱਛੇ ਇੱਕ ਥਾਂ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 20] ਤਦ ਉਹ ਨੇ ਮੈਨੂੰ ਆਖਿਆ, ਇਹ ਉਹ ਥਾਂ ਹੈ ਜਿਸ ਵਿੱਚ ਜਾਜਕ ਦੋਸ਼ ਦੀ ਬਲੀ ਅਤੇ ਪਾਪ ਬਲੀ ਨੂੰ ਉਬਾਲਣਗੇ, ਅਤੇ ਮੈਦੇ ਦੀ ਭੇਟ ਪਕਾਉਣਗੇ, ਕਿਤੇ ਉਹ ਉਹਨਾਂ ਨੂੰ ਬਾਹਰਲੇ ਵੇਹੜੇ ਵਿੱਚ ਲੈ ਜਾ ਕੇ ਲੋਕਾਂ ਨੂੰ ਪਵਿੱਤਰ ਕਰਨ।
[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 21] ਫੇਰ ਉਹ ਮੈਨੂੰ ਬਾਹਰਲੇ ਵੇਹੜੇ ਵਿੱਚ ਲੈ ਆਇਆ ਅਤੇ ਵੇਹੜੇ ਦੇ ਚਾਰਾਂ ਖੂੰਜਿਆਂ ਵੱਲ ਮੈਨੂੰ ਲੈ ਗਿਆ, ਅਤੇ ਵੇਖੋ, ਵੇਹੜੇ ਦੇ ਹਰੇਕ ਖੂੰਜੇ ਵਿੱਚ ਇੱਕ ਹੋਰ ਵੇਹੜਾ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 22] ਵੇਹੜੇ ਦੇ ਚਾਰਾਂ ਖੂੰਜਿਆਂ ਵਿੱਚ ਚਾਲ੍ਹੀ-ਚਾਲ੍ਹੀ ਹੱਥ ਲੰਮੇ ਅਤੇ ਤੀਹ-ਤੀਹ ਹੱਥ ਚੌੜੇ ਵੇਹੜੇ ਨਾਲ ਲਗਵੇਂ ਸਨ, ਇਹ ਚਾਰ ਕੋਨਿਆਂ ਵਾਲੇ ਇੱਕੋ ਹੀ ਨਾਪ ਦੇ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 23] ਉਹਨਾਂ ਦੇ ਚੁਫ਼ੇਰੇ ਅਰਥਾਤ ਉਹਨਾਂ ਚਾਰਾਂ ਦੇ ਚੁਫ਼ੇਰੇ ਕੰਧ ਸੀ ਅਤੇ ਚੁਫ਼ੇਰੇ ਕੰਧ ਦੇ ਹੇਠਾਂ ਉਬਾਲਣ ਦੇ ਥਾਂ ਬਣੇ ਹੋਏ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 46 | Verse 24] ਤਦ ਉਹ ਨੇ ਮੈਨੂੰ ਆਖਿਆ ਕਿ ਇਹ ਉਬਾਲਣ ਦੇ ਘਰ ਹਨ, ਜਿੱਥੇ ਭਵਨ ਦੇ ਸੇਵਾਦਾਰ ਲੋਕਾਂ ਦੀਆਂ ਬਲੀਆਂ ਉਬਾਲਣਗੇ।
