[IRV | PA | NT | John | Chapter 10 | Verse 1] ਯਿਸੂ ਨੇ ਆਖਿਆ, “ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਕਿ ਜਿਹੜਾ ਆਦਮੀ ਭੇਡਾਂ ਦੇ ਬਾੜੇ ਵਿੱਚ ਦਰਵਾਜ਼ੇ ਦੀ ਬਜਾਏ ਕਿਸੇ ਹੋਰ ਰਾਹ ਤੋਂ ਵੜਦਾ ਹੈ, ਉਹ ਚੋਰ ਤੇ ਡਾਕੂ ਹੈ।
[IRV | PA | NT | John | Chapter 10 | Verse 31] ਯਹੂਦੀਆਂ ਨੇ ਫਿਰ ਯਿਸੂ ਨੂੰ ਮਾਰਨ ਲਈ ਪੱਥਰ ਚੁੱਕੇ।
[IRV | PA | NT | John | Chapter 10 | Verse 32] ਪਰ ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, “ਮੈਂ ਤੁਹਾਨੂੰ ਪਿਤਾ ਵੱਲੋਂ ਬਹੁਤ ਚੰਗੇ ਕੰਮ ਵਿਖਾਏ, ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਕਿਸ ਕੰਮ ਕਰਕੇ ਤੁਸੀਂ ਮੇਰੇ ਉੱਤੇ ਪਥਰਾਹ ਕਰਨਾ ਚਾਹੁੰਦੇ ਹੋ?”
[IRV | PA | NT | John | Chapter 10 | Verse 33] ਯਹੂਦੀਆਂ ਨੇ ਆਖਿਆ, “ਅਸੀਂ ਤੇਰੇ ਤੇ ਕਿਸੇ ਚੰਗੇ ਕੰਮ ਵਾਸਤੇ ਪੱਥਰ ਨਹੀਂ ਮਾਰ ਰਹੇ, ਸਗੋਂ ਇਸ ਲਈ ਕਿ ਤੂੰ ਪਰਮੇਸ਼ੁਰ ਦੇ ਵਿਰੁੱਧ ਕੁਫ਼ਰ ਬੋਲਿਆ ਹੈਂ। ਤੂੰ ਸਿਰਫ਼ ਇੱਕ ਮਨੁੱਖ ਹੈਂ ਪਰ ਤੂੰ ਆਖਦਾ ਹੈਂ ਕਿ ਤੂੰ ਪਰਮੇਸ਼ੁਰ ਹੈਂ। ਇਸੇ ਲਈ ਤੈਨੂੰ ਪੱਥਰਾਂ ਨਾਲ ਜਾਨੋਂ ਮਾਰਨਾ ਚਾਹੁੰਦੇ ਹਾਂ।”
[IRV | PA | NT | John | Chapter 10 | Verse 34] ਯਿਸੂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਇਹ ਤੁਹਾਡੀ ਬਿਵਸਥਾ ਵਿੱਚ ਲਿਖਿਆ ਹੋਇਆ ਹੈ, ‘ਮੈਂ ਆਖਿਆ ਤੁਸੀਂ ਦੇਵਤੇ ਹੋ’।
[IRV | PA | NT | John | Chapter 10 | Verse 35] ਉਹ ਲੋਕ ਜਿਨ੍ਹਾਂ ਕੋਲ ਪਰਮੇਸ਼ੁਰ ਦਾ ਬਚਨ ਪਹੁੰਚਿਆ ਉਹ ਇਸ ਪਵਿੱਤਰ ਗ੍ਰੰਥ ਵਿੱਚ ਦੇਵਤੇ ਅਖਵਾਉਂਦੇ ਹਨ ਅਤੇ ਬਚਨ ਕਦੇ ਵੀ ਝੂਠਾ ਨਹੀਂ ਹੋ ਸਕਦਾ।
[IRV | PA | NT | John | Chapter 10 | Verse 36] ਫਿਰ ਤੁਸੀਂ ਕਿਵੇਂ ਕਹਿ ਸਕਦੇ ਹੋ ਕਿ ਮੈਂ ਪਰਮੇਸ਼ੁਰ ਦੇ ਵਿਰੁੱਧ ਕੁਫ਼ਰ ਬੋਲ ਰਿਹਾ ਹਾਂ। ਸਿਰਫ਼ ਕਿਉਂਕਿ ਮੈਂ ਆਖਿਆ ਹੈ ਮੈਂ ਪਰਮੇਸ਼ੁਰ ਦਾ ਪੁੱਤਰ ਹਾਂ? ਮੈਂ ਉਹ ਹਾਂ, ਜਿਸ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਨੇ ਇਸ ਦੁਨੀਆਂ ਤੇ ਭੇਜਣ ਲਈ ਚੁਣਿਆ।
[IRV | PA | NT | John | Chapter 10 | Verse 37] ਜੇਕਰ ਮੈਂ ਉਹ ਕੰਮ ਨਹੀਂ ਕਰਦਾ ਜੋ ਮੇਰਾ ਪਿਤਾ ਕਰਦਾ ਹੈ, ਤਾਂ ਜੋ ਮੈਂ ਆਖਦਾ ਹਾਂ ਉਸ ਤੇ ਵਿਸ਼ਵਾਸ ਨਾ ਕਰੋ।
[IRV | PA | NT | John | Chapter 10 | Verse 38] ਪਰ ਜੇ ਮੈਂ ਉਹ ਕੰਮ ਕਰਾਂ ਜੋ ਮੇਰਾ ਪਿਤਾ ਕਰਦਾ ਹੈ, ਫਿਰ ਤੁਹਾਨੂੰ ਮੇਰੇ ਤੇ ਵਿਸ਼ਵਾਸ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ। ਭਾਵੇਂ ਤੁਸੀਂ ਮੇਰੇ ਤੇ ਵਿਸ਼ਵਾਸ ਨਾ ਕਰੋ, ਪਰ ਮੇਰੇ ਕੰਮਾਂ ਤੇ ਵਿਸ਼ਵਾਸ ਕਰੋ, ਜਿਹੜੇ ਮੈਂ ਕਰਦਾ ਹਾਂ। ਫੇਰ ਤੁਸੀਂ ਜਾਣੋਗੇ ਅਤੇ ਸਮਝੋਂਗੇ ਕਿ ਪਿਤਾ ਮੇਰੇ ਵਿੱਚ ਹੈ ਅਤੇ ਮੈਂ ਪਿਤਾ ਵਿੱਚ ਹਾਂ।”
[IRV | PA | NT | John | Chapter 10 | Verse 39] ਯਹੂਦੀ ਫੇਰ ਯਿਸੂ ਨੂੰ ਫੜਨਾ ਚਾਹੁੰਦੇ ਸਨ, ਪਰ ਉਹ ਉਨ੍ਹਾਂ ਤੋਂ ਬਚ ਗਿਆ।
[IRV | PA | NT | John | Chapter 10 | Verse 40] ਯਿਸੂ ਫਿਰ ਯਰਦਨ ਨਦੀ ਦੇ ਪਾਰ ਚਲਾ ਗਿਆ ਜਿੱਥੇ ਪਹਿਲਾਂ ਯੂਹੰਨਾ ਬਪਤਿਸਮਾ ਦਿੰਦਾ ਸੀ ਅਤੇ ਉਹ ਉੱਥੇ ਠਹਿਰਿਆ।
[IRV | PA | NT | John | Chapter 10 | Verse 41] ਉੱਥੇ ਲੋਕਾਂ ਦੀ ਵੱਡੀ ਭੀੜ ਯਿਸੂ ਕੋਲ ਆਈ ਅਤੇ ਕਹਿਣ ਲੱਗੀ, “ਯੂਹੰਨਾ ਨੇ ਕਦੇ ਕੋਈ ਚਮਤਕਾਰ ਨਹੀਂ ਕੀਤਾ, ਪਰ ਜੋ ਕੁਝ ਯੂਹੰਨਾ ਨੇ ਉਸ (ਯਿਸੂ) ਬਾਰੇ ਆਖਿਆ ਉਹ ਸੱਚ ਸੀ।”
[IRV | PA | NT | John | Chapter 10 | Verse 42] ਉੱਥੇ ਫਿਰ ਬਹੁਤ ਸਾਰੇ ਲੋਕਾਂ ਨੇ ਉਸ ਤੇ ਵਿਸ਼ਵਾਸ ਕੀਤਾ।
