[IRV | PA | NT | John | Chapter 4 | Verse 1] ਪ੍ਰਭੂ ਨੇ ਜਾਣਿਆ ਜੋ ਫ਼ਰੀਸੀਆਂ ਨੂੰ ਇਹ ਪਤਾ ਲੱਗਾ ਕਿ ਯੂਹੰਨਾ ਨਾਲੋਂ ਵੱਧ ਚੇਲੇ ਯਿਸੂ ਬਣਾ ਰਿਹਾ ਹੈ ਤੇ ਉਹ ਬਪਤਿਸਮਾ ਵੀ ਦਿੰਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 4 | Verse 12] ਕੀ ਤੁਸੀਂ ਸਾਡੇ ਪਿਤਾ ਯਾਕੂਬ ਨਾਲੋਂ ਵੀ ਵੱਧ ਮਹਾਨ ਹੋ। ਯਾਕੂਬ ਨੇ ਸਾਨੂੰ ਇਹ ਖੂਹ ਦਿੱਤਾ ਹੈ। ਉਸ ਨੇ ਇਸ ਦਾ ਪਾਣੀ ਪੀਤਾ ਸੀ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਤੇ ਜਾਨਵਰਾਂ ਨੇ ਵੀ ਇਸੇ ਖੂਹ ਤੋਂ ਪਾਣੀ ਪੀਤਾ।”
[IRV | PA | NT | John | Chapter 4 | Verse 13] ਯਿਸੂ ਨੇ ਜ਼ਵਾਬ ਦਿੱਤਾ, “ਕੋਈ ਵੀ ਵਿਅਕਤੀ ਜੋ ਇਸ ਖੂਹ ਤੋਂ ਪਾਣੀ ਪੀਂਦਾ ਫ਼ੇਰ ਪਿਆਸਾ ਹੋ ਜਾਵੇਗਾ।
[IRV | PA | NT | John | Chapter 4 | Verse 14] ਪਰ ਜੋ ਕੋਈ ਵੀ ਉਹ ਪਾਣੀ ਪੀਵੇਗਾ ਜੋ ਮੈਂ ਉਸ ਨੂੰ ਦੇਣ ਵਾਲਾ ਹਾਂ, ਉਹ ਫ਼ੇਰ ਕਦੀ ਵੀ ਪਿਆਸਾ ਨਹੀਂ ਹੋਵੇਗਾ। ਇਸ ਦੀ ਜਗ੍ਹਾ ਉਹ ਪਾਣੀ ਜੋ ਮੈਂ ਉਸ ਨੂੰ ਦਿੰਦਾ ਹਾਂ ਉਸ ਦੇ ਅੰਦਰ ਪਾਣੀ ਦਾ ਚਸ਼ਮਾ ਬਣ ਜਾਵੇਗਾ ਅਤੇ ਉਸ ਨੂੰ ਸਦੀਪਕ ਜੀਵਨ ਦੇਵੇਗਾ।”
[IRV | PA | NT | John | Chapter 4 | Verse 15] ਉਸ ਔਰਤ ਨੇ ਯਿਸੂ ਨੂੰ ਆਖਿਆ, “ਸ਼੍ਰੀ ਮਾਨ ਜੀ, ਮੈਨੂੰ ਉਹ ਪਾਣੀ ਦਿਓ। ਫ਼ਿਰ ਮੈਂ ਵੀ ਪਿਆਸੀ ਨਹੀਂ ਰਹਾਂਗੀ ਅਤੇ ਮੈਨੂੰ ਇਸ ਖੂਹ ਤੇ ਪਾਣੀ ਖਿੱਚਣ ਲਈ ਫ਼ੇਰ ਆਉਣ ਦੀ ਕੋਈ ਜ਼ਰੂਰਤ ਨਹੀਂ ਹੋਵੇਗੀ।”
[IRV | PA | NT | John | Chapter 4 | Verse 16] ਯਿਸੂ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, “ਜਾ ਆਪਣੇ ਪਤੀ ਨੂੰ ਇੱਥੇ ਸੱਦ ਲਿਆ।”
[IRV | PA | NT | John | Chapter 4 | Verse 17] ਉਸ ਔਰਤ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਮੇਰਾ ਪਤੀ ਨਹੀਂ ਹੈ।” ਯਿਸੂ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, “ਤੂੰ ਸੱਚ ਆਖਿਆ, ਜਦੋਂ ਤੂੰ ਕਿਹਾ ਤੇਰਾ ਪਤੀ ਨਹੀਂ ਹੈ।
[IRV | PA | NT | John | Chapter 4 | Verse 18] ਅਸਲ ਵਿੱਚ ਤੇਰੇ ਪੰਜ ਪਤੀ ਸਨ ਅਤੇ ਤੂੰ ਜਿਸ ਆਦਮੀ ਨਾਲ ਹੁਣ ਰਹਿੰਦੀ ਹੈਂ ਉਹ ਵੀ ਤੇਰਾ ਪਤੀ ਨਹੀਂ ਹੈ। ਤੂੰ ਮੈਨੂੰ ਸੱਚ ਆਖਿਆ ਹੈ।”
[IRV | PA | NT | John | Chapter 4 | Verse 19] ਉਸ ਔਰਤ ਨੇ ਕਿਹਾ, “ਪ੍ਰਭੂ ਜੀ, ਮੈਨੂੰ ਲੱਗਦਾ ਹੈ ਕਿ ਤੁਸੀਂ ਇੱਕ ਨਬੀ ਹੋ।
[IRV | PA | NT | John | Chapter 4 | Verse 20] ਸਾਡੇ ਪਿਉ-ਦਾਦੇ ਇਸ ਪਰਬਤ ਤੇ ਬੰਦਗੀ ਕਰਦੇ ਸਨ, ਪਰ ਤੁਸੀਂ ਯਹੂਦੀ ਇਹ ਆਖਦੇ ਹੋ ਕਿ ਯਰੂਸ਼ਲਮ ਹੀ ਉਹ ਥਾਂ ਹੈ ਜਿੱਥੇ ਲੋਕਾਂ ਨੂੰ ਬੰਦਗੀ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ।”
[IRV | PA | NT | John | Chapter 4 | Verse 21] ਯਿਸੂ ਨੇ ਆਖਿਆ, ਹੇ “ਔਰਤ, ਮੇਰੇ ਤੇ ਵਿਸ਼ਵਾਸ ਕਰ! ਵਕਤ ਆ ਰਿਹਾ ਹੈ ਜਦੋਂ ਯਰੂਸ਼ਲਮ ਆਉਣ ਦੀ ਜਾਂ ਪਿਤਾ ਦੀ ਬੰਦਗੀ ਕਰਨ ਲਈ ਇਸ ਪਰਬਤ ਤੇ ਜਾਣ ਦੀ ਜ਼ਰੂਰਤ ਨਹੀਂ ਹੋਵੇਗੀ।
[IRV | PA | NT | John | Chapter 4 | Verse 22] ਤੁਸੀਂ ਸਾਮਰੀ ਲੋਕ ਉਸ ਦੀ ਬੰਦਗੀ ਕਰਦੇ ਹੋ ਜੋ ਤੁਸੀਂ ਖੁਦ ਨਹੀਂ ਜਾਣਦੇ। ਅਸੀਂ ਯਹੂਦੀ ਜਾਣਦੇ ਹਾਂ ਅਸੀਂ ਕੀ ਬੰਦਗੀ ਕਰਦੇ ਹਾਂ ਕਿਉਂਕਿ ਮੁਕਤੀ ਯਹੂਦੀਆਂ ਤੋਂ ਆਉਂਦੀ ਹੈ।
[IRV | PA | NT | John | Chapter 4 | Verse 23] ਉਹ ਸਮਾਂ ਆ ਰਿਹਾ ਹੈ, ਜਦੋਂ ਸੱਚੇ ਉਪਾਸਕ ਆਤਮਾ ਅਤੇ ਸਚਿਆਈ ਨਾਲ ਪਿਤਾ ਦੀ ਬੰਦਗੀ ਕਰਨਗੇ। ਉਹ ਸਮਾਂ ਆਣ ਪੁੱਜਾ ਹੈ। ਪਰਮੇਸ਼ੁਰ ਅਜਿਹੇ ਅਰਾਧਕਾਂ ਨੂੰ ਲੱਭ ਰਿਹਾ ਹੈ।
[IRV | PA | NT | John | Chapter 4 | Verse 24] ਪਰਮੇਸ਼ੁਰ ਆਤਮਾ ਹੈ, ਇਸ ਲਈ ਜੋ ਲੋਕ ਪਰਮੇਸ਼ੁਰ ਦੀ ਬੰਦਗੀ ਕਰਦੇ ਹਨ ਉਨ੍ਹਾਂ ਨੂੰ ਉਸ ਦੀ ਆਤਮਾ ਅਤੇ ਸਚਿਆਈ ਨਾਲ ਬੰਦਗੀ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ।”
[IRV | PA | NT | John | Chapter 4 | Verse 25] ਉਸ ਔਰਤ ਨੇ ਆਖਿਆ, “ਮੈਂ ਜਾਣਦੀ ਹਾਂ ਕਿ ਜੋ ਮਸੀਹਾ ਅਖਵਾਉਂਦਾ ਹੈ ਉਹ ਮਸੀਹ ਆ ਰਿਹਾ ਹੈ। ਜਦੋਂ ਉਹ ਆਵੇਗਾ, ਉਹ ਸਾਨੂੰ ਸਭ ਕੁਝ ਦੀ ਦੱਸੇਗਾ।”
[IRV | PA | NT | John | Chapter 4 | Verse 26] ਤਾਂ ਯਿਸੂ ਨੇ ਆਖਿਆ, “ਮੈਂ, ਜੋ ਤੇਰੇ ਨਾਲ ਗੱਲ ਕਰ ਰਿਹਾ ਹਾਂ, ਮਸੀਹ ਹਾਂ।”
[IRV | PA | NT | John | Chapter 4 | Verse 27] ਐਨੇ ਨੂੰ ਉਸ ਸਮੇਂ ਯਿਸੂ ਦੇ ਚੇਲੇ ਨਗਰ ਤੋਂ ਪਰਤ ਆਏ ਉਹ ਹੈਰਾਨ ਹੋ ਗਏ ਕਿ ਯਿਸੂ ਇੱਕ ਔਰਤ ਨਾਲ ਗੱਲ ਕਰ ਰਿਹਾ ਸੀ। ਪਰ ਕਿਸੇ ਨੇ ਵੀ ਇਹ ਨਾ ਪੁੱਛਿਆ, “ਤੂੰ ਕੀ ਚਾਹੁੰਦਾ ਹੈ?” “ਤੂੰ ਉਸ ਔਰਤ ਨਾਲ ਕਿਉਂ ਗੱਲ ਕਰ ਰਿਹਾ ਹੈਂ?”
[IRV | PA | NT | John | Chapter 4 | Verse 28] ਉਹ ਔਰਤ ਆਪਣਾ ਘੜਾ ਉੱਥੇ ਛੱਡ ਕੇ ਨਗਰ ਨੂੰ ਪਰਤ ਗਈ ਅਤੇ ਲੋਕਾਂ ਨੂੰ ਆਖਿਆ।
[IRV | PA | NT | John | Chapter 4 | Verse 29] “ਇੱਕ ਮਨੁੱਖ ਨੇ ਮੈਨੂੰ ਉਹ ਕੁਝ ਦੱਸਿਆ, ਜੋ ਕੁਝ ਹੁਣ ਤੱਕ ਮੈਂ ਕੀਤਾ ਹੈ। ਆਓ, ਉਸ ਦੇ ਦਰਸ਼ਣ ਕਰੋ। ਕੀ ਉਹ ਮਸੀਹ ਤਾਂ ਨਹੀਂ?”
[IRV | PA | NT | John | Chapter 4 | Verse 30] ਤਦ ਉਹ ਯਿਸੂ ਨੂੰ ਵੇਖਣ ਗਏ।
[IRV | PA | NT | John | Chapter 4 | Verse 31] ਇੰਨ੍ਹੇ ਸਮੇਂ ਵਿੱਚ ਯਿਸੂ ਦੇ ਚੇਲੇ ਉਨ੍ਹਾਂ ਨੂੰ ਬੇਨਤੀ ਕਰ ਰਹੇ ਸਨ, “ਗੁਰੂ ਜੀ, ਭੋਜਨ ਖਾ ਲਓ।”
[IRV | PA | NT | John | Chapter 4 | Verse 32] ਪਰ ਯਿਸੂ ਨੇ ਆਖਿਆ, “ਮੇਰੇ ਕੋਲ ਖਾਣ ਲਈ ਉਹ ਭੋਜਨ ਹੈ ਅਤੇ ਤੁਹਾਨੂੰ ਇਸ ਬਾਰੇ ਕੁਝ ਨਹੀਂ ਪਤਾ।”
[IRV | PA | NT | John | Chapter 4 | Verse 33] ਤਾਂ ਚੇਲਿਆਂ ਨੇ ਆਪਸ ਵਿੱਚ ਪੁੱਛਿਆ, “ਸ਼ਾਇਦ ਉਸ ਲਈ ਕਿਸੇ ਨੇ ਭੋਜਨ ਲਿਆਂਦਾ ਹੋਵੇਗਾ?”
[IRV | PA | NT | John | Chapter 4 | Verse 34] ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, “ਮੇਰਾ ਭੋਜਨ ਪਰਮੇਸ਼ੁਰ ਦੀ ਇੱਛਾ ਪੂਰੀ ਕਰਨਾ ਹੈ, ਜਿਸ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ ਹੈ ਉਸ ਦੇ ਕੰਮ ਨੂੰ ਸੰਪੂਰਨ ਕਰਨਾ ਹੀ ਮੇਰਾ ਭੋਜਨ ਹੈ।
[IRV | PA | NT | John | Chapter 4 | Verse 35] ਜਦੋਂ ਤੁਸੀਂ ਕੁਝ ਬੀਜਦੇ ਹੋ, ਤੁਸੀਂ ਹਮੇਸ਼ਾਂ ਇਹ ਕਹਿੰਦੇ ਹੋ, ਸਾਨੂੰ ਫ਼ਸਲ ਵੱਢਣ ਲਈ ਅਜੇ ਹੋਰ ਚਾਰ ਮਹੀਨੇ ਉਡੀਕਣਾ ਪਵੇਗਾ। ਪਰ ਮੈਂ ਤੁਹਾਨੂੰ ਦੱਸਦਾ ਹਾਂ ਆਪਣੀਆਂ ਅੱਖਾਂ ਖੋਲੋ ਅਤੇ ਵੇਖੋ, ਉਹ ਪੈਲੀਆਂ ਤਿਆਰ ਹਨ ਅਤੇ ਵਾਢੀ ਲਈ ਤਿਆਰ ਹਨ।
[IRV | PA | NT | John | Chapter 4 | Verse 36] ਜੋ ਵਿਅਕਤੀ ਫ਼ਸਲ ਵੱਢਦਾ ਉਹ ਆਪਣੀ ਮਜ਼ਦੂਰੀ ਪਾਉਂਦਾ ਅਤੇ ਸਦੀਪਕ ਜੀਵਨ ਲਈ ਫ਼ਸਲ ਇਕੱਠੀ ਕਰਦਾ ਹੈ। ਇਸ ਲਈ ਉਹ ਵੀ ਪ੍ਰਸੰਨ ਹੈ ਜੋ ਫ਼ਸਲ ਬੀਜਦਾ ਹੈ ਤੇ ਉਹ ਵੀ ਜੋ ਫ਼ਸਲ ਦੀ ਵਾਢੀ ਕਰਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 4 | Verse 37] ਇਹ ਕਹਾਵਤ ਸੱਚੀ ਹੈ, ਇੱਕ ਬੀਜਦਾ ਹੈ, ਪਰ ਦੂਜਾ ਆਦਮੀ ਫਸਲ ਦੀ ਵਾਢੀ ਕਰਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 4 | Verse 38] ਮੈਂ ਤੁਹਾਨੂੰ ਇਸ ਫ਼ਸਲ ਦਾ ਫਲ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਭੇਜਿਆ, ਜਿਸ ਲਈ ਤੁਸੀਂ ਕੰਮ ਨਹੀਂ ਕੀਤਾ, ਹੋਰਾਂ ਲੋਕਾਂ ਨੇ ਇਸ ਲਈ ਕੰਮ ਕੀਤਾ ਅਤੇ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਦੀ ਮਿਹਨਤ ਦਾ ਹੀ ਲਾਭ ਕਰ ਲੈ ਹੋ।”
[IRV | PA | NT | John | Chapter 4 | Verse 39] ਉਸ ਸ਼ਹਿਰ ਦੇ ਕਈ ਲੋਕਾਂ ਨੇ ਯਿਸੂ ਵਿੱਚ ਵਿਸ਼ਵਾਸ ਕੀਤਾ। ਕਿਉਂਕਿ ਔਰਤ ਨੇ ਇਹ ਗਵਾਹੀ ਦਿੱਤੀ, “ਉਸ ਨੇ ਮੈਨੂੰ ਉਹ ਸਭ ਕੁਝ ਦੱਸਿਆ ਜੋ ਮੈਂ ਕੀਤਾ ਹੈ।”
[IRV | PA | NT | John | Chapter 4 | Verse 40] ਇਸ ਲਈ ਇਹ ਲੋਕ ਯਿਸੂ ਕੋਲ ਆਏ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਠਹਿਰਣ ਲਈ ਬੇਨਤੀ ਕੀਤੀ। ਇਸ ਲਈ ਯਿਸੂ ਉੱਥੇ ਦੋ ਦਿਨ ਠਹਿਰਿਆ।
[IRV | PA | NT | John | Chapter 4 | Verse 41] ਉਸ ਦੇ ਸ਼ਬਦਾਂ ਕਾਰਨ ਹੋਰ ਵਧੇਰੇ ਲੋਕਾਂ ਨੇ ਵਿਸ਼ਵਾਸ ਕੀਤਾ।
[IRV | PA | NT | John | Chapter 4 | Verse 42] ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਨੇ ਉਸ ਔਰਤ ਨੂੰ ਆਖਿਆ, “ਅਸੀਂ ਯਿਸੂ ਵਿੱਚ ਤੇਰੇ ਸ਼ਬਦਾਂ ਕਾਰਨ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕਰਦੇ, ਸਗੋਂ ਇਸ ਲਈ ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਆਪ ਉਸ ਦੇ ਸ਼ਬਦ ਸੁਣੇ ਹਨ। ਹੁਣ ਅਸੀਂ ਜਾਣ ਗਏ ਹਾਂ ਕਿ ਉਹ ਸੱਚ-ਮੁੱਚ ਸੰਸਾਰ ਦਾ ਮੁਕਤੀਦਾਤਾ ਹੈ।”
[IRV | PA | NT | John | Chapter 4 | Verse 43] ਦੋ ਦਿਨਾਂ ਤੋਂ ਬਾਅਦ, ਯਿਸੂ ਉੱਥੋਂ ਵਿਦਾ ਹੋ ਕੇ ਗਲੀਲ ਨੂੰ ਚਲਿਆ ਗਿਆ।
[IRV | PA | NT | John | Chapter 4 | Verse 44] ਪਹਿਲਾਂ ਯਿਸੂ ਇਹ ਕਹਿ ਚੁੱਕਿਆ ਸੀ ਕਿ ਨਬੀ ਦਾ ਉਸ ਦੇ ਆਪਣੇ ਦੇਸ ਤੋਂ ਇਲਾਵਾ ਹਰੇਕ ਜਗ੍ਹਾ ਆਦਰ ਹੁੰਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 4 | Verse 45] ਜਦੋਂ ਯਿਸੂ ਗਲੀਲ ਵਿੱਚ ਪਹੁੰਚਿਆ ਤਾਂ ਲੋਕਾਂ ਨੇ ਉਸਦਾ ਸਵਾਗਤ ਕੀਤਾ। ਕਿਉਂਕਿ ਇਹ ਲੋਕ ਉਹ ਸਾਰੀਆਂ ਗੱਲਾਂ ਦੇਖ ਚੁੱਕੇ ਸਨ, ਜੋ ਯਿਸੂ ਨੇ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਪਸਾਹ ਦੇ ਤਿਉਹਾਰ ਤੇ ਕੀਤੀਆਂ ਸਨ। ਕਿਉਂਕਿ ਇਹ ਲੋਕ ਵੀ ਉਸ ਤਿਉਹਾਰ ਤੇ ਗਏ ਹੋਏ ਸਨ।
[IRV | PA | NT | John | Chapter 4 | Verse 46] ਇੱਕ ਵਾਰ ਫੇਰ ਯਿਸੂ ਗਲੀਲ ਵਿੱਚ ਕਾਨਾ ਨੂੰ ਗਿਆ। ਕਾਨਾ ਉਹ ਥਾਂ ਹੈ ਜਿੱਥੇ ਯਿਸੂ ਨੇ ਪਾਣੀ ਨੂੰ ਅੰਗੂਰਾਂ ਦੇ ਰਸ ਵਿੱਚ ਤਬਦੀਲ ਕੀਤਾ, ਇੱਕ ਅਧਿਕਾਰੀ ਕਫ਼ਰਨਾਹੂਮ ਵਿੱਚ ਰਹਿੰਦਾ ਸੀ, ਉਸਦਾ ਪੁੱਤਰ ਬਿਮਾਰ ਸੀ।
[IRV | PA | NT | John | Chapter 4 | Verse 47] ਉਸ ਨੇ ਸੁਣਿਆ ਕਿ ਯਿਸੂ ਯਹੂਦਿਯਾ ਤੋਂ ਆਇਆ ਹੈ ਅਤੇ ਹੁਣ ਗਲੀਲ ਵਿੱਚ ਸੀ ਤਾਂ ਉਹ ਆਦਮੀ ਕਾਨਾ ਵਿੱਚ ਯਿਸੂ ਕੋਲ ਗਿਆ ਅਤੇ ਉਸ ਨੇ ਯਿਸੂ ਨੂੰ ਕਫ਼ਰਨਾਹੂਮ ਵਿੱਚ ਦਰਸ਼ਣ ਦੇਣ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰ ਨੂੰ ਤੰਦਰੁਸਤ ਕਰਨ ਦੀ ਬੇਨਤੀ ਕੀਤੀ। ਉਸਦਾ ਪੁੱਤਰ ਮਰਨ ਵਾਲਾ ਸੀ।
[IRV | PA | NT | John | Chapter 4 | Verse 48] ਯਿਸੂ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, “ਜਦੋਂ ਤੱਕ ਤੁਸੀਂ ਅਚਰਜ਼ ਅਤੇ ਨਿਸ਼ਾਨ ਨਹੀਂ ਵੇਖੋਂਗੇ ਤੁਸੀਂ ਮੇਰੇ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕਰੋਂਗੇ।”
[IRV | PA | NT | John | Chapter 4 | Verse 49] ਬਾਦਸ਼ਾਹ ਦੇ ਅਧਿਕਾਰੀ ਨੇ ਆਖਿਆ, “ਸ਼੍ਰੀ ਮਾਨ ਜੀ, ਮੇਰੇ ਪੁੱਤਰ ਦੇ ਮਰਨ ਤੋਂ ਪਹਿਲਾਂ ਮੇਰੇ ਘਰ ਚੱਲੋ।”
[IRV | PA | NT | John | Chapter 4 | Verse 50] ਯਿਸੂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਜਾ, ਤੇਰਾ ਪੁੱਤਰ ਜਿਉਂਦਾ ਹੈ।” ਉਸ ਆਦਮੀ ਨੇ ਯਿਸੂ ਦੇ ਸ਼ਬਦਾਂ ਵਿੱਚ ਵਿਸ਼ਵਾਸ ਕੀਤਾ ਅਤੇ ਘਰ ਚਲਾ ਗਿਆ।
[IRV | PA | NT | John | Chapter 4 | Verse 51] ਜਦੋਂ ਉਹ ਘਰ ਜਾ ਰਿਹਾ ਸੀ ਤਾਂ ਰਾਹ ਵਿੱਚ ਉਸ ਦੇ ਨੌਕਰ ਉਸ ਨੂੰ ਮਿਲੇ। ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, “ਤੇਰਾ ਪੁੱਤਰ ਚੰਗਾ ਹੋ ਗਿਆ ਹੈ।”
[IRV | PA | NT | John | Chapter 4 | Verse 52] ਉਸ ਆਦਮੀ ਨੇ ਪੁੱਛਿਆ, “ਮੇਰਾ ਪੁੱਤਰ ਕਿਸ ਵਕਤ ਠੀਕ ਹੋਣਾ ਸ਼ੁਰੂ ਹੋਇਆ ਸੀ?” ਨੌਕਰ ਨੇ ਜ਼ਵਾਬ ਦਿੱਤਾ, “ਇਹ ਕੱਲ ਇੱਕ ਵਜੇ ਦੇ ਆਸ-ਪਾਸ ਦਾ ਸਮਾਂ ਸੀ, ਜਦੋਂ ਉਸਦਾ ਬੁਖਾਰ ਉਤਰ ਗਿਆ।”
