[IRV | PA | NT | John | Chapter 1 | Verse 1] ਆਦ ਵਿੱਚ ਸ਼ਬਦ ਸੀ, ਸ਼ਬਦ ਪਰਮੇਸ਼ੁਰ ਦੇ ਨਾਲ ਸੀ ਅਤੇ ਸ਼ਬਦ ਹੀ ਪਰਮੇਸ਼ੁਰ ਸੀ।
[IRV | PA | NT | John | Chapter 1 | Verse 12] ਪਰ ਜਿੰਨਿਆਂ ਨੇ ਉਸ ਨੂੰ ਕਬੂਲ ਕੀਤਾ ਅਤੇ ਉਸ ਦੇ ਨਾਮ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕੀਤਾ ਉਸ ਨੇ ਉਹਨਾਂ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਦੀ ਸੰਤਾਨ ਹੋਣ ਦਾ ਹੱਕ ਦਿੱਤਾ।
[IRV | PA | NT | John | Chapter 1 | Verse 13] ਨਾ ਹੀ ਉਹ ਲਹੂ ਤੋਂ, ਨਾ ਹੀ ਸਰੀਰਕ ਇੱਛਾ ਨਾਲ, ਅਤੇ ਨਾ ਹੀ ਮਨੁੱਖਾਂ ਦੀ ਇੱਛਾ ਨਾਲ ਪਰ ਉਹ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਪੈਦਾ ਹੋਏ ਸਨ।
[IRV | PA | NT | John | Chapter 1 | Verse 14] ਸ਼ਬਦ ਦੇਹਧਾਰੀ ਹੋ ਗਿਆ ਅਤੇ ਸਾਡੇ ਵਿੱਚ ਰਿਹਾ, ਅਸੀਂ ਉਸ ਦੀ ਮਹਿਮਾ ਦੇਖੀ ਉਹ ਮਹਿਮਾ ਜੋ ਪਿਤਾ ਦੇ ਇੱਕਲੌਤੇ ਪੁੱਤਰ ਦੀ ਹੈ, ਜੋ ਕਿਰਪਾ ਅਤੇ ਸਚਿਆਈ ਨਾਲ ਭਰਪੂਰ ਸੀ।
[IRV | PA | NT | John | Chapter 1 | Verse 15] ਯੂਹੰਨਾ ਨੇ ਉਸ ਦੇ ਬਾਰੇ ਗਵਾਹੀ ਦਿੱਤੀ ਅਤੇ ਆਖਿਆ, “ਇਹ ਉਹੀ ਹੈ ਜਿਸ ਬਾਰੇ ਮੈਂ ਦੱਸ ਰਿਹਾ ਸੀ। ਮੈਂ ਤੁਹਾਨੂੰ ਦੱਸਿਆ ਸੀ ਕਿ ਉਹ ਜਿਹੜਾ ਮੇਰੇ ਤੋਂ ਬਾਅਦ ਆਵੇਗਾ, ਉਹ ਮੇਰੇ ਨਾਲੋਂ ਵੀ ਮਹਾਨ ਹੈ। ਉਹ ਮੇਰੇ ਤੋਂ ਵੀ ਪਹਿਲਾਂ ਸੀ।”
[IRV | PA | NT | John | Chapter 1 | Verse 16] ਉਸ ਦੀ ਭਰਪੂਰੀ ਤੋਂ ਅਸੀਂ ਬੇਹੱਦ ਕਿਰਪਾ ਪਾਈ l
[IRV | PA | NT | John | Chapter 1 | Verse 17] ਬਿਵਸਥਾ ਮੂਸਾ ਰਾਹੀਂ ਦਿੱਤੀ ਗਈ ਸੀ, ਪਰ ਕਿਰਪਾ ਅਤੇ ਸਚਿਆਈ ਯਿਸੂ ਮਸੀਹ ਰਾਹੀਂ ਆਈ।
[IRV | PA | NT | John | Chapter 1 | Verse 18] ਕਿਸੇ ਨੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਕਦੇ ਨਹੀਂ ਵੇਖਿਆ, ਉਹ ਇੱਕਲੌਤਾ ਪੁੱਤਰ, ਜੋ ਪਿਤਾ ਦੀ ਗੋਦ ਵਿੱਚ ਹੈ, ਪਰਮੇਸ਼ੁਰ ਹੈ ਅਤੇ ਉਸ ਨੇ ਸਾਨੂੰ ਵਿਖਾਇਆ ਹੈ ਕਿ ਕੌਣ ਪਰਮੇਸ਼ੁਰ ਹੈ।
[IRV | PA | NT | John | Chapter 1 | Verse 19] ਯਰੂਸ਼ਲਮ ਦੇ ਯਹੂਦੀਆਂ ਨੇ ਕੁਝ ਜਾਜਕਾਂ ਤੇ ਲੇਵੀਆਂ ਨੂੰ ਯੂਹੰਨਾ ਕੋਲ ਭੇਜਿਆ। ਯਹੂਦੀਆਂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਇਹ ਪੁੱਛਣ ਲਈ ਭੇਜਿਆ, “ਤੂੰ ਕੌਣ ਹੈਂ।”
[IRV | PA | NT | John | Chapter 1 | Verse 20] ਯੂਹੰਨਾ ਸੱਚ ਬੋਲਿਆ ਉਸ ਨੇ ਉੱਤਰ ਦੇਣ ਤੋਂ ਇੰਨਕਾਰ ਨਾ ਕੀਤਾ। ਉਸ ਨੇ ਸਾਫ਼-ਸਾਫ਼ ਆਖਿਆ, “ਮੈਂ ਮਸੀਹ ਨਹੀਂ ਹਾਂ।”
[IRV | PA | NT | John | Chapter 1 | Verse 21] ਯਹੂਦੀਆਂ ਨੇ ਯੂਹੰਨਾ ਨੂੰ ਪੁੱਛਿਆ, “ਫਿਰ ਤੂੰ ਕੌਣ ਹੈਂ? ਕੀ ਤੂੰ ਏਲੀਯਾਹ ਹੈਂ?” ਯੂਹੰਨਾ ਨੇ ਜ਼ਵਾਬ ਦਿੱਤਾ, “ਨਹੀਂ ਮੈਂ ਏਲੀਯਾਹ ਨਹੀਂ ਹਾਂ।” ਯਹੂਦੀਆਂ ਨੇ ਪੁੱਛਿਆ, “ਕੀ ਤੂੰ ਨਬੀ ਹੈ?” ਯੂਹੰਨਾ ਨੇ ਜ਼ਵਾਬ ਦਿੱਤਾ, “ਨਹੀਂ,।”
[IRV | PA | NT | John | Chapter 1 | Verse 22] ਤਾਂ ਯਹੂਦੀਆਂ ਨੇ ਪੁੱਛਿਆ, “ਫਿਰ ਤੂੰ ਕੌਣ ਹੈਂ? ਸਾਨੂੰ ਆਪਣੇ ਬਾਰੇ ਦੱਸ। ਸਾਨੂੰ ਜ਼ਵਾਬ ਦੇ ਤਾਂ ਕਿ ਅਸੀਂ ਉਨ੍ਹਾਂ ਨੂੰ ਦੱਸ ਸਕੀਏ, ਜਿਨ੍ਹਾਂ ਨੇ ਸਾਨੂੰ ਭੇਜਿਆ ਹੈ। ਤੂੰ ਆਪਣੇ ਬਾਰੇ ਕੀ ਆਖਦਾ ਹੈਂ?”
[IRV | PA | NT | John | Chapter 1 | Verse 23] ਯੂਹੰਨਾ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਨਬੀ ਯਸਾਯਾਹ ਦੇ ਸ਼ਬਦ ਆਖੇ: “ਮੈਂ ਉਜਾੜ ਵਿੱਚ ਹੋਕਾ ਦੇਣ ਵਾਲੇ ਦੀ ਅਵਾਜ਼ ਹਾਂ: ਪ੍ਰਭੂ ਲਈ ਸਿੱਧਾ ਰਾਹ ਤਿਆਰ ਕਰੋ।”
[IRV | PA | NT | John | Chapter 1 | Verse 24] ਇਹ ਯਹੂਦੀ ਫ਼ਰੀਸੀਆਂ ਵੱਲੋਂ ਭੇਜੇ ਹੋਏ ਸਨ।
[IRV | PA | NT | John | Chapter 1 | Verse 25] ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਪੁੱਛਿਆ, “ਤੂੰ ਆਖਦਾ ਹੈਂ ਕਿ ਤੂੰ ਮਸੀਹ ਨਹੀਂ ਹੈ।” ਤੂੰ ਆਖਦਾ ਹੈਂ ਕਿ “ਤੂੰ ਏਲੀਯਾਹ ਨਹੀਂ ਹੈ ਅਤੇ ਨਾ ਹੀ ਨਬੀ। ਫਿਰ ਤੂੰ ਲੋਕਾਂ ਨੂੰ ਬਪਤਿਸਮਾ ਕਿਉਂ ਦਿੰਦਾ ਹੈ?”
[IRV | PA | NT | John | Chapter 1 | Verse 26] ਯੂਹੰਨਾ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਮੈਂ ਲੋਕਾਂ ਨੂੰ ਪਾਣੀ ਨਾਲ ਬਪਤਿਸਮਾ ਦਿੰਦਾ ਹਾਂ ਪਰ ਕੋਈ ਇੱਕ ਹੈ ਜੋ ਤੁਹਾਡੇ ਵਿੱਚ ਖੜ੍ਹਾ ਹੈ, ਜਿਸ ਨੂੰ ਤੁਸੀਂ ਨਹੀਂ ਪਛਾਣਦੇ।
[IRV | PA | NT | John | Chapter 1 | Verse 27] ਉਹ ਉਹੀ ਹੈ ਜੋ ਮੇਰੇ ਮਗਰੋਂ ਆਵੇਗਾ। ਮੈਂ ਉਸ ਦੀ ਜੁੱਤੀ ਦੇ ਤਸਮੇ ਖੋਲ੍ਹਣ ਦੇ ਵੀ ਯੋਗ ਨਹੀਂ ਹਾਂ।”
[IRV | PA | NT | John | Chapter 1 | Verse 28] ਇਹ ਸਭ ਗੱਲਾਂ ਬੈਤਅਨੀਆ ਵਿੱਚ ਯਰਦਨ ਦਰਿਆ ਦੇ ਪਾਰ ਹੋਈਆਂ। ਉੱਥੇ ਯੂਹੰਨਾ ਲੋਕਾਂ ਨੂੰ ਬਪਤਿਸਮਾ ਦਿੰਦਾ ਸੀ।
[IRV | PA | NT | John | Chapter 1 | Verse 29] ਅਗਲੇ ਦਿਨ ਯੂਹੰਨਾ ਨੇ ਯਿਸੂ ਨੂੰ ਆਪਣੇ ਵੱਲ ਆਉਂਦਿਆਂ ਦੇਖਿਆ। ਯੂਹੰਨਾ ਨੇ ਆਖਿਆ, “ਵੇਖੋ, ਪਰਮੇਸ਼ੁਰ ਦਾ ਲੇਲਾ, ਉਹ ਸੰਸਾਰ ਦੇ ਪਾਪ ਚੁੱਕ ਕੇ ਲੈ ਜਾਂਦਾ ਹੈ।”
[IRV | PA | NT | John | Chapter 1 | Verse 30] ਮੈਂ ਉਸ ਬਾਰੇ ਹੀ ਗੱਲ ਕਰ ਰਿਹਾ ਸੀ ਜਦੋਂ ਮੈਂ ਆਖਿਆ ਸੀ “ਇੱਕ ਮਨੁੱਖ ਮੇਰੇ ਬਾਅਦ ਆਵੇਗਾ ਤੇ ਉਹ ਮੇਰੇ ਤੋਂ ਵੀ ਮਹਾਨ ਹੈ, ਕਿਉਂਕਿ ਉਹ ਮੇਰੇ ਤੋਂ ਵੀ ਪਹਿਲਾਂ ਸੀ।
[IRV | PA | NT | John | Chapter 1 | Verse 31] ਮੈਂ ਨਹੀਂ ਜਾਣਦਾ ਸੀ ਉਹ ਕੌਣ ਹੈ। ਪਰ ਮੈਂ ਲੋਕਾਂ ਨੂੰ ਜਲ ਨਾਲ ਬਪਤਿਸਮਾ ਦੇਣ ਲਈ ਆਇਆ ਹਾਂ ਤਾਂ ਜੋ ਇਸਰਾਏਲ ਉਸ ਬਾਰੇ ਜਾਣ ਸਕੇ।”
[IRV | PA | NT | John | Chapter 1 | Verse 32] ਯੂਹੰਨਾ ਨੇ ਗਵਾਹੀ ਦੇ ਕੇ ਆਖਿਆ, ਮੈਂ ਆਤਮਾ ਨੂੰ ਸਵਰਗ ਤੋਂ ਘੁੱਗੀ ਦੀ ਤਰ੍ਹਾਂ ਉੱਤਰਦਿਆਂ ਅਤੇ ਉਸ ਉੱਪਰ ਠਹਿਰਿਆ ਵੇਖਿਆ।
[IRV | PA | NT | John | Chapter 1 | Verse 33] “ਮੈਂ ਵੀ ਨਹੀਂ ਜਾਣਦਾ ਸੀ ਕਿ ਮਸੀਹ ਕੌਣ ਹੈ, ਪਰ ਮੈਨੂੰ ਪਰਮੇਸ਼ੁਰ ਨੇ ਭੇਜਿਆ ਕਿ ਮੈਂ ਲੋਕਾਂ ਨੂੰ ਜਲ ਨਾਲ ਬਪਤਿਸਮਾ ਦੇਵਾਂ ਤੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਮੈਨੂੰ ਦੱਸਿਆ, ਤੂੰ ਆਤਮਾ ਨੂੰ ਸਵਰਗ ਤੋਂ ਉੱਤਰਦਿਆਂ ਅਤੇ ਇੱਕ ਮਨੁੱਖ ਉੱਤੇ ਠਹਿਰਦਿਆਂ ਵੇਖੇਂਗਾ ਤੇ ਉਹ ਪਵਿੱਤਰ ਆਤਮਾ ਨਾਲ ਲੋਕਾਂ ਨੂੰ ਬਪਤਿਸਮਾ ਦੇਵੇਗਾ
[IRV | PA | NT | John | Chapter 1 | Verse 34] ਮੈਂ ਗਵਾਹੀ ਦਿੰਦਾ ਹਾਂ ਕਿ ਉਹੀ ਪਰਮੇਸ਼ੁਰ ਦਾ ਪੁੱਤਰ ਹੈ।”
[IRV | PA | NT | John | Chapter 1 | Verse 35] ਅਗਲੇ ਦਿਨ ਯੂਹੰਨਾ ਫ਼ੇਰ ਉੱਥੇ ਹੀ ਖੜ੍ਹਾ ਸੀ। ਯੂਹੰਨਾ ਦੇ ਨਾਲ ਉਸ ਦੇ ਦੋ ਚੇਲੇ ਸਨ।
[IRV | PA | NT | John | Chapter 1 | Verse 36] ਯੂਹੰਨਾ ਨੇ ਯਿਸੂ ਨੂੰ ਵੇਖ ਕੇ ਆਖਿਆ, “ਵੇਖੋ, ਪਰਮੇਸ਼ੁਰ ਦਾ ਲੇਲਾ।”
[IRV | PA | NT | John | Chapter 1 | Verse 37] ਉਨ੍ਹਾਂ ਦੋਹਾਂ ਚੇਲਿਆਂ ਨੇ, ਜੋ ਯੂਹੰਨਾ ਆਖ ਰਿਹਾ ਸੀ, ਸੁਣਿਆ ਅਤੇ ਉਹ ਯਿਸੂ ਦੇ ਮਗਰ ਤੁਰ ਪਏ।
[IRV | PA | NT | John | Chapter 1 | Verse 38] ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਮਗਰ ਆਉਂਦਿਆ ਵੇਖਿਆ ਅਤੇ ਮੁੜ ਕੇ ਆਖਿਆ, “ਤੁਸੀਂ ਕੀ ਚਾਹੁੰਦੇ ਹੋ?” ਉਨ੍ਹਾਂ ਦੋਹਾਂ ਨੇ ਆਖਿਆ, “ਹੇ ਰੱਬੀ, ‘ਰੱਬੀ’ ਦਾ ਅਰਥ ਹੈ ‘ਗੁਰੂ’ ਤੁਸੀਂ ਕਿੱਥੇ ਠਹਿਰੇ ਹੋ?”
[IRV | PA | NT | John | Chapter 1 | Verse 39] ਯਿਸੂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਆਓ ਅਤੇ ਵੇਖੋ।” ਸੋ ਉਹ ਦੋਵੇਂ ਯਿਸੂ ਦੇ ਨਾਲ ਗਏ। ਉਨ੍ਹਾਂ ਨੇ ਥਾਂ ਵੇਖੀ ਜਿੱਥੇ ਯਿਸੂ ਰਹਿ ਰਿਹਾ ਸੀ। ਉਸ ਦਿਨ ਉਹ ਉੱਥੇ ਯਿਸੂ ਦੇ ਨਾਲ ਹੀ ਰਹੇ। ਇਹ ਚਾਰ ਕੁ ਵਜੇ ਦਾ ਸਮਾਂ ਸੀ।
[IRV | PA | NT | John | Chapter 1 | Verse 40] ਇਨ੍ਹਾਂ ਦੋਹਾਂ ਨੇ ਯਿਸੂ ਬਾਰੇ ਯੂਹੰਨਾ ਤੋਂ ਸੁਣਨ ਤੋਂ ਬਾਅਦ ਯਿਸੂ ਦੇ ਮਗਰ ਹੋ ਤੁਰੇ। ਇਨ੍ਹਾਂ ਵਿੱਚੋਂ ਇੱਕ ਦਾ ਨਾਮ ਅੰਦ੍ਰਿਯਾਸ ਸੀ। ਅੰਦ੍ਰਿਯਾਸ ਸ਼ਮਊਨ ਪਤਰਸ ਦਾ ਭਰਾ ਸੀ।
[IRV | PA | NT | John | Chapter 1 | Verse 41] ਪਹਿਲਾਂ ਅੰਦ੍ਰਿਯਾਸ ਨੇ ਆਪਣੇ ਭਰਾ ਸ਼ਮਊਨ ਨੂੰ ਲੱਭਿਆ ਤੇ ਫ਼ਿਰ ਉਸ ਨੇ ਆਖਿਆ, “ਅਸੀਂ ਮਸੀਹ ਨੂੰ ਲੱਭ ਲਿਆ ਹੈ।” “ਮਸੀਹ” ਮਤਲਬ “ਮਸੀਹਾ”
[IRV | PA | NT | John | Chapter 1 | Verse 42] ਅੰਦ੍ਰਿਯਾਸ ਸ਼ਮਊਨ ਨੂੰ ਯਿਸੂ ਕੋਲ ਲੈ ਆਇਆ। ਯਿਸੂ ਨੇ ਸ਼ਮਊਨ ਨੂੰ ਵੇਖਿਆ ਤੇ ਆਖਿਆ ਤੂੰ ਯੂਹੰਨਾ ਦਾ ਪੁੱਤਰ ਸ਼ਮਊਨ ਹੈਂ, ਤੂੰ ਕੇਫ਼ਾਸ ਅਖਵਾਵੇਗਾ “ਕੇਫ਼ਾਸ” ਦਾ ਭਾਵ ਹੈ “ਪਤਰਸ”।
[IRV | PA | NT | John | Chapter 1 | Verse 43] ਅਗਲੇ ਦਿਨ ਯਿਸੂ ਨੇ ਚਾਹਿਆ ਕਿ ਉਹ ਗਲੀਲ ਜਾਵੇ। ਉਸ ਨੇ ਫ਼ਿਲਿਪੁੱਸ ਨੂੰ ਲੱਭਿਆ ਤੇ ਉਸ ਨੂੰ ਆਖਿਆ, “ਮੇਰੇ ਮਗਰ ਚੱਲ।”
[IRV | PA | NT | John | Chapter 1 | Verse 44] ਫ਼ਿਲਿਪੁੱਸ ਬੈਤਸੈਦੇ ਦਾ ਸੀ। ਉੱਥੋਂ ਦੇ ਹੀ ਅੰਦ੍ਰਿਯਾਸ ਤੇ ਪਤਰਸ ਸਨ।
[IRV | PA | NT | John | Chapter 1 | Verse 45] ਫ਼ਿਲਿਪੁੱਸ ਨੇ ਨਥਾਨਿਏਲ ਨੂੰ ਲੱਭਿਆ ਤੇ ਉਸ ਨੂੰ ਆਖਿਆ, “ਯਾਦ ਕਰ ਮੂਸਾ ਨੇ ਬਿਵਸਥਾ ਵਿੱਚ ਜੋ ਲਿਖਿਆ ਹੈ। ਨਬੀਆਂ ਨੇ ਵੀ ਉਸ ਬਾਰੇ ਲਿਖਿਆ ਹੈ। ਅਸੀਂ ਉਸ ਨੂੰ ਲੱਭ ਲਿਆ ਹੈ। ਉਸਦਾ ਨਾਮ ਯਿਸੂ ਹੈ। ਉਹ ਯੂਸੁਫ਼ ਦਾ ਪੁੱਤਰ ਅਤੇ ਉਹ ਨਾਸਰਤ ਦਾ ਹੈ।”
[IRV | PA | NT | John | Chapter 1 | Verse 46] ਪਰ ਨਥਾਨਿਏਲ ਨੇ ਫ਼ਿਲਿਪੁੱਸ ਨੂੰ ਆਖਿਆ, “ਨਾਸਰਤ! ਭਲਾ ਨਾਸਰਤ ਵਿੱਚੋਂ ਕੋਈ ਉੱਤਮ ਚੀਜ਼ ਨਿੱਕਲ ਸਕਦੀ ਹੈ?” ਫ਼ਿਲਿਪੁੱਸ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਆ ਅਤੇ ਵੇਖ”
[IRV | PA | NT | John | Chapter 1 | Verse 47] ਯਿਸੂ ਨੇ ਨਥਾਨਿਏਲ ਨੂੰ ਆਪਣੇ ਵੱਲ ਆਉਂਦਿਆਂ ਵੇਖਿਆ ਅਤੇ ਉਸ ਬਾਰੇ ਇਹ ਆਖਿਆ, “ਉਹ ਇੱਕ ਸੱਚਾ ਇਸਰਾਏਲੀ ਹੈ ਉਸ ਵਿੱਚ ਕੋਈ ਛੱਲ ਨਹੀਂ ਹੈ।”
[IRV | PA | NT | John | Chapter 1 | Verse 48] ਨਥਾਨਿਏਲ ਨੇ ਪੁੱਛਿਆ, “ਤੁਸੀਂ ਮੈਨੂੰ ਕਿਵੇਂ ਜਾਣਦੇ ਹੋ?” ਯਿਸੂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਮੈਂ ਤੈਨੂੰ ਉਸ ਵੇਲੇ ਵੇਖ ਲਿਆ ਸੀ, ਜਦੋਂ ਤੂੰ ਹੰਜ਼ੀਰ ਦੇ ਰੁੱਖ ਥੱਲੇ ਸੀ। ਜਦੋਂ ਤੈਨੂੰ ਫ਼ਿਲਿਪੁੱਸ ਨੇ ਮੇਰੇ ਬਾਰੇ ਦੱਸਿਆ।”
[IRV | PA | NT | John | Chapter 1 | Verse 49] ਫ਼ਿਰ ਨਥਾਨਿਏਲ ਨੇ ਯਿਸੂ ਨੂੰ ਕਿਹਾ, “ਗੁਰੂ ਜੀ, ਤੁਸੀਂ ਪਰਮੇਸ਼ੁਰ ਦੇ ਪੁੱਤਰ ਹੋ। ਤੁਸੀਂ ਇਸਰਾਏਲ ਦੇ ਪਾਤਸ਼ਾਹ ਹੋ।”
[IRV | PA | NT | John | Chapter 1 | Verse 50] ਯਿਸੂ ਨੇ ਨਥਾਨਿਏਲ ਨੂੰ ਆਖਿਆ, “ਤੂੰ ਇਸ ਲਈ ਵਿਸ਼ਵਾਸ ਕਰਦਾ ਹੈਂ ਕਿ ਪਹਿਲਾਂ ਹੀ ਮੈਂ ਤੈਨੂੰ ਦੱਸਿਆ ਸੀ ਕਿ ਮੈਂ ਤੈਨੂੰ ਹੰਜ਼ੀਰ ਦੇ ਰੁੱਖ ਥੱਲੇ ਵੇਖਿਆ ਸੀ। ਪਰ ਤੂੰ ਇਸ ਤੋਂ ਵੀ ਵੱਡੀਆਂ ਗੱਲਾਂ ਦੇਖੇਂਗਾ!”
[IRV | PA | NT | John | Chapter 1 | Verse 51] ਯਿਸੂ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, “ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ-ਸੱਚ ਆਖਦਾ ਹਾਂ ਤੁਸੀਂ ਸਵਰਗ ਨੂੰ ਖੁੱਲ੍ਹਾ ਵੇਖੋਂਗੇ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਦੂਤਾਂ ਨੂੰ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ ਉੱਤੇ ਚੜਦੇ ਅਤੇ ਉੱਤਰਦੇ ਵੇਖੋਂਗੇ।”
