[IRV | PA | NT | John | Chapter 12 | Verse 1] ਪਸਾਹ ਦੇ ਤਿਉਹਾਰ ਤੋਂ ਛੇ ਦਿਨ ਪਹਿਲਾਂ ਯਿਸੂ ਬੈਤਆਨਿਯਾ ਵਿੱਚ ਆਇਆ, ਜਿੱਥੇ ਲਾਜ਼ਰ ਰਹਿੰਦਾ ਸੀ। ਲਾਜ਼ਰ ਉਹ ਆਦਮੀ ਸੀ, ਜਿਸ ਨੂੰ ਯਿਸੂ ਨੇ ਮੁਰਦਿਆਂ ਵਿੱਚੋਂ ਜਿਉਂਦਾ ਕੀਤਾ ਸੀ l
[IRV | PA | NT | John | Chapter 12 | Verse 12] ਅਗਲੇ ਦਿਨ ਲੋਕਾਂ ਨੂੰ ਇਹ ਪਤਾ ਲੱਗਾ ਕਿ ਯਿਸੂ ਯਰੂਸ਼ਲਮ ਨੂੰ ਆਉਂਦਾ ਹੈ। ਉੱਥੇ ਬਹੁਤ ਸਾਰੇ ਲੋਕ ਸਨ ਜਿਹੜੇ ਪਸਾਹ ਦੇ ਤਿਉਹਾਰ ਤੇ ਆਏ ਸਨ।
[IRV | PA | NT | John | Chapter 12 | Verse 13] ਉਹ ਖਜ਼ੂਰ ਦੀਆਂ ਟਹਿਣੀਆਂ ਲੈ ਕੇ ਯਿਸੂ ਨੂੰ ਮਿਲਣ ਲਈ ਆਏ ਅਤੇ ਉੱਚੀ-ਉੱਚੀ ਆਖਣ ਲੱਗੇ; “ਹੋਸੰਨਾ! ਮੁਬਾਰਕ ਹੈ ਉਹ ਜਿਹੜਾ ਪ੍ਰਭੂ ਦੇ ਨਾਮ ਉੱਤੇ ਆਉਂਦਾ ਹੈ। ਇਸਰਾਏਲ ਦੇ ਪਾਤਸ਼ਾਹ ਉੱਤੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਕਿਰਪਾ ਹੋਵੇ!”
[IRV | PA | NT | John | Chapter 12 | Verse 14] ਯਿਸੂ ਨੇ ਇੱਕ ਗਧੀ ਦਾ ਬੱਚਾ ਲਿਆ ਅਤੇ ਉਸ ਉੱਤੇ ਬੈਠ ਗਿਆ। ਇਸ ਨੇ ਜੋ ਪੋਥੀ ਵਿੱਚ ਲਿਖਿਆ ਪੂਰਾ ਕਰ ਦਿੱਤਾ
[IRV | PA | NT | John | Chapter 12 | Verse 15] “ਸੀਯੋਨ ਦੀ ਬੇਟੀ ਨਾ ਡਰ! ਵੇਖ, ਤੇਰਾ ਬਾਦਸ਼ਾਹ ਇੱਕ ਗਧੀ ਦੇ ਬੱਚੇ ਤੇ ਸਵਾਰ ਹੋ ਕੇ ਆਉਂਦਾ ਹੈ।”
[IRV | PA | NT | John | Chapter 12 | Verse 16] ਯਿਸੂ ਦੇ ਚੇਲੇ ਉਸ ਸਮੇਂ ਇਹ ਨਾ ਸਮਝ ਸਕੇ ਕਿ ਉਹ ਇਹ ਸਭ ਕੀ ਕਰ ਰਿਹਾ ਹੈ। ਪਰ ਜਦੋਂ ਯਿਸੂ ਮਹਿਮਾ ਨੂੰ ਪਹੁੰਚਿਆ ਉਨ੍ਹਾਂ ਨੂੰ ਯਾਦ ਆਇਆ ਕਿ ਇਹ ਗੱਲਾਂ ਉਸ ਦੇ ਬਾਰੇ ਲਿਖੀਆਂ ਹੋਈਆਂ ਸਨ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਇਹ ਗੱਲਾਂ ਉਸ ਲਈ ਕੀਤੀਆਂ ਸਨ।
[IRV | PA | NT | John | Chapter 12 | Verse 17] ਜਦੋਂ ਯਿਸੂ ਨੇ ਲਾਜ਼ਰ ਨੂੰ ਜਿਉਂਦਾ ਕੀਤਾ ਉਸ ਸਮੇਂ ਉਸ ਨਾਲ ਬਹੁਤ ਵੱਡੀ ਭੀੜ ਸੀ ਅਤੇ ਉਸ ਨੇ ਲਾਜ਼ਰ ਨੂੰ ਸੱਦਿਆ ਕਿ ਕਬਰ ਚੋਂ ਬਾਹਰ ਨਿੱਕਲ ਆ। ਹੁਣ ਉਹ ਲੋਕ ਉਸ ਬਾਰੇ, ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਵੇਖਿਆ ਅਤੇ ਸੁਣਿਆ ਸੀ, ਦੂਜਿਆਂ ਨੂੰ ਦੱਸ ਰਹੇ ਸਨ।
[IRV | PA | NT | John | Chapter 12 | Verse 18] ਬਹੁਤ ਸਾਰੇ ਲੋਕ ਯਿਸੂ ਨੂੰ ਮਿਲਣ ਲਈ ਆਏ ਕਿਉਂਕਿ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਦੇ ਕੀਤੇ ਇਸ ਚਮਤਕਾਰ ਬਾਰੇ ਸੁਣਿਆ ਸੀ।
[IRV | PA | NT | John | Chapter 12 | Verse 19] ਫ਼ਿਰ ਫ਼ਰੀਸੀਆਂ ਨੇ ਆਪਸ ਵਿੱਚ ਆਖਣਾ ਸ਼ੁਰੂ ਕਰ ਦਿੱਤਾ, “ਦੇਖੋ! ਸਾਡੀ ਯੋਜਨਾ ਵਿਅਰਥ ਹੋ ਗਈ ਹੈ, ਕਿਉਂਕਿ ਸਭ ਲੋਕ ਉਸ ਦੇ ਮਗਰ ਲੱਗ ਰਹੇ ਹਨ।”
[IRV | PA | NT | John | Chapter 12 | Verse 20] ਉੱਥੇ ਉਨ੍ਹਾਂ ਵਿੱਚ ਕੁਝ ਯੂਨਾਨੀ ਲੋਕ ਵੀ ਸਨ, ਜੋ ਪਸਾਹ ਦੇ ਤਿਉਹਾਰ ਤੇ ਬੰਦਗੀ ਕਰਨ ਲਈ ਆਏ ਸਨ।
[IRV | PA | NT | John | Chapter 12 | Verse 21] ਇਹ ਯੂਨਾਨੀ ਲੋਕ ਫ਼ਿਲਿਪੁੱਸ ਕੋਲ ਆਏ ਜੋ ਗਲੀਲ ਅਤੇ ਬੈਤਸੈਦਾ ਤੋਂ ਸੀ। ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਬੇਨਤੀ ਕੀਤੀ, “ਕਿ ਅਸੀਂ ਯਿਸੂ ਨੂੰ ਮਿਲਣਾ ਚਾਹੁੰਦੇ ਹਾਂ।”
[IRV | PA | NT | John | Chapter 12 | Verse 22] ਫ਼ਿਲਿਪੁੱਸ ਨੇ ਆ ਕੇ ਅੰਦ੍ਰਿਯਾਸ ਨੂੰ ਕਿਹਾ ਅਤੇ ਅੰਦ੍ਰਿਯਾਸ ਅਤੇ ਫ਼ਿਲਿਪੁੱਸ ਨੇ ਆ ਕੇ ਯਿਸੂ ਨੂੰ ਦੱਸਿਆ।
[IRV | PA | NT | John | Chapter 12 | Verse 23] ਯਿਸੂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ ਦੀ ਵਡਿਆਈ ਹੋਣ ਦਾ ਸਮਾਂ ਆ ਗਿਆ ਹੈ।
[IRV | PA | NT | John | Chapter 12 | Verse 24] ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਦੱਸਦਾ ਹਾਂ ਕਿ ਜਦ ਤੱਕ ਕਣਕ ਦਾ ਦਾਣਾ ਜ਼ਮੀਨ ਵਿੱਚ ਗਿਰ ਕੇ ਨਾ ਮਰੇ ਇਕੱਲਾ ਦਾਣਾ ਹੀ ਰਹਿੰਦਾ ਹੈ। ਪਰ ਜੇਕਰ ਇਹ ਮਰਦਾ ਹੈ ਤਾਂ ਇਹ ਬਹੁਤ ਸਾਰਾ ਫਲ ਦਿੰਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 12 | Verse 25] ਜਿਹੜਾ ਮਨੁੱਖ ਆਪਣੀ ਜਾਨ ਨੂੰ ਪਿਆਰ ਕਰਦਾ ਹੈ ਉਹ ਇਸ ਨੂੰ ਗੁਆ ਲਵੇਗਾ। ਪਰ ਇਸ ਦੁਨੀਆਂ ਵਿੱਚ ਜਿਹੜਾ ਮਨੁੱਖ ਆਪਣੀ ਜਾਨ ਨੂੰ ਪਿਆਰ ਨਹੀਂ ਕਰਦਾ ਇਸ ਨੂੰ ਸਦੀਪਕ ਜੀਵਨ ਲਈ ਬਚਾ ਲਵੇਗਾ।
[IRV | PA | NT | John | Chapter 12 | Verse 26] ਜਿਹੜਾ ਮਨੁੱਖ ਮੇਰੀ ਸੇਵਾ ਕਰਦਾ ਹੈ, ਉਸ ਨੂੰ ਮੇਰੇ ਮਗਰ ਚੱਲਣਾ ਚਾਹੀਦਾ ਹੈ ਤਦ ਮੇਰਾ ਉਹ ਸੇਵਕ, ਜਿੱਥੇ ਵੀ ਮੈਂ ਹਾਂ, ਮੇਰੇ ਨਾਲ ਹੋਵੇਗਾ। ਜਿਹੜਾ ਮੇਰੀ ਸੇਵਾ ਕਰਦਾ ਹੈ, ਪਿਤਾ ਉਸ ਦਾ ਆਦਰ ਕਰਦਾ ਹੈ।”
[IRV | PA | NT | John | Chapter 12 | Verse 27] ਹੁਣ ਮੇਰਾ ਦਿਲ ਘਬਰਾਉਂਦਾ ਹੈ। ਮੈਨੂੰ ਕੀ ਆਖਣਾ ਚਾਹੀਦਾ ਹੈ? ਕੀ ਮੈਂ ਇਹ ਆਖਾਂ, “ਹੇ ਪਿਤਾ, ਮੈਨੂੰ ਇਸ ਮੁਸੀਬਤ ਦੀ ਘੜੀ ਤੋਂ ਬਚਾ?” ਨਹੀਂ! ਇਸ ਲਈ ਮੈਂ ਇਸ ਸਮੇਂ ਤੱਕ ਆਇਆ ਹਾਂ।
[IRV | PA | NT | John | Chapter 12 | Verse 28] ਹੇ ਪਿਤਾ, ਆਪਣੇ ਨਾਮ ਨੂੰ ਵਡਿਆਈ ਦੇ! ਫ਼ਿਰ ਸਵਰਗ ਤੋਂ ਇੱਕ ਅਵਾਜ਼ ਆਈ, “ਮੈਂ ਆਪਣੇ ਆਪ ਨੂੰ ਵਡਿਆਈ ਦਿੱਤੀ ਅਤੇ ਮੈਂ ਫ਼ਿਰ ਵੀ ਇਸ ਨੂੰ ਵਡਿਆਈ ਦੇਵਾਂਗਾ।”
[IRV | PA | NT | John | Chapter 12 | Verse 29] ਜਿਹੜੇ ਲੋਕ ਉੱਥੇ ਖੜ੍ਹੇ ਸਨ ਉਨ੍ਹਾਂ ਨੇ ਇਹ ਅਵਾਜ਼ ਸੁਣੀ। ਉਨ੍ਹਾਂ ਨੇ ਆਖਿਆ, “ਇਹ ਬੱਦਲ ਗਰਜਿਆ ਹੈ।” ਪਰ ਕੁਝ ਲੋਕਾਂ ਨੇ ਆਖਿਆ, “ਇੱਕ ਦੂਤ ਨੇ ਉਸ ਨਾਲ ਗੱਲ ਕੀਤੀ ਹੈ।”
[IRV | PA | NT | John | Chapter 12 | Verse 30] ਯਿਸੂ ਨੇ ਲੋਕਾਂ ਨੂੰ ਕਿਹਾ, “ਇਹ ਅਵਾਜ਼ ਮੇਰੇ ਕਰਕੇ ਨਹੀਂ ਆਈ, ਸਗੋਂ ਤੁਹਾਡੀ ਲਈ ਆਈ ਹੈ।
[IRV | PA | NT | John | Chapter 12 | Verse 31] ਹੁਣ ਸੰਸਾਰ ਦੇ ਨਿਆਂ ਦਾ ਸਮਾਂ ਆ ਗਿਆ ਹੈ। ਹੁਣ ਇਸ ਸੰਸਾਰ ਦਾ ਹਾਕਮ ਬਾਹਰ ਕੱਢਿਆ ਜਾਵੇਗਾ।
[IRV | PA | NT | John | Chapter 12 | Verse 32] ਮੈਂ ਵੀ ਇਸ ਸੰਸਾਰ ਤੋਂ ਉੱਚਾ ਕੀਤਾ ਜਾਂਵਾਂਗਾ ਅਤੇ ਜਦੋਂ ਇਉਂ ਹੋਵੇਗਾ ਤਾਂ ਸਾਰੇ ਲੋਕਾਂ ਨੂੰ ਆਪਣੇ ਵੱਲ ਖਿੱਚਾਂਗਾ।”
[IRV | PA | NT | John | Chapter 12 | Verse 33] ਇਹ ਆਖ ਕੇ, ਯਿਸੂ ਦੱਸ ਰਿਹਾ ਸੀ ਕਿ ਉਹ ਕਿਸ ਤਰ੍ਹਾਂ ਦੀ ਮੌਤ ਮਰੇਗਾ।
[IRV | PA | NT | John | Chapter 12 | Verse 34] ਲੋਕਾਂ ਨੇ ਕਿਹਾ, “ਸਾਡੀ ਬਿਵਸਥਾ ਤਾਂ ਆਖਦੀ ਹੈ ਕਿ ਮਸੀਹ ਸਦਾ ਜੀਵੇਗਾ ਤਾਂ ਫ਼ਿਰ ਤੂੰ ਇਹ ਕਿਉਂ ਆਖਦਾ ਹੈ ਕਿ ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਜ਼ਰੂਰ ਉੱਤੇ ਉੱਠਾਇਆ ਜਾਵੇਗਾ। ਇਹ ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਕੌਣ ਹੈ?”
[IRV | PA | NT | John | Chapter 12 | Verse 35] ਤਦ ਯਿਸੂ ਨੇ ਕਿਹਾ “ਚਾਨਣ ਕੁਝ ਹੀ ਸਮੇਂ ਲਈ ਤੁਹਾਡੇ ਨਾਲ ਹੈ, ਇਸ ਲਈ ਚਾਨਣ ਵਿੱਚ ਤੁਰੋ। ਜਿਹੜਾ ਮਨੁੱਖ ਹਨੇਰੇ ਵਿੱਚ ਚੱਲਦਾ ਉਸ ਨੂੰ ਨਹੀਂ ਪਤਾ ਹੁੰਦਾ ਕਿ ਉਹ ਕਿੱਥੇ ਚੱਲ ਰਿਹਾ ਹੈ।
[IRV | PA | NT | John | Chapter 12 | Verse 36] ਇਸ ਲਈ ਜਦੋਂ ਚਾਨਣ ਤੁਹਾਡੇ ਕੋਲ ਹੈ ਚਾਨਣ ਤੇ ਵਿਸ਼ਵਾਸ ਕਰੋ ਤਾਂ ਜੋ ਤੁਸੀਂ ਚਾਨਣ ਦੇ ਪੁੱਤਰ ਹੋਵੋ।” ਇਹ ਸਭ ਕਹਿਣ ਤੋਂ ਬਾਅਦ ਯਿਸੂ ਅਜਿਹੀ ਜਗਾ ਚਲਾ ਗਿਆ ਜਿੱਥੇ ਲੋਕ ਉਸ ਨੂੰ ਨਾ ਲੱਭ ਸਕੇ।
[IRV | PA | NT | John | Chapter 12 | Verse 37] ਯਿਸੂ ਨੇ ਲੋਕਾਂ ਸਾਹਮਣੇ ਬਹੁਤ ਸਾਰੇ ਚਮਤਕਾਰ ਕੀਤੇ। ਲੋਕਾਂ ਨੇ ਇਹ ਸਭ ਆਪਣੀ ਅੱਖੀਂ ਵੇਖਿਆ ਪਰ ਫ਼ਿਰ ਵੀ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕੀਤਾ।
[IRV | PA | NT | John | Chapter 12 | Verse 38] ਇਹ ਤਾਂ ਹੋਇਆ ਜੋ ਨਬੀ ਯਸਾਯਾਹ ਦੀ ਭਵਿੱਖਬਾਣੀ ਸੱਚੀ ਹੋ ਸਕੇ: “ਹੇ ਪ੍ਰਭੂ ਸਾਡੇ ਸੰਦੇਸ਼ ਉੱਤੇ ਕਿਸ ਨੇ ਵਿਸ਼ਵਾਸ ਕੀਤਾ? ਪ੍ਰਭੂ ਦੀ ਸ਼ਕਤੀ ਕਿਸ ਨੇ ਵੇਖੀ?”
[IRV | PA | NT | John | Chapter 12 | Verse 39] ਇਸੇ ਕਾਰਨ ਲੋਕ ਵਿਸ਼ਵਾਸ ਨਾ ਕਰ ਸਕੇ। ਜਿਵੇਂ ਕਿ ਯਸਾਯਾਹ ਫਿਰ ਆਖਦਾ ਹੈ,
[IRV | PA | NT | John | Chapter 12 | Verse 40] “ਪਰਮੇਸ਼ੁਰ ਨੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਅੱਖੀਆਂ ਅੰਨ੍ਹੀਆਂ ਕਰ ਦਿੱਤੀਆਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਦਿਲ ਕਠੋਰ ਕਰ ਦਿੱਤੇ। ਤਾਂ ਜੋ ਨਾ ਉਹ ਆਪਣੀਆਂ ਅੱਖਾਂ ਨਾਲ ਵੇਖ ਸਕਣ, ਨਾ ਦਿਮਾਗ ਨਾਲ ਸਮਝ ਸਕਣ ਅਤੇ ਮੇਰੇ ਕੋਲ ਫ਼ਿਰ ਆਉਣ ਤਾਂ ਜੋ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਠੀਕ ਕਰ ਸਕਾਂ।”
[IRV | PA | NT | John | Chapter 12 | Verse 41] ਯਸਾਯਾਹ ਨੇ ਇਹ ਇਸ ਲਈ ਆਖਿਆ ਕਿਉਂਕਿ ਉਸ ਨੇ ਉਸ ਦੀ ਮਹਿਮਾ ਵੇਖੀ ਸੀ।
[IRV | PA | NT | John | Chapter 12 | Verse 42] ਪਰ ਬਹੁਤ ਸਾਰੇ ਲੋਕਾਂ ਨੇ ਯਿਸੂ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕੀਤਾ ਅਤੇ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਕਈ ਆਗੂ ਸਨ। ਪਰ ਕਿਉਂ ਜੋ ਉਹ ਫ਼ਰੀਸੀਆਂ ਕੋਲੋਂ ਡਰਦੇ ਸਨ ਉਨ੍ਹਾਂ ਨੇ ਖੁੱਲਕੇ ਨਾ ਆਖਿਆ ਕਿ ਉਹ ਯਿਸੂ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰਦੇ ਹਨ। ਉਨ੍ਹਾਂ ਨੂੰ ਇਹ ਡਰ ਸੀ ਕਿ ਉਹ ਪ੍ਰਾਰਥਨਾ ਘਰ ਤੋਂ ਕੱਢ ਦਿੱਤੇ ਜਾਣਗੇ।
[IRV | PA | NT | John | Chapter 12 | Verse 43] ਇਨ੍ਹਾਂ ਲੋਕਾਂ ਨੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵਡਿਆਈ ਨਾਲੋਂ ਵਧ ਲੋਕਾਂ ਦੀ ਵਡਿਆਈ ਨੂੰ ਪਿਆਰ ਕੀਤਾ।
[IRV | PA | NT | John | Chapter 12 | Verse 44] ਤਦ ਯਿਸੂ ਨੇ ਉੱਚੀ ਅਵਾਜ਼ ਵਿੱਚ ਕਿਹਾ, “ਜੋ ਵਿਅਕਤੀ ਮੇਰੇ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰਦਾ ਹੈ ਉਹ ਮੇਰੇ ਉੱਤੇ ਨਹੀਂ ਸਗੋਂ ਉਸ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰਦਾ ਹੈ ਜਿਸ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ ਹੈ।
[IRV | PA | NT | John | Chapter 12 | Verse 45] ਜੋ ਵਿਅਕਤੀ ਮੈਨੂੰ ਵੇਖਦਾ ਹੈ ਉਹ ਉਸ ਨੂੰ ਵੇਖਦਾ ਹੈ ਜਿਸ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ ਹੈ।
[IRV | PA | NT | John | Chapter 12 | Verse 46] ਮੈਂ ਚਾਨਣ ਹਾਂ ਅਤੇ ਮੈਂ ਇਸ ਦੁਨੀਆਂ ਉੱਤੇ ਆਇਆ ਤਾਂ ਜੋ ਉਹ ਮਨੁੱਖ ਜਿਹੜਾ ਮੇਰੇ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰਦਾ, ਹਨੇਰੇ ਵਿੱਚ ਨਾ ਰਹੇ।
[IRV | PA | NT | John | Chapter 12 | Verse 47] ਜੋ ਮੇਰੀਆਂ ਸਿਖਿਆਵਾਂ ਸੁਣਦੇ ਹਨ ਅਤੇ ਇਸ ਨੂੰ ਨਹੀਂ ਮੰਨਦੇ। ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਦੋਸ਼ੀ ਨਹੀਂ ਠਹਿਰਾਉਂਦਾ, ਸਗੋਂ ਲੋਕਾਂ ਨੂੰ ਬਚਾਉਣ ਲਈ ਆਇਆ ਹਾਂ।
[IRV | PA | NT | John | Chapter 12 | Verse 48] ਜੋ ਮੇਰੇ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰਨ ਤੋਂ ਇੰਨਕਾਰ ਕਰਦਾ ਹੈ ਅਤੇ ਜੋ ਗੱਲਾਂ ਮੈਂ ਆਖਦਾ ਹਾਂ ਉਨ੍ਹਾਂ ਨੂੰ ਨਹੀਂ ਕਬੂਲ ਕਰਦਾ। ਇਹੀ ਬਚਨ ਜਿਹੜਾ ਅੰਤ ਦੇ ਦਿਨ ਉਸ ਨੂੰ ਦੋਸ਼ੀ ਠਹਿਰਾਏਗਾ।
[IRV | PA | NT | John | Chapter 12 | Verse 49] ਕਿਉਂਕਿ ਮੈਂ ਆਪਣੇ ਮਨੋਂ ਨਹੀਂ ਕਿਹਾ ਸਗੋਂ ਜਿਸ ਪਿਤਾ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ, ਉਸ ਨੇ ਮੈਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਕਿ ਮੈਨੂੰ ਕੀ ਆਖਣਾ ਚਾਹੀਦਾ ਅਤੇ ਕੀ ਸਿਖਾਉਣਾ ਚਾਹੀਦਾ।
[IRV | PA | NT | John | Chapter 12 | Verse 50] ਅਤੇ ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਕਿ ਪਰਮੇਸ਼ੁਰ ਦਾ ਬਚਨ ਸਦੀਪਕ ਜੀਵਨ ਲਿਆਉਂਦਾ ਹੈ। ਇਸੇ ਲਈ ਜੋ ਬਚਨ ਮੈਂ ਬੋਲਦਾ ਹਾਂ ਅਤੇ ਉਪਦੇਸ਼ ਦਿੰਦਾ ਹਾਂ ਉਹ ਉਹੀ ਹਨ ਜੋ ਪਿਤਾ ਨੇ ਮੈਨੂੰ ਬੋਲਣ ਲਈ ਕਿਹਾ ਹੈ।”
