[IRV | PA | NT | John | Chapter 5 | Verse 1] ਇਸ ਤੋਂ ਬਾਅਦ ਯਿਸੂ ਇੱਕ ਖ਼ਾਸ ਯਹੂਦੀਆਂ ਤਿਉਹਾਰ ਲਈ ਯਰੂਸ਼ਲਮ ਗਿਆ।
[IRV | PA | NT | John | Chapter 5 | Verse 12] ਯਹੂਦੀਆਂ ਨੇ ਉਸ ਨੂੰ ਪੁੱਛਿਆ, “ਉਹ ਆਦਮੀ ਕੌਣ ਹੈ ਜਿਸ ਨੇ ਤੈਨੂੰ ਆਖਿਆ ਕਿ ਤੂੰ ਆਪਣਾ ਬਿਸਤਰਾ ਚੁੱਕ ਤੇ ਤੁਰ ਫਿਰ?”
[IRV | PA | NT | John | Chapter 5 | Verse 13] ਪਰ ਜੋ ਆਦਮੀ ਚੰਗਾ ਕੀਤਾ ਗਿਆ ਸੀ ਉਸ ਨੂੰ ਇਹ ਨਹੀਂ ਸੀ ਪਤਾ ਕਿ ਉਹ ਕੌਣ ਸੀ। ਉੱਥੇ ਬਹੁਤ ਸਾਰੇ ਲੋਕ ਸਨ ਅਤੇ ਯਿਸੂ ਉੱਥੋਂ ਚਲਾ ਗਿਆ ਸੀ।
[IRV | PA | NT | John | Chapter 5 | Verse 14] ਬਾਅਦ ਵਿੱਚ ਯਿਸੂ ਨੇ ਉਸ ਨੂੰ ਹੈਕਲ ਵਿੱਚ ਵੇਖਿਆ ਅਤੇ ਉਸ ਨੂੰ ਆਖਿਆ, “ਵੇਖ ਹੁਣ ਤੂੰ ਚੰਗਾ ਹੋ ਗਿਆ ਹੈ, ਫਿਰ ਪਾਪ ਨਾ ਕਰੀ, ਨਹੀਂ ਤਾਂ ਤੇਰੇ ਨਾਲ ਕੋਈ ਹੋਰ ਭੈੜੀ ਗੱਲ ਵੀ ਵਾਪਰ ਸਕਦੀ ਹੈ।”
[IRV | PA | NT | John | Chapter 5 | Verse 15] ਤਦ ਉਹ ਆਦਮੀ ਉੱਥੇ ਵਾਪਸ ਉਨ੍ਹਾਂ ਯਹੂਦੀਆਂ ਕੋਲ ਗਿਆ। ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ ਜਿਸ ਨੇ ਮੈਨੂੰ ਚੰਗਾ ਕੀਤਾ ਸੀ, ਉਹ ਯਿਸੂ ਹੈ।
[IRV | PA | NT | John | Chapter 5 | Verse 16] ਇਸ ਲਈ ਯਹੂਦੀ ਉਸ ਨੂੰ ਦੁੱਖ ਦੇਣ ਲੱਗੇ ਕਿਉਂ ਜੋ ਯਿਸੂ ਸਬਤ ਦੇ ਦਿਨ ਅਜਿਹੇ ਕੰਮ ਕਰਦਾ ਸੀ।
[IRV | PA | NT | John | Chapter 5 | Verse 17] ਪਰ ਯਿਸੂ ਨੇ ਯਹੂਦੀਆਂ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ, “ਮੇਰਾ ਪਿਤਾ ਹਮੇਸ਼ਾਂ ਕੰਮ ਕਰਦਾ ਰਹਿੰਦਾ ਹੈ, ਇਸ ਲਈ ਮੈਂਨੂੰ ਵੀ ਕੰਮ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ।”
[IRV | PA | NT | John | Chapter 5 | Verse 18] ਇਹ ਸੁਣਨ ਤੋਂ ਬਾਅਦ ਯਹੂਦੀ ਯਿਸੂ ਨੂੰ ਮਾਰਨ ਲਈ ਹੋਰ ਵੀ ਕੋਸ਼ਿਸ਼ਾਂ ਕਰਨ ਲੱਗੇ। ਯਹੂਦੀਆਂ ਨੇ ਆਖਿਆ, “ਯਿਸੂ ਸਬਤ ਦੇ ਦਿਨ ਦਾ ਨੇਮ ਤੋੜ ਰਿਹਾ ਹੈ ਅਤੇ ਆਖਿਆ, ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਆਪਣਾ ਪਿਤਾ ਆਖ ਕੇ ਉਹ ਆਪਣੇ ਆਪ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਦੇ ਬਰਾਬਰ ਬਣਾ ਰਿਹਾ ਹੈ।”
[IRV | PA | NT | John | Chapter 5 | Verse 19] ਪਰ ਯਿਸੂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ-ਸੱਚ ਦੱਸਦਾ ਹਾਂ ਕਿ ਪੁੱਤਰ ਆਪਣੇ ਆਪ ਕੁਝ ਨਹੀਂ ਕਰ ਸਕਦਾ। ਪੁੱਤਰ ਉਹੀ ਕਰਦਾ ਹੈ ਜੋ ਉਹ ਪਿਤਾ ਨੂੰ ਕਰਿਦਆਂ ਵੇਖਦਾ ਹੈ। ਜੋ ਕੁਝ ਪਿਤਾ ਕਰਦਾ ਉਹੀ ਪੁੱਤਰ ਵੀ ਕਰਦਾ।
[IRV | PA | NT | John | Chapter 5 | Verse 20] ਪਰ ਪਿਤਾ ਆਪਣੇ ਪੁੱਤਰ ਨੂੰ ਪਿਆਰ ਕਰਦਾ ਹੈ ਅਤੇ ਪਿਤਾ ਪੁੱਤਰ ਨੂੰ ਉਹ ਸਭ ਕੁਝ ਵਿਖਾਉਂਦਾ ਹੈ ਜੋ ਉਹ ਕਰਦਾ। ਪਰ ਪਿਤਾ ਆਪਣੇ ਪੁੱਤਰ ਨੂੰ ਵੱਡੇ ਕੰਮ ਵੀ ਵਿਖਾਵੇਗਾ। ਫਿਰ ਤੁਸੀਂ ਸਭ ਹੈਰਾਨ ਰਹਿ ਜਾਉਂਗੇ।
[IRV | PA | NT | John | Chapter 5 | Verse 21] ਪਿਤਾ ਮੁਰਦਿਆਂ ਨੂੰ ਜਿਵਾਲਦਾ ਹੈ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਜੀਵਨ ਦਿੰਦਾ ਹੈ। ਉਸੇ ਹੀ ਤਰ੍ਹਾਂ, ਪੁੱਤਰ ਵੀ, ਜਿਨ੍ਹਾਂ ਨੂੰ ਉਹ ਚਾਹੁੰਦਾ ਹੈ, ਜੀਵਨ ਦਿੰਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 5 | Verse 22] ਪਿਤਾ ਕਿਸੇ ਦਾ ਨਿਆਂ ਨਹੀਂ ਕਰਦਾ, ਪਰ ਉਸ ਨੇ ਇਹ ਅਧਿਕਾਰ ਪੂਰੀ ਤਰ੍ਹਾਂ ਪੁੱਤਰ ਨੂੰ ਦਿੱਤਾ ਹੋਇਆ ਹੈ।
[IRV | PA | NT | John | Chapter 5 | Verse 23] ਪਰਮੇਸ਼ੁਰ ਨੇ ਇਹ ਇਸ ਲਈ ਕੀਤਾ ਤਾਂ ਕਿ ਸਾਰੇ ਲੋਕ ਪੁੱਤਰ ਦਾ ਉਵੇਂ ਹੀ ਆਦਰ ਕਰਨ ਜਿਵੇਂ ਉਹ ਪਿਤਾ ਦਾ ਆਦਰ ਕਰਦੇ ਹਨ। ਜੋ ਕੋਈ ਆਦਮੀ ਪੁੱਤਰ ਦਾ ਆਦਰ ਨਹੀਂ ਕਰਦਾ, ਉਹ ਆਦਮੀ ਪਿਤਾ ਦਾ ਆਦਰ ਨਹੀਂ ਕਰਦਾ, ਜਿਸ ਨੇ ਉਸ ਨੂੰ ਭੇਜਿਆ ਹੈ।
[IRV | PA | NT | John | Chapter 5 | Verse 24] ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ-ਸੱਚ ਦੱਸਦਾ ਹਾਂ, ਉਹ ਮੇਰੇ ਬਚਨ ਸੁਣਦਾ ਹੈ ਅਤੇ ਉਨ੍ਹਾਂ ਤੇ ਵਿਸ਼ਵਾਸ ਕਰਦਾ ਹੈ। ਉਹ, ਜਿਸ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ ਹੈ, ਸਦੀਪਕ ਜੀਵਨ ਉਸਦਾ ਹੈ। ਉਸਦਾ ਨਿਆਂ ਨਹੀਂ ਹੋਵੇਗਾ। ਉਸ ਨੂੰ ਮੌਤ ਤੋਂ ਮੁਕਤ ਕਰ ਦਿੱਤਾ ਗਿਆ ਹੈ ਅਤੇ ਉਹ ਸਦੀਪਕ ਜੀਵਨ ਵਿੱਚ ਦਾਖਲ ਹੋ ਚੁੱਕਿਆ ਹੈ।
[IRV | PA | NT | John | Chapter 5 | Verse 25] ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ। ਉਹ ਸਮਾਂ ਆ ਰਿਹਾ ਹੈ, ਅਤੇ ਸਗੋਂ ਹੁਣੇ ਹੈ। ਉਹ ਜੋ ਮਰ ਚੁੱਕੇ ਹਨ ਪਰਮੇਸ਼ੁਰ ਦੇ ਪੁੱਤਰ ਦੀ ਅਵਾਜ਼ ਨੂੰ ਸੁਣਨਗੇ ਅਤੇ ਜਿਹੜੇ ਲੋਕ ਉਸ ਨੂੰ ਸੁਨਣਗੇ ਉਨ੍ਹਾਂ ਨੂੰ ਜੀਵਨ ਮਿਲੇਗਾ।
[IRV | PA | NT | John | Chapter 5 | Verse 26] ਪਿਤਾ ਹੀ ਜੀਵਨ ਦੇਣ ਵਾਲਾ ਹੈ, ਇਸ ਲਈ ਉਸ ਨੇ ਆਪਣੇ ਪੁੱਤਰ ਨੂੰ ਵੀ ਜੀਵਨ ਦੇਣ ਵਾਲਾ ਬਣਾ ਦਿੱਤਾ ਹੈ।
[IRV | PA | NT | John | Chapter 5 | Verse 27] ਪਿਤਾ ਨੇ ਨਿਆਂ ਕਰਨ ਦਾ ਵੀ ਅਧਿਕਾਰ ਆਪਣੇ ਪੁੱਤਰ ਨੂੰ ਦਿੱਤਾ ਹੈ ਕਿਉਂਕਿ ਉਹ ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਹੈ।
[IRV | PA | NT | John | Chapter 5 | Verse 28] ਇਸ ਗੱਲ ਬਾਰੇ ਹੈਰਾਨ ਨਾ ਹੋਵੋ। ਉਹ ਸਮਾਂ ਆ ਰਿਹਾ ਹੈ, ਜਦੋਂ ਕਬਰਾਂ ਵਿੱਚ ਮੁਰਦੇ ਵੀ ਉਸ ਦੀ ਅਵਾਜ਼ ਸੁਣਨਗੇ।
[IRV | PA | NT | John | Chapter 5 | Verse 29] ਉਹ ਆਪਣੀਆਂ ਕਬਰਾਂ ਚੋਂ ਬਾਹਰ ਆ ਜਾਣਗੇ, ਉਹ ਜਿਨ੍ਹਾਂ ਨੇ ਚੰਗੇ ਕੰਮ ਕੀਤੇ ਹਨ, ਉਭਾਰੇ ਜਾਣਗੇ ਅਤੇ ਜੀਵਨ ਪ੍ਰਾਪਤ ਕਰਨਗੇ। ਪਰ ਉਹ ਲੋਕ, ਜਿਨ੍ਹਾਂ ਨੇ ਮੰਦੇ ਕੰਮ ਕੀਤੇ ਹਨ, ਨਿਆਂ ਲਈ ਜਿਵਾਲੇ ਜਾਣਗੇ।”
[IRV | PA | NT | John | Chapter 5 | Verse 30] “ਮੈਂ ਆਪਣੇ ਆਪ ਕੁਝ ਨਹੀਂ ਕਰ ਸਕਦਾ। ਮੈਂ ਉਸ ਅਧਾਰ ਤੇ ਨਿਆਂ ਕਰਦਾ ਹਾਂ ਜੋ ਮੈਂ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਸੁਣਦਾ ਹਾਂ। ਇਸ ਲਈ ਮੇਰਾ ਨਿਆਂ ਠੀਕ ਹੈ। ਕਿਉਂਕਿ ਮੈਂ ਆਪਣੀ ਇੱਛਾ ਅਨੁਸਾਰ ਕਰਨ ਦੀ ਕੋਸ਼ਿਸ਼ ਨਹੀਂ ਕਰਦਾ ਸਗੋਂ ਮੈਂ ਉਸ ਦੀ ਇੱਛਾ ਅਨੁਸਾਰ ਕਰਨ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰਦਾ ਹਾਂ, ਜਿਸ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ ਹੈ।
[IRV | PA | NT | John | Chapter 5 | Verse 31] ਜੇਕਰ ਮੈਂ ਆਪਣੇ ਬਾਰੇ ਗਵਾਹੀ ਦੇਵਾਂ, ਤਾਂ ਮੇਰੀ ਗਵਾਹੀ ਸੱਚੀ ਨਹੀਂ ਹੈ।
[IRV | PA | NT | John | Chapter 5 | Verse 32] ਪਰ ਇੱਕ ਹੋਰ ਹੈ ਜੋ ਮੇਰੇ ਬਾਰੇ ਗਵਾਹੀ ਦਿੰਦਾ ਹੈ ਅਤੇ ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਕਿ ਉਸ ਦੀ ਮੇਰੇ ਬਾਰੇ ਗਵਾਹੀ ਸੱਚੀ ਹੈ।
[IRV | PA | NT | John | Chapter 5 | Verse 33] ਤੁਸੀਂ ਲੋਕਾਂ ਨੂੰ ਯੂਹੰਨਾ ਕੋਲ ਭੇਜਿਆ ਅਤੇ ਉਸ ਨੇ ਸੱਚ ਬਾਰੇ ਗਵਾਹੀ ਦਿੱਤੀ।
[IRV | PA | NT | John | Chapter 5 | Verse 34] ਪਰ ਮੈਂ ਇੱਕ ਆਦਮੀ ਦੀ ਗਵਾਹੀ ਤੇ ਨਿਰਭਰ ਨਹੀਂ ਕਰਦਾ। ਮੈਂ ਤੁਹਾਨੂੰ ਇਹ ਗੱਲਾਂ ਇਸ ਲਈ ਦੱਸਦਾ ਹਾਂ ਤਾਂ ਕਿ ਤੁਸੀਂ ਬਚਾਏ ਜਾ ਸਕੋ।
[IRV | PA | NT | John | Chapter 5 | Verse 35] ਯੂਹੰਨਾ ਇੱਕ ਦੀਵੇ ਵਾਂਗੂੰ ਜਗਦਾ ਸੀ ਅਤੇ ਉਸ ਨੇ ਚਾਨਣ ਦਿੱਤਾ ਅਤੇ ਤੁਸੀਂ ਕੁਝ ਸਮੇਂ ਲਈ ਉਸ ਚਾਨਣ ਦਾ ਅਨੰਦ ਲਿਆ।
[IRV | PA | NT | John | Chapter 5 | Verse 36] ਪਰ ਜੋ ਗਵਾਹੀ ਮੈਂ ਆਪਣੇ ਬਾਰੇ ਦਿੰਦਾ ਹਾਂ ਉਹ ਯੂਹੰਨਾ ਦੀ ਗਵਾਹੀ ਨਾਲੋਂ ਵੱਡੀ ਹੈ। ਜੋ ਕੰਮ ਪਿਤਾ ਨੇ ਮੈਨੂੰ ਕਰਨ ਲਈ ਦਿੱਤਾ ਹੈ, ਉਹ ਮੇਰੇ ਬਾਰੇ ਗਵਾਹੀ ਦਿੰਦਾ ਹੈ ਕਿ ਪਿਤਾ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ ਹੈ।
[IRV | PA | NT | John | Chapter 5 | Verse 37] ਅਤੇ ਉਹ ਪਿਤਾ ਜਿਸ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ ਉਸ ਨੇ ਮੇਰੇ ਬਾਰੇ ਗਵਾਹੀ ਦਿੱਤੀ। ਪਰ ਤੁਸੀਂ ਕਦੇ ਉਸ ਦੀ ਅਵਾਜ਼ ਨਹੀਂ ਸੁਣੀ। ਅਤੇ ਤੁਸੀਂ ਕਦੇ ਉਸਦਾ ਰੂਪ ਨਹੀਂ ਵੇਖਿਆ।
[IRV | PA | NT | John | Chapter 5 | Verse 38] ਉਸ ਪਿਤਾ ਦੇ ਬਚਨ ਵੀ ਤੁਹਾਡੇ ਅੰਦਰ ਨਹੀਂ ਹਨ ਕਿਉਂਕਿ, ਤੁਸੀਂ ਉਸ ਤੇ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕਰਦੇ ਜਿਸ ਨੂੰ ਪਿਤਾ ਨੇ ਭੇਜਿਆ ਹੈ।
[IRV | PA | NT | John | Chapter 5 | Verse 39] ਤੁਸੀਂ ਇਹ ਸੋਚ ਕੇ ਪਵਿੱਤਰ ਗ੍ਰੰਥਾਂ ਨੂੰ ਧਿਆਨ ਨਾਲ ਪੜ੍ਹਦੇ ਹੋ ਕਿ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਰਾਹੀਂ ਸਦੀਪਕ ਜੀਵਨ ਪ੍ਰਾਪਤ ਕਰੋਂਗੇ। ਉਹੀ ਪੁਸਤਕਾਂ ਮੇਰੇ ਬਾਰੇ ਗਵਾਹੀ ਦਿੰਦੀਆਂ ਹਨ!
[IRV | PA | NT | John | Chapter 5 | Verse 40] ਹਾਲੇ ਵੀ ਤੁਸੀਂ ਉਸ ਸਦੀਪਕ ਜੀਵਨ ਨੂੰ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਮੇਰੇ ਕੋਲ ਆਉਣ ਤੋਂ ਇੰਨਕਾਰ ਕਰਦੇ ਹੋ।
[IRV | PA | NT | John | Chapter 5 | Verse 41] ਮੈਨੂੰ ਲੋਕਾਂ ਤੋਂ ਵਡਿਆਈ ਕਰਾਉਣ ਦੀ ਲੋੜ ਨਹੀਂ।
[IRV | PA | NT | John | Chapter 5 | Verse 42] ਪਰ ਮੈਂ ਤੁਹਾਨੂੰ ਜਾਣਦਾ ਹਾਂ ਕਿ ਤੁਹਾਡੇ ਅੰਦਰ ਪਰਮੇਸ਼ੁਰ ਦਾ ਪਿਆਰ ਹੈ ਨਹੀਂ।
[IRV | PA | NT | John | Chapter 5 | Verse 43] ਮੈਂ ਆਪਣੇ ਪਿਤਾ ਦੇ ਨਾਮ ਤੋਂ ਆਇਆ ਹਾਂ। ਪਰ ਹਾਲੇ ਵੀ ਤੁਸੀਂ ਮੈਨੂੰ ਨਹੀਂ ਕਬੂਲ ਕਰਦੇ। ਜੇਕਰ ਦੂਸਰਾ ਵਿਅਕਤੀ ਆਪਣੇ ਖੁਦ ਦੇ ਨਾਮ ਵਿੱਚ ਆਉਂਦਾ ਹੈ, ਤੁਸੀਂ ਉਸ ਨੂੰ ਕਬੂਲ ਕਰ ਲਓਗੇ।
[IRV | PA | NT | John | Chapter 5 | Verse 44] ਤੁਸੀਂ ਇੱਕ ਦੂਜੇ ਤੋਂ ਵਡਿਆਈ ਚਾਹੁੰਦੇ ਹੋ, ਪਰ ਤੁਸੀਂ ਉਸ ਉਸਤਤ ਦੀ ਚਾਹਨਾ ਨਹੀਂ ਰੱਖਦੇ ਜਿਹੜੀ ਪਰਮੇਸ਼ੁਰ ਵੱਲੋਂ ਆਉਂਦੀ ਹੈ। ਤਾਂ ਫਿਰ ਤੁਸੀਂ ਕਿਵੇਂ ਮੇਰੇ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰ ਸਕਦੇ ਹੋ?
[IRV | PA | NT | John | Chapter 5 | Verse 45] ਇਹ ਨਾ ਸੋਚੋ ਕਿ ਪਿਤਾ ਦੇ ਸਾਹਮਣੇ ਮੈਂ ਤੁਹਾਨੂੰ ਦੋਸ਼ੀ ਠਹਿਰਾਵਾਂਗਾ। ਜੋ ਤੁਹਾਨੂੰ ਦੋਸ਼ੀ ਠਹਿਰਾਉਂਦਾ ਹੈ, ਉਹ ਮੂਸਾ ਹੈ ਅਤੇ ਤੁਸੀਂ ਆਪਣੀ ਆਸ ਉਸ ਤੇ ਰੱਖੀ ਹੋਈ ਹੈ।
[IRV | PA | NT | John | Chapter 5 | Verse 46] ਜੇਕਰ ਤੁਸੀਂ ਮੂਸਾ ਤੇ ਵਿਸ਼ਵਾਸ ਕੀਤਾ ਹੁੰਦਾ ਤਾਂ ਤੁਸੀਂ ਮੇਰੇ ਤੇ ਵੀ ਵਿਸ਼ਵਾਸ ਕੀਤਾ ਹੁੰਦਾ ਕਿਉਂਕਿ ਉਸ ਨੇ ਮੇਰੇ ਬਾਰੇ ਲਿਖਿਆ ਸੀ।
[IRV | PA | NT | John | Chapter 5 | Verse 47] ਕਿਉਂਕਿ ਤੁਸੀਂ ਉਸ ਦੀ ਲਿਖਤਾਂ ਤੇ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕਰਦੇ ਫੇਰ ਤੁਸੀਂ ਮੇਰੇ ਸ਼ਬਦਾਂ ਤੇ ਕਿਵੇਂ ਵਿਸ਼ਵਾਸ ਕਰੋਂਗੇ।”
