[IRV | PA | NT | John | Chapter 6 | Verse 1] ਇਸ ਤੋਂ ਬਾਅਦ ਯਿਸੂ ਗਲੀਲ ਦੀ ਝੀਲ ਅਰਥਾਤ ਤਿਬਿਰਿਯਾਸ ਦੀ ਝੀਲ ਦੇ ਪਾਰ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | John | Chapter 6 | Verse 12] ਸਾਰੇ ਲੋਕਾਂ ਨੇ ਉਦੋਂ ਤੱਕ ਖਾਧਾ ਜਦੋਂ ਤੱਕ ਉਹ ਰੱਜ ਨਾ ਗਏ। ਫਿਰ ਯਿਸੂ ਨੇ ਆਪਣੇ ਚੇਲਿਆਂ ਨੂੰ ਆਖਿਆ, “ਬਚੇ ਹੋਏ ਰੋਟੀ ਅਤੇ ਮੱਛੀਆਂ ਦੇ ਟੁੱਕੜੇ ਇਕੱਠੇ ਕਰ ਲਓ, ਕੁਝ ਵੀ ਖ਼ਰਾਬ ਨਾ ਕਰੋ।”
[IRV | PA | NT | John | Chapter 6 | Verse 13] ਤਾਂ ਚੇਲਿਆਂ ਨੇ ਬਚੇ ਹੋਏ ਟੁੱਕੜਿਆਂ ਨੂੰ ਇਕੱਠਾ ਕੀਤਾ। ਚੇਲਿਆਂ ਨੇ ਲੋਕਾਂ ਦੁਆਰਾ ਬਚਿਆਂ ਹੋਈਆਂ ਪੰਜ ਜੌਂ ਦੀਆਂ ਰੋਟੀਆਂ ਦੇ ਟੁੱਕੜਿਆਂ ਨਾਲ ਬਾਰਾਂ ਟੋਕਰੀਆਂ ਭਰੀਆਂ।
[IRV | PA | NT | John | Chapter 6 | Verse 14] ਯਿਸੂ ਦੇ ਚਮਤਕਾਰ ਨੂੰ ਲੋਕਾਂ ਨੇ ਵੇਖਿਆ ਅਤੇ ਆਖਿਆ, “ਸੱਚ-ਮੁੱਚ ਇਹ ਓਹੀ ਨਬੀ ਹੈ, ਜਿਸ ਦਾ ਦੁਨੀਆਂ ਵਿੱਚ ਆਉਣ ਦਾ ਅਨੁਮਾਨ ਸੀ।”
[IRV | PA | NT | John | Chapter 6 | Verse 15] ਜਦੋਂ ਯਿਸੂ ਨੂੰ ਪਤਾ ਲੱਗਾ ਕਿ ਲੋਕ ਬਦੋ-ਬਦੀ ਉਸ ਨੂੰ ਆਪਣਾ ਰਾਜਾ ਬਣਾਉਣਾ ਚਾਹੁੰਦੇ ਹਨ। ਤਾਂ ਯਿਸੂ ਉੱਥੋਂ ਵਿਦਾ ਹੋ ਕੇ ਇਕੱਲਾ ਹੀ ਪਹਾੜ ਵੱਲ ਚਲਿਆ ਗਿਆ।
[IRV | PA | NT | John | Chapter 6 | Verse 16] ਸ਼ਾਮ ਨੂੰ, ਯਿਸੂ ਦੇ ਚੇਲੇ ਝੀਲ ਵਿੱਚ ਚਲੇ ਗਏ।
[IRV | PA | NT | John | Chapter 6 | Verse 17] ਪਹਿਲਾਂ ਤੋਂ ਹੀ ਹਨ੍ਹੇਰਾ ਸੀ ਤੇ ਅਜੇ ਤੱਕ ਯਿਸੂ ਉਨ੍ਹਾਂ ਕੋਲ ਨਹੀਂ ਪਹੁੰਚੇ ਸੀ। ਚੇਲੇ ਬੇੜੀ ਉੱਤੇ ਚੜ੍ਹ ਕੇ ਬੈਠੇ ਅਤੇ ਕਫ਼ਰਨਾਹੂਮ ਵੱਲ ਨੂੰ ਚੱਲ ਪਏ ਜੋ ਕਿ ਝੀਲ ਦੇ ਪਾਰ ਸੀ।
[IRV | PA | NT | John | Chapter 6 | Verse 18] ਤੇਜ ਹਨੇਰੀ ਚੱਲ ਰਹੀ ਸੀ ਦਰਿਆ ਦੀਆਂ ਲਹਿਰਾਂ ਵੱਡੀਆਂ ਤੋਂ ਵਡੇਰੀਆਂ ਹੋ ਗਈਆਂ।
[IRV | PA | NT | John | Chapter 6 | Verse 19] ਚੇਲੇ ਲੱਗਭਗ ਤਿੰਨ ਚਾਰ ਮੀਲ ਝੀਲ ਵਿੱਚ ਜਾ ਚੁੱਕੇ ਸਨ। ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਯਿਸੂ ਨੂੰ ਵੇਖਿਆ, ਉਹ ਪਾਣੀ ਉੱਤੇ ਤੁਰ ਰਿਹਾ ਸੀ। ਚੇਲੇ ਯਿਸੂ ਨੂੰ ਬੇੜੀ ਦੇ ਨੇੜੇ ਆਉਂਦਾ ਵੇਖ ਡਰ ਗਏ।
[IRV | PA | NT | John | Chapter 6 | Verse 20] ਪਰ ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, “ਨਾ ਡਰੋ, ਮੈਂ ਹਾਂ।”
[IRV | PA | NT | John | Chapter 6 | Verse 21] ਜਦੋਂ ਯਿਸੂ ਨੇ ਇਹ ਆਖਿਆ, ਤਾਂ ਉਹ ਯਿਸੂ ਨੂੰ ਬੇੜੀ ਉੱਤੇ ਚੜ੍ਹਾਉਣ ਲਈ ਖੁਸ਼ ਹੋ ਗਏ। ਉਸ ਤੋਂ ਬਾਦ ਜਿੱਥੇ ਉਨ੍ਹਾਂ ਨੇ ਜਾਣਾ ਸੀ, ਬੇੜੀ ਉੱਥੇ ਪਹੁੰਚੀ।
[IRV | PA | NT | John | Chapter 6 | Verse 22] ਅਗਲੀ ਸਵੇਰ ਜੋ ਲੋਕ ਝੀਲ ਦੇ ਦੂਜੇ ਕੰਢੇ ਤੇ ਠਹਿਰੇ ਹੋਏ ਸਨ, ਉਹ ਜਾਣਦੇ ਸਨ ਕਿ ਯਿਸੂ ਆਪਣੇ ਚੇਲਿਆਂ ਨਾਲ ਬੇੜੀ ਵਿੱਚ ਨਹੀਂ ਗਿਆ ਅਤੇ ਉਹ ਜਾਣਦੇ ਸਨ ਕਿ ਯਿਸੂ ਦੇ ਚੇਲੇ ਇਕੱਲੇ ਹੀ ਬੇੜੀ ਵਿੱਚ ਗਏ ਸਨ। ਅਤੇ ਉਹ ਇਹ ਵੀ ਜਾਣਦੇ ਸਨ ਕਿ ਉੱਥੇ ਕੇਵਲ ਇਹੀ ਇੱਕ ਬੇੜੀ ਸੀ।
[IRV | PA | NT | John | Chapter 6 | Verse 23] ਪਰ ਤਦ ਤਿਬਿਰਿਯਾਸ ਵੱਲੋਂ ਕੁਝ ਬੇੜੀਆਂ ਉਸ ਥਾਂ ਤੇ ਆਈਆਂ ਜਿੱਥੇ ਉਨ੍ਹਾਂ ਨੇ ਪ੍ਰਭੂ ਦੇ ਸ਼ੁਕਰ ਕਰਨ ਤੋਂ ਬਾਅਦ ਰੋਟੀ ਖਾਧੀ ਸੀ।
[IRV | PA | NT | John | Chapter 6 | Verse 24] ਫਿਰ ਭੀੜ ਨੇ ਉੱਥੇ ਨਾ ਤਾਂ ਯਿਸੂ ਨੂੰ ਵੇਖਿਆ ਅਤੇ ਨਾ ਹੀ ਉਸ ਦੇ ਚੇਲਿਆਂ ਨੂੰ। ਇਸ ਲਈ ਉਹ ਉਨ੍ਹਾਂ ਕਿਸ਼ਤੀਆਂ ਵਿੱਚ ਚੜ੍ਹੇ ਅਤੇ ਯਿਸੂ ਨੂੰ ਲੱਭਣ ਲਈ ਕਫ਼ਰਨਾਹੂਮ ਨੂੰ ਆ ਗਏ।
[IRV | PA | NT | John | Chapter 6 | Verse 25] ਜਦੋਂ ਲੋਕਾਂ ਨੇ ਯਿਸੂ ਨੂੰ ਝੀਲ ਦੇ ਪਾਰ ਲੱਭਿਆ, ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਪੁੱਛਿਆ, ਗੁਰੂ ਜੀ, “ਤੁਸੀਂ ਇੱਥੇ ਕਦੋਂ ਆਏ?”
[IRV | PA | NT | John | Chapter 6 | Verse 26] ਯਿਸੂ ਨੇ ਆਖਿਆ, “ਤੁਸੀਂ ਮੇਰੀ ਭਾਲ ਕਿਉਂ ਕਰ ਰਹੇ ਹੋ? ਕੀ ਇਸ ਲਈ ਕਿ ਤੁਸੀਂ ਮੈਨੂੰ ਚਮਤਕਾਰ ਕਰਦਿਆਂ ਵੇਖਿਆ ਹੈ ਜਿਹੜੇ ਕਿ ਮੇਰੀ ਸ਼ਕਤੀ ਨੂੰ ਸਾਬਤ ਕਰਦੇ ਹਨ? ਨਹੀਂ! ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ-ਸੱਚ ਦੱਸਦਾ ਹਾਂ ਕਿ ਤੁਸੀਂ ਮੇਰੀ ਭਾਲ ਇਸ ਲਈ ਕਰ ਰਹੇ ਸੀ, ਕਿਉਂਕਿ ਤੁਸੀਂ ਰੋਟੀ ਖਾਧੀ ਤੇ ਤੁਸੀਂ ਸੰਤੁਸ਼ਟ ਹੋ ਗਏ ਸੀ।
[IRV | PA | NT | John | Chapter 6 | Verse 27] ਨਾਸ ਹੋਣ ਵਾਲਾ ਭੋਜਨ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਕੰਮ ਨਾ ਕਰੋ। ਪਰ ਉਸ ਭੋਜਨ ਲਈ ਕੰਮ ਕਰੋ ਜੋ ਹਮੇਸ਼ਾਂ ਲਈ ਰਹਿੰਦਾ ਅਤੇ ਜੋ ਤੁਹਾਨੂੰ ਸਦੀਪਕ ਜੀਵਨ ਦਿੰਦਾ ਹੈ। ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਉਹ ਭੋਜਨ ਦੇਵੇਗਾ। ਪਿਤਾ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਪਣੀ ਪਰਵਾਨਗੀ ਦੀ ਮੋਹਰ ਆਦਮੀ ਦੇ ਪੁੱਤਰ ਉੱਤੇ ਲਾ ਦਿੱਤੀ ਹੈ।”
[IRV | PA | NT | John | Chapter 6 | Verse 28] ਭੀੜ ਨੇ ਪੁੱਛਿਆ, “ਉਹ ਕਿਹੜੇ ਕੰਮ ਹਨ, ਜਿਹੜੇ ਪਰਮੇਸ਼ੁਰ ਸਾਡੇ ਕੋਲੋਂ ਕਰਨ ਦੀ ਆਸ ਰੱਖਦਾ ਹੈ?”
[IRV | PA | NT | John | Chapter 6 | Verse 29] ਯਿਸੂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਡੇ ਤੋਂ ਇਸ ਗੱਲ ਦੀ ਆਸ ਰੱਖਦਾ ਹੈ ਕਿ, ਜਿਸ ਨੂੰ ਉਸ ਨੇ ਭੇਜਿਆ ਤੁਸੀਂ ਉਸ ਤੇ ਵਿਸ਼ਵਾਸ ਕਰੋ।”
[IRV | PA | NT | John | Chapter 6 | Verse 30] ਭੀੜ ਨੇ ਪੁੱਛਿਆ, “ਤੂੰ ਕਿਹੜਾ ਚਮਤਕਾਰ ਕਰੇਂਗਾ ਕਿ ਅਸੀਂ ਵੇਖ ਸਕੀਏ ਅਤੇ ਵਿਸ਼ਵਾਸ ਕਰ ਸਕੀਏ? ਤੂੰ ਕੀ ਕਰਨ ਵਾਲਾ ਹੈ?
[IRV | PA | NT | John | Chapter 6 | Verse 31] ਸਾਡੇ ਪਿਉ-ਦਾਦਿਆਂ ਨੇ ਜੰਗਲ ਵਿੱਚ ਮੰਨਾ ਖਾਧਾ ਜਿਵੇਂ ਕਿ ਪੋਥੀਆਂ ਵਿੱਚ ਲਿਖਿਆ ਹੋਇਆ ਹੈ, ਉਸ ਨੇ ਸਵਰਗ ਤੋਂ ਉਨ੍ਹਾਂ ਨੂੰ ਰੋਟੀ ਖਾਣ ਨੂੰ ਦਿੱਤੀ।”
[IRV | PA | NT | John | Chapter 6 | Verse 32] ਯਿਸੂ ਨੇ ਆਖਿਆ, “ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ-ਸੱਚ ਆਖਦਾ ਹਾਂ। ਇਹ ਮੂਸਾ ਨਹੀਂ ਸੀ ਜਿਸ ਨੇ ਤੁਹਾਨੂੰ ਸਵਰਗ, ਤੋਂ ਰੋਟੀ ਖਾਣ ਨੂੰ ਦਿੱਤੀ। ਇਹ ਮੇਰਾ ਪਿਤਾ ਹੈ ਜੋ ਤੁਹਾਨੂੰ ਸਵਰਗੋਂ ਸੱਚੀ ਰੋਟੀ ਦਿੰਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 6 | Verse 33] ਪਰਮੇਸ਼ੁਰ ਦੀ ਰੋਟੀ ਉਹ ਹੈ ਜੋ ਸਵਰਗ ਤੋਂ ਆਉਂਦੀ ਹੈ ਅਤੇ ਸੰਸਾਰ ਨੂੰ ਜੀਵਨ ਦਿੰਦੀ ਹੈ।”
[IRV | PA | NT | John | Chapter 6 | Verse 34] ਲੋਕਾਂ ਨੇ ਆਖਿਆ, “ਪ੍ਰਭੂ, ਉਹ ਰੋਟੀ ਸਾਨੂੰ ਹਮੇਸ਼ਾਂ ਦੇਣਾ।”
[IRV | PA | NT | John | Chapter 6 | Verse 35] ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ “ਮੈਂ ਹੀ ਜੀਵਨ ਦੀ ਰੋਟੀ ਹਾਂ। ਜਿਹੜਾ ਕੋਈ ਮੇਰੇ ਕੋਲ ਆਉਂਦਾ ਹੈ ਕਦੇ ਭੁੱਖਾ ਨਹੀਂ ਰਹੇਗਾ ਅਤੇ ਜਿਹੜਾ ਮੇਰੇ ਤੇ ਵਿਸ਼ਵਾਸ ਕਰਦਾ ਹੈ, ਕਦੇ ਪਿਆਸਾ ਨਹੀਂ ਰਹੇਗਾ।
[IRV | PA | NT | John | Chapter 6 | Verse 36] ਮੈਂ ਤੁਹਾਨੂੰ ਪਹਿਲਾਂ ਵੀ ਕਿਹਾ ਸੀ ਕਿ ਤੁਸੀਂ ਮੈਨੂੰ ਵੇਖਿਆ ਹੈ, ਪਰ ਤਾਂ ਵੀ ਤੁਸੀਂ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕਰਦੇ।
[IRV | PA | NT | John | Chapter 6 | Verse 37] ਜਿਨ੍ਹਾਂ ਲੋਕਾਂ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਭੇਜਦਾ ਹੈ ਉਹ ਮੇਰੇ ਕੋਲ ਆਉਣਗੇ ਅਤੇ ਮੈਂ ਉਸ ਹਰ ਮਨੁੱਖ ਨੂੰ ਸਵੀਕਾਰ ਕਰਾਂਗਾ, ਬਲਕਿ ਉਸ ਨੂੰ ਕੱਢਾਂਗਾ ਨਹੀਂ।
[IRV | PA | NT | John | Chapter 6 | Verse 38] ਕਿਉਂਕਿ ਮੈਂ ਸਵਰਗ ਤੋਂ ਆਪਣੀ ਮਰਜ਼ੀ ਅਨੁਸਾਰ ਕਰਨ ਨਹੀਂ ਆਇਆ ਸਗੋਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਇੱਛਾ ਅਨੁਸਾਰ ਕਰਨ ਆਇਆ ਹਾਂ।
[IRV | PA | NT | John | Chapter 6 | Verse 39] ਮੈਨੂੰ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਇੱਕ ਵੀ ਵਿਅਕਤੀ ਨਹੀਂ ਗੁਆਉਣਾ ਚਾਹੀਦਾ, ਜੋ ਪਰਮੇਸ਼ੁਰ ਨੇ ਮੈਨੂੰ ਦਿੱਤੇ ਹਨ। ਪਰ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਅੰਤ ਦੇ ਦਿਨ ਜ਼ਰੂਰ ਜਿਵਾਂਲਾਗਾ। ਉਹ, ਜਿਸ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ ਹੈ, ਇਹੀ ਆਸ ਕਰਦਾ ਹਾਂ।
[IRV | PA | NT | John | Chapter 6 | Verse 40] ਮੇਰੇ ਪਿਤਾ ਦੀ ਇੱਛਾ ਹੈ: ਹਰ ਕੋਈ ਜੋ ਪੁੱਤਰ ਨੂੰ ਵੇਖਦਾ ਅਤੇ ਉਸ ਵਿੱਚ ਵਿਸ਼ਵਾਸ ਰੱਖਦਾ ਹੈ, ਸੋ ਸਦੀਪਕ ਜੀਵਨ ਪਾਵੇਗਾ। ਮੈਂ ਉਸ ਨੂੰ ਅੰਤ ਦੇ ਦਿਨ ਜਿਉਂਦਾ ਕਰਾਂਗਾ।”
[IRV | PA | NT | John | Chapter 6 | Verse 41] ਫੇਰ ਯਹੂਦੀ ਉਸ ਬਾਰੇ ਬੁੜ-ਬੁੜਾਉਣ ਲੱਗੇ ਕਿਉਂਕਿ ਉਸ ਨੇ ਕਿਹਾ, “ਮੈਂ ਹੀ ਰੋਟੀ ਹਾਂ ਜੋ ਸਵਰਗ ਤੋਂ ਹੇਠਾਂ ਉੱਤਰੀ ਹੈ।”
[IRV | PA | NT | John | Chapter 6 | Verse 42] ਯਹੂਦੀਆਂ ਨੇ ਕਿਹਾ, “ਉਹ ਯਿਸੂ ਹੈ। ਉਹ ਯੂਸੁਫ਼ ਦਾ ਪੁੱਤਰ ਹੈ। ਅਸੀਂ ਉਸ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਨੂੰ ਜਾਣਦੇ ਹਾਂ। ਤਾਂ ਭਲਾ ਉਹ ਕਿਵੇਂ ਕਹਿ ਸਕਦਾ ਹੈ, ‘ਮੈਂ ਸਵਰਗੋਂ ਉੱਤਰਿਆ ਹਾਂ।’”
[IRV | PA | NT | John | Chapter 6 | Verse 43] ਪਰ ਯਿਸੂ ਨੇ ਕਿਹਾ, “ਆਪਣੇ ਆਪ ਵਿੱਚ ਬੁੜ-ਬੁੜਾਉਣਾ ਬੰਦ ਕਰੋ।
[IRV | PA | NT | John | Chapter 6 | Verse 44] ਕੋਈ ਵੀ ਮਨੁੱਖ ਮੇਰੇ ਕੋਲ ਨਹੀਂ ਆ ਸਕਦਾ ਜਦੋਂ ਤੱਕ ਕਿ ਪਿਤਾ ਜਿਸ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ ਹੈ ਉਸ ਨੂੰ ਮੇਰੇ ਕੋਲ ਨਹੀਂ ਲਿਆਉਂਦਾ। ਮੈਂ ਉਸ ਮਨੁੱਖ ਨੂੰ ਅੰਤ ਦੇ ਦਿਨ ਉੱਠਾਵਾਗਾਂ।
[IRV | PA | NT | John | Chapter 6 | Verse 45] ਇਹ ਨਬੀਆਂ ਦੀਆਂ ਲਿਖਤਾਂ ਵਿੱਚ ਲਿਖਿਆ ਹੋਇਆ ਹੈ: ਉਹ ਪਰਮੇਸ਼ੁਰ ਦੁਆਰਾ ਸਿੱਖੇ ਹੋਏ ਹੋਣਗੇ। ਹਰ ਕੋਈ ਜਿਹੜਾ ਆਪਣੇ ਪਿਤਾ ਨੂੰ ਸੁਣਦਾ ਅਤੇ ਉਸ ਕੋਲੋਂ ਸਿੱਖਦਾ ਹੈ, ਮੇਰੇ ਕੋਲ ਆਉਂਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 6 | Verse 46] ਕਿਸੇ ਨੇ ਵੀ ਪਿਤਾ ਨੂੰ ਨਹੀਂ ਵੇਖਿਆ। ਉਹ ਇੱਕ, ਜਿਹੜਾ ਪਰਮੇਸ਼ੁਰ ਵਲੋਂ ਆਇਆ ਹੈ, ਉਹੀ ਹੈ ਜਿਸ ਨੇ ਪਿਤਾ ਨੂੰ ਵੇਖਿਆ।
[IRV | PA | NT | John | Chapter 6 | Verse 47] ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ-ਸੱਚ ਆਖਦਾ ਹਾਂ, ਜੋ ਮਨੁੱਖ ਵਿਸ਼ਵਾਸ ਕਰਦਾ ਹੈ ਸਦੀਪਕ ਜੀਵਨ ਪਾਉਂਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 6 | Verse 48] ਮੈਂ ਹੀ ਜਿੰਦਗੀ ਦੀ ਰੋਟੀ ਹਾਂ।
[IRV | PA | NT | John | Chapter 6 | Verse 49] ਤੁਹਾਡੇ ਪਿਓ ਦਾਦਿਆਂ ਨੇ ਜੰਗਲ ਵਿੱਚ ਮੰਨਾ ਖਾਧਾ ਅਤੇ ਮਰ ਗਏ।
[IRV | PA | NT | John | Chapter 6 | Verse 50] ਮੈਂ ਉਹ ਰੋਟੀ ਹਾਂ, ਜੋ ਸਵਰਗ ਤੋਂ ਹੇਠਾਂ ਆਉਂਦੀ ਹੈ, ਜੇਕਰ ਕੋਈ ਵੀ ਇਸ ਨੂੰ ਰੋਟੀ ਖਾਂਦਾ ਹੈ ਉਹ ਕਦੇ ਨਹੀਂ ਮਰੇਗਾ।
[IRV | PA | NT | John | Chapter 6 | Verse 51] ਮੈਂ ਜੀਵਨ ਦੀ ਰੋਟੀ ਹਾਂ, ਜੋ ਸਵਰਗ ਤੋਂ ਹੇਠਾਂ ਆਈ ਹੈ। ਉਹ ਜਿਹੜਾ ਇਸ ਰੋਟੀ ਨੂੰ ਖਾਂਦਾ ਹੈ, ਸਦਾ ਜੀਵੇਗਾ। ਇਹ ਰੋਟੀ ਮੇਰਾ ਸਰੀਰ ਹੈ। ਮੈਂ ਆਪਣਾ ਸਰੀਰ ਦਿੰਦਾ ਹਾਂ ਤਾਂ ਜੋ ਇਸ ਸੰਸਾਰ ਦੇ ਲੋਕਾਂ ਨੂੰ ਜੀਵਨ ਮਿਲ ਸਕੇ।”
[IRV | PA | NT | John | Chapter 6 | Verse 52] ਫੇਰ ਯਹੂਦੀਆਂ ਨੇ ਆਪਸ ਵਿੱਚ ਬਹਿਸ ਕਰਨੀ ਸ਼ੁਰੂ ਕਰ ਦਿੱਤੀ, “ਭਲਾ ਇਹ ਆਦਮੀ ਸਾਨੂੰ ਆਪਣਾ ਸਰੀਰ ਖਾਣ ਨੂੰ ਕਿਵੇਂ ਦੇ ਸਕਦਾ ਹੈ?”
[IRV | PA | NT | John | Chapter 6 | Verse 53] ਯਿਸੂ ਨੇ ਆਖਿਆ, “ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਕਹਿੰਦਾ ਹਾਂ ਕਿ ਜਦੋਂ ਤੱਕ ਤੁਸੀਂ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ ਦਾ ਸਰੀਰ ਨਹੀਂ ਖਾਂਦੇ ਅਤੇ ਲਹੂ ਨਹੀਂ ਪੀਂਦੇ, ਤੁਹਾਡੇ ਕੋਲ ਸੱਚਾ ਜੀਵਨ ਨਹੀਂ ਹੋਵੇਗਾ।
