[IRV | PA | NT | John | Chapter 3 | Verse 1] ਉੱਥੇ ਨਿਕੋਦਿਮੁਸ ਨਾਮ ਦਾ ਇੱਕ ਮਨੁੱਖ ਸੀ, ਜੋ ਫ਼ਰੀਸੀਆਂ ਵਿੱਚੋਂ ਅਤੇ ਯਹੂਦੀਆਂ ਦਾ ਮੁੱਖ ਆਗੂ ਸੀ।
[IRV | PA | NT | John | Chapter 3 | Verse 12] ਮੈਂ ਤੁਹਾਨੂੰ ਇਸ ਦੁਨੀਆਂ ਦੀਆਂ ਗੱਲਾਂ ਬਾਰੇ ਦੱਸਿਆ ਹੈ। ਪਰ ਤੁਸੀਂ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕੀਤਾ। ਇਸ ਲਈ ਜੇ ਮੈਂ ਤੁਹਾਨੂੰ ਸਵਰਗੀ ਗੱਲਾਂ ਬਾਰੇ ਦੱਸਾਂਗਾ ਤਾਂ ਫ਼ਿਰ ਤੁਸੀਂ ਕਿਵੇਂ ਵਿਸ਼ਵਾਸ ਕਰੋਂਗੇ?
[IRV | PA | NT | John | Chapter 3 | Verse 13] ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ ਤੋਂ ਬਿਨਾਂ, ਜੋ ਕੋਈ ਸਵਰਗ ਤੋਂ ਹੇਠਾਂ ਉਤਰਿਆ, ਕੋਈ ਵੀ ਉੱਪਰ ਸਵਰਗ ਨੂੰ ਨਹੀਂ ਗਿਆ।
[IRV | PA | NT | John | Chapter 3 | Verse 14] ਜਿਸ ਤਰ੍ਹਾਂ ਮੂਸਾ ਨੇ ਉਜਾੜ ਵਿੱਚ ਸੱਪ ਨੂੰ ਉੱਚਾ ਕੀਤਾ ਸੀ, ਇਸੇ ਤਰ੍ਹਾਂ ਜ਼ਰੂਰੀ ਹੈ ਕਿ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ ਨੂੰ ਵੀ ਉੱਚਾ ਕੀਤਾ ਜਾਵੇ।
[IRV | PA | NT | John | Chapter 3 | Verse 15] ਇਉਂ ਜੋ ਹਰੇਕ ਵਿਅਕਤੀ, ਜੋ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰੇ ਉਹ ਸਦੀਪਕ ਜੀਵਨ ਪਾਵੇ।”
[IRV | PA | NT | John | Chapter 3 | Verse 16] ਪਰਮੇਸ਼ੁਰ ਨੇ ਸੰਸਾਰ ਨੂੰ ਇੰਨ੍ਹਾਂ ਪਿਆਰ ਕੀਤਾ ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣਾ ਇੱਕਲੌਤਾ ਪੁੱਤਰ ਦੇ ਦਿੱਤਾ ਤਾਂ ਜੋ ਕੋਈ ਵੀ ਉਸ ਵਿੱਚ ਵਿਸ਼ਵਾਸ ਰੱਖੇ ਉਹ ਨਾਸ ਨਾ ਹੋਵੇ ਸਗੋਂ ਸਦੀਪਕ ਜੀਵਨ ਪ੍ਰਾਪਤ ਕਰੇ।
[IRV | PA | NT | John | Chapter 3 | Verse 17] ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਪਣੇ ਪੁੱਤਰ ਨੂੰ ਸੰਸਾਰ ਵਿੱਚ ਇਸ ਲਈ ਨਹੀਂ ਭੇਜਿਆ ਕਿ ਦੋਸ਼ੀ ਠਹਿਰਾਵੇ ਸਗੋਂ ਇਸ ਲਈ ਜੋ ਸੰਸਾਰ ਉਸ ਰਾਹੀਂ ਬਚਾਇਆ ਜਾਵੇ।
[IRV | PA | NT | John | Chapter 3 | Verse 18] ਜਿਹੜਾ ਵਿਅਕਤੀ ਪਰਮੇਸ਼ੁਰ ਦੇ ਪੁੱਤਰ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰਦਾ ਹੈ, ਦੋਸ਼ੀ ਨਹੀਂ ਮੰਨਿਆ ਜਾਵੇਗਾ। ਪਰ ਜੋ ਵਿਅਕਤੀ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕਰਦਾ ਉਹ ਪਹਿਲਾਂ ਤੋਂ ਹੀ ਦੋਸ਼ੀ ਮੰਨਿਆ ਗਿਆ ਹੈ। ਕਿਉਂਕਿ ਉਸ ਨੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਇਕਲੌਤੇ ਪੁੱਤਰ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕੀਤਾ।
[IRV | PA | NT | John | Chapter 3 | Verse 19] ਲੋਕਾਂ ਦਾ ਦੋਸ਼ੀ ਬਣਨ ਦਾ ਕਾਰਨ ਇਹ ਹੈ ਕਿ ਚਾਨਣ ਸੰਸਾਰ ਵਿੱਚ ਆ ਚੁੱਕਿਆ ਹੈ, ਪਰ ਲੋਕਾਂ ਨੇ ਚਾਨਣ ਨੂੰ ਪਸੰਦ ਨਹੀਂ ਕੀਤਾ। ਉਹ ਸਿਰਫ਼ ਹਨੇਰੇ ਦੇ ਕੰਮਾਂ ਨੂੰ ਹੀ ਚਾਹੁੰਦੇ ਸਨ। ਕਿਉਂਕਿ ਜਿਹੜੀਆਂ ਗੱਲਾਂ ਉਨ੍ਹਾਂ ਨੇ ਕੀਤੀਆਂ ਉਹ ਭਰਿਸ਼ਟ ਸਨ।
[IRV | PA | NT | John | Chapter 3 | Verse 20] ਜਿਹੜਾ ਬੰਦਾ ਪਾਪ ਕਰਦਾ ਹੈ ਉਹ ਚਾਨਣ ਤੋਂ ਨਫ਼ਰਤ ਕਰਦਾ ਹੈ। ਉਹ ਚਾਨਣ ਵੱਲ ਨਹੀਂ ਆਉਂਦਾ, ਕਿਉਂਕਿ ਚਾਨਣ ਉਸ ਦੇ ਬੁਰੇ ਕੰਮਾਂ ਨੂੰ ਪ੍ਰਗਟ ਕਰ ਦੇਵੇਗਾ।
[IRV | PA | NT | John | Chapter 3 | Verse 21] ਪਰ ਜੋ ਵਿਅਕਤੀ ਸੱਚਾਈ ਤੇ ਚੱਲਦਾ ਹੈ ਉਹ ਚਾਨਣ ਕੋਲ ਆਉਂਦਾ ਹੈ। ਚਾਨਣ ਇਹ ਸਪੱਸ਼ਟ ਤੌਰ ਤੇ ਵਿਖਾਉਂਦਾ ਹੈ ਕਿ ਜਿਹੜੇ ਕੰਮ ਵਿਅਕਤੀ ਨੇ ਕੀਤੇ ਹਨ ਉਹ ਪਰਮੇਸ਼ੁਰ ਰਾਹੀਂ ਕੀਤੇ ਗਏ ਸਨ।
[IRV | PA | NT | John | Chapter 3 | Verse 22] ਇਸ ਦੇ ਪਿਛੋਂ ਯਿਸੂ ਅਤੇ ਉਸ ਦੇ ਚੇਲੇ ਯਹੂਦਿਯਾ ਦੇ ਇਲਾਕੇ ਵਿੱਚ ਆਏ। ਉੱਥੇ ਯਿਸੂ ਆਪਣੇ ਚੇਲਿਆਂ ਨਾਲ ਰਿਹਾ ਅਤੇ ਲੋਕਾਂ ਨੂੰ ਬਪਤਿਸਮਾ ਦਿੱਤਾ।
[IRV | PA | NT | John | Chapter 3 | Verse 23] ਯੂਹੰਨਾ ਵੀ ਏਨੋਨ ਵਿੱਚ ਲੋਕਾਂ ਨੂੰ ਬਪਤਿਸਮਾ ਦੇ ਰਿਹਾ ਸੀ। ਏਨੋਨ ਸਾਲੇਮ ਦੇ ਨੇੜੇ ਹੈ। ਯੂਹੰਨਾ ਉੱਥੇ ਇਸ ਲਈ ਬਪਤਿਸਮਾ ਦਿੰਦਾ ਸੀ ਕਿਉਂਕਿ ਉੱਥੇ ਬਹੁਤ ਪਾਣੀ ਸੀ। ਲੋਕ ਉੱਥੇ ਬਪਤਿਸਮਾ ਲੈਣ ਲਈ ਜਾਂਦੇ ਸਨ।
[IRV | PA | NT | John | Chapter 3 | Verse 24] ਇਹ ਗੱਲ ਯੂਹੰਨਾ ਨੂੰ ਕੈਦ ਹੋਣ ਤੋਂ ਪਹਿਲਾਂ ਦੀ ਹੈ।
[IRV | PA | NT | John | Chapter 3 | Verse 25] ਫਿਰ ਯੂਹੰਨਾ ਦੇ ਚੇਲਿਆਂ ਨੇ ਇੱਕ ਹੋਰ ਯਹੂਦੀ ਨਾਲ ਬਹਿਸ ਕੀਤੀ।
[IRV | PA | NT | John | Chapter 3 | Verse 26] ਇਸ ਲਈ ਚੇਲੇ ਯੂਹੰਨਾ ਕੋਲ ਆਏ ਅਤੇ ਆਖਿਆ, “ਗੁਰੂ ਜੀ, ਕੀ ਤੁਹਾਨੂੰ ਉਹ ਆਦਮੀ ਯਾਦ ਹੈ ਜਿਹੜਾ ਯਰਦਨ ਦਰਿਆ ਦੇ ਪਾਰ ਤੁਹਾਡੇ ਨਾਲ ਸੀ? ਤੁਸੀਂ ਲੋਕਾਂ ਨਾਲ ਉਸ ਬਾਰੇ ਹੀ ਗੱਲਾਂ ਕਰ ਰਹੇ ਸੀ। ਉਹੀ ਆਦਮੀ ਲੋਕਾਂ ਨੂੰ ਬਪਤਿਸਮਾ ਦੇ ਰਿਹਾ ਸੀ ਅਤੇ ਬਹੁਤ ਸਾਰੇ ਲੋਕ ਉਸ ਕੋਲ ਆ ਰਹੇ ਸਨ।”
[IRV | PA | NT | John | Chapter 3 | Verse 27] ਯੂਹੰਨਾ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਇਨਸਾਨ ਨੂੰ ਉਹੀ ਮਿਲਦਾ ਹੈ ਜੋ ਉਸ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਸਵਰਗੋਂ ਦਿੰਦਾ ਹੈ।”
[IRV | PA | NT | John | Chapter 3 | Verse 28] ਤੁਸੀਂ ਮੈਨੂੰ ਇਹ ਕਹਿੰਦਿਆਂ ਸੁਣਿਆ ਕਿ “ਮੈਂ ਮਸੀਹ ਨਹੀਂ ਹਾਂ, ਪਰ ਮੈਂ ਪਰਮੇਸ਼ੁਰ ਦੇ ਦੁਆਰਾ ਉਸ ਵਾਸਤੇ ਰਾਹ ਬਣਾਉਣ ਲਈ ਭੇਜਿਆ ਗਿਆ ਸੀ।”
[IRV | PA | NT | John | Chapter 3 | Verse 29] ਲਾੜੀ ਕੇਵਲ ਲਾੜੇ ਦੀ ਹੁੰਦੀ ਹੈ, ਲਾੜੇ ਦਾ ਜੋ ਮਿੱਤਰ ਲਾੜੇ ਦਾ ਇੰਤਜ਼ਾਰ ਕਰਦਾ ਹੈ ਅਤੇ ਲਾੜੇ ਦੀਆਂ ਗੱਲਾਂ ਸੁਣਦਾ ਹੈ ਉਹ ਫਿਰ ਬਹੁਤ ਖੁਸ਼ ਹੁੰਦਾ ਹੈ। ਇਹ ਖੁਸ਼ੀ ਮੈਨੂੰ ਮਿਲੀ ਹੈ। ਮੈਂ ਹੁਣ ਬਹੁਤ ਹੀ ਪ੍ਰਸੰਨ ਹਾਂ।
[IRV | PA | NT | John | Chapter 3 | Verse 30] ਇਸ ਲਈ ਜ਼ਰੂਰ ਹੈ ਜੋ ਉਹ ਵਧੇ ਅਤੇ ਮੈਂ ਘਟਾਂ।
[IRV | PA | NT | John | Chapter 3 | Verse 31] “ਉਹ ਜੋ ਉੱਪਰੋਂ ਆਉਂਦਾ ਹੈ ਬਾਕੀ ਸਾਰਿਆਂ ਤੋਂ ਮਹਾਨ ਹੈ। ਉਹ ਜੋ ਇਸ ਧਰਤੀ ਦਾ ਹੈ ਉਹ ਧਰਤੀ ਦਾ ਹੀ ਹੈ। ਉਹ ਵਿਅਕਤੀ ਸਿਰਫ਼ ਉਹੀ ਗੱਲਾਂ ਕਰਦਾ ਹੈ ਜੋ ਧਰਤੀ ਨਾਲ ਸੰਬੰਧਿਤ ਹਨ। ਉਹ ਜਿਹੜਾ ਸਵਰਗ ਤੋਂ ਆਵੇਗਾ, ਬਾਕੀ ਸਾਰਿਆਂ ਤੋਂ ਮਹਾਨ ਹੈ।
[IRV | PA | NT | John | Chapter 3 | Verse 32] ਉਹ ਉਨ੍ਹਾਂ ਗੱਲਾਂ ਬਾਰੇ ਦੱਸਦਾ ਹੈ ਜੋ ਉਸ ਨੇ ਦੇਖੀਆਂ ਤੇ ਸੁਣੀਆਂ ਹਨ, ਪਰ ਲੋਕ ਉਸ ਦੇ ਸ਼ਬਦਾਂ ਤੇ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕਰਦੇ।
[IRV | PA | NT | John | Chapter 3 | Verse 33] ਜੋ ਵਿਅਕਤੀ ਉਸ ਦੇ ਸ਼ਬਦਾਂ ਤੇ ਵਿਸ਼ਵਾਸ ਕਰਦਾ, ਉਹ ਉਸ ਤੇ ਕਿਰਪਾ ਕਰਦਾ ਹੈ ਕਿ ਪਰਮੇਸ਼ੁਰ ਸੱਚ ਕਹਿੰਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 3 | Verse 34] ਕਿਉਂਕਿ ਜਿਹੜਾ ਪਰਮੇਸ਼ੁਰ ਦੁਆਰਾ ਭੇਜਿਆ ਗਿਆ ਹੈ ਉਹ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸ਼ਬਦ ਬੋਲਦਾ ਹੈ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਉਸ ਨੂੰ ਭਰਪੂਰੀ ਦਾ ਆਤਮਾ ਦਿੰਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 3 | Verse 35] ਪਿਤਾ ਪੁੱਤਰ ਨਾਲ ਪਿਆਰ ਕਰਦਾ ਹੈ ਅਤੇ ਪਿਤਾ ਨੇ ਪੁੱਤਰ ਨੂੰ ਸਭ ਗੱਲਾਂ ਉੱਤੇ ਅਧਿਕਾਰ ਦਿੱਤਾ ਹੋਇਆ ਹੈ।
[IRV | PA | NT | John | Chapter 3 | Verse 36] ਜੋ ਕੋਈ ਪੁੱਤਰ ਵਿੱਚ ਵਿਸ਼ਵਾਸ ਕਰਦਾ ਹੈ, ਉਸ ਕੋਲ ਸਦੀਪਕ ਜੀਵਨ ਹੈ; ਪਰ ਉਹ ਜੋ ਪੁੱਤਰ ਨੂੰ ਨਹੀਂ ਮੰਨਦਾ, ਉਸ ਕੋਲ ਜੀਵਨ ਨਹੀਂ ਹੋਵੇਗਾ, ਪਰਮੇਸ਼ੁਰ ਦਾ ਕ੍ਰੋਧ ਉਸ ਉੱਤੇ ਹੋਵੇਗਾ।”
