[IRV | PA | NT | John | Chapter 18 | Verse 1] ਜਦੋਂ ਯਿਸੂ ਗੱਲਾਂ ਕਰ ਹਟਿਆ, ਤਾਂ ਉਹ ਆਪਣੇ ਚੇਲਿਆਂ ਨਾਲ ਉਹ ਕਿਦਰੋਨ ਦਰਿਆ ਦੇ ਪਾਰ ਚਲੇ ਗਏ। ਉੱਥੇ ਇੱਕ ਜੈਤੂਨ ਦੇ ਰੁੱਖਾਂ ਦਾ ਬਾਗ਼ ਸੀ, ਯਿਸੂ ਅਤੇ ਉਸ ਦੇ ਚੇਲੇ ਉੱਥੇ ਚਲੇ ਗਏ।
[IRV | PA | NT | John | Chapter 18 | Verse 12] ਉਸ ਤੋਂ ਬਾਅਦ ਸੈਨਾਂ ਅਧਿਕਾਰੀ ਅਤੇ ਯਹੂਦੀਆਂ ਦੇ ਪਿਆਦਿਆਂ ਨੇ ਯਿਸੂ ਨੂੰ ਫ਼ੜਕੇ ਬੰਨ੍ਹ ਲਿਆ।
[IRV | PA | NT | John | Chapter 18 | Verse 13] ਬੰਨ੍ਹ ਕੇ ਉਸ ਨੂੰ ਅੰਨਾਸ ਕੋਲ ਲਿਆਂਦਾ ਗਿਆ। ਅੰਨਾਸ ਕਯਾਫ਼ਾ ਦਾ ਸਹੁਰਾ ਸੀ ਅਤੇ ਉਸ ਸਾਲ ਦਾ ਕਯਾਫ਼ਾ ਪ੍ਰਧਾਨ ਜਾਜਕ ਸੀ।
[IRV | PA | NT | John | Chapter 18 | Verse 14] ਓਹ ਕਯਾਫ਼ਾ ਸੀ, ਜਿਸ ਨੇ ਯਹੂਦੀਆਂ ਨੂੰ ਸਲਾਹ ਦਿੱਤੀ ਸੀ ਕਿ ਸਾਰੇ ਲੋਕਾਂ ਲਈ ਇੱਕ ਮਨੁੱਖ ਦਾ ਮਰਨਾ ਚੰਗਾ ਹੈ।
[IRV | PA | NT | John | Chapter 18 | Verse 15] ਸ਼ਮਊਨ ਪਤਰਸ ਅਤੇ ਇੱਕ ਹੋਰ ਚੇਲਾ ਯਿਸੂ ਦੇ ਮਗਰ ਹੋ ਤੁਰਿਆ। ਉਹ ਚੇਲਾ ਪ੍ਰਧਾਨ ਜਾਜਕ ਦਾ ਵਾਕਫ਼ ਸੀ ਅਤੇ ਯਿਸੂ ਦੇ ਨਾਲ ਪ੍ਰਧਾਨ ਜਾਜਕ ਦੇ ਘਰ ਵਿਹੜੇ ਤੱਕ ਗਿਆ।
[IRV | PA | NT | John | Chapter 18 | Verse 16] ਪਰ ਪਤਰਸ ਬਾਹਰ ਦਰਵਾਜ਼ੇ ਕੋਲ ਠਹਿਰ ਗਿਆ, ਦੂਜਾ ਚੇਲਾ, ਜਿਹੜਾ ਪ੍ਰਧਾਨ ਜਾਜਕ ਨੂੰ ਜਾਣਦਾ ਸੀ, ਦਰਵਾਜ਼ੇ ਕੋਲ ਖੜ੍ਹਾ ਸੀ ਅਤੇ ਇੱਕ ਨੌਕਰਾਨੀ ਨੂੰ ਮਿਲਿਆ, ਜੋ ਕਿ ਦੁਆਰਪਾਲ ਸੀ। ਤਦ ਉਹ ਪਤਰਸ ਨੂੰ ਅੰਦਰ ਲਿਆਇਆ।
[IRV | PA | NT | John | Chapter 18 | Verse 17] ਉਸ ਨੌਕਰਾਨੀ ਨੇ ਦਰਵਾਜ਼ੇ ਤੇ ਪਤਰਸ ਨੂੰ ਆਖਿਆ, “ਕੀ ਤੂੰ ਉਸ ਯਿਸੂ ਦੇ ਚੇਲਿਆਂ ਵਿੱਚੋਂ ਇੱਕ ਹੈਂ?” ਪਤਰਸ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਨਹੀਂ, ਮੈਂ ਨਹੀਂ ਹਾਂ।”
[IRV | PA | NT | John | Chapter 18 | Verse 18] ਇਹ ਸਰਦੀ ਦਾ ਮੌਸਮ ਸੀ, ਨੌਕਰਾਂ ਅਤੇ ਪਹਿਰੇਦਾਰਾਂ ਨੇ ਬਾਹਰ ਅੱਗ ਬਾਲੀ ਹੋਈ ਸੀ ਅਤੇ ਉਹ ਅੱਗ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਖੜ੍ਹੇ ਹੋ ਕੇ ਅੱਗ ਸੇਕ ਰਹੇ ਸਨ। ਪਤਰਸ ਵੀ ਇਨ੍ਹਾਂ ਲੋਕਾਂ ਨਾਲ ਖੜ੍ਹਾ ਅੱਗ ਸੇਕ ਰਿਹਾ ਸੀ।
[IRV | PA | NT | John | Chapter 18 | Verse 19] ਪ੍ਰਧਾਨ ਜਾਜਕ ਨੇ ਯਿਸੂ ਨੂੰ ਉਸ ਦੇ ਚੇਲਿਆਂ ਬਾਰੇ ਅਤੇ ਉਸ ਦੀ ਸਿੱਖਿਆ ਬਾਰੇ ਪ੍ਰਸ਼ਨ ਕੀਤੇ।
[IRV | PA | NT | John | Chapter 18 | Verse 20] ਯਿਸੂ ਨੇ ਆਖਿਆ, “ਮੈਂ ਸਦਾ ਲੋਕਾਂ ਨੂੰ ਖੁੱਲ੍ਹ ਕੇ ਬੋਲਿਆ ਹਾਂ। ਮੈਂ ਹਮੇਸ਼ਾਂ ਪ੍ਰਾਰਥਨਾ ਘਰ ਅਤੇ ਹੈਕਲ ਵਿੱਚ ਵੀ ਉਪਦੇਸ਼ ਦਿੱਤੇ ਹਨ, ਜਿੱਥੇ ਸਾਰੇ ਯਹੂਦੀ ਇਕੱਠੇ ਹੁੰਦੇ ਹਨ। ਮੈਂ ਕਦੇ ਕਿਸੇ ਨੂੰ ਗੁਪਤ ਤੌਰ ਤੇ ਸਿੱਖਿਆ ਨਹੀਂ ਦਿੱਤੀ।
[IRV | PA | NT | John | Chapter 18 | Verse 21] ਤਾਂ ਫਿਰ ਤੂੰ ਮੈਨੂੰ ਅਜਿਹੇ ਸਵਾਲ ਕਿਉਂ ਕਰਦਾ ਹੈਂ? ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਨੂੰ ਪੁੱਛ ਜਿਨ੍ਹਾਂ ਨੇ ਮੇਰੀਆਂ ਸਿਖਿਆਵਾਂ ਸੁਣੀਆਂ ਹਨ। ਉਹ ਜਾਣਦੇ ਹਨ ਕਿ ਮੈਂ ਕੀ ਦੱਸਿਆ ਹੈ।”
[IRV | PA | NT | John | Chapter 18 | Verse 22] ਜਦੋਂ ਯਿਸੂ ਨੇ ਇਹ ਆਖਿਆ ਤਾਂ ਉਸ ਕੋਲ ਖੜ੍ਹੇ ਪਹਿਰੇਦਾਰਾਂ ਵਿੱਚੋਂ ਇੱਕ ਨੇ ਉਸ ਨੂੰ ਮਾਰਿਆ ਤੇ ਆਖਿਆ, “ਤੈਨੂੰ ਪ੍ਰਧਾਨ ਜਾਜਕ ਨਾਲ ਇਸ ਤਰ੍ਹਾਂ ਨਹੀਂ ਬੋਲਣਾ ਚਾਹੀਦਾ।”
[IRV | PA | NT | John | Chapter 18 | Verse 23] ਯਿਸੂ ਨੇ ਆਖਿਆ, “ਜੇਕਰ ਮੈਂ ਗਲਤ ਕਿਹਾ ਹੈ ਤਾਂ ਲੋਕਾਂ ਸਾਹਮਣੇ ਦੱਸ ਮੈਂ ਕੀ ਗਲਤ ਬੋਲਿਆ। ਪਰ ਜੇਕਰ ਮੈਂ ਸਹੀ ਬੋਲਿਆ ਹਾਂ, ਤਾਂ ਤੂੰ ਮੈਨੂੰ ਕਿਉਂ ਮਾਰਦਾ ਹੈ?”
[IRV | PA | NT | John | Chapter 18 | Verse 24] ਤਾਂ ਫਿਰ ਅੰਨਾਸ ਨੇ ਯਿਸੂ ਨੂੰ ਪ੍ਰਧਾਨ ਜਾਜਕ ਕਯਾਫ਼ਾ ਕੋਲ ਭੇਜ ਦਿੱਤਾ।
[IRV | PA | NT | John | Chapter 18 | Verse 25] ਸ਼ਮਊਨ ਪਤਰਸ ਅੱਗ ਕੋਲ ਖੜ੍ਹਾ ਅੱਗ ਸੇਕ ਰਿਹਾ ਸੀ। ਦੂਜੇ ਆਦਮੀਆਂ ਨੇ ਪਤਰਸ ਨੂੰ ਕਿਹਾ, “ਕੀ ਤੂੰ ਵੀ ਉਸ ਦੇ ਚੇਲਿਆਂ ਵਿੱਚੋਂ ਇੱਕ ਹੈਂ?” ਪਰ ਪਤਰਸ ਨੇ ਹਾਮੀ ਨਾ ਭਰੀ। ਉਸ ਨੇ ਕਿਹਾ, “ਨਹੀਂ, ਮੈਂ ਨਹੀਂ ਹਾਂ।”
[IRV | PA | NT | John | Chapter 18 | Verse 26] ਪ੍ਰਧਾਨ ਜਾਜਕ ਦੇ ਨੌਕਰਾਂ ਵਿੱਚੋਂ ਇੱਕ ਉੱਥੇ ਸੀ ਅਤੇ ਇਹ ਆਦਮੀ ਉਹ ਮਨੁੱਖ ਦਾ ਸੰਬੰਧੀ ਸੀ ਜਿਸ ਦਾ ਪਤਰਸ ਨੇ ਕੰਨ ਵੱਢ ਦਿੱਤਾ ਸੀ ਤਾਂ ਉਸ ਨੌਕਰ ਨੇ ਕਿਹਾ, “ਕੀ ਮੈਂ ਤੈਨੂੰ ਉਸ ਆਦਮੀ (ਯਿਸੂ) ਨਾਲ ਬਾਗ਼ ਵਿੱਚ ਵੇਖਿਆ ਸੀ।”
[IRV | PA | NT | John | Chapter 18 | Verse 27] ਪਰ ਫ਼ਿਰ ਪਤਰਸ ਨੇ ਆਖਿਆ, “ਨਹੀਂ, ਮੈਂ ਉਸ ਦੇ ਨਾਲ ਨਹੀਂ ਸੀ!” ਅਤੇ ਉਸੇ ਸਮੇਂ ਕੁੱਕੜ ਨੇ ਬਾਂਗ ਦਿੱਤੀ।
[IRV | PA | NT | John | Chapter 18 | Verse 28] ਤਦ ਯਹੂਦੀ ਯਿਸੂ ਨੂੰ ਕਯਾਫ਼ਾ ਦੀ ਕਚਹਿਰੀ ਚੋਂ ਰਾਜਪਾਲ ਦੇ ਮਹਿਲ ਵਿੱਚ ਲੈ ਗਏ। ਅਜੇ ਬਹੁਤ ਸਵੇਰਾ ਸੀ ਪਰ ਯਹੂਦੀ ਕਚਹਿਰੀ ਦੇ ਅੰਦਰ ਨਹੀਂ ਗਏ। ਉਹ ਆਪਣੇ ਆਪ ਨੂੰ ਅਸ਼ੁੱਧ ਨਹੀਂ ਸੀ ਕਰਨਾ ਚਾਹੁੰਦੇ ਕਿਉਂਕਿ ਉਹ ਪਸਾਹ ਦੇ ਤਿਉਹਾਰ ਦਾ ਭੋਜਨ ਖਾਣਾ ਚਾਹੁੰਦੇ ਸਨ।
[IRV | PA | NT | John | Chapter 18 | Verse 29] ਇਸ ਲਈ ਪਿਲਾਤੁਸ ਉਨ੍ਹਾਂ ਕੋਲ ਬਾਹਰ ਆਇਆ ਅਤੇ ਪੁੱਛਿਆ, “ਤੁਸੀਂ ਇਸ ਮਨੁੱਖ ਉੱਤੇ ਕੀ ਦੋਸ਼ ਲਗਾਉਂਦੇ ਹੋ?”
[IRV | PA | NT | John | Chapter 18 | Verse 30] ਯਹੂਦੀਆਂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਇਹ ਇੱਕ ਬੁਰਾ ਆਦਮੀ ਹੈ, ਇਸ ਕਰਕੇ ਅਸੀਂ ਇਸ ਨੂੰ ਤੇਰੇ ਕੋਲ ਲੈ ਕੇ ਆਏ ਹਾਂ।”
[IRV | PA | NT | John | Chapter 18 | Verse 31] ਪਿਲਾਤੁਸ ਨੇ ਯਹੂਦੀਆਂ ਨੂੰ ਆਖਿਆ, “ਤੁਸੀਂ ਯਹੂਦੀ ਆਪ ਇਸ ਨੂੰ ਲੈ ਜਾਵੋ ਅਤੇ ਆਪਣੀ ਬਿਵਸਥਾ ਅਨੁਸਾਰ ਇਸ ਦਾ ਨਿਆਂ ਕਰੋ।” ਯਹੂਦੀਆਂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਪਰ ਸਾਨੂੰ ਕਿਸੇ ਨੂੰ ਮੌਤ ਦੀ ਸਜ਼ਾ ਦੇਣ ਦੀ ਆਗਿਆ ਨਹੀਂ ਹੈ।”
[IRV | PA | NT | John | Chapter 18 | Verse 32] ਜਿਵੇਂ ਯਿਸੂ ਨੇ ਆਪਣੀ ਮੌਤ ਬਾਰੇ ਪਹਿਲਾਂ ਕਿਹਾ ਸੀ, ਕਿ ਉਹ ਕਿਸ ਤਰ੍ਹਾਂ ਮਰੇਗਾ, ਉਸੇ ਨੂੰ ਪੂਰਾ ਹੋਣ ਲਈ ਉਹ ਵਾਪਰਿਆ।
[IRV | PA | NT | John | Chapter 18 | Verse 33] ਪਿਲਾਤੁਸ ਮਹਿਲ ਵਿੱਚ ਵਾਪਸ ਚਲਾ ਗਿਆ ਅਤੇ ਉੱਥੇ ਯਿਸੂ ਨੂੰ ਉਸ ਨੇ ਆਪਣੇ ਕੋਲ ਬੁਲਾਇਆ ਅਤੇ ਪੁੱਛਿਆ, “ਕੀ ਤੂੰ ਯਹੂਦੀਆਂ ਦਾ ਪਾਤਸ਼ਾਹ ਹੈਂ?”
[IRV | PA | NT | John | Chapter 18 | Verse 34] ਯਿਸੂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਕੀ ਤੂੰ ਇਹ ਆਪਣੇ ਆਪ ਆਖਦਾ ਹੈ ਜਾਂ ਦੂਜੇ ਲੋਕਾਂ ਨੇ ਤੈਨੂੰ ਮੇਰੇ ਬਾਰੇ ਕੁਝ ਆਖਿਆ ਹੈ?”
[IRV | PA | NT | John | Chapter 18 | Verse 35] ਪਿਲਾਤੁਸ ਨੇ ਕਿਹਾ, “ਮੈਂ ਇੱਕ ਯਹੂਦੀ ਨਹੀਂ ਹਾਂ ਤੇਰੇ ਆਪਣੇ ਹੀ ਲੋਕ ਅਤੇ ਮੁੱਖ ਜਾਜਕਾਂ ਤੈਨੂੰ ਮੇਰੇ ਕੋਲ ਲੈ ਕੇ ਆਏ ਹਨ। ਤੂੰ ਕੀ ਗਲਤ ਕੀਤਾ ਹੈ?”
[IRV | PA | NT | John | Chapter 18 | Verse 36] ਯਿਸੂ ਨੇ ਆਖਿਆ, “ਮੇਰਾ ਰਾਜ ਇਸ ਧਰਤੀ ਦਾ ਨਹੀਂ ਹੈ। ਜੇਕਰ ਇਹ ਇਸ ਧਰਤੀ ਦਾ ਹੁੰਦਾ ਤਾਂ ਮੇਰੇ ਚੇਲੇ ਉਨ੍ਹਾਂ ਨਾਲ ਲੜਦੇ ਅਤੇ ਮੈਂ ਯਹੂਦੀਆਂ ਦੇ ਹਵਾਲੇ ਨਾ ਕੀਤਾ ਜਾਂਦਾ। ਪਰ ਮੇਰਾ ਰਾਜ ਕਿਸੇ ਹੋਰ ਥਾਂ ਦਾ ਹੈ ਇੱਥੋਂ ਦਾ ਨਹੀਂ।”
[IRV | PA | NT | John | Chapter 18 | Verse 37] ਪਿਲਾਤੁਸ ਨੇ ਆਖਿਆ, “ਇਸ ਦਾ ਮਤਲਬ ਤੂੰ ਇੱਕ ਰਾਜਾ ਹੈ?” ਯਿਸੂ ਨੇ ਆਖਿਆ, “ਤੂੰ ਜੋ ਆਖਿਆ, ਉਹ ਸੱਚ ਹੈ। ਮੈਂ ਇੱਕ ਰਾਜਾ ਹਾਂ। ਮੈਂ ਇਸੇ ਲਈ ਜਨਮ ਲਿਆ ਅਤੇ ਇਸੇ ਕਾਰਨ ਦੁਨੀਆਂ ਤੇ ਆਇਆ ਤਾਂ ਜੋ ਮੈਂ ਸਚਿਆਈ ਦੀ ਗਵਾਹੀ ਦੇ ਸਕਾਂ। ਅਤੇ ਹਰ ਮਨੁੱਖ ਜੋ ਸਚਿਆਈ ਜਾਣਦਾ, ਹੈ ਉਹ ਮੇਰੀ ਅਵਾਜ਼ ਸੁਣਦਾ ਹੈ।”
[IRV | PA | NT | John | Chapter 18 | Verse 38] ਪਿਲਾਤੁਸ ਨੇ ਕਿਹਾ, “ਸੱਚ ਕੀ ਹੈ?” ਇਹ ਆਖਣ ਤੋਂ ਬਾਅਦ ਉਹ ਫ਼ੇਰ ਤੋਂ ਯਹੂਦੀਆਂ ਕੋਲ ਗਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, “ਇਸ ਆਦਮੀ ਤੇ ਲਾਉਣ ਵਾਸਤੇ ਮੈਨੂੰ ਕੋਈ ਦੋਸ਼ ਨਹੀਂ ਮਿਲਿਆ।
[IRV | PA | NT | John | Chapter 18 | Verse 39] ਪਰ ਇਹ ਤੁਹਾਡਾ ਰਿਵਾਜ਼ ਹੈ ਕਿ ਮੈਂ ਤੁਹਾਡੇ ਲਈ ਪਸਾਹ ਦੇ ਤਿਉਹਾਰ ਦੇ ਸਮੇਂ ਇੱਕ ਕੈਦੀ ਨੂੰ ਛੱਡਦਾ ਹਾਂ। ਸੋ ਕੀ ਤੁਸੀਂ ਚਾਹੁੰਦੇ ਹੋ ਕਿ ਮੈਂ ਤੁਹਾਡੇ ਲਈ ਯਹੂਦੀਆਂ ਦੇ ਰਾਜੇ ਨੂੰ ਛੱਡ ਦੇਵਾਂ?”
[IRV | PA | NT | John | Chapter 18 | Verse 40] ਤਾਂ ਯਹੂਦੀ ਉੱਚੀ ਅਵਾਜ਼ ਵਿੱਚ ਬੋਲੇ, “ਨਹੀਂ, ਉਸ ਨੂੰ ਨਹੀਂ, ਪਰ ਤੂੰ ਬਰੱਬਾ ਨੂੰ ਛੱਡ ਦੇ।” ਬਰੱਬਾ ਇੱਕ ਡਾਕੂ ਸੀ।
