[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 1] The word that came to Jeremiah from Jehovah, saying,
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 19] Is it I whom they provoke to anger? saith Jehovah; is it not themselves, to the shame of their own face?
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 20] Therefore thus saith the Lord Jehovah: Behold, mine anger and my fury shall be poured out upon this place; upon man, and upon beast, and upon the trees of the field, and upon the fruit of the ground; and it shall burn, and shall not be quenched.
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 21] Thus saith Jehovah of hosts, the God of Israel: Add your burnt-offerings to your sacrifices, and eat the flesh.
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 22] For I spoke not unto your fathers, nor commanded them concerning burnt-offerings and sacrifices, in the day that I brought them out of the land of Egypt;
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 23] but I commanded them this thing, saying, Hearken unto my voice, and I will be your God, and ye shall be my people; and walk in all the way that I command you, that it may be well with you.
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 24] But they hearkened not, nor inclined their ear, but walked in the counsels, in the stubbornness of their evil heart, and went backward and not forward.
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 25] Since the day that your fathers came forth out of the land of Egypt, unto this day, have I sent unto you all my servants the prophets, daily rising up early and sending them;
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 26] but they have not hearkened unto me, nor inclined their ear; and they have hardened their neck: they have done worse than their fathers.
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 27] And thou shalt speak all these words unto them, but they will not hearken unto thee; and thou shalt call unto them, but they will not answer thee.
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 28] And thou shalt say unto them, This is the nation which hath not hearkened unto the voice of Jehovah their God, nor received correction; fidelity is perished, and is cut off from their mouth.
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 29] Cut off thy hair, and cast it away, and take up a lamentation on the heights; for Jehovah hath rejected and forsaken the generation of his wrath.
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 30] For the children of Judah have done evil in my sight, saith Jehovah; they have set their abominations in the house which is called by my name, to defile it.
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 31] And they have built the high places of Topheth, which is in the valley of the son of Hinnom, to burn their sons and their daughters in the fire; which I commanded not, neither did it come up into my mind.
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 32] Therefore, behold, days are coming, saith Jehovah, when it shall no more be said, Topheth, and Valley of the son of Hinnom, but the valley of slaughter; for they shall bury in Topheth, till there be no place.
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 33] And the carcases of this people shall be food for the fowl of the heavens, and for the beasts of the earth; and none shall scare [them] away.
[DARBY | EN | OT | Jeremiah | Chapter 7 | Verse 34] And I will cause to cease from the cities of Judah, and from the streets of Jerusalem, the voice of mirth and the voice of joy, the voice of the bridegroom and the voice of the bride; for the land shall become a waste.
