[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 1] Sons of Levi: Gershon, Kohath, and Merari.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 29] Sons of Merari: Mahli, Libni his son, Shimei his son, Uzzah his son,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 30] Shimea his son, Haggiah his son, Asaiah his son.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 31] And these [are] they whom David stationed over the parts of the song of the house of Jehovah, from the resting of the ark,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 32] and they are ministering before the tabernacle of the tent of meeting, in song, till the building by Solomon of the house of Jehovah in Jerusalem; and they stand according to their ordinance over their service.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 33] And these [are] those standing, and their sons: of the sons of the Kohathite: Heman the singer, son of Joel, son of Shemuel,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 34] son of Elkanah, son of Jeroham, son of Eliel, son of Toah,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 35] son of Zuph, son of Elkanah, son of Mahath, son of Amasai,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 36] son of Elkanah, son of Joel, son of Azariah, son of Zephaniah,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 37] son of Tahath, son of Assir, son of Ebiasaph, son of Korah,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 38] son of Izhar, son of Kohath, son of Levi, son of Israel.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 39] And his brother Asaph, who is standing on his right — Asaph, son of Berachiah, son of Shimea,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 40] son of Michael, son of Baaseiah, son of Malchiah,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 41] son of Ethni, son of Zerah, son of Adaiah,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 42] son of Ethan, son of Zimmah, son of Shimei,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 43] son of Jahath, son of Gershom, son of Levi.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 44] And sons of Merari, their brethren, [are] on the left. Ethan son of Kishi, son of Abdi, son of Malluch,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 45] son of Hashabiah, son of Amaziah, son of Hilkiah,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 46] son of Amzi, son of Bani, son of Shamer,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 47] son of Mahli, son of Mushi, son of Merari, son of Levi.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 48] And their brethren the Levites are put to all the service of the tabernacle of the house of God.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 49] And Aaron and his sons are making perfume on the altar of the burnt-offering, and on the altar of the perfume, for all the work of the holy of holies, and to make atonement for Israel, according to all that Moses servant of God commanded.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 50] And these [are] sons of Aaron: Eleazar his son, Phinehas his son, Abishua his son,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 51] Bukki his son, Uzzi his son, Zerahiah his son,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 52] Meraioth his son, Amariah his son, Ahitub his son,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 53] Zadok his son, Ahimaaz his son.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 54] And these [are] their dwellings, throughout their towers, in their borders, of the sons of Aaron, of the family of the Kohathite, for theirs was the lot;
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 55] and they give to them Hebron in the land of Judah and its suburbs round about it;
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 56] and the field of the city and its villages they gave to Caleb son of Jephunneh.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 57] And to the sons of Aaron they gave the cities of refuge: Hebron, and Libnah and its suburbs, and Jattir, and Eshtemoa and its suburbs,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 58] and Hilen and its suburbs, Debir and its suburbs,
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 59] and Ashan and its suburbs, and Beth-Shemesh and its suburbs.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 60] And from the tribe of Benjamin, Geba and its suburbs, and Allemeth and its suburbs, and Anathoth and its suburbs. All their cities [are] thirteen cities, for their families.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 61] And to the sons of Kohath, those left of the family of the tribe, from the half of the tribe, the half of Manasseh, by lot, [are] ten cities.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 62] And to the sons of Gershom, for their families, from the tribe of Issachar, and from the tribe of Asher, and from the tribe of Naphtali, and from the tribe of Manasseh in Bashan, thirteen cities.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 63] To the sons of Merari, for their families, from the tribe of Reuben, and from the tribe of Gad, and from the tribe of Zebulun, by lot, twelve cities.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 64] And the sons of Israel give to the Levites the cities and their suburbs.
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 65] And they give by lot from the tribe of the sons of Judah, and from the tribe of the sons of Simeon, and from the tribe of the sons of Benjamin, these cities which they call by name;
[YLT | EN | OT | 1 Chronicles | Chapter 6 | Verse 66] and some of the families of the sons of Kohath have cities of their border from the tribe of Ephraim;
