[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 1] And sons of Issachar; Tola, and Puah, Jashub, and Shimron, four.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 18] And his sister Hammolecheth bare Ishhod, and Abiezer, and Mahalah.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 19] And the sons of Shemida are Ahian, and Shechem, and Likhi, and Aniam.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 20] And sons of Ephraim: Shuthelah, and Bered his son, and Tahath his son, and Eladah his son, and Tahath his son,
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 21] and Zabad his son, and Shuthelah his son, and Ezer, and Elead; and slain them have men of Gath who are born in the land, because they came down to take their cattle.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 22] And Ephraim their father mourneth many days, and his brethren come in to comfort him,
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 23] and he goeth in unto his wife, and she conceiveth and beareth a son, and he calleth his name Beriah, because in evil had been his house, —
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 24] and his daughter [is] Sherah, and she buildeth Beth-Horon, the lower and the upper, and Uzzen-Sherah —
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 25] and Rephah [is] his son, and Resheph, and Telah his son, and Tahan his son,
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 26] Laadan his son, Ammihud his son, Elishama his son,
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 27] Non his son, Jehoshua his son.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 28] And their possession and their dwellings [are] Beth-El and its small towns, and to the east Naaran, and to the west Gezer and its small towns, and Shechem and its small towns, unto Gaza and its small towns;
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 29] and by the parts of the sons of Manasseh, Beth-Shean and its small towns, Taanach and its small towns, Megiddo and its small towns, Dor and its small towns; in these dwelt the sons of Joseph son of Israel.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 30] Son of Asher: Imnah, and Ishve, and Ishvi, and Beriah, and Serah their sister.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 31] And sons of Beriah: Heber, and Malchiel — he [is] father of Birzavith.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 32] And Heber begat Japhlet, and Shomer, and Hotham, and Shua their sister.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 33] And sons of Japhlet: Pasach, and Bimhal, and Ashvath; these [are] sons of Japhlet.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 34] and sons of Shamer: Ahi, and Rohgah, Jehubbah, and Aram.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 35] And son of Helem his brother: Zophah, and Imna, and Shelesh, and Amal.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 36] Sons of Zophah: Suah, and Harnepher, and Shual, and Beri, and Imrah,
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 37] Bezer, and Hod, and Shamma, and Shilshah, and Ithran, and Beera.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 38] And sons of Jether: Jephunneh, and Pispah, and Ara.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 39] And sons of Ulla: Arah, and Hanniel, and Rezia.
[YLT | EN | OT | 1 Chronicles | Chapter 7 | Verse 40] All these [are] sons of Asher, heads of the house of the fathers, chosen ones, mighty in valour, heads of the princes, with their genealogy, for the host, for battle, their number [is] twenty and six thousand men.
