[IRV | TE | OT | Proverbs | Chapter 26 | Verse 1] ఎండాకాలానికి మంచు ఎలానో కోతకాలానికి వర్షమెలానో అలానే బుద్ధి లేనివాడికి గౌరవం తగినది కాదు.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 12] తానే జ్ఞాని అనుకునే వాణ్ణి చూసావా? వాణ్ణి సరి చేయడం కంటే మూర్ఖుణ్ణి సరి చేయడం తేలిక.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 13] సోమరి “దారిలో సింహం ఉంది” అంటాడు. “ఆరు బయట సింహం పొంచి ఉంది” అంటాడు.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 14] బందుల మీద తలుపు తిరుగుతుంది. తన మంచం మీద సోమరి అటూ ఇటూ పొర్లుతాడు.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 15] కంచంలో సోమరి తన చెయ్యి ముంచుతాడు. దాన్ని తిరిగి నోటికి ఎత్తుకోవడం అతనికి బద్ధకం.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 16] సహేతుకమైన కారణాలు చూపగల ఏడుగురి కంటే సోమరి తానే జ్ఞానిననుకుంటాడు.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 17] తనకు సంబంధంలేని పోట్లాటలో తల దూర్చేవాడు. దారినపోయే కుక్క చెవులు పట్టుకొనే వాడితో సమానం.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 18] తన పొరుగువాణ్ణి మోసపుచ్చి నేను నవ్వులాటకు చేశాననే వాడు నిప్పు బాణాలు విసిరే వెర్రి వాడితో సమానం.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 19] <range>
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 20] కట్టెలు లేకపోతే మంట ఆరిపోతుంది. కొండేలు చెప్పేవాడు లేకపొతే జగడం చల్లారుతుంది.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 21] నిప్పు కణికెలకు బొగ్గులు, అగ్నికి కట్టెలు. పోట్లాటలు రేపడానికి కలహప్రియుడు.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 22] కొండేలు రుచిగల పదార్థాల వంటివి. అవి కడుపులోకి మెత్తగా దిగిపోతాయి.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 23] చెడు హృదయం ఉండి ప్రేమగా మాట్లాడే పెదాలు ఉండడం మట్టి పెంకుపై పూసిన వెండి పూతతో సమానం.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 24] పగవాడు పెదాలతో మాయలు చేసి అంతరంగంలో కపటం దాచుకుంటాడు.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 25] వాడు దయగా మాటలాడితే వాడి మాట నమ్మవద్దు. వాడి హృదయంలో ఏడు అసహ్యమైన విషయాలు ఉన్నాయి.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 26] వాడు తన ద్వేషాన్ని కపట వేషంతో కప్పుకుంటాడు. సమాజంలో వాడి చెడుతనం బట్టబయలు అవుతుంది.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 27] గుంట తవ్వే వాడే దానిలో పడతాడు. రాతిని పొర్లించే వాడి మీదికే అది తిరిగి వస్తుంది.
[IRV | TE | OT | Proverbs | Chapter 26 | Verse 28] అబద్ధాలాడే నాలుక తాను నలగగొట్టిన వాళ్ళను ద్వేషిస్తుంది. ముఖస్తుతి మాటలు పలికే నోరు నాశనం తెస్తుంది.
