[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 1] Λέγω δέ, ἐφʼ ὅσον χρόνον ὁ κληρονόμος νήπιός ἐστιν, οὐδὲν διαφέρει δούλου κύριος πάντων ὤν,
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 15] ⸀ποῦ ⸀οὖν ὁ μακαρισμὸς ὑμῶν; μαρτυρῶ γὰρ ὑμῖν ὅτι εἰ δυνατὸν τοὺς ὀφθαλμοὺς ὑμῶν ⸀ἐξορύξαντες ἐδώκατέ μοι.
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 16] ὥστε ἐχθρὸς ὑμῶν γέγονα ἀληθεύων ὑμῖν;
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 17] ζηλοῦσιν ὑμᾶς οὐ καλῶς, ἀλλὰ ἐκκλεῖσαι ὑμᾶς θέλουσιν, ἵνα αὐτοὺς ζηλοῦτε.
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 18] καλὸν ⸀δὲ ζηλοῦσθαι ἐν καλῷ πάντοτε, καὶ μὴ μόνον ἐν τῷ παρεῖναί με πρὸς ὑμᾶς,
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 19] ⸀τέκνα μου, οὓς πάλιν ὠδίνω ⸀μέχρις οὗ μορφωθῇ Χριστὸς ἐν ὑμῖν·
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 20] ἤθελον δὲ παρεῖναι πρὸς ὑμᾶς ἄρτι, καὶ ἀλλάξαι τὴν φωνήν μου, ὅτι ἀποροῦμαι ἐν ὑμῖν.
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 21] Λέγετέ μοι, οἱ ὑπὸ νόμον θέλοντες εἶναι, τὸν νόμον οὐκ ἀκούετε;
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 22] γέγραπται γὰρ ὅτι Ἀβραὰμ δύο υἱοὺς ἔσχεν, ἕνα ἐκ τῆς παιδίσκης καὶ ἕνα ἐκ τῆς ἐλευθέρας·
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 23] ἀλλʼ ὁ μὲν ἐκ τῆς παιδίσκης κατὰ σάρκα γεγέννηται, ὁ δὲ ἐκ τῆς ἐλευθέρας ⸀διʼ ἐπαγγελίας.
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 24] ἅτινά ἐστιν ἀλληγορούμενα· αὗται γάρ εἰσιν δύο διαθῆκαι, μία μὲν ἀπὸ ὄρους Σινᾶ, εἰς δουλείαν γεννῶσα, ἥτις ἐστὶν Ἁγάρ,
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 25] τὸ ⸀δὲ Ἁγὰρ Σινᾶ ὄρος ἐστὶν ἐν τῇ Ἀραβίᾳ, συστοιχεῖ δὲ τῇ νῦν Ἰερουσαλήμ, δουλεύει ⸀γὰρ μετὰ τῶν τέκνων αὐτῆς·
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 26] ἡ δὲ ἄνω Ἰερουσαλὴμ ἐλευθέρα ἐστίν, ἥτις ἐστὶν ⸀μήτηρ ἡμῶν·
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 27] γέγραπται γάρ· Εὐφράνθητι, στεῖρα ἡ οὐ τίκτουσα, ῥῆξον καὶ βόησον, ἡ οὐκ ὠδίνουσα· ὅτι πολλὰ τὰ τέκνα τῆς ἐρήμου μᾶλλον ἢ τῆς ἐχούσης τὸν ἄνδρα.
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 28] ⸂ὑμεῖς δέ, ἀδελφοί, κατὰ Ἰσαὰκ ἐπαγγελίας τέκνα ἐστέ⸃·
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 29] ἀλλʼ ὥσπερ τότε ὁ κατὰ σάρκα γεννηθεὶς ἐδίωκε τὸν κατὰ πνεῦμα, οὕτως καὶ νῦν.
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 30] ἀλλὰ τί λέγει ἡ γραφή; Ἔκβαλε τὴν παιδίσκην καὶ τὸν υἱὸν αὐτῆς, οὐ γὰρ μὴ ⸀κληρονομήσει ὁ υἱὸς τῆς παιδίσκης μετὰ τοῦ υἱοῦ τῆς ἐλευθέρας.
[SBLGNT | EL | NT | Galatians | Chapter 4 | Verse 31] ⸀διό, ἀδελφοί, οὐκ ἐσμὲν παιδίσκης τέκνα ἀλλὰ τῆς ἐλευθέρας.
