[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 1] هَلِّلُويَا. اِحْمَدُوا ٱلرَّبَّ لِأَنَّهُ صَالِحٌ، لِأَنَّ إِلَى ٱلْأَبَدِ رَحْمَتَهُ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 38] وَأَهْرَقُوا دَمًا زَكِيًّا، دَمَ بَنِيهِمْ وَبَنَاتِهِمِ ٱلَّذِينَ ذَبَحُوهُمْ لِأَصْنَامِ كَنْعَانَ، وَتَدَنَّسَتِ ٱلْأَرْضُ بِٱلدِّمَاءِ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 39] وَتَنَجَّسُوا بِأَعْمَالِهِمْ وَزَنَوْا بِأَفْعَالِهِمْ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 40] فَحَمِيَ غَضَبُ ٱلرَّبِّ عَلَى شَعْبِهِ، وَكَرِهَ مِيرَاثَهُ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 41] وَأَسْلَمَهُمْ لِيَدِ ٱلْأُمَمِ، وَتَسَلَّطَ عَلَيْهِمْ مُبْغِضُوهُمْ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 42] وَضَغَطَهُمْ أَعْدَاؤُهُمْ، فَذَلُّوا تَحْتَ يَدِهِمْ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 43] مَرَّاتٍ كَثِيرَةً أَنْقَذَهُمْ، أَمَّا هُمْ فَعَصَوْهُ بِمَشُورَتِهِمْ وَٱنْحَطُّوا بِإِثْمِهِمْ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 44] فَنَظَرَ إِلَى ضِيقِهِمْ إِذْ سَمِعَ صُرَاخَهُمْ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 45] وَذَكَرَ لَهُمْ عَهْدَهُ، وَنَدِمَ حَسَبَ كَثْرَةِ رَحْمَتِهِ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 46] وَأَعْطَاهُمْ نِعْمَةً قُدَّامَ كُلِّ ٱلَّذِينَ سَبَوْهُمْ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 47] خَلِّصْنَا أَيُّهَا ٱلرَّبُّ إِلَهُنَا، وَٱجْمَعْنَا مِنْ بَيْنِ ٱلْأُمَمِ، لِنَحْمَدَ ٱسْمَ قُدْسِكَ، وَنَتَفَاخَرَ بِتَسْبِيحِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 48] مُبَارَكٌ ٱلرَّبُّ إِلَهُ إِسْرَائِيلَ مِنَ ٱلْأَزَلِ وَإِلَى ٱلْأَبَدِ. وَيَقُولُ كُلُّ ٱلشَّعْبِ: «آمِينَ». هَلِّلُويَا.
