[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 1] طُوبَى لِلْكَامِلِينَ طَرِيقًا، ٱلسَّالِكِينَ فِي شَرِيعَةِ ٱلرَّبِّ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 30] ٱخْتَرْتُ طَرِيقَ ٱلْحَقِّ. جَعَلْتُ أَحْكَامَكَ قُدَّامِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 31] لَصِقْتُ بِشَهَادَاتِكَ. يَارَبُّ، لَا تُخْزِنِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 32] فِي طَرِيقِ وَصَايَاكَ أَجْرِي، لِأَنَّكَ تُرَحِّبُ قَلْبِي. ه
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 33] عَلِّمْنِي يَارَبُّ طَرِيقَ فَرَائِضِكَ، فَأَحْفَظَهَا إِلَى ٱلنِّهَايَةِ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 34] فَهِّمْنِي فَأُلَاحِظَ شَرِيعَتَكَ، وَأَحْفَظَهَا بِكُلِّ قَلْبِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 35] دَرِّبْنِي فِي سَبِيلِ وَصَايَاكَ، لِأَنِّي بِهِ سُرِرْتُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 36] أَمِلْ قَلْبِي إِلَى شَهَادَاتِكَ، لَا إِلَى ٱلْمَكْسَبِ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 37] حَوِّلْ عَيْنَيَّ عَنِ ٱلنَّظَرِ إِلَى ٱلْبَاطِلِ. فِي طَرِيقِكَ أَحْيِنِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 38] أَقِمْ لِعَبْدِكَ قَوْلَكَ ٱلَّذِي لِمُتَّقِيكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 39] أَزِلْ عَارِي ٱلَّذِي حَذِرْتُ مِنْهُ، لِأَنَّ أَحْكَامَكَ طَيِّبَةٌ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 40] هَأَنَذَا قَدِ ٱشْتَهَيْتُ وَصَايَاكَ. بِعَدْلِكَ أَحْيِنِي. و
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 41] لِتَأْتِنِي رَحْمَتُكَ يَارَبُّ، خَلَاصُكَ حَسَبَ قَوْلِكَ،
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 42] فَأُجَاوِبَ مُعَيِّرِي كَلِمَةً، لِأَنِّي ٱتَّكَلْتُ عَلَى كَلَامِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 43] وَلَا تَنْزِعْ مِنْ فَمِي كَلَامَ ٱلْحَقِّ كُلَّ ٱلنَّزْعِ، لِأَنِّي ٱنْتَظَرْتُ أَحْكَامَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 44] فَأَحْفَظَ شَرِيعَتَكَ دَائِمًا، إِلَى ٱلدَّهْرِ وَٱلْأَبَدِ،
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 45] وَأَتَمَشَّى فِي رَحْبٍ، لِأَنِّي طَلَبْتُ وَصَايَاكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 46] وَأَتَكَلَّمُ بِشَهَادَاتِكَ قُدَّامَ مُلُوكٍ وَلَا أَخْزَى،
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 47] وَأَتَلَذَّذُ بِوَصَايَاكَ ٱلَّتِي أَحْبَبْتُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 48] وَأَرْفَعُ يَدَيَّ إِلَى وَصَايَاكَ ٱلَّتِي وَدِدْتُ، وَأُنَاجِي بِفَرَائِضِكَ. ز
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 49] اُذْكُرْ لِعَبْدِكَ ٱلْقَوْلَ ٱلَّذِي جَعَلْتَنِي أَنْتَظِرُهُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 50] هَذِهِ هِيَ تَعْزِيَتِي فِي مَذَلَّتِي، لِأَنَّ قَوْلَكَ أَحْيَانِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 51] ٱلْمُتَكَبِّرُونَ ٱسْتَهْزَأُوا بِي إِلَى ٱلْغَايَةِ. عَنْ شَرِيعَتِكَ لَمْ أَمِلْ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 52] تَذَكَّرْتُ أَحْكَامَكَ مُنْذُ ٱلدَّهْرِ يَارَبُّ، فَتَعَزَّيْتُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 53] ٱلْحَمِيَّةُ أَخَذَتْنِي بِسَبَبِ ٱلْأَشْرَارِ تَارِكِي شَرِيعَتِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 54] تَرْنِيمَاتٍ صَارَتْ لِي فَرَائِضُكَ فِي بَيْتِ غُرْبَتِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 55] ذَكَرْتُ فِي ٱللَّيْلِ ٱسْمَكَ يَارَبُّ، وَحَفِظْتُ شَرِيعَتَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 56] هَذَا صَارَ لِي، لِأَنِّي حَفِظْتُ وَصَايَاكَ. ح
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 57] نَصِيبِي ٱلرَّبُّ، قُلْتُ لِحِفْظِ كَلَامِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 58] تَرَضَّيْتُ وَجْهَكَ بِكُلِّ قَلْبِي. ٱرْحَمْنِي حَسَبَ قَوْلِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 59] تَفَكَّرْتُ فِي طُرُقِي، وَرَدَدْتُ قَدَمَيَّ إِلَى شَهَادَاتِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 60] أَسْرَعْتُ وَلَمْ أَتَوَانَ لِحِفْظِ وَصَايَاكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 61] حِبَالُ ٱلْأَشْرَارِ ٱلْتَفَّتْ عَلَيَّ. أَمَّا شَرِيعَتُكَ فَلَمْ أَنْسَهَا.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 62] فِي مُنْتَصَفِ ٱللَّيْلِ أَقُومُ لِأَحْمَدَكَ عَلَى أَحْكَامِ بِرِّكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 63] رَفِيقٌ أَنَا لِكُلِّ ٱلَّذِينَ يَتَّقُونَكَ وَلِحَافِظِي وَصَايَاكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 64] رَحْمَتُكَ يَارَبُّ قَدْ مَلَأَتِ ٱلْأَرْضَ. عَلِّمْنِي فَرَائِضَكَ. ط
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 65] خَيْرًا صَنَعْتَ مَعَ عَبْدِكَ يَارَبُّ حَسَبَ كَلَامِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 66] ذَوْقًا صَالِحًا وَمَعْرِفَةً عَلِّمْنِي، لِأَنِّي بِوَصَايَاكَ آمَنْتُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 67] قَبْلَ أَنْ أُذَلَّلَ أَنَا ضَلَلْتُ، أَمَّا ٱلْآنَ فَحَفِظْتُ قَوْلَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 68] صَالِحٌ أَنْتَ وَمُحْسِنٌ. عَلِّمْنِي فَرَائِضَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 69] ٱلْمُتَكَبِّرُونَ قَدْ لَفَّقُوا عَلَيَّ كَذِبًا، أَمَّا أَنَا فَبِكُلِّ قَلْبِي أَحْفَظُ وَصَايَاكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 70] سَمِنَ مِثْلَ ٱلشَّحْمِ قَلْبُهُمْ، أَمَّا أَنَا فَبِشَرِيعَتِكَ أَتَلَذَّذُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 71] خَيْرٌ لِي أَنِّي تَذَلَّلْتُ لِكَيْ أَتَعَلَّمَ فَرَائِضَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 72] شَرِيعَةُ فَمِكَ خَيْرٌ لِي مِنْ أُلُوفِ ذَهَبٍ وَفِضَّةٍ. ي
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 73] يَدَاكَ صَنَعَتَانِي وَأَنْشَأَتَانِي. فَهِّمْنِي فَأَتَعَلَّمَ وَصَايَاكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 74] مُتَّقُوكَ يَرَوْنَنِي فَيَفْرَحُونَ، لِأَنِّي ٱنْتَظَرْتُ كَلَامَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 75] قَدْ عَلِمْتُ يَارَبُّ أَنَّ أَحْكَامَكَ عَدْلٌ، وَبِٱلْحَقِّ أَذْلَلْتَنِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 76] فَلْتَصِرْ رَحْمَتُكَ لِتَعْزِيَتِي، حَسَبَ قَوْلِكَ لِعَبْدِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 77] لِتَأْتِنِي مَرَاحِمُكَ فَأَحْيَا، لِأَنَّ شَرِيعَتَكَ هِيَ لَذَّتِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 78] لِيَخْزَ ٱلْمُتَكَبِّرُونَ لِأَنَّهُمْ زُورًا ٱفْتَرَوْا عَلَيَّ. أَمَّا أَنَا فَأُنَاجِي بِوَصَايَاكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 79] لِيَرْجِعْ إِلَيَّ مُتَّقُوكَ وَعَارِفُو شَهَادَاتِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 80] لِيَكُنْ قَلْبِي كَامِلًا فِي فَرَائِضِكَ لِكَيْلَا أَخْزَى. ك
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 81] تَاقَتْ نَفْسِي إِلَى خَلَاصِكَ. كَلَامَكَ ٱنْتَظَرْتُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 82] كَلَّتْ عَيْنَايَ مِنَ ٱلنَّظَرِ إِلَى قَوْلِكَ، فَأَقُولُ: «مَتَى تُعَزِّينِي؟».
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 83] لِأَنِّي قَدْ صِرْتُ كَزِقٍّ فِي ٱلدُّخَانِ، أَمَّا فَرَائِضُكَ فَلَمْ أَنْسَهَا.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 84] كَمْ هِيَ أَيَّامُ عَبْدِكَ؟ مَتَى تُجْرِي حُكْمًا عَلَى مُضْطَهِدِيَّ؟
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 85] ٱلْمُتَكَبِّرُونَ قَدْ كَرَوْا لِي حَفَائِرَ. ذَلِكَ لَيْسَ حَسَبَ شَرِيعَتِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 86] كُلُّ وَصَايَاكَ أَمَانَةٌ. زُورًا يَضْطَهِدُونَنِي. أَعِنِّي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 87] لَوْلَا قَلِيلٌ لَأَفْنَوْنِي مِنَ ٱلْأَرْضِ. أَمَّا أَنَا فَلَمْ أَتْرُكْ وَصَايَاكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 88] حَسَبَ رَحْمَتِكَ أَحْيِنِي، فَأَحْفَظَ شَهَادَاتِ فَمِكَ. ل
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 89] إِلَى ٱلْأَبَدِ يَارَبُّ كَلِمَتُكَ مُثَبَّتَةٌ فِي ٱلسَّمَاوَاتِ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 90] إِلَى دَوْرٍ فَدَوْرٍ أَمَانَتُكَ. أَسَّسْتَ ٱلْأَرْضَ فَثَبَتَتْ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 91] عَلَى أَحْكَامِكَ ثَبَتَتِ ٱلْيَوْمَ، لِأَنَّ ٱلْكُلَّ عَبِيدُكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 92] لَوْ لَمْ تَكُنْ شَرِيعَتُكَ لَذَّتِي، لَهَلَكْتُ حِينَئِذٍ فِي مَذَلَّتِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 93] إِلَى ٱلدَّهْرِ لَا أَنْسَى وَصَايَاكَ، لِأَنَّكَ بِهَا أَحْيَيْتَنِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 94] لَكَ أَنَا فَخَلِّصْنِي، لِأَنِّي طَلَبْتُ وَصَايَاكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 95] إِيَّايَ ٱنْتَظَرَ ٱلْأَشْرَارُ لِيُهْلِكُونِي. بِشَهَادَاتِكَ أَفْطُنُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 96] لِكُلِّ كَمَالٍ رَأَيْتُ حَدًّا، أَمَّا وَصِيَّتُكَ فَوَاسِعَةٌ جِدًّا. م
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 97] كَمْ أَحْبَبْتُ شَرِيعَتَكَ! ٱلْيَوْمَ كُلَّهُ هِيَ لَهَجِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 98] وَصِيَّتُكَ جَعَلَتْنِي أَحْكَمَ مِنْ أَعْدَائِي، لِأَنَّهَا إِلَى ٱلدَّهْرِ هِيَ لِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 99] أَكْثَرَ مِنْ كُلِّ مُعَلِّمِيَّ تَعَقَّلْتُ، لِأَنَّ شَهَادَاتِكَ هِيَ لَهَجِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 100] أَكْثَرَ مِنَ ٱلشُّيُوخِ فَطِنْتُ، لِأَنِّي حَفِظْتُ وَصَايَاكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 101] مِنْ كُلِّ طَرِيقِ شَرٍّ مَنَعْتُ رِجْلَيَّ، لِكَيْ أَحْفَظَ كَلَامَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 102] عَنْ أَحْكَامِكَ لَمْ أَمِلْ، لِأَنَّكَ أَنْتَ عَلَّمْتَنِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 103] مَا أَحْلَى قَوْلَكَ لِحَنَكِي! أَحْلَى مِنَ ٱلْعَسَلِ لِفَمِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 104] مِنْ وَصَايَاكَ أَتَفَطَّنُ، لِذَلِكَ أَبْغَضْتُ كُلَّ طَرِيقِ كَذِبٍ. ن
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 105] سِرَاجٌ لِرِجْلِي كَلَامُكَ وَنُورٌ لِسَبِيلِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 106] حَلَفْتُ فَأَبِرُّهُ، أَنْ أَحْفَظَ أَحْكَامَ بِرِّكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 107] تَذَلَّلْتُ إِلَى ٱلْغَايَةِ. يَارَبُّ، أَحْيِنِي حَسَبَ كَلَامِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 108] ٱرْتَضِ بِمَنْدُوبَاتِ فَمِي يَارَبُّ، وَأَحْكَامَكَ عَلِّمْنِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 109] نَفْسِي دَائِمًا فِي كَفِّي، أَمَّا شَرِيعَتُكَ فَلَمْ أَنْسَهَا.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 110] ٱلْأَشْرَارُ وَضَعُوا لِي فَخًّا، أَمَّا وَصَايَاكَ فَلَمْ أَضِلَّ عَنْهَا.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 111] وَرِثْتُ شَهَادَاتِكَ إِلَى ٱلدَّهْرِ، لِأَنَّهَا هِيَ بَهْجَةُ قَلْبِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 112] عَطَفْتُ قَلْبِي لِأَصْنَعَ فَرَائِضَكَ إِلَى ٱلدَّهْرِ إِلَى ٱلنِّهَايَةِ. س
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 113] ٱلْمُتَقَلِّبِينَ أَبْغَضْتُ، وَشَرِيعَتَكَ أَحْبَبْتُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 114] سِتْرِي وَمِجَنِّي أَنْتَ. كَلَامَكَ ٱنْتَظَرْتُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 115] ٱنْصَرِفُوا عَنِّي أَيُّهَا ٱلْأَشْرَارُ، فَأَحْفَظَ وَصَايَا إِلَهِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 116] ٱعْضُدْنِي حَسَبَ قَوْلِكَ فَأَحْيَا، وَلَا تُخْزِنِي مِنْ رَجَائِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 117] أَسْنِدْنِي فَأَخْلُصَ، وَأُرَاعِيَ فَرَائِضَكَ دَائِمًا.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 118] ٱحْتَقَرْتَ كُلَّ ٱلضَّالِّينَ عَنْ فَرَائِضِكَ، لِأَنَّ مَكْرَهُمْ بَاطِلٌ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 119] كَزَغَلٍ عَزَلْتَ كُلَّ أَشْرَارِ ٱلْأَرْضِ، لِذَلِكَ أَحْبَبْتُ شَهَادَاتِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 120] قَدِ ٱقْشَعَرَّ لَحْمِي مِنْ رُعْبِكَ، وَمِنْ أَحْكَامِكَ جَزِعْتُ. ع
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 121] أَجْرَيْتُ حُكْمًا وَعَدْلًا. لَا تُسْلِمْنِي إِلَى ظَالِمِيَّ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 122] كُنْ ضَامِنَ عَبْدِكَ لِلْخَيْرِ، لِكَيْلَا يَظْلِمَنِي ٱلْمُسْتَكْبِرُونَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 123] كَلَّتْ عَيْنَايَ ٱشْتِيَاقًا إِلَى خَلَاصِكَ وَإِلَى كَلِمَةِ بِرِّكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 124] ٱصْنَعْ مَعَ عَبْدِكَ حَسَبَ رَحْمَتِكَ، وَفَرَائِضَكَ عَلِّمْنِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 125] عَبْدُكَ أَنَا. فَهِّمْنِي فَأَعْرِفَ شَهَادَاتِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 126] إِنَّهُ وَقْتُ عَمَلٍ لِلرَّبِّ. قَدْ نَقَضُوا شَرِيعَتَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 127] لِأَجْلِ ذَلِكَ أَحْبَبْتُ وَصَايَاكَ أَكْثَرَ مِنَ ٱلذَّهَبِ وَٱلْإِبْرِيزِ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 128] لِأَجْلِ ذَلِكَ حَسِبْتُ كُلَّ وَصَايَاكَ فِي كُلِّ شَيْءٍ مُسْتَقِيمَةً. كُلَّ طَرِيقِ كَذِبٍ أَبْغَضْتُ. ف
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 129] عَجِيبَةٌ هِيَ شَهَادَاتُكَ، لِذَلِكَ حَفِظَتْهَا نَفْسِي.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 130] فَتْحُ كَلَامِكَ يُنِيرُ، يُعَقِّلُ ٱلْجُهَّالَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 131] فَغَرْتُ فَمِي وَلَهَثْتُ، لِأَنِّي إِلَى وَصَايَاكَ ٱشْتَقْتُ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 132] ٱلْتَفِتْ إِلَيَّ وَٱرْحَمْنِي، كَحَقِّ مُحِبِّي ٱسْمِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 133] ثَبِّتْ خُطُوَاتِي فِي كَلِمَتِكَ، وَلَا يَتَسَلَّطْ عَلَيَّ إِثْمٌ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 134] ٱفْدِنِي مِنْ ظُلْمِ ٱلْإِنْسَانِ، فَأَحْفَظَ وَصَايَاكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 135] أَضِئْ بِوَجْهِكَ عَلَى عَبْدِكَ، وَعَلِّمْنِي فَرَائِضَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 136] جَدَاوِلُ مِيَاهٍ جَرَتْ مِنْ عَيْنَيَّ، لِأَنَّهُمْ لَمْ يَحْفَظُوا شَرِيعَتَكَ. ص
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 137] بَارٌّ أَنْتَ يَارَبُّ، وَأَحْكَامُكَ مُسْتَقِيمَةٌ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 138] عَدْلًا أَمَرْتَ بِشَهَادَاتِكَ، وَحَقًّا إِلَى ٱلْغَايَةِ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 139] أَهْلَكَتْنِي غَيْرَتِي، لِأَنَّ أَعْدَائِي نَسُوا كَلَامَكَ.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 140] كَلِمَتُكَ مُمَحَّصَةٌ جِدًّا، وَعَبْدُكَ أَحَبَّهَا.
[VANDYKE | AR | OT | Psalms | Chapter 119 | Verse 141] صَغِيرٌ أَنَا وَحَقِيرٌ، أَمَّا وَصَايَاكَ فَلَمْ أَنْسَهَا.
