[IRV | HI | OT | Lamentations | Chapter 3 | Verse 1] उसके रोष की छड़ी से दुःख भोगनेवाला पुरुष मैं ही हूँ;
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 48] मेरी आँखों से मेरी प्रजा की पुत्री के विनाश के कारण जल की धाराएँ बह रही है।
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 49] मेरी आँख से लगातार आँसू बहते रहेंगे,
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 50] जब तक यहोवा स्वर्ग से मेरी ओर न देखे;
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 51] अपनी नगरी की सब स्त्रियों का हाल देखने पर मेरा दुःख बढ़ता है।
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 52] जो व्यर्थ मेरे शत्रु बने हैं, उन्होंने निर्दयता से चिड़िया के समान मेरा आहेर किया है; (भज. 35:7)
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 53] उन्होंने मुझे गड्ढे में डालकर मेरे जीवन का अन्त करने के लिये मेरे ऊपर पत्थर लुढ़काए हैं;
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 54] मेरे सिर पर से जल बह गया, मैंने कहा, ‘मैं अब नाश हो गया।’
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 55] हे यहोवा, गहरे गड्ढे में से मैंने तुझ से प्रार्थना की;
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 56] तूने मेरी सुनी कि जो दुहाई देकर मैं चिल्लाता हूँ उससे कान न फेर ले!
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 57] जब मैंने तुझे पुकारा, तब तूने मुझसे कहा, ‘मत डर!’
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 58] हे यहोवा, तूने मेरा मुकद्दमा लड़कर मेरा प्राण बचा लिया है।
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 59] हे यहोवा, जो अन्याय मुझ पर हुआ है उसे तूने देखा है; तू मेरा न्याय चुका।
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 60] जो बदला उन्होंने मुझसे लिया, और जो कल्पनाएँ मेरे विरुद्ध की, उन्हें भी तूने देखा है।
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 61] हे यहोवा, जो कल्पनाएँ और निन्दा वे मेरे विरुद्ध करते हैं, वे भी तूने सुनी हैं।
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 62] मेरे विरोधियों के वचन, और जो कुछ भी वे मेरे विरुद्ध लगातार सोचते हैं, उन्हें तू जानता है।
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 63] उनका उठना-बैठना ध्यान से देख; वे मुझ पर लगते हुए गीत गाते हैं।
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 64] हे यहोवा, तू उनके कामों के अनुसार उनको बदला देगा।
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 65] तू उनका मन सुन्न कर देगा; तेरा श्राप उन पर होगा।
[IRV | HI | OT | Lamentations | Chapter 3 | Verse 66] हे यहोवा, तू अपने कोप से उनको खदेड़-खदेड़कर धरती पर से नाश कर देगा।”
