[KJV | EN | NT | John | Chapter 7 | Verse 1] After these things Jesus walked in Galilee: for he would not walk in Jewry, because the Jews sought to kill him.
[KJV | EN | NT | John | Chapter 7 | Verse 40] Many of the people therefore, when they heard this saying, said, Of a truth this is the Prophet.
[KJV | EN | NT | John | Chapter 7 | Verse 41] Others said, This is the Christ. But some said, Shall Christ come out of Galilee?
[KJV | EN | NT | John | Chapter 7 | Verse 42] Hath not the scripture said, That Christ cometh of the seed of David, and out of the town of Bethlehem, where David was?
[KJV | EN | NT | John | Chapter 7 | Verse 43] So there was a division among the people because of him.
[KJV | EN | NT | John | Chapter 7 | Verse 44] And some of them would have taken him; but no man laid hands on him.
[KJV | EN | NT | John | Chapter 7 | Verse 45] Then came the officers to the chief priests and Pharisees; and they said unto them, Why have ye not brought him?
[KJV | EN | NT | John | Chapter 7 | Verse 46] The officers answered, Never man spake like this man.
[KJV | EN | NT | John | Chapter 7 | Verse 47] Then answered them the Pharisees, Are ye also deceived?
[KJV | EN | NT | John | Chapter 7 | Verse 48] Have any of the rulers or of the Pharisees believed on him?
[KJV | EN | NT | John | Chapter 7 | Verse 49] But this people who knoweth not the law are cursed.
[KJV | EN | NT | John | Chapter 7 | Verse 50] Nicodemus saith unto them, (he that came to Jesus by night, being one of them,)
[KJV | EN | NT | John | Chapter 7 | Verse 51] Doth our law judge any man, before it hear him, and know what he doeth?
[KJV | EN | NT | John | Chapter 7 | Verse 52] They answered and said unto him, Art thou also of Galilee? Search, and look: for out of Galilee ariseth no prophet.
[KJV | EN | NT | John | Chapter 7 | Verse 53] And every man went unto his own house.
