[YLT | EN | NT | Luke | Chapter 6 | Verse 1] And it came to pass, on the second-first sabbath, as he is going through the corn fields, that his disciples were plucking the ears, and were eating, rubbing with the hands,
[YLT | EN | NT | Luke | Chapter 6 | Verse 20] And he, having lifted up his eyes to his disciples, said: 'Happy the poor — because yours is the reign of God.
[YLT | EN | NT | Luke | Chapter 6 | Verse 21] 'Happy those hungering now — because ye shall be filled. 'Happy those weeping now — because ye shall laugh.
[YLT | EN | NT | Luke | Chapter 6 | Verse 22] 'Happy are ye when men shall hate you, and when they shall separate you, and shall reproach, and shall cast forth your name as evil, for the Son of Man's sake —
[YLT | EN | NT | Luke | Chapter 6 | Verse 23] rejoice in that day, and leap, for lo, your reward [is] great in the heaven, for according to these things were their fathers doing to the prophets.
[YLT | EN | NT | Luke | Chapter 6 | Verse 24] 'But woe to you — the rich, because ye have got your comfort.
[YLT | EN | NT | Luke | Chapter 6 | Verse 25] 'Woe to you who have been filled — because ye shall hunger. 'Woe to you who are laughing now — because ye shall mourn and weep.
[YLT | EN | NT | Luke | Chapter 6 | Verse 26] 'Woe to you when all men shall speak well of you — for according to these things were their fathers doing to false prophets.
[YLT | EN | NT | Luke | Chapter 6 | Verse 27] 'But I say to you who are hearing, Love your enemies, do good to those hating you,
[YLT | EN | NT | Luke | Chapter 6 | Verse 28] bless those cursing you, and pray for those accusing you falsely;
[YLT | EN | NT | Luke | Chapter 6 | Verse 29] and to him smiting thee upon the cheek, give also the other, and from him taking away from thee the mantle, also the coat thou mayest not keep back.
[YLT | EN | NT | Luke | Chapter 6 | Verse 30] 'And to every one who is asking of thee, be giving; and from him who is taking away thy goods, be not asking again;
[YLT | EN | NT | Luke | Chapter 6 | Verse 31] and as ye wish that men may do to you, do ye also to them in like manner;
[YLT | EN | NT | Luke | Chapter 6 | Verse 32] and — if ye love those loving you, what grace have ye? for also the sinful love those loving them;
[YLT | EN | NT | Luke | Chapter 6 | Verse 33] and if ye do good to those doing good to you, what grace have ye? for also the sinful do the same;
[YLT | EN | NT | Luke | Chapter 6 | Verse 34] and if ye lend [to those] of whom ye hope to receive back, what grace have ye? for also the sinful lend to sinners — that they may receive again as much.
[YLT | EN | NT | Luke | Chapter 6 | Verse 35] 'But love your enemies, and do good, and lend, hoping for nothing again, and your reward will be great, and ye shall be sons of the Highest, because He is kind unto the ungracious and evil;
[YLT | EN | NT | Luke | Chapter 6 | Verse 36] be ye therefore merciful, as also your Father is merciful.
[YLT | EN | NT | Luke | Chapter 6 | Verse 37] 'And judge not, and ye may not be judged; condemn not, and ye may not be condemned; release, and ye shall be released.
[YLT | EN | NT | Luke | Chapter 6 | Verse 38] 'Give, and it shall be given to you; good measure, pressed, and shaken, and running over, they shall give into your bosom; for with that measure with which ye measure, it shall be measured to you again.'
[YLT | EN | NT | Luke | Chapter 6 | Verse 39] And he spake a simile to them, 'Is blind able to lead blind? shall they not both fall into a pit?
[YLT | EN | NT | Luke | Chapter 6 | Verse 40] A disciple is not above his teacher, but every one perfected shall be as his teacher.
[YLT | EN | NT | Luke | Chapter 6 | Verse 41] 'And why dost thou behold the mote that is in thy brother's eye, and the beam that [is] in thine own eye dost not consider?
[YLT | EN | NT | Luke | Chapter 6 | Verse 42] or how art thou able to say to thy brother, Brother, suffer, I may take out the mote that [is] in thine eye — thyself the beam in thine own eye not beholding? Hypocrite, take first the beam out of thine own eye, and then thou shalt see clearly to take out the mote that [is] in thy brother's eye.
[YLT | EN | NT | Luke | Chapter 6 | Verse 43] 'For there is not a good tree making bad fruit, nor a bad tree making good fruit;
[YLT | EN | NT | Luke | Chapter 6 | Verse 44] for each tree from its own fruit is known, for not from thorns do they gather figs, nor from a bramble do they crop a grape.
[YLT | EN | NT | Luke | Chapter 6 | Verse 45] 'The good man out of the good treasure of his heart doth bring forth that which [is] good; and the evil man out of the evil treasure of his heart doth bring forth that which [is] evil; for out of the abounding of the heart doth his mouth speak.
[YLT | EN | NT | Luke | Chapter 6 | Verse 46] 'And why do ye call me, Lord, Lord, and do not what I say?
[YLT | EN | NT | Luke | Chapter 6 | Verse 47] Every one who is coming unto me, and is hearing my words, and is doing them, I will shew you to whom he is like;
[YLT | EN | NT | Luke | Chapter 6 | Verse 48] he is like to a man building a house, who did dig, and deepen, and laid a foundation upon the rock, and a flood having come, the stream broke forth on that house, and was not able to shake it, for it had been founded upon the rock.
[YLT | EN | NT | Luke | Chapter 6 | Verse 49] 'And he who heard and did not, is like to a man having builded a house upon the earth, without a foundation, against which the stream brake forth, and immediately it fell, and the ruin of that house became great.'
