[LXX | EL | OT | Baruch | Chapter 4 | Verse 1] Αὑτὴ ἡ βίβλος τῶν προσταγμάτων τοῦ Θεοῦ, καὶ ὁ νόμος ὁ ὑπάρχων εἰς τὸν αἰῶνα· πάντες οἱ κρατοῦντες αὐτὴν, εἰς ζωήν· οἱ δὲ καταλείποντες αὐτὴν, ἀποθανοῦνται.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 13] καὶ δικαιώματα αὐτοῦ οὐκ ἔγνωσαν, οὐδὲ ἐπορεύθησαν ὁδοῖς ἐντολῶν Θεοῦ, οὐδὲ τρίβους παιδείας ἐν δικαιοσύνῃ αὐτοῦ ἐπέβησαν.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 14] Ἐλθέτωσαν αἱ πάροικοι Σιὼν, καὶ μνήσθητε τὴν αἰχμαλωσίαν τῶν υἱῶν μου καὶ θυγατέρων, ἣν ἐπήγαγεν αὐτοῖς ὁ αἰώνιος.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 15] Ἐπήγαγε γὰρ ἐπʼ αὐτοὺς ἔθνος μακρόθεν, ἔθνος ἀναιδὲς καὶ ἀλλόγλωσσον· ὅτι οὐκ ᾐσχύνθησαν πρεσβύτην, οὐδὲ παιδίον ἠλέησαν,
[LXX | EL | OT | Baruch | Chapter 4 | Verse 16] καὶ ἀπήγαγον τοὺς ἀγαπητοὺς τῆς χήρας, καὶ ἀπὸ τῶν θυγατέρων τὴν μόνην ἠρήμωσαν.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 17] Ἐγὼ δὲ τί δυνατὴ βοηθῆσαι ὑμῖν; Ὁ γὰρ ἐπαγαγὼν τὰ κακὰ, ἐξελεῖται ὑμᾶς ἐκ χειρὸς ἐχθρῶν ὑμῶν.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 18] Βαδίζετε τέκνα, βαδίζετε, ἐγὼ γὰρ κατελείφθην ἔρημος.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 19] Ἐξεδυσάμην τὴν στολὴν τῆς εἰρήνης,
[LXX | EL | OT | Baruch | Chapter 4 | Verse 20] ἐνεδυσάμην δὲ σάκκον τῆς δεήσεώς μου· κεκράξομαι πρὸς τὸν αἰώνιον ἐν ταῖς ἡμέραις μου.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 21] Θαῤῥεῖτε τέκνα, βοήσατε πρὸς τὸν Θεὸν, καὶ ἐξελεῖται ὑμᾶς ἐκ δυναστείας, ἐκ χειρος ἐχθρῶν.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 22] Ἐγὼ γὰρ ἤλπισα ἐπὶ τῷ αἰωνίῳ τὴν σωτηρίαν ὑμῶν· καὶ ἦλθέ μοι χαρὰ παρὰ τοῦ ἁγίου ἐπὶ τῇ ἐλεημοσύνῃ, ἣ ἥξει ὑμῖν ἐν τάχει παρὰ τοῦ αἰωνίου σωτῆρος ὑμῶν.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 23] Ἐξέπεμψα γὰρ ὑμᾶς μετὰ κλαυθμοῦ καὶ πένθους, ἀποδώσει δέ μοι ὁ Θεὸς ὑμᾶς μετὰ χαρμοσύνης καὶ εὐφροσύνης εἰς τὸν αἰῶνα.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 24] Ὥσπερ γὰρ νῦν ἑωράκασιν αἱ πάροικοι Σιὼν τὴν ὑμετέραν αἰχμαλωσίαν, οὕτως ὄψονται ἐν τάχει τὴν παρὰ τοῦ Θεοῦ ὑμῶν σωτηρίαν, ἣ ἐπελεύσεται ὑμῖν μετὰ δόξης μεγάλης καὶ λαμπρότητος τοῦ αἰωνίου.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 25] Τέκνα μακροθυμήσατε τὴν παρὰ τοῦ Θεοῦ ἐπελθοῦσαν ὑμῖν ὀργήν, κατεδίωξέ σε ὁ ἐχθρὸς, καὶ ὄψει αὐτοῦ τὴν ἀπώλειαν ἐν τάχει, καὶ ἐπὶ τραχήλους αὐτῶν ἐπιβήσῃ.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 26] Οἱ τρυφεροί μου ἐπορεύθησαν ὁδοὺς τραχείας, ᾔρθησαν ὡς ποίμνιον ἡρπασμένον ὑπὸ ἐχθρῶν.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 27] Θαρσήσατε τέκνα καὶ βοήσατε πρὸς τὸν Θεὸν, ἔσται γὰρ ὑμῶν ὑπὸ τοῦ ἐπάγοντος μνεία.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 28] Ὥσπερ γὰρ ἐγένετο ἡ διάνοια ὑμῶν εἰς τὸ πλανηθῆναι ἀπὸ τοῦ Θεοῦ, δεκαπλασιάσατε ἐπιστραφέντες ζητῆσαι αὐτόν.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 29] Ὁ γὰρ ἐπαγαγὼν ὑμῖν τὰ κακὰ, ἐπάξει ὑμῖν τὴν αἱώνιον εὐφροσύνην μετὰ τῆς σωτηρίας ὑμῶν.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 30] Θάρσει Ἱερουσαλήμ, παρακαλέσει σε ὁ ὀνομάσας σε.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 31] Δείλαιοι οἱ σὲ κακώσαντες, καὶ ἐπιχαρέντες τῇ σῇ πτώσει·
[LXX | EL | OT | Baruch | Chapter 4 | Verse 32] Δείλαιαι αἱ πόλεις αἷς ἐδούλευσαν τὰ τέκνα σου, δειλαία ἡ δεξαμένη τοὺς υἱούς σου.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 33] Ὥσπερ γὰρ ἐχάρη ἐπὶ τῇ σῇ πτώσει, καὶ εὐφράνθη ἐπὶ τῷ πτώματί σου, οὕτως λυπηθήσεται ἐπὶ τῇ ἑαυτῆς ἐρημίᾳ.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 34] Καὶ περιελῶ αὐτῆς τὸ ἀγαλλίαμα τῆς πολυοχλίας καὶ τὸ γαυρίαμα αὐτῆς εἰς πένθος.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 35] Πῦρ γὰρ ἐπελεύσεται αὐτῇ παρὰ τοῦ αἰωνίου εἰς ἡμέρας μακρὰς, καὶ κατοικηθήσεται ὑπὸ δαιμονίων τὸν πλείονα χρόνον.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 36] Περίβλεψον πρὸς ἀνατολὰς Ἱερουσαλὴμ, καὶ ἴδε τὴν εὐφροσύνην τὴν παρὰ τοῦ Θεοῦ σοι ἐρχομένην.
[LXX | EL | OT | Baruch | Chapter 4 | Verse 37] Ἰδοὺ ἔρχονται οἱ υἱοί σου οὓς ἐξαπέστειλας, ἔρχονται συνηγμένοι ἀπὸ ἀνατολῶν ἕως δυσμῶν τῷ ῥήματι τοῦ ἁγίου, χαίροντες τῇ τοῦ Θεοῦ δόξῃ.
