[LXX | EL | OT | Baruch | Chapter 3 | Verse 1] Κύριε παντοκράτωρ ὁ Θεὸς Ἰσραὴλ, ψυχὴ ἐν στενοῖς καὶ πνεῦμα ἀκηδιῶν κέκραγε πρὸς σέ.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 12] ἐγκατέλιπες τὴν πηγὴν τῆς σοφίας.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 13] Τῇ ὁδῷ τοῦ Θεοῦ εἰ ἐπορεύθης, κατῴκεις ἂν ἐν εἰρήνῃ τὸν αἰῶνα.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 14] Μάθε ποῦ ἐστι φρόνησις, ποῦ ἐστιν ἰσχὺς, ποῦ ἐστιν σύνεσις, τοῦ γνῶναι ἅμα ποῦ ἐστι μακροβίωσις καὶ ζωὴ, ποῦ ἐστι φῶς ὀφθαλμῶν καὶ εἰρήνη.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 15] Τίς εὗρε τὸν τόπον αὐτῆς, καὶ τίς εἰσῆλθεν εἰς τοὺς θησαυροὺς αὐτῆς;
[LXX | EL | OT | Baruch | Chapter 3 | Verse 16] Ποῦ εἰσιν οἱ ἄρχοντες τῶν ἐθνῶν, καὶ οἱ κυριεύοντες τῶν θηρίων τῶν ἐπὶ τῆς γῆς,
[LXX | EL | OT | Baruch | Chapter 3 | Verse 17] οἱ ἐν τοῖς ὀρνέοις τοῦ οὐρανοῦ ἐμπαίζοντες, καὶ τὸ ἀργύριον θησαυρίζοντες, καὶ τὸ χρυσίον ᾧ ἐπεποίθεισαν ἄνθρωποι, καὶ οὐκ ἔστι τέλος τῆς κτήσεως αὐτῶν;
[LXX | EL | OT | Baruch | Chapter 3 | Verse 18] Ὅτι οἱ τὸ ἀργύριον τεκταίνοντες καὶ μεριμνῶντες, καὶ οὐκ ἔστιν ἐξεύρεσις τῶν ἔργων αὐτῶν.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 19] Ἠφανίσθησαν, καὶ εἰς ᾅδου κατέβησαν, καὶ ἄλλοι ἀνέστησαν ἀντʼ αὐτῶν.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 20] Νεώτεροι εἶδον φῶς, καὶ κατῴκησαν ἐπὶ τῆς γῆς, ὁδὸν δὲ ἐπιστήμης οὐκ ἔγνωσαν,
[LXX | EL | OT | Baruch | Chapter 3 | Verse 21] οὐδὲ συνῆκαν τρίβους αὐτῆς, οὐδὲ ἀντελάβοντο αὐτῆς· οἱ υἱοὶ αὐτῶν ἀπὸ τῆς ὁδοῦ αὐτῶν πόῤῥω ἐγενήθησαν.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 22] Οὐδὲ ἠκούσθη ἐν Χαναὰν, οὐδὲ ὤφθη ἐν Θαιμάν.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 23] Οἵτε υἱοὶ Ἄγαρ οἱ ἐκζητοῦντες τὴν σύνεσιν οἱ ἐπὶ τῆς γῆς, οἱ ἔμποροι τῆς Μεῤῥὰν, καὶ Θαιμὰν, καὶ οἱ μυθολόγοι, καὶ οἱ ἐκζητηταὶ τῆς συνέσεως, ὁδὸν δὲ σοφίας οὐκ ἔγνωσαν, οὐδὲ ἐμνήσθησαν τὰς τρίβους αὐτῆς.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 24] Ὦ Ἰσραὴλ, ὡς μέγας ὁ οἶκος τοῦ Θεοῦ; καὶ ἐπιμήκης ὁ τόπος τῆς κτήσεως αὐτοῦ;
[LXX | EL | OT | Baruch | Chapter 3 | Verse 25] Μέγας, καὶ οὐκ ἔχει τελευτὴν, ὑψηλὸς καὶ ἀμέτρητος.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 26] Ἐκεῖ ἐγεννήθησαν οἱ γίγαντες οἱ ὀνομαστοὶ, ἀπʼ ἀρχῆς γενόμενοι εὐμεγέθεις, ἐπιστάμενοι πόλεμον.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 27] Οὐ τούτους ἐξελέξατο ὁ Θεὸς, οὐδὲ ὁδὸν ἐπιστήμης ἔδωκεν αὐτοῖς.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 28] Καὶ ἀπώλοντο παρὰ τὸ μὴ ἔχειν φρόνησιν, ἀπώλοντο διὰ τὴν ἀβουλίαν αὐτῶν.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 29] Τίς ἀνέβη εἰς τὸν οὐρανὸν, καὶ ἔλαβεν αὐτὴν, καὶ κατεβίβασεν αὐτὴν ἐκ τῶν νεφελῶν;
[LXX | EL | OT | Baruch | Chapter 3 | Verse 30] Τίς διέβη πέραν τῆς θαλάσσης, καὶ εὗρεν αὐτὴν, καὶ οἴσει αὐτὴν χρυσίου ἐκλεκτοῦ;
[LXX | EL | OT | Baruch | Chapter 3 | Verse 31] Οὐκ ἔστιν ὁ γινώσκων τὴν ὁδὸν αὐτῆς, οὐδὲ ὁ ἐνθυμούμενος τὴν τρίβον αὐτῆς.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 32] Ἀλλʼ ὁ εἰδὼς τὰ πάντα γινώσκει αὐτὴν, ἐξεῦρεν αὐτὴν τῇ συνέσει αὐτοῦ· ὁ κατασκευάσας τὴν γῆν εἰς τὸν αἰῶνα χρόνον, ἐνέπλησεν αὐτὴν κτηνῶν τετραπόδων.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 33] Ὁ ἀποστέλλων τὸ φῶς καὶ πορεύεται, ἐκάλεσεν αὐτὸ, καὶ ὑπήκουσεν αὐτῷ τρόμῳ·
[LXX | EL | OT | Baruch | Chapter 3 | Verse 34] Οἱ δὲ ἀστέρες ἔλαμψαν ἐν ταῖς φυλακαῖς αὐτῶν, καὶ εὐφράνθησαν· ἐκάλεσεν αὐτοὺς, καὶ εἶπον, πάρεσμεν· ἔλαμψαν μετʼ εὐφροσύνης τῷ ποιήσαντι αὐτούς.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 35] Οὗτος ὁ Θεὸς ἡμῶν, οὐ λογισθήσεται ἕτερος πρὸς αὐτόν.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 36] Ἐξεῦρε πᾶσαν ὁδὸν ἐπιστήμης, καὶ ἔδωκεν αὐτὴν Ἰακὼβ τῷ παιδὶ αὐτοῦ, καὶ Ἰσραὴλ τῷ ἠγαπημένῳ ὑπʼ αὐτοῦ.
[LXX | EL | OT | Baruch | Chapter 3 | Verse 37] Μετὰ τοῦτο ἐπὶ τῆς γῆς ὤφθη, καὶ ἐν τοῖς ἀνθρώποις συνανεστράφη.
